row,index,mr_shape,hr_shape,mae_total,rmse_total,max_abs_diff,mae_ua,mae_va,rmse_ua,rmse_va,paired_rank_rmse,paired_rank_mae,paired_rmse,paired_mae,best_wrong_rmse,best_wrong_mae,paired_beats_wrong_rmse_gap,paired_beats_wrong_mae_gap,candidate_count
94,94,"(100, 100, 2)","(500, 500, 2)",5.9832568610082095,6.850555397869563,15.086295051574705,8.020193530607054,3.946320191409363,8.307498111946927,4.984545479635814,36,50,6.850555397869563,5.9832568610082095,5.102126112893628,4.147544281665332,-1.748429284975935,-1.8357125793428777,168
95,95,"(100, 100, 2)","(500, 500, 2)",6.239500630039327,7.110049117530414,15.729204292297368,8.363735565354514,4.1152656947241395,8.633956166503795,5.153678086792102,47,61,7.110049117530414,6.239500630039327,5.212681851525753,4.256897953304572,-1.897367266004661,-1.9826026767347553,168
96,96,"(100, 100, 2)","(500, 500, 2)",6.398916977794295,7.271539087452182,16.682527122497557,8.56668150133241,4.231152454256182,8.842928794159842,5.249111519305777,53,68,7.271539087452182,6.398916977794295,5.257582441678393,4.2902829081789795,-2.0139566457737894,-2.1086340696153156,168
97,97,"(100, 100, 2)","(500, 500, 2)",6.506570428516779,7.376633164221398,15.454523735046386,8.692125773946808,4.32101508308675,8.969367827785458,5.3272764569589555,53,74,7.376633164221398,6.506570428516779,5.304440279584887,4.326509455940286,-2.072192884636511,-2.1800609725764932,168
98,98,"(100, 100, 2)","(500, 500, 2)",6.560788746917239,7.432991768093021,15.734367218017574,8.793280643169716,4.328296850664763,9.071076277590878,5.311714263324528,56,78,7.432991768093021,6.560788746917239,5.3735658355446105,4.389197918031685,-2.05942593254841,-2.171590828885554,168
99,99,"(100, 100, 2)","(500, 500, 2)",6.584462868114251,7.445402784374624,15.84919467926025,8.88373838150743,4.285187354721073,9.156016642774825,5.199558104337066,56,78,7.445402784374624,6.584462868114251,5.455497669454881,4.452576157788359,-1.9899051149197433,-2.131886710325892,168
100,100,"(100, 100, 2)","(500, 500, 2)",6.56887467976085,7.427449503331168,15.88030715942383,8.949982531454559,4.187766828067143,9.214768062878541,5.042029531490517,53,75,7.427449503331168,6.56887467976085,5.537584640511212,4.527216655263068,-1.8898648628199561,-2.0416580244977824,168
101,101,"(100, 100, 2)","(500, 500, 2)",6.540290040026934,7.429163875753073,15.568275489807133,9.051387040623021,4.0291930394308455,9.314269136803512,4.861002183992348,49,72,7.429163875753073,6.540290040026934,5.666908369792758,4.645528950539035,-1.762255505960315,-1.8947610894878997,168
102,102,"(100, 100, 2)","(500, 500, 2)",6.523256118914803,7.4441970120486545,15.201365127563474,9.185430225172531,3.8610820126570737,9.441090815233059,4.658105036053845,48,67,7.4441970120486545,6.523256118914803,5.807385762562288,4.751694829140586,-1.6368112494863665,-1.7715612897742172,168
103,103,"(100, 100, 2)","(500, 500, 2)",6.519990471073737,7.496749334760877,15.89800045013427,9.3681483395071,3.671832602640375,9.621619430269135,4.45274530099609,49,66,7.496749334760877,6.519990471073737,5.9145712220130395,4.809061762736533,-1.5821781127478376,-1.710928708337204,168
104,104,"(100, 100, 2)","(500, 500, 2)",6.576334861265074,7.596186758981158,16.19264213562012,9.580145305388605,3.5725244171415427,9.832145078901886,4.328167014114262,52,71,7.596186758981158,6.576334861265074,5.929879725058616,4.837710818606541,-1.6663070339225419,-1.7386240426585324,168
105,105,"(100, 100, 2)","(500, 500, 2)",6.6511062923299935,7.684475192656222,16.259629211425782,9.743607249825063,3.558605334834924,9.99062323832614,4.276653514480154,57,78,7.684475192656222,6.6511062923299935,5.929280080848143,4.825831623491878,-1.7551951118080789,-1.8252746688381158,168
106,106,"(100, 100, 2)","(500, 500, 2)",6.702026761004055,7.77021926312676,16.117490119934086,9.888715856733885,3.5153376652742256,10.143930282941067,4.2253157525755975,62,83,7.77021926312676,6.702026761004055,5.9285414218030805,4.818750764199771,-1.8416778413236798,-1.8832759968042847,168
107,107,"(100, 100, 2)","(500, 500, 2)",6.796936300503718,7.904393786434247,15.791554260253907,10.076422346389649,3.5174502546177884,10.348321016721515,4.227426450799644,68,89,7.904393786434247,6.796936300503718,5.934876729000293,4.798014466741693,-1.9695170574339542,-1.9989218337620258,168
108,108,"(100, 100, 2)","(500, 500, 2)",6.873441818233658,8.021141377541323,17.293301048278806,10.198978114649293,3.5479055218180218,10.5024313607995,4.286764923424906,72,91,8.021141377541323,6.873441818233658,5.920288203466593,4.779702574698219,-2.1008531740747296,-2.093739243535439,168
109,109,"(100, 100, 2)","(500, 500, 2)",6.950610966745687,8.129257325502735,17.296816940307618,10.296687892153845,3.604534041337531,10.64368026403998,4.345310088516764,75,99,8.129257325502735,6.950610966745687,5.893000949344771,4.697993377338436,-2.2362563761579644,-2.252617589407251,168
110,110,"(100, 100, 2)","(500, 500, 2)",7.010426610624632,8.213482133303577,17.958706321716313,10.329045399101279,3.691807822147985,10.729697335240662,4.449288999640682,79,105,8.213482133303577,7.010426610624632,5.822826665172135,4.610599551927421,-2.390655468131442,-2.399827058697211,168
111,111,"(100, 100, 2)","(500, 500, 2)",7.026535892147685,8.242802425823479,18.169293975830076,10.206625877223662,3.8464459070717085,10.708144497199926,4.606867166460278,80,106,8.242802425823479,7.026535892147685,5.683948723930277,4.508891880127271,-2.5588537018932023,-2.5176440120204138,168
112,112,"(100, 100, 2)","(500, 500, 2)",6.953964673874836,8.191976324027344,17.25973297119141,9.952260311261439,3.9556690364882336,10.592706734144635,4.691643233586292,82,100,8.191976324027344,6.953964673874836,5.511461690484109,4.427931243162966,-2.6805146335432353,-2.5260334307118697,168
113,113,"(100, 100, 2)","(500, 500, 2)",6.801930336696672,8.102114593616426,17.88210411071777,9.698252789179902,3.9056078842134405,10.485305564081447,4.620269364877677,74,91,8.102114593616426,6.801930336696672,5.4091966079854075,4.345853278789248,-2.692917985631018,-2.4560770579074243,168
114,114,"(100, 100, 2)","(500, 500, 2)",6.684430396833474,8.041734298866123,18.098259201049807,9.543759514550594,3.825101279116354,10.426072820357206,4.542684956248711,67,73,8.041734298866123,6.684430396833474,5.379837536276497,4.339651368147119,-2.6618967625896257,-2.3447790286863555,168
115,115,"(100, 100, 2)","(500, 500, 2)",6.603653269059033,8.000034718225255,18.48741199493408,9.46174637305094,3.745560165067127,10.382274661860539,4.495495949426217,63,57,8.000034718225255,6.603653269059033,5.403354413670385,4.37697378359779,-2.5966803045548694,-2.2266794854612435,168
116,116,"(100, 100, 2)","(500, 500, 2)",6.550540244512986,7.9777278318315545,18.982427520751955,9.486736088835817,3.614344400190154,10.384006400632588,4.4114276361718785,56,51,7.9777278318315545,6.550540244512986,5.4399982613716125,4.449442886693477,-2.537729570459942,-2.1010973578195085,168
117,117,"(100, 100, 2)","(500, 500, 2)",6.583331351978137,8.032315683446349,18.99615531921387,9.669740260256235,3.496922443700038,10.492334612437482,4.352827225806552,56,50,8.032315683446349,6.583331351978137,5.535618459673414,4.542250371314828,-2.4966972237729346,-2.041080980663309,168
118,118,"(100, 100, 2)","(500, 500, 2)",6.643455208346686,8.1244846976119,19.19051727294922,9.885432662868643,3.401477753824726,10.658562292830723,4.290635506927489,55,48,8.1244846976119,6.643455208346686,5.732927110735972,4.717690333564031,-2.391557586875928,-1.9257648747826552,168
119,119,"(100, 100, 2)","(500, 500, 2)",6.700795082152873,8.19295805951719,19.489678497314454,10.011542126757428,3.390048037548318,10.773283430118948,4.264444590370465,59,51,8.19295805951719,6.700795082152873,5.913623875335498,4.871972779707837,-2.2793341841816925,-1.8288223024450359,168
120,120,"(100, 100, 2)","(500, 500, 2)",6.77431791742522,8.250704674695442,18.917547454833986,10.114817578111527,3.4338182567389124,10.856438223212354,4.276213788347843,67,58,8.250704674695442,6.77431791742522,6.008588896585239,4.972174818109227,-2.242115778110202,-1.8021430993159928,168
121,121,"(100, 100, 2)","(500, 500, 2)",6.893024788532203,8.34898148299863,18.98638816833496,10.241522057014189,3.5445275200502167,10.982344253524365,4.335792696150075,74,71,8.34898148299863,6.893024788532203,6.067277614567224,5.045113205111657,-2.281703868431406,-1.8479115834205455,168
122,122,"(100, 100, 2)","(500, 500, 2)",7.044999908076459,8.442581303814041,19.018517684936523,10.328438527169544,3.761561288983377,11.069477418310102,4.47448632007558,79,81,8.442581303814041,7.044999908076459,6.109618886180721,5.095735780535359,-2.33296241763332,-1.9492641275410998,168
123,123,"(100, 100, 2)","(500, 500, 2)",7.224266230549134,8.53485604801148,19.328894119262692,10.377203231885002,4.071329229213266,11.117523565480687,4.699809069689738,86,96,8.53485604801148,7.224266230549134,6.126698835494075,5.076942023885892,-2.4081572125174056,-2.1473242066632414,168
124,124,"(100, 100, 2)","(500, 500, 2)",7.410325244306491,8.647554351294943,18.50652439117432,10.427071934144358,4.393578554468624,11.180257298207737,4.956030595453672,92,104,8.647554351294943,7.410325244306491,6.130040508553623,4.960502937710411,-2.5175138427413195,-2.4498223065960802,168
125,125,"(100, 100, 2)","(500, 500, 2)",7.5839157608367325,8.77110655414578,18.29246662139893,10.472261363733336,4.695570157940127,11.250310298513988,5.224474955008228,96,110,8.77110655414578,7.5839157608367325,6.103257682455993,4.843265378026005,-2.6678488716897863,-2.7406503828107276,168
126,126,"(100, 100, 2)","(500, 500, 2)",7.735692415250142,8.887789244572389,18.993244934082032,10.468159272441325,5.003225558058962,11.288463986697032,5.52776411697509,102,115,8.887789244572389,7.735692415250142,6.05768717319851,4.7130890434262,-2.8301020713738785,-3.0226033718239425,168
127,127,"(100, 100, 2)","(500, 500, 2)",7.864142201291278,8.992565759203707,20.073840484619144,10.42532469181774,5.302959710764814,11.294234525524889,5.845745833479891,109,117,8.992565759203707,7.864142201291278,5.934912746697215,4.599766575015035,-3.057653012506492,-3.2643756262762427,168
128,128,"(100, 100, 2)","(500, 500, 2)",7.996899708115298,9.104665371941259,18.49227020263672,10.365274252488488,5.628525163742108,11.292130791774495,6.186893020855527,113,119,9.104665371941259,7.996899708115298,5.781976152158921,4.472500309648263,-3.3226892197823377,-3.524399398467035,168
129,129,"(100, 100, 2)","(500, 500, 2)",8.09173737193465,9.183921364521755,18.422738189697267,10.253203924901843,5.930270818967455,11.25014543110309,6.490227348750464,114,121,9.183921364521755,8.09173737193465,5.631945950252346,4.35054407237749,-3.5519754142694087,-3.7411932995571604,168
130,130,"(100, 100, 2)","(500, 500, 2)",8.19349269448255,9.269108597531208,19.2614931678772,10.131594880730937,6.255390508234162,11.200221541118081,6.810857935350618,116,123,9.269108597531208,8.19349269448255,5.524866805589546,4.265150433299732,-3.744241791941662,-3.9283422611828183,168
131,131,"(100, 100, 2)","(500, 500, 2)",8.31816334840023,9.375636059157163,19.498029479980463,9.988138203498695,6.648188493301761,11.147096058540443,7.1796484934297595,119,126,9.375636059157163,8.31816334840023,5.400807486781708,4.181150795378321,-3.974828572375455,-4.137012553021909,168
132,132,"(100, 100, 2)","(500, 500, 2)",8.411449053930088,9.46012072548964,19.233277053833014,9.815917559783117,7.006980548077058,11.068169184629344,7.51554383807976,121,130,9.46012072548964,8.411449053930088,5.2966567088589835,4.076185526264022,-4.163464016630656,-4.335263527666066,168
133,133,"(100, 100, 2)","(500, 500, 2)",8.523381251194433,9.572069983988355,21.612073402404782,9.647631803827183,7.399130698561683,10.993271404799202,7.899179158442085,123,135,9.572069983988355,8.523381251194433,5.203443583754487,3.9846183058835276,-4.368626400233868,-4.538762945310905,168
134,134,"(100, 100, 2)","(500, 500, 2)",8.500698221731371,9.594974748736686,22.260992050170895,9.126739006832672,7.874657436630069,10.685492872880998,8.363451615296084,126,136,9.594974748736686,8.500698221731371,5.100861930559383,3.9246173157814024,-4.494112818177302,-4.5760809059499685,168
135,135,"(100, 100, 2)","(500, 500, 2)",8.368928694907147,9.503681729721539,20.97635808944702,8.52408495428191,8.213772435532388,10.269252923068052,8.670777199406304,120,131,9.503681729721539,8.368928694907147,5.025365637597857,3.9160492853748248,-4.4783160921236815,-4.452879409532322,168
136,136,"(100, 100, 2)","(500, 500, 2)",8.389582617307646,9.543456677206276,21.495435256958004,7.961558245494876,8.817606989120414,9.836932526754213,9.240664974097433,121,131,9.543456677206276,8.389582617307646,4.97623204717236,4.031364322636389,-4.567224630033916,-4.358218294671257,168
137,137,"(100, 100, 2)","(500, 500, 2)",8.341749134199377,9.496248232909275,20.40859519958495,7.385175274435172,9.29832299396358,9.316111547929204,9.673030891535765,118,125,9.496248232909275,8.341749134199377,4.932941199599738,4.081677371000241,-4.563307033309537,-4.260071763199136,168
138,138,"(100, 100, 2)","(500, 500, 2)",8.246733754275985,9.409733091563862,21.034655151367186,6.777874045471853,9.715593463080117,8.72901390769699,10.04442481718971,116,119,9.409733091563862,8.246733754275985,4.907665384413881,4.085775569718119,-4.502067707149981,-4.160958184557866,168
139,139,"(100, 100, 2)","(500, 500, 2)",8.083336647762058,9.274081854752687,20.4752311706543,6.103449116806199,10.063224178717917,8.049371646961422,10.354941071121537,113,116,9.274081854752687,8.083336647762058,4.932338300735711,4.11602943804871,-4.341743554016976,-3.967307209713348,168
140,140,"(100, 100, 2)","(500, 500, 2)",7.828020911602511,9.052764724635063,20.648937835693363,5.407169473597297,10.248872349607728,7.288454330711147,10.525375612695816,110,112,9.052764724635063,7.828020911602511,4.9911853794704655,4.1757220604009655,-4.061579345164597,-3.6522988512015457,168
141,141,"(100, 100, 2)","(500, 500, 2)",7.512113695138507,8.781892355801235,19.73048240661621,4.727031076683792,10.29719631359322,6.467968041895523,10.602294850964036,100,107,8.781892355801235,7.512113695138507,5.046738295432908,4.225988439501311,-3.735154060368327,-3.286125255637196,168
142,142,"(100, 100, 2)","(500, 500, 2)",7.454302261416457,8.761980082278702,21.001624908447273,4.12272111687142,10.785883405961492,5.568018713115786,11.069858062996554,91,95,8.761980082278702,7.454302261416457,5.384788559429125,4.514666636814842,-3.3771915228495777,-2.939635624601615,168
143,143,"(100, 100, 2)","(500, 500, 2)",7.287116837429826,8.684673824114224,22.328546829223637,3.5049857706656673,11.069247904193986,4.673558349715117,11.358035534999777,66,76,8.684673824114224,7.287116837429826,5.808137961862618,4.87147726221857,-2.8765358622516057,-2.415639575211256,168
144,144,"(100, 100, 2)","(500, 500, 2)",7.053143129195815,8.527260995750936,21.540506591796877,3.0219034237748055,11.084382834616825,3.937133923777622,11.398567306707887,39,42,8.527260995750936,7.053143129195815,6.171532369352534,5.251206615947264,-2.3557286263984016,-1.8019365132485516,168
145,145,"(100, 100, 2)","(500, 500, 2)",6.775522721736024,8.30175275537905,21.48177276611328,2.6691928026319505,10.881852640840098,3.3895059040856252,11.240527004952037,22,22,8.30175275537905,6.775522721736024,6.52047057960274,5.582127015078618,-1.7812821757763109,-1.1933957066574061,168
146,146,"(100, 100, 2)","(500, 500, 2)",6.534387460052758,8.03341693238668,21.76952178955078,2.5798464569140624,10.488928463191455,3.198487633476083,10.90143348728114,12,9,8.03341693238668,6.534387460052758,6.847378976091244,5.878839519291885,-1.1860379562954364,-0.6555479407608731,168
147,147,"(100, 100, 2)","(500, 500, 2)",6.352869194599159,7.753722603300629,21.738869781494145,2.7575577920701746,9.948180597128145,3.3801848387600155,10.431432254186722,8,4,7.753722603300629,6.352869194599159,6.949996777840465,6.040218569685318,-0.8037258254601634,-0.3126506249138412,168
148,148,"(100, 100, 2)","(500, 500, 2)",6.222935914093942,7.484698431943759,21.939339065551756,3.1697352843271984,9.276136543860689,3.8967456301673113,9.84158497032133,5,3,7.484698431943759,6.222935914093942,7.06146119227606,6.108883029048835,-0.42323723966769844,-0.11405288504510747,168
149,149,"(100, 100, 2)","(500, 500, 2)",6.091779576538701,7.191515163048646,20.89010444641113,3.7250745765189857,8.458484576558416,4.519399125327159,9.111026957852188,2,2,7.191515163048646,6.091779576538701,6.984344147011006,6.08167054716987,-0.20717101603763943,-0.010109029368830846,168
150,150,"(100, 100, 2)","(500, 500, 2)",5.951523718895558,6.926357497743271,19.170954208374024,4.315786836175894,7.587260601615222,5.127022666187575,8.3464061100265,2,1,6.926357497743271,5.951523718895558,6.908717406029773,6.004346840303393,-0.01764009171349823,0.05282312140783496,168
151,151,"(100, 100, 2)","(500, 500, 2)",5.741310191540393,6.664183421709036,18.24597755432129,4.776921049117779,6.7056993339630075,5.600919594203702,7.579734893492526,1,1,6.664183421709036,5.741310191540393,6.80554648425511,5.778122144440097,0.14136306254607423,0.03681195289970418,168
152,152,"(100, 100, 2)","(500, 500, 2)",5.473531863028899,6.416837207132743,17.593860702514647,5.0413083045110225,5.905755421546778,5.907025429478395,6.889023883046267,1,2,6.416837207132743,5.473531863028899,6.582692155557324,5.473452707816765,0.16585494842458104,-7.915521213419652e-05,168
153,153,"(100, 100, 2)","(500, 500, 2)",5.179056031482111,6.162607341411985,17.220761642456054,5.147779884696602,5.2103321782676195,6.059031972898037,6.264470451702134,1,2,6.162607341411985,5.179056031482111,6.2111093613111805,5.157882150589215,0.048502019899195226,-0.021173880892896513,168
154,154,"(100, 100, 2)","(500, 500, 2)",4.879785134696822,5.893795049241441,17.95470409393311,5.127952594517388,4.6316176748762565,6.056478722208293,5.726491565728883,2,2,5.893795049241441,4.879785134696822,5.847242387395804,4.831345568039597,-0.04655266184563711,-0.048439566657224375,168
155,155,"(100, 100, 2)","(500, 500, 2)",4.670508225145775,5.66445103534954,17.126718711853023,5.074405947747838,4.266610502543712,5.967580295035108,5.344155357589602,4,12,5.66445103534954,4.670508225145775,5.582782682680302,4.554775286847586,-0.08166835266923744,-0.11573293829818887,168
156,156,"(100, 100, 2)","(500, 500, 2)",4.5329919508176175,5.472216498656044,17.775652122497558,4.990857932763091,4.075125968872143,5.805849275215584,5.116876098734998,11,17,5.472216498656044,4.5329919508176175,5.247774061488222,4.155627347028184,-0.22444243716782175,-0.3773646037894336,168
157,157,"(100, 100, 2)","(500, 500, 2)",4.380080697194926,5.255328502227044,14.197215576171878,4.777262500612801,3.982898893777051,5.526503103529073,4.969378107904794,13,18,5.255328502227044,4.380080697194926,4.85384468515332,3.791839911989017,-0.40148381707372405,-0.5882407852059091,168
158,158,"(100, 100, 2)","(500, 500, 2)",3.889046459175479,4.677008555083048,16.435863571166994,4.208126312355491,3.5699666059954676,4.945399738976942,4.392247655855352,9,12,4.677008555083048,3.889046459175479,4.294405514152653,3.3003682098965177,-0.38260304093039466,-0.5886782492789613,168
159,159,"(100, 100, 2)","(500, 500, 2)",3.4628644207887933,4.225090010175988,17.466197319030762,3.626613038821386,3.2991158027562015,4.423150457195474,4.017276592567324,7,8,4.225090010175988,3.4628644207887933,3.9024784780834696,2.974165342185344,-0.32261153209251825,-0.4886990786034495,168
160,160,"(100, 100, 2)","(500, 500, 2)",3.3285336026012766,4.031037970784022,17.477295913696288,3.224411476966876,3.432655728235676,4.010443109728473,4.051528144717317,6,7,4.031037970784022,3.3285336026012766,3.6895984533758996,2.863062128008878,-0.34143951740812195,-0.4654714745923987,168
161,161,"(100, 100, 2)","(500, 500, 2)",3.2156483019162327,3.9211190431945515,17.40745059967041,2.840419729155831,3.590876874676635,3.637461507106787,4.185597076418409,5,6,3.9211190431945515,3.2156483019162327,3.5856984633679945,2.852136105228345,-0.33542057982655704,-0.3635121966878878,168
162,162,"(100, 100, 2)","(500, 500, 2)",3.1591521934595312,3.8744151394930713,16.5801146697998,2.6139859120401665,3.704318474878896,3.3816541482707625,4.311217991211924,4,6,3.8744151394930713,3.1591521934595312,3.6127830943104504,2.935307504983624,-0.26163204518262084,-0.2238446884759071,168
163,163,"(100, 100, 2)","(500, 500, 2)",3.1915079335532544,3.924201706860654,18.16240829467773,2.5446133343062245,3.838402532800284,3.3331561062823845,4.437205026073124,3,5,3.924201706860654,3.1915079335532544,3.782991271032183,3.0961388955782763,-0.14121043582847115,-0.09536903797497809,168
164,164,"(100, 100, 2)","(500, 500, 2)",3.3013735305162584,4.029431006096796,19.41619510650635,2.553358731302485,4.049388329730031,3.359682534212319,4.602734158638446,2,3,4.029431006096796,3.3013735305162584,4.016637252908976,3.2926689381459657,-0.012793753187819945,-0.008704592370292641,168
165,165,"(100, 100, 2)","(500, 500, 2)",3.6264466074753297,4.389792656797468,20.20083297729492,2.825610971097574,4.427282243853084,3.7675865425325386,4.93415147557041,1,2,4.389792656797468,3.6264466074753297,4.418495767652723,3.6185384743114817,0.0287031108552549,-0.007908133163847975,168
166,166,"(100, 100, 2)","(500, 500, 2)",4.105281293060649,4.869379008850542,19.120875091552737,3.3771574034915597,4.83340518262974,4.393572468955122,5.3026620506787125,1,2,4.869379008850542,4.105281293060649,4.931211487081269,4.104590410330738,0.061832478230726906,-0.0006908827299110243,168
167,167,"(100, 100, 2)","(500, 500, 2)",4.5718581857619975,5.3036386196450565,21.405728836059573,4.114859548567932,5.028856822956063,5.122389489260572,5.478895065238416,1,1,5.3036386196450565,4.5718581857619975,5.446267092860307,4.618087377827258,0.1426284732152503,0.04622919206526088,168
