sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateC,mt_distance_cnn,mt_distance_gan,mt_distance_candidateC,pd_winner_before,pd_winner_after_candidateC,mt_winner_before,mt_winner_after_candidateC,was_mt_gan_win_before
54,54,22.97915159360149,18.305326668249773,21.692546037959087,5.500187397003174,9.581897735595703,6.016149997711182,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,22.263964280398074,5.2683796882629395,7.846588134765625,5.535513401031494,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,23.03727206020307,5.488292217254639,7.826909065246582,5.552026271820068,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,23.339823665379836,5.463809013366699,6.805661201477051,5.799655914306641,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,24.039914106232363,6.08959436416626,8.349846839904785,5.689357280731201,gan,gan,cnn,candidateC,0
59,59,25.864386079507888,18.65101850934172,24.177771683880696,5.546851634979248,7.89148473739624,5.379061698913574,gan,gan,cnn,candidateC,0
60,60,25.964725332360167,18.604905025455473,24.407853574566715,5.321651458740234,8.357301712036133,5.807711601257324,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,24.55018084574508,5.346891403198242,8.12722110748291,5.243494987487793,gan,gan,cnn,candidateC,0
62,62,27.46350343812835,17.993686869301147,26.12436474004259,6.720277786254883,6.650205135345459,6.542055130004883,gan,gan,gan,candidateC,1
63,63,28.524583670890912,18.199751597271156,27.162971218744115,7.660599708557129,7.5776286125183105,6.52699613571167,gan,gan,gan,candidateC,1
64,64,24.7100597287657,16.701032359601633,23.03000193266938,5.944510459899902,7.137726306915283,5.588756084442139,gan,gan,cnn,candidateC,0
65,65,22.148883751156426,16.23947552161985,20.95001849764969,5.820770263671875,5.576780319213867,5.214161396026611,gan,gan,gan,candidateC,1
66,66,20.981857591368968,15.979342195015368,19.663340462403355,5.701828956604004,6.4086198806762695,5.539551258087158,gan,gan,cnn,candidateC,0
67,67,20.679919922717943,14.773695042869097,19.12058892700164,5.030301094055176,6.6433844566345215,4.650570869445801,gan,gan,cnn,candidateC,0
68,68,21.77134223692748,15.500930745161975,20.333868243538067,6.074338436126709,5.670867919921875,5.509927272796631,gan,gan,gan,candidateC,1
69,69,24.168055816700438,16.112222498232782,22.84142062050186,5.17050838470459,6.406604290008545,5.009259223937988,gan,gan,cnn,candidateC,0
70,70,24.673819113934496,19.882401938586153,23.158939221457782,5.396136283874512,5.861793041229248,5.031434059143066,gan,gan,cnn,candidateC,0
71,71,25.505047306429027,18.465741214218955,24.046551487271675,5.1588335037231445,7.186563014984131,5.298871994018555,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,25.033326290983055,4.796044826507568,5.719583988189697,4.851429462432861,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,26.252757847480733,4.9851861000061035,5.75114631652832,5.591467380523682,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,27.571939780379243,4.782100200653076,5.644299030303955,5.598252296447754,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,28.19890563706525,5.201173305511475,5.680557727813721,5.574274063110352,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,28.42581295652969,5.207019329071045,6.450347900390625,5.2494916915893555,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,28.512610948168387,6.132026672363281,6.000014781951904,6.079041004180908,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,28.419811744527006,5.8028388023376465,7.092807292938232,6.360452175140381,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,28.960994577120992,6.856454849243164,6.467032432556152,6.264952182769775,gan,gan,gan,candidateC,1
80,80,30.086252753371088,20.744918439924255,28.508768758558222,6.982686519622803,6.176682472229004,5.258550643920898,gan,gan,gan,candidateC,1
81,81,29.68907403762892,20.982889067881906,28.472420718644212,6.426537990570068,7.567525863647461,5.703179359436035,gan,gan,cnn,candidateC,0
82,82,28.90089773637945,20.81634708740007,27.880490429073618,7.1840739250183105,6.303605079650879,6.6030964851379395,gan,gan,gan,gan,1
83,83,28.194313716720707,21.794751727168247,27.4317682294804,6.560110569000244,6.599743366241455,6.02584981918335,gan,gan,cnn,candidateC,0
84,84,29.14514380262554,21.106373639070085,28.15358382264898,5.271510124206543,8.559276580810547,5.774782657623291,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,28.105709676641794,5.609640121459961,7.718591690063477,5.409319877624512,gan,gan,cnn,candidateC,0
86,86,29.195361276159034,18.84606490909817,28.360299667287062,5.25334358215332,9.43416690826416,5.5167365074157715,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,28.833851824461437,6.509652614593506,7.174471855163574,7.087179660797119,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,25.256892110207453,6.411813259124756,6.487721920013428,6.1422343254089355,gan,gan,cnn,candidateC,0
89,89,24.29846982632471,17.197907308437554,22.89754227947699,6.017302513122559,6.256072521209717,5.5521440505981445,gan,gan,cnn,candidateC,0
90,90,22.206834090995343,17.32676746960286,20.94577298258462,5.257880687713623,5.663510322570801,5.075140476226807,gan,gan,cnn,candidateC,0
91,91,22.30942508877806,16.266054339767617,21.121737245076407,5.508337497711182,5.519831657409668,5.739211082458496,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,21.038661011623336,5.735818386077881,5.677903175354004,5.271988391876221,gan,gan,gan,candidateC,1
93,93,24.402894658345392,18.13548367922437,24.028274190826053,6.506997585296631,6.816009521484375,6.14374303817749,gan,gan,cnn,candidateC,0
94,94,24.570031527820365,20.006869187749356,25.14096396931906,5.102908611297607,6.517361164093018,5.893560886383057,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,26.781038772914595,5.015480041503906,6.677723407745361,5.331827640533447,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,28.834033899633447,5.121858596801758,7.258078575134277,5.17882776260376,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,29.54323576726459,5.011539936065674,7.223494529724121,4.6851325035095215,gan,gan,cnn,candidateC,0
98,98,31.264551411001506,23.055714774434993,30.048705542330104,4.942448139190674,8.764951705932617,4.918824195861816,gan,gan,cnn,candidateC,0
99,99,30.940933752807226,20.998202000997363,30.316682707595668,5.342334747314453,7.760592460632324,5.498284816741943,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,30.140117044881777,5.912055015563965,7.617006778717041,5.351336479187012,gan,gan,cnn,candidateC,0
101,101,30.40796712150836,20.937383941054357,29.215426344473293,5.357294082641602,7.0666680335998535,5.353609085083008,gan,gan,cnn,candidateC,0
102,102,29.254680859214627,20.257793175726828,28.04637811646051,5.164434909820557,8.231893539428711,5.493511199951172,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,28.535559306448214,5.102769374847412,6.314839839935303,5.228216171264648,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,28.21188984191069,4.829194068908691,7.393864154815674,4.723474025726318,gan,gan,cnn,candidateC,0
105,105,29.338582011466166,19.283104237304943,27.961413994788167,5.33697509765625,6.823482513427734,5.227352142333984,gan,gan,cnn,candidateC,0
106,106,30.092821360744658,20.00547041151677,28.262582271451123,5.767349720001221,6.75129508972168,5.34552526473999,gan,gan,cnn,candidateC,0
107,107,29.64376642955138,20.682183399063746,27.660054058254957,5.574344635009766,7.6041154861450195,5.256672382354736,gan,gan,cnn,candidateC,0
108,108,28.940126674621943,21.1993064034262,27.79387658406261,5.6898322105407715,7.595790386199951,5.788100242614746,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,27.49713756963951,5.088190078735352,7.198193550109863,4.830506324768066,gan,gan,cnn,candidateC,0
110,110,29.504241915198808,19.600364202728887,28.075405597796635,5.806641101837158,6.568319320678711,5.687377452850342,gan,gan,cnn,candidateC,0
111,111,28.17742348677506,18.815230764049467,26.94272969891433,5.513612270355225,8.167459487915039,5.523964881896973,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,26.58580217731649,5.637857913970947,6.682409286499023,5.5572943687438965,gan,gan,cnn,candidateC,0
113,113,26.010710160777133,18.415536047943895,25.161132559502477,5.502909183502197,6.949485778808594,5.20902681350708,gan,gan,cnn,candidateC,0
114,114,24.541486090961616,16.84887862793787,23.717295190653527,5.123978614807129,5.899235248565674,4.957070350646973,gan,gan,cnn,candidateC,0
115,115,25.270960377659716,17.25298248796687,24.908479322050436,4.689971923828125,7.232174873352051,4.705747604370117,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,25.00823464549098,5.35050630569458,7.636551856994629,5.285132884979248,gan,gan,cnn,candidateC,0
117,117,27.14897424086504,18.592743212240446,26.58311627582381,5.260716915130615,8.683184623718262,5.962286472320557,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,27.822672840135557,6.84329080581665,9.465571403503418,6.579855918884277,gan,gan,cnn,candidateC,0
119,119,27.187847892928154,20.557132674744736,27.35972553114532,5.218785285949707,6.129123687744141,5.170251846313477,gan,gan,cnn,candidateC,0
120,120,28.146732976702577,21.528863701574615,26.704302274914717,4.889072418212891,7.93386173248291,4.876166820526123,gan,gan,cnn,candidateC,0
121,121,29.135888828595842,21.37188887795256,27.705731973422758,5.373913288116455,7.535200595855713,4.785161972045898,gan,gan,cnn,candidateC,0
122,122,28.017758663142306,22.491589595860475,26.876463678753364,5.264456272125244,7.450175762176514,5.558730125427246,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,26.996843682947205,6.196282386779785,8.431406021118164,5.339475154876709,gan,gan,cnn,candidateC,0
124,124,28.184626374879375,22.119830159019614,27.15055172064657,6.166434288024902,6.818744659423828,6.221042156219482,gan,gan,cnn,cnn,0
125,125,28.43981263564626,21.313574573250694,27.01075502180753,5.748098373413086,10.086677551269531,4.823807716369629,gan,gan,cnn,candidateC,0
126,126,28.023492407781937,22.88972837862729,26.89955841226989,4.992148399353027,8.052214622497559,4.462385654449463,gan,gan,cnn,candidateC,0
127,127,30.000730217921266,24.85609607980766,28.84003810987642,5.114649772644043,13.074076652526855,4.784478187561035,gan,gan,cnn,candidateC,0
128,128,28.391923421353447,23.315252316365218,28.073425458062,5.476268768310547,7.28298807144165,5.412283420562744,gan,gan,cnn,candidateC,0
129,129,29.465245102227872,24.209883048645104,29.36503144902886,5.373117923736572,9.33877944946289,5.197137832641602,gan,gan,cnn,candidateC,0
130,130,30.27324308013254,23.783031491875988,29.80727842062163,5.609683513641357,11.313863754272461,5.013097286224365,gan,gan,cnn,candidateC,0
131,131,33.0539968727652,25.23355611194131,32.37131860237563,6.2030792236328125,12.011610984802246,5.9127702713012695,gan,gan,cnn,candidateC,0
132,132,33.926806040190684,25.90821112354989,33.52990405945274,6.331444263458252,12.388164520263672,6.086034297943115,gan,gan,cnn,candidateC,0
133,133,34.52507377701583,25.596877045000497,34.14344907844102,6.299666404724121,7.647167682647705,6.084880828857422,gan,gan,cnn,candidateC,0
134,134,32.518921837890055,23.04058254540847,31.529026406124807,7.141453742980957,13.276667594909668,6.252074241638184,gan,gan,cnn,candidateC,0
135,135,29.944179549584543,20.502693507156053,29.135856458855326,6.298990726470947,11.993122100830078,5.156597137451172,gan,gan,cnn,candidateC,0
136,136,27.83279512215704,19.71188765946126,27.44439164589457,6.232182025909424,6.450465202331543,5.266989231109619,gan,gan,cnn,candidateC,0
137,137,26.69652879915387,18.35521341147029,26.38485380741087,5.208233833312988,9.66958236694336,4.420660018920898,gan,gan,cnn,candidateC,0
138,138,26.265900126493325,18.5898403985513,25.500002066739047,5.562473773956299,8.217479705810547,4.602932453155518,gan,gan,cnn,candidateC,0
139,139,25.72843674372112,17.55339321269266,24.74349282325091,5.6482439041137695,9.790724754333496,4.903143882751465,gan,gan,cnn,candidateC,0
140,140,26.928885115678263,17.632487734588345,26.129965712889216,5.719569206237793,11.421890258789062,4.927356243133545,gan,gan,cnn,candidateC,0
141,141,30.122683212798776,22.35126448334632,30.233797436830592,6.186624050140381,8.889102935791016,5.7144856452941895,gan,gan,cnn,candidateC,0
142,142,31.864668972443802,25.40867751345393,32.74959979109763,7.186554908752441,8.55953311920166,5.939748764038086,gan,gan,cnn,candidateC,0
143,143,31.729557469133276,25.608920781987035,31.984634273843795,5.864097595214844,9.649337768554688,5.802425861358643,gan,gan,cnn,candidateC,0
144,144,31.838603860361527,24.790495069985838,31.5846701052378,5.560759544372559,9.771649360656738,5.4842071533203125,gan,gan,cnn,candidateC,0
145,145,30.39245353837724,25.26410594488553,30.502240101904604,5.902344226837158,8.558032035827637,5.727496147155762,gan,gan,cnn,candidateC,0
146,146,29.28670842660694,23.86618294113101,29.668574915851583,5.959416389465332,7.056334018707275,5.936835765838623,gan,gan,cnn,candidateC,0
147,147,26.585106339400784,22.003227031713678,27.760950754862193,5.6108717918396,6.8347039222717285,6.096467018127441,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,27.157690269139547,5.0148024559021,8.882506370544434,5.154739856719971,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,26.346082413773136,5.752551078796387,8.038224220275879,6.004216194152832,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,24.86817146708443,5.291886329650879,7.924254417419434,4.908535003662109,gan,gan,cnn,candidateC,0
151,151,24.240085612250784,19.596870056685123,24.99491777081763,5.580901145935059,7.460690975189209,6.305517196655273,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,24.975406189018166,5.931854248046875,8.478921890258789,5.82513427734375,gan,gan,cnn,candidateC,0
153,153,25.168802860244767,16.23765159094386,24.77814781615235,6.290019989013672,6.548172950744629,6.431364059448242,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,24.58961480971409,5.889771461486816,5.736759185791016,5.819255352020264,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,24.846270964315764,6.413660526275635,6.612644195556641,6.864002704620361,gan,gan,cnn,cnn,0
156,156,25.16401321091786,17.879759557761357,25.177803825752505,5.162914276123047,9.264598846435547,5.253257751464844,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,26.570679381901844,4.567626476287842,8.282842636108398,4.934730052947998,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,28.562173756617835,5.708489894866943,8.312358856201172,5.51592493057251,gan,gan,cnn,candidateC,0
159,159,24.310343375521082,19.84507792462866,25.94327934961392,5.012121677398682,10.700226783752441,5.644424915313721,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,23.3741964485995,5.1832075119018555,13.9108247756958,5.886693000793457,gan,gan,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,21.730855099748606,5.7158894538879395,11.7100830078125,5.520635604858398,gan,gan,cnn,candidateC,0
162,162,18.27105324592802,19.457879947992573,21.445746766164863,4.5405659675598145,9.695740699768066,5.185703754425049,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,22.182127300487494,5.698920726776123,6.788956165313721,4.916142463684082,cnn,cnn,cnn,candidateC,0
164,164,21.46365087746109,18.82963529736202,24.168347631671526,5.2430009841918945,10.968896865844727,5.303427696228027,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,25.664296307097704,5.059387683868408,11.26945972442627,5.320810317993164,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,27.020780877281524,6.106489181518555,10.583955764770508,5.773357391357422,gan,gan,cnn,candidateC,0
167,167,23.479887971191566,21.661112948338108,26.651545580647763,5.800627708435059,7.244186878204346,5.900020122528076,gan,gan,cnn,cnn,0
