method,sample_idx,metric_column,value
cnn,67,exceed_frac_delta_t5,0.0010080000000000089
cnn,67,exceed_frac_abs_delta_t5,0.0010080000000000089
cnn,67,exceed_frac_gt_t10,0.216596
cnn,67,exceed_frac_sr_t10,0.204
cnn,67,exceed_frac_delta_t10,-0.012596000000000024
cnn,67,exceed_frac_abs_delta_t10,0.012596000000000024
cnn,67,exceed_frac_gt_t15,0.003008
cnn,67,exceed_frac_sr_t15,0.001212
cnn,67,exceed_frac_delta_t15,-0.0017959999999999999
cnn,67,exceed_frac_abs_delta_t15,0.0017959999999999999
cnn,67,exceed_frac_gt_p90,0.1
cnn,67,exceed_frac_sr_p90,0.090624
cnn,67,exceed_frac_delta_p90,-0.00937600000000001
cnn,67,exceed_frac_abs_delta_p90,0.00937600000000001
cnn,67,exceed_frac_gt_p95,0.05
cnn,67,exceed_frac_sr_p95,0.040432
cnn,67,exceed_frac_delta_p95,-0.009568
cnn,67,exceed_frac_abs_delta_p95,0.009568
cnn,67,exceed_frac_gt_p99,0.01
cnn,67,exceed_frac_sr_p99,0.003116
cnn,67,exceed_frac_delta_p99,-0.006884
cnn,67,exceed_frac_abs_delta_p99,0.006884
cnn,67,pd_distance,20.679919922717943
cnn,67,mt_distance,5.030301094055176
cnn,67,ssim,0.6609010632708071
cnn,68,psnr,30.753726650709346
cnn,68,wpd_bias,-30.48824934571686
cnn,68,wpd_mae,119.5658025446585
cnn,68,wpd_rmse,247.50968944808298
cnn,68,wpd_w1,34.040499255743335
cnn,68,psd_log_l2,0.7691288517928184
cnn,68,psd_slope_gt,0.9751606419636493
cnn,68,psd_slope_sr,0.26215239660893663
cnn,68,psd_slope_delta,-0.7130082453547126
cnn,68,psd_slope_abs_delta,0.7130082453547126
cnn,68,grad_mae,0.3058205929406544
cnn,68,grad_w1,0.23521299926235945
cnn,68,grad_kurtosis_gt,22.173878351508137
cnn,68,grad_kurtosis_sr,25.586403332602742
cnn,68,grad_kurtosis_delta,3.412524981094606
cnn,68,grad_kurtosis_abs_delta,3.412524981094606
cnn,68,exceed_frac_gt_t5,0.740632
cnn,68,exceed_frac_sr_t5,0.743748
cnn,68,exceed_frac_delta_t5,0.0031160000000000077
cnn,68,exceed_frac_abs_delta_t5,0.0031160000000000077
cnn,68,exceed_frac_gt_t10,0.262132
cnn,68,exceed_frac_sr_t10,0.249752
cnn,68,exceed_frac_delta_t10,-0.012379999999999974
cnn,68,exceed_frac_abs_delta_t10,0.012379999999999974
cnn,68,exceed_frac_gt_t15,0.008476
cnn,68,exceed_frac_sr_t15,0.003208
cnn,68,exceed_frac_delta_t15,-0.005267999999999999
cnn,68,exceed_frac_abs_delta_t15,0.005267999999999999
cnn,68,exceed_frac_gt_p90,0.1
cnn,68,exceed_frac_sr_p90,0.087192
cnn,68,exceed_frac_delta_p90,-0.012808
cnn,68,exceed_frac_abs_delta_p90,0.012808
cnn,68,exceed_frac_gt_p95,0.05
cnn,68,exceed_frac_sr_p95,0.043984
cnn,68,exceed_frac_delta_p95,-0.0060160000000000005
cnn,68,exceed_frac_abs_delta_p95,0.0060160000000000005
cnn,68,exceed_frac_gt_p99,0.01
cnn,68,exceed_frac_sr_p99,0.004144
cnn,68,exceed_frac_delta_p99,-0.005856
cnn,68,exceed_frac_abs_delta_p99,0.005856
cnn,68,pd_distance,21.77134223692748
cnn,68,mt_distance,6.074338436126709
cnn,68,ssim,0.6630666232412432
cnn,69,psnr,29.625455010483247
cnn,69,wpd_bias,-38.351713057068395
cnn,69,wpd_mae,162.5249497580208
cnn,69,wpd_rmse,327.30812662271757
cnn,69,wpd_w1,45.317729430117936
cnn,69,psd_log_l2,0.8708830214185765
cnn,69,psd_slope_gt,0.9968354231364355
cnn,69,psd_slope_sr,0.2950492231704345
cnn,69,psd_slope_delta,-0.7017861999660009
cnn,69,psd_slope_abs_delta,0.7017861999660009
cnn,69,grad_mae,0.3473366608143369
cnn,69,grad_w1,0.2614262714135732
cnn,69,grad_kurtosis_gt,19.472862569986646
cnn,69,grad_kurtosis_sr,23.15018894378677
cnn,69,grad_kurtosis_delta,3.677326373800124
cnn,69,grad_kurtosis_abs_delta,3.677326373800124
cnn,69,exceed_frac_gt_t5,0.785324
cnn,69,exceed_frac_sr_t5,0.791264
cnn,69,exceed_frac_delta_t5,0.005939999999999945
cnn,69,exceed_frac_abs_delta_t5,0.005939999999999945
cnn,69,exceed_frac_gt_t10,0.344092
cnn,69,exceed_frac_sr_t10,0.332204
cnn,69,exceed_frac_delta_t10,-0.01188800000000001
cnn,69,exceed_frac_abs_delta_t10,0.01188800000000001
cnn,69,exceed_frac_gt_t15,0.022748
cnn,69,exceed_frac_sr_t15,0.014432
cnn,69,exceed_frac_delta_t15,-0.008316
cnn,69,exceed_frac_abs_delta_t15,0.008316
cnn,69,exceed_frac_gt_p90,0.1
cnn,69,exceed_frac_sr_p90,0.084416
cnn,69,exceed_frac_delta_p90,-0.015584
cnn,69,exceed_frac_abs_delta_p90,0.015584
cnn,69,exceed_frac_gt_p95,0.05
cnn,69,exceed_frac_sr_p95,0.040804
cnn,69,exceed_frac_delta_p95,-0.009196000000000003
cnn,69,exceed_frac_abs_delta_p95,0.009196000000000003
cnn,69,exceed_frac_gt_p99,0.01
cnn,69,exceed_frac_sr_p99,0.00434
cnn,69,exceed_frac_delta_p99,-0.00566
cnn,69,exceed_frac_abs_delta_p99,0.00566
cnn,69,pd_distance,24.168055816700438
cnn,69,mt_distance,5.17050838470459
cnn,69,ssim,0.6199995673916743
cnn,70,psnr,29.860974696694193
cnn,70,wpd_bias,-48.2136200856777
cnn,70,wpd_mae,205.3164247460256
cnn,70,wpd_rmse,401.4440687912509
cnn,70,wpd_w1,58.79674978665831
cnn,70,psd_log_l2,0.8704994357513581
cnn,70,psd_slope_gt,1.076985877998342
cnn,70,psd_slope_sr,0.3008781249921126
cnn,70,psd_slope_delta,-0.7761077530062293
cnn,70,psd_slope_abs_delta,0.7761077530062293
cnn,70,grad_mae,0.37739859035990564
cnn,70,grad_w1,0.281741809021808
cnn,70,grad_kurtosis_gt,18.0249013783906
cnn,70,grad_kurtosis_sr,19.2103923484249
cnn,70,grad_kurtosis_delta,1.1854909700343015
cnn,70,grad_kurtosis_abs_delta,1.1854909700343015
cnn,70,exceed_frac_gt_t5,0.815172
cnn,70,exceed_frac_sr_t5,0.819608
cnn,70,exceed_frac_delta_t5,0.0044359999999999955
cnn,70,exceed_frac_abs_delta_t5,0.0044359999999999955
cnn,70,exceed_frac_gt_t10,0.455364
cnn,70,exceed_frac_sr_t10,0.446944
cnn,70,exceed_frac_delta_t10,-0.008419999999999983
cnn,70,exceed_frac_abs_delta_t10,0.008419999999999983
cnn,70,exceed_frac_gt_t15,0.040576
cnn,70,exceed_frac_sr_t15,0.02848
cnn,70,exceed_frac_delta_t15,-0.012096000000000003
cnn,70,exceed_frac_abs_delta_t15,0.012096000000000003
cnn,70,exceed_frac_gt_p90,0.1
cnn,70,exceed_frac_sr_p90,0.081256
cnn,70,exceed_frac_delta_p90,-0.01874400000000001
cnn,70,exceed_frac_abs_delta_p90,0.01874400000000001
cnn,70,exceed_frac_gt_p95,0.05
cnn,70,exceed_frac_sr_p95,0.036804
cnn,70,exceed_frac_delta_p95,-0.013196
cnn,70,exceed_frac_abs_delta_p95,0.013196
cnn,70,exceed_frac_gt_p99,0.01
cnn,70,exceed_frac_sr_p99,0.004456
cnn,70,exceed_frac_delta_p99,-0.005544
cnn,70,exceed_frac_abs_delta_p99,0.005544
cnn,70,pd_distance,24.673819113934496
cnn,70,mt_distance,5.396136283874512
cnn,70,ssim,0.6240219472071842
cnn,71,psnr,29.930840678863813
cnn,71,wpd_bias,-53.35179272940681
cnn,71,wpd_mae,229.53651223340512
cnn,71,wpd_rmse,445.0519441147778
cnn,71,wpd_w1,66.61422121143934
cnn,71,psd_log_l2,0.8726442495338397
cnn,71,psd_slope_gt,1.2273406855058204
cnn,71,psd_slope_sr,0.30798782708195355
cnn,71,psd_slope_delta,-0.9193528584238668
cnn,71,psd_slope_abs_delta,0.9193528584238668
cnn,71,grad_mae,0.39888181006615236
cnn,71,grad_w1,0.3032407316685306
cnn,71,grad_kurtosis_gt,16.560253136703867
cnn,71,grad_kurtosis_sr,18.07201717627241
cnn,71,grad_kurtosis_delta,1.5117640395685434
cnn,71,grad_kurtosis_abs_delta,1.5117640395685434
cnn,71,exceed_frac_gt_t5,0.831252
cnn,71,exceed_frac_sr_t5,0.835576
cnn,71,exceed_frac_delta_t5,0.0043239999999999945
cnn,71,exceed_frac_abs_delta_t5,0.0043239999999999945
cnn,71,exceed_frac_gt_t10,0.513808
cnn,71,exceed_frac_sr_t10,0.51752
cnn,71,exceed_frac_delta_t10,0.0037119999999999376
cnn,71,exceed_frac_abs_delta_t10,0.0037119999999999376
cnn,71,exceed_frac_gt_t15,0.050844
cnn,71,exceed_frac_sr_t15,0.035664
cnn,71,exceed_frac_delta_t15,-0.015179999999999999
cnn,71,exceed_frac_abs_delta_t15,0.015179999999999999
cnn,71,exceed_frac_gt_p90,0.1
cnn,71,exceed_frac_sr_p90,0.079408
cnn,71,exceed_frac_delta_p90,-0.020592
cnn,71,exceed_frac_abs_delta_p90,0.020592
cnn,71,exceed_frac_gt_p95,0.05
cnn,71,exceed_frac_sr_p95,0.034868
cnn,71,exceed_frac_delta_p95,-0.015132
cnn,71,exceed_frac_abs_delta_p95,0.015132
cnn,71,exceed_frac_gt_p99,0.01
cnn,71,exceed_frac_sr_p99,0.003032
cnn,71,exceed_frac_delta_p99,-0.006968
cnn,71,exceed_frac_abs_delta_p99,0.006968
cnn,71,pd_distance,25.505047306429027
cnn,71,mt_distance,5.1588335037231445
cnn,71,ssim,0.6150011738417821
cnn,72,psnr,29.74213458071725
cnn,72,wpd_bias,-56.544299719969125
cnn,72,wpd_mae,241.9451005672745
cnn,72,wpd_rmse,475.1231130980262
cnn,72,wpd_w1,69.77172573703302
cnn,72,psd_log_l2,0.8590353884289712
cnn,72,psd_slope_gt,1.3001746715498068
cnn,72,psd_slope_sr,0.3487277781275271
cnn,72,psd_slope_delta,-0.9514468934222797
cnn,72,psd_slope_abs_delta,0.9514468934222797
cnn,72,grad_mae,0.41285225449886503
cnn,72,grad_w1,0.3139563817298654
cnn,72,grad_kurtosis_gt,16.061174380248488
cnn,72,grad_kurtosis_sr,19.384529411346787
cnn,72,grad_kurtosis_delta,3.3233550310982984
cnn,72,grad_kurtosis_abs_delta,3.3233550310982984
cnn,72,exceed_frac_gt_t5,0.837768
cnn,72,exceed_frac_sr_t5,0.842204
cnn,72,exceed_frac_delta_t5,0.0044359999999999955
cnn,72,exceed_frac_abs_delta_t5,0.0044359999999999955
cnn,72,exceed_frac_gt_t10,0.5336
cnn,72,exceed_frac_sr_t10,0.535672
cnn,72,exceed_frac_delta_t10,0.0020720000000000738
cnn,72,exceed_frac_abs_delta_t10,0.0020720000000000738
cnn,72,exceed_frac_gt_t15,0.053752
cnn,72,exceed_frac_sr_t15,0.038488
cnn,72,exceed_frac_delta_t15,-0.015264
cnn,72,exceed_frac_abs_delta_t15,0.015264
cnn,72,exceed_frac_gt_p90,0.1
cnn,72,exceed_frac_sr_p90,0.082268
cnn,72,exceed_frac_delta_p90,-0.01773200000000001
cnn,72,exceed_frac_abs_delta_p90,0.01773200000000001
cnn,72,exceed_frac_gt_p95,0.05
cnn,72,exceed_frac_sr_p95,0.035024
cnn,72,exceed_frac_delta_p95,-0.014976000000000003
cnn,72,exceed_frac_abs_delta_p95,0.014976000000000003
cnn,72,exceed_frac_gt_p99,0.01
cnn,72,exceed_frac_sr_p99,0.003236
cnn,72,exceed_frac_delta_p99,-0.006764
cnn,72,exceed_frac_abs_delta_p99,0.006764
cnn,72,pd_distance,26.514111621573456
cnn,72,mt_distance,4.796044826507568
cnn,72,ssim,0.6199199584381304
cnn,73,psnr,29.629070989186935
cnn,73,wpd_bias,-60.11372413456076
cnn,73,wpd_mae,246.1205058790748
cnn,73,wpd_rmse,482.4887060638723
cnn,73,wpd_w1,75.48557976424274
cnn,73,psd_log_l2,0.83309444757629
cnn,73,psd_slope_gt,1.3664871040769908
cnn,73,psd_slope_sr,0.36744065468909015
cnn,73,psd_slope_delta,-0.9990464493879007
cnn,73,psd_slope_abs_delta,0.9990464493879007
cnn,73,grad_mae,0.42447669232722973
cnn,73,grad_w1,0.3207703694636791
cnn,73,grad_kurtosis_gt,15.63312292836979
cnn,73,grad_kurtosis_sr,18.56902578823575
cnn,73,grad_kurtosis_delta,2.9359028598659584
cnn,73,grad_kurtosis_abs_delta,2.9359028598659584
cnn,73,exceed_frac_gt_t5,0.8408
cnn,73,exceed_frac_sr_t5,0.845952
cnn,73,exceed_frac_delta_t5,0.005152000000000045
cnn,73,exceed_frac_abs_delta_t5,0.005152000000000045
cnn,73,exceed_frac_gt_t10,0.541504
cnn,73,exceed_frac_sr_t10,0.54538
cnn,73,exceed_frac_delta_t10,0.0038759999999999906
cnn,73,exceed_frac_abs_delta_t10,0.0038759999999999906
cnn,73,exceed_frac_gt_t15,0.053116
cnn,73,exceed_frac_sr_t15,0.034236
cnn,73,exceed_frac_delta_t15,-0.018879999999999994
cnn,73,exceed_frac_abs_delta_t15,0.018879999999999994
cnn,73,exceed_frac_gt_p90,0.1
cnn,73,exceed_frac_sr_p90,0.081976
cnn,73,exceed_frac_delta_p90,-0.018024000000000012
cnn,73,exceed_frac_abs_delta_p90,0.018024000000000012
cnn,73,exceed_frac_gt_p95,0.05
cnn,73,exceed_frac_sr_p95,0.03142
cnn,73,exceed_frac_delta_p95,-0.018580000000000006
cnn,73,exceed_frac_abs_delta_p95,0.018580000000000006
cnn,73,exceed_frac_gt_p99,0.01
cnn,73,exceed_frac_sr_p99,0.002416
cnn,73,exceed_frac_delta_p99,-0.0075840000000000005
cnn,73,exceed_frac_abs_delta_p99,0.0075840000000000005
cnn,73,pd_distance,27.001473804134946
cnn,73,mt_distance,4.9851861000061035
cnn,73,ssim,0.619031434086304
cnn,74,psnr,29.691811883380907
cnn,74,wpd_bias,-62.66917468110797
cnn,74,wpd_mae,240.3681434801473
cnn,74,wpd_rmse,477.1244720328788
cnn,74,wpd_w1,76.64760000690082
cnn,74,psd_log_l2,0.8812629727914688
cnn,74,psd_slope_gt,1.4264403719712917
cnn,74,psd_slope_sr,0.38482754023972954
cnn,74,psd_slope_delta,-1.041612831731562
cnn,74,psd_slope_abs_delta,1.041612831731562
cnn,74,grad_mae,0.4300600707925885
cnn,74,grad_w1,0.32708398680510065
cnn,74,grad_kurtosis_gt,15.07431389485681
cnn,74,grad_kurtosis_sr,16.677771974616416
cnn,74,grad_kurtosis_delta,1.6034580797596067
cnn,74,grad_kurtosis_abs_delta,1.6034580797596067
cnn,74,exceed_frac_gt_t5,0.84508
cnn,74,exceed_frac_sr_t5,0.851064
cnn,74,exceed_frac_delta_t5,0.005983999999999989
cnn,74,exceed_frac_abs_delta_t5,0.005983999999999989
cnn,74,exceed_frac_gt_t10,0.532968
cnn,74,exceed_frac_sr_t10,0.532396
cnn,74,exceed_frac_delta_t10,-0.0005720000000000169
cnn,74,exceed_frac_abs_delta_t10,0.0005720000000000169
cnn,74,exceed_frac_gt_t15,0.043284
cnn,74,exceed_frac_sr_t15,0.02526
cnn,74,exceed_frac_delta_t15,-0.018024000000000002
cnn,74,exceed_frac_abs_delta_t15,0.018024000000000002
cnn,74,exceed_frac_gt_p90,0.1
cnn,74,exceed_frac_sr_p90,0.078288
cnn,74,exceed_frac_delta_p90,-0.02171200000000001
cnn,74,exceed_frac_abs_delta_p90,0.02171200000000001
cnn,74,exceed_frac_gt_p95,0.05
cnn,74,exceed_frac_sr_p95,0.0308
cnn,74,exceed_frac_delta_p95,-0.019200000000000002
cnn,74,exceed_frac_abs_delta_p95,0.019200000000000002
cnn,74,exceed_frac_gt_p99,0.01
cnn,74,exceed_frac_sr_p99,0.002656
cnn,74,exceed_frac_delta_p99,-0.007344
cnn,74,exceed_frac_abs_delta_p99,0.007344
cnn,74,pd_distance,28.28963162272453
cnn,74,mt_distance,4.782100200653076
cnn,74,ssim,0.6069853634026909
cnn,75,psnr,29.430160323912798
cnn,75,wpd_bias,-59.618420092226
cnn,75,wpd_mae,231.58286810903567
cnn,75,wpd_rmse,454.8713556766557
cnn,75,wpd_w1,72.62112454952891
cnn,75,psd_log_l2,0.8823046974990095
cnn,75,psd_slope_gt,1.5064205441000436
cnn,75,psd_slope_sr,0.43523815487794865
cnn,75,psd_slope_delta,-1.0711823892220949
cnn,75,psd_slope_abs_delta,1.0711823892220949
cnn,75,grad_mae,0.4264299281150627
cnn,75,grad_w1,0.3208611483612714
cnn,75,grad_kurtosis_gt,14.584505162560745
cnn,75,grad_kurtosis_sr,14.270038132528688
cnn,75,grad_kurtosis_delta,-0.31446703003205734
cnn,75,grad_kurtosis_abs_delta,0.31446703003205734
cnn,75,exceed_frac_gt_t5,0.846348
cnn,75,exceed_frac_sr_t5,0.85484
cnn,75,exceed_frac_delta_t5,0.008492000000000055
cnn,75,exceed_frac_abs_delta_t5,0.008492000000000055
cnn,75,exceed_frac_gt_t10,0.51778
cnn,75,exceed_frac_sr_t10,0.513624
cnn,75,exceed_frac_delta_t10,-0.0041560000000000485
cnn,75,exceed_frac_abs_delta_t10,0.0041560000000000485
cnn,75,exceed_frac_gt_t15,0.034328
cnn,75,exceed_frac_sr_t15,0.018088
cnn,75,exceed_frac_delta_t15,-0.016239999999999997
cnn,75,exceed_frac_abs_delta_t15,0.016239999999999997
cnn,75,exceed_frac_gt_p90,0.1
cnn,75,exceed_frac_sr_p90,0.077812
cnn,75,exceed_frac_delta_p90,-0.022188
cnn,75,exceed_frac_abs_delta_p90,0.022188
cnn,75,exceed_frac_gt_p95,0.05
cnn,75,exceed_frac_sr_p95,0.032196
cnn,75,exceed_frac_delta_p95,-0.017804
cnn,75,exceed_frac_abs_delta_p95,0.017804
cnn,75,exceed_frac_gt_p99,0.01
cnn,75,exceed_frac_sr_p99,0.002324
cnn,75,exceed_frac_delta_p99,-0.0076760000000000005
cnn,75,exceed_frac_abs_delta_p99,0.0076760000000000005
cnn,75,pd_distance,29.367383683723347
cnn,75,mt_distance,5.201173305511475
cnn,75,ssim,0.5937671635719853
cnn,76,psnr,29.256090612424952
cnn,76,wpd_bias,-57.19312222786212
cnn,76,wpd_mae,226.35655519227194
cnn,76,wpd_rmse,439.8333442816885
cnn,76,wpd_w1,67.31326375249812
cnn,76,psd_log_l2,0.9242426971669403
cnn,76,psd_slope_gt,1.5698596482194824
cnn,76,psd_slope_sr,0.4570351520913261
cnn,76,psd_slope_delta,-1.1128244961281564
cnn,76,psd_slope_abs_delta,1.1128244961281564
cnn,76,grad_mae,0.42685687736204625
cnn,76,grad_w1,0.3204769544948553
cnn,76,grad_kurtosis_gt,14.344164333086036
cnn,76,grad_kurtosis_sr,13.89902561223733
cnn,76,grad_kurtosis_delta,-0.445138720848707
cnn,76,grad_kurtosis_abs_delta,0.445138720848707
cnn,76,exceed_frac_gt_t5,0.848608
cnn,76,exceed_frac_sr_t5,0.85696
cnn,76,exceed_frac_delta_t5,0.008352000000000026
cnn,76,exceed_frac_abs_delta_t5,0.008352000000000026
cnn,76,exceed_frac_gt_t10,0.5029
cnn,76,exceed_frac_sr_t10,0.494752
cnn,76,exceed_frac_delta_t10,-0.008147999999999989
cnn,76,exceed_frac_abs_delta_t10,0.008147999999999989
cnn,76,exceed_frac_gt_t15,0.027936
cnn,76,exceed_frac_sr_t15,0.014184
cnn,76,exceed_frac_delta_t15,-0.013751999999999999
cnn,76,exceed_frac_abs_delta_t15,0.013751999999999999
cnn,76,exceed_frac_gt_p90,0.1
cnn,76,exceed_frac_sr_p90,0.080868
cnn,76,exceed_frac_delta_p90,-0.01913200000000001
cnn,76,exceed_frac_abs_delta_p90,0.01913200000000001
cnn,76,exceed_frac_gt_p95,0.05
cnn,76,exceed_frac_sr_p95,0.03264
cnn,76,exceed_frac_delta_p95,-0.01736
cnn,76,exceed_frac_abs_delta_p95,0.01736
cnn,76,exceed_frac_gt_p99,0.01
cnn,76,exceed_frac_sr_p99,0.002108
cnn,76,exceed_frac_delta_p99,-0.007892
cnn,76,exceed_frac_abs_delta_p99,0.007892
cnn,76,pd_distance,30.056769521251926
cnn,76,mt_distance,5.207019329071045
cnn,76,ssim,0.5777791726434143
cnn,77,psnr,28.72430550824469
cnn,77,wpd_bias,-53.64958059738344
cnn,77,wpd_mae,221.58329879057288
cnn,77,wpd_rmse,431.14098996295195
cnn,77,wpd_w1,61.67675399674606
cnn,77,psd_log_l2,0.9611059329651137
cnn,77,psd_slope_gt,1.6323487427746448
cnn,77,psd_slope_sr,0.5008826965720242
cnn,77,psd_slope_delta,-1.1314660462026205
cnn,77,psd_slope_abs_delta,1.1314660462026205
cnn,77,grad_mae,0.4240704174793279
cnn,77,grad_w1,0.31103826021448855
cnn,77,grad_kurtosis_gt,14.460758683242851
cnn,77,grad_kurtosis_sr,13.116834339525578
cnn,77,grad_kurtosis_delta,-1.3439243437172728
cnn,77,grad_kurtosis_abs_delta,1.3439243437172728
cnn,77,exceed_frac_gt_t5,0.849676
cnn,77,exceed_frac_sr_t5,0.857692
cnn,77,exceed_frac_delta_t5,0.008016000000000023
cnn,77,exceed_frac_abs_delta_t5,0.008016000000000023
cnn,77,exceed_frac_gt_t10,0.479988
cnn,77,exceed_frac_sr_t10,0.471528
cnn,77,exceed_frac_delta_t10,-0.008460000000000023
cnn,77,exceed_frac_abs_delta_t10,0.008460000000000023
cnn,77,exceed_frac_gt_t15,0.022928
cnn,77,exceed_frac_sr_t15,0.010632
cnn,77,exceed_frac_delta_t15,-0.012296
cnn,77,exceed_frac_abs_delta_t15,0.012296
cnn,77,exceed_frac_gt_p90,0.1
cnn,77,exceed_frac_sr_p90,0.08076
cnn,77,exceed_frac_delta_p90,-0.019240000000000007
cnn,77,exceed_frac_abs_delta_p90,0.019240000000000007
cnn,77,exceed_frac_gt_p95,0.05
cnn,77,exceed_frac_sr_p95,0.03208
cnn,77,exceed_frac_delta_p95,-0.017920000000000005
cnn,77,exceed_frac_abs_delta_p95,0.017920000000000005
cnn,77,exceed_frac_gt_p99,0.01
cnn,77,exceed_frac_sr_p99,0.00348
cnn,77,exceed_frac_delta_p99,-0.00652
cnn,77,exceed_frac_abs_delta_p99,0.00652
cnn,77,pd_distance,29.944664675564518
cnn,77,mt_distance,6.132026672363281
cnn,77,ssim,0.5745291139577776
cnn,78,psnr,28.640865894640942
cnn,78,wpd_bias,-50.45003152338724
cnn,78,wpd_mae,214.60708234287932
cnn,78,wpd_rmse,417.51725400332174
cnn,78,wpd_w1,59.5934875082361
cnn,78,psd_log_l2,0.9566741341192598
cnn,78,psd_slope_gt,1.6803804681010486
cnn,78,psd_slope_sr,0.5352828864478624
cnn,78,psd_slope_delta,-1.1450975816531863
cnn,78,psd_slope_abs_delta,1.1450975816531863
cnn,78,grad_mae,0.42212464452685705
cnn,78,grad_w1,0.30351017921484297
cnn,78,grad_kurtosis_gt,14.807552502219174
cnn,78,grad_kurtosis_sr,13.565351352108063
cnn,78,grad_kurtosis_delta,-1.2422011501111108
cnn,78,grad_kurtosis_abs_delta,1.2422011501111108
cnn,78,exceed_frac_gt_t5,0.850456
cnn,78,exceed_frac_sr_t5,0.85688
cnn,78,exceed_frac_delta_t5,0.006423999999999985
cnn,78,exceed_frac_abs_delta_t5,0.006423999999999985
cnn,78,exceed_frac_gt_t10,0.459596
cnn,78,exceed_frac_sr_t10,0.448892
cnn,78,exceed_frac_delta_t10,-0.010703999999999991
cnn,78,exceed_frac_abs_delta_t10,0.010703999999999991
cnn,78,exceed_frac_gt_t15,0.016908
cnn,78,exceed_frac_sr_t15,0.007252
cnn,78,exceed_frac_delta_t15,-0.009656
cnn,78,exceed_frac_abs_delta_t15,0.009656
cnn,78,exceed_frac_gt_p90,0.1
cnn,78,exceed_frac_sr_p90,0.080944
cnn,78,exceed_frac_delta_p90,-0.019056000000000003
cnn,78,exceed_frac_abs_delta_p90,0.019056000000000003
cnn,78,exceed_frac_gt_p95,0.05
cnn,78,exceed_frac_sr_p95,0.032256
cnn,78,exceed_frac_delta_p95,-0.017744000000000003
cnn,78,exceed_frac_abs_delta_p95,0.017744000000000003
cnn,78,exceed_frac_gt_p99,0.01
cnn,78,exceed_frac_sr_p99,0.00366
cnn,78,exceed_frac_delta_p99,-0.00634
cnn,78,exceed_frac_abs_delta_p99,0.00634
cnn,78,pd_distance,30.300511724579902
cnn,78,mt_distance,5.8028388023376465
cnn,78,ssim,0.5743782192752169
cnn,79,psnr,28.823263975711814
cnn,79,wpd_bias,-48.710953115637906
cnn,79,wpd_mae,205.60300403165593
cnn,79,wpd_rmse,399.30261555933276
cnn,79,wpd_w1,55.10009953851963
cnn,79,psd_log_l2,0.9762584777229625
cnn,79,psd_slope_gt,1.7147796472615915
cnn,79,psd_slope_sr,0.5222415812330646
cnn,79,psd_slope_delta,-1.192538066028527
cnn,79,psd_slope_abs_delta,1.192538066028527
cnn,79,grad_mae,0.41860008965641154
cnn,79,grad_w1,0.30353280675083033
cnn,79,grad_kurtosis_gt,14.788060362710755
cnn,79,grad_kurtosis_sr,15.398938974706557
cnn,79,grad_kurtosis_delta,0.6108786119958012
cnn,79,grad_kurtosis_abs_delta,0.6108786119958012
cnn,79,exceed_frac_gt_t5,0.851964
cnn,79,exceed_frac_sr_t5,0.855236
cnn,79,exceed_frac_delta_t5,0.0032719999999999416
cnn,79,exceed_frac_abs_delta_t5,0.0032719999999999416
cnn,79,exceed_frac_gt_t10,0.450944
cnn,79,exceed_frac_sr_t10,0.43858
cnn,79,exceed_frac_delta_t10,-0.012363999999999986
cnn,79,exceed_frac_abs_delta_t10,0.012363999999999986
cnn,79,exceed_frac_gt_t15,0.012672
cnn,79,exceed_frac_sr_t15,0.005132
cnn,79,exceed_frac_delta_t15,-0.007539999999999999
cnn,79,exceed_frac_abs_delta_t15,0.007539999999999999
cnn,79,exceed_frac_gt_p90,0.1
cnn,79,exceed_frac_sr_p90,0.07992
cnn,79,exceed_frac_delta_p90,-0.02008
cnn,79,exceed_frac_abs_delta_p90,0.02008
cnn,79,exceed_frac_gt_p95,0.05
cnn,79,exceed_frac_sr_p95,0.033668
cnn,79,exceed_frac_delta_p95,-0.016332000000000006
cnn,79,exceed_frac_abs_delta_p95,0.016332000000000006
cnn,79,exceed_frac_gt_p99,0.01
cnn,79,exceed_frac_sr_p99,0.003672
cnn,79,exceed_frac_delta_p99,-0.006328
cnn,79,exceed_frac_abs_delta_p99,0.006328
cnn,79,pd_distance,30.148051358309164
cnn,79,mt_distance,6.856454849243164
cnn,79,ssim,0.5841339627281389
cnn,80,psnr,28.706704637409167
cnn,80,wpd_bias,-47.088624398616524
cnn,80,wpd_mae,199.13775311673297
cnn,80,wpd_rmse,388.6500608888491
cnn,80,wpd_w1,52.95593827123171
cnn,80,psd_log_l2,0.9596704958373523
cnn,80,psd_slope_gt,1.7614486370526485
cnn,80,psd_slope_sr,0.577026080832311
cnn,80,psd_slope_delta,-1.1844225562203374
cnn,80,psd_slope_abs_delta,1.1844225562203374
cnn,80,grad_mae,0.41571696292641663
cnn,80,grad_w1,0.29956260144448027
cnn,80,grad_kurtosis_gt,15.023566310259099
cnn,80,grad_kurtosis_sr,15.536196430840468
cnn,80,grad_kurtosis_delta,0.5126301205813686
cnn,80,grad_kurtosis_abs_delta,0.5126301205813686
cnn,80,exceed_frac_gt_t5,0.854032
cnn,80,exceed_frac_sr_t5,0.857608
cnn,80,exceed_frac_delta_t5,0.0035760000000000236
cnn,80,exceed_frac_abs_delta_t5,0.0035760000000000236
cnn,80,exceed_frac_gt_t10,0.440972
cnn,80,exceed_frac_sr_t10,0.427444
