sample_idx,psnr_cnn,psnr_gan,psnr_delta_cnn_minus_gan,psnr_winner,ssim_cnn,ssim_gan,ssim_delta_cnn_minus_gan,ssim_winner,mt_distance_cnn,mt_distance_gan,mt_distance_delta_cnn_minus_gan,mt_distance_winner,pd_distance_cnn,pd_distance_gan,pd_distance_delta_cnn_minus_gan,pd_distance_winner,wpd_bias_cnn,wpd_bias_gan,wpd_bias_delta_cnn_minus_gan,wpd_bias_winner,wpd_mae_cnn,wpd_mae_gan,wpd_mae_delta_cnn_minus_gan,wpd_mae_winner,wpd_rmse_cnn,wpd_rmse_gan,wpd_rmse_delta_cnn_minus_gan,wpd_rmse_winner,wpd_w1_cnn,wpd_w1_gan,wpd_w1_delta_cnn_minus_gan,wpd_w1_winner,psd_log_l2_cnn,psd_log_l2_gan,psd_log_l2_delta_cnn_minus_gan,psd_log_l2_winner,psd_slope_delta_cnn,psd_slope_delta_gan,psd_slope_delta_delta_cnn_minus_gan,psd_slope_delta_winner,psd_slope_abs_delta_cnn,psd_slope_abs_delta_gan,psd_slope_abs_delta_delta_cnn_minus_gan,psd_slope_abs_delta_winner,grad_mae_cnn,grad_mae_gan,grad_mae_delta_cnn_minus_gan,grad_mae_winner,grad_w1_cnn,grad_w1_gan,grad_w1_delta_cnn_minus_gan,grad_w1_winner,grad_kurtosis_delta_cnn,grad_kurtosis_delta_gan,grad_kurtosis_delta_delta_cnn_minus_gan,grad_kurtosis_delta_winner,grad_kurtosis_abs_delta_cnn,grad_kurtosis_abs_delta_gan,grad_kurtosis_abs_delta_delta_cnn_minus_gan,grad_kurtosis_abs_delta_winner,exceed_frac_delta_t5_cnn,exceed_frac_delta_t5_gan,exceed_frac_delta_t5_delta_cnn_minus_gan,exceed_frac_delta_t5_winner,exceed_frac_abs_delta_t5_cnn,exceed_frac_abs_delta_t5_gan,exceed_frac_abs_delta_t5_delta_cnn_minus_gan,exceed_frac_abs_delta_t5_winner,exceed_frac_delta_t10_cnn,exceed_frac_delta_t10_gan,exceed_frac_delta_t10_delta_cnn_minus_gan,exceed_frac_delta_t10_winner,exceed_frac_abs_delta_t10_cnn,exceed_frac_abs_delta_t10_gan,exceed_frac_abs_delta_t10_delta_cnn_minus_gan,exceed_frac_abs_delta_t10_winner,exceed_frac_delta_t15_cnn,exceed_frac_delta_t15_gan,exceed_frac_delta_t15_delta_cnn_minus_gan,exceed_frac_delta_t15_winner,exceed_frac_abs_delta_t15_cnn,exceed_frac_abs_delta_t15_gan,exceed_frac_abs_delta_t15_delta_cnn_minus_gan,exceed_frac_abs_delta_t15_winner,exceed_frac_delta_p90_cnn,exceed_frac_delta_p90_gan,exceed_frac_delta_p90_delta_cnn_minus_gan,exceed_frac_delta_p90_winner,exceed_frac_abs_delta_p90_cnn,exceed_frac_abs_delta_p90_gan,exceed_frac_abs_delta_p90_delta_cnn_minus_gan,exceed_frac_abs_delta_p90_winner,exceed_frac_delta_p95_cnn,exceed_frac_delta_p95_gan,exceed_frac_delta_p95_delta_cnn_minus_gan,exceed_frac_delta_p95_winner,exceed_frac_abs_delta_p95_cnn,exceed_frac_abs_delta_p95_gan,exceed_frac_abs_delta_p95_delta_cnn_minus_gan,exceed_frac_abs_delta_p95_winner,exceed_frac_delta_p99_cnn,exceed_frac_delta_p99_gan,exceed_frac_delta_p99_delta_cnn_minus_gan,exceed_frac_delta_p99_winner,exceed_frac_abs_delta_p99_cnn,exceed_frac_abs_delta_p99_gan,exceed_frac_abs_delta_p99_delta_cnn_minus_gan,exceed_frac_abs_delta_p99_winner
75,29.430160323912798,27.453769489636546,1.976390834276252,cnn,0.5937671635719853,0.49707722835204665,0.09668993521993868,cnn,5.201173305511475,5.680557727813721,-0.4793844223022461,cnn,29.367383683723347,19.74885298310355,9.618530700619797,gan,-59.618420092226,108.70485511644179,-168.32327520866778,cnn,231.58286810903567,326.4154778538345,-94.83260974479882,cnn,454.8713556766557,625.1207942811983,-170.2494386045426,cnn,72.62112454952891,108.98660003835415,-36.36547548882524,cnn,0.8823046974990095,0.4082641552053248,0.47404054229368475,gan,-1.0711823892220949,-0.8852178224721919,-0.18596456674990292,gan,1.0711823892220949,0.8852178224721919,0.18596456674990292,gan,0.4264299281150627,0.4424147575148257,-0.01598482939976298,cnn,0.3208611483612714,0.08646338280951,0.2343977655517614,gan,-0.31446703003205734,0.5742805029860047,-0.8887475330180621,cnn,0.31446703003205734,0.5742805029860047,-0.2598134729539474,cnn,0.008492000000000055,0.00611600000000001,0.0023760000000000447,gan,0.008492000000000055,0.00611600000000001,0.0023760000000000447,gan,-0.0041560000000000485,0.031191999999999998,-0.035348000000000046,cnn,0.0041560000000000485,0.031191999999999998,-0.02703599999999995,cnn,-0.016239999999999997,0.014232000000000002,-0.030472,gan,0.016239999999999997,0.014232000000000002,0.002007999999999996,gan,-0.022188,0.023244,-0.045432,cnn,0.022188,0.023244,-0.0010560000000000014,cnn,-0.017804,0.016759999999999997,-0.034564,gan,0.017804,0.016759999999999997,0.0010440000000000033,gan,-0.0076760000000000005,0.00456,-0.012236,gan,0.0076760000000000005,0.00456,0.0031160000000000007,gan
76,29.256090612424952,27.185629660678966,2.0704609517459858,cnn,0.5777791726434143,0.48863140151959117,0.0891477711238231,cnn,5.207019329071045,6.450347900390625,-1.24332857131958,cnn,30.056769521251926,20.225713244111034,9.831056277140892,gan,-57.19312222786212,107.90084122377915,-165.0939634516413,cnn,226.35655519227194,321.2985436520317,-94.94198845975976,cnn,439.8333442816885,612.075373133084,-172.2420288513955,cnn,67.31326375249812,108.00603079878638,-40.69276704628827,cnn,0.9242426971669403,0.41967778994661536,0.5045649072203249,gan,-1.1128244961281564,-0.8970306413501559,-0.2157938547780005,gan,1.1128244961281564,0.8970306413501559,0.2157938547780005,gan,0.42685687736204625,0.4462248966622707,-0.01936801930022447,cnn,0.3204769544948553,0.07879178349557323,0.24168517099928208,gan,-0.445138720848707,-0.6316131965366498,0.18647447568794284,cnn,0.445138720848707,0.6316131965366498,-0.18647447568794284,cnn,0.008352000000000026,0.005771999999999999,0.0025800000000000267,gan,0.008352000000000026,0.005771999999999999,0.0025800000000000267,gan,-0.008147999999999989,0.03393199999999996,-0.04207999999999995,cnn,0.008147999999999989,0.03393199999999996,-0.025783999999999974,cnn,-0.013751999999999999,0.010012000000000004,-0.023764,gan,0.013751999999999999,0.010012000000000004,0.003739999999999995,gan,-0.01913200000000001,0.027924000000000004,-0.047056000000000014,cnn,0.01913200000000001,0.027924000000000004,-0.008791999999999994,cnn,-0.01736,0.017035999999999996,-0.034395999999999996,gan,0.01736,0.017035999999999996,0.00032400000000000484,gan,-0.007892,0.004579999999999999,-0.012471999999999999,gan,0.007892,0.004579999999999999,0.0033120000000000007,gan
77,28.72430550824469,26.717936358992787,2.0063691492519027,cnn,0.5745291139577776,0.4840029343843254,0.09052617957345221,cnn,6.132026672363281,6.000014781951904,0.13201189041137695,gan,29.944664675564518,20.353338072506904,9.591326603057613,gan,-53.64958059738344,105.80026694608875,-159.4498475434722,cnn,221.58329879057288,314.03089218441664,-92.44759339384376,cnn,431.14098996295195,597.7224071528622,-166.5814171899102,cnn,61.67675399674606,106.01298320394316,-44.33622920719711,cnn,0.9611059329651137,0.43394452256675703,0.5271614103983566,gan,-1.1314660462026205,-0.9216573960778918,-0.2098086501247287,gan,1.1314660462026205,0.9216573960778918,0.2098086501247287,gan,0.4240704174793279,0.4471722927784261,-0.023101875299098185,cnn,0.31103826021448855,0.07915362121297687,0.23188463900151168,gan,-1.3439243437172728,-0.7212635533656329,-0.6226607903516399,gan,1.3439243437172728,0.7212635533656329,0.6226607903516399,gan,0.008016000000000023,0.00567200000000001,0.0023440000000000127,gan,0.008016000000000023,0.00567200000000001,0.0023440000000000127,gan,-0.008460000000000023,0.03223199999999998,-0.040692000000000006,cnn,0.008460000000000023,0.03223199999999998,-0.02377199999999996,cnn,-0.012296,0.007831999999999999,-0.020128,gan,0.012296,0.007831999999999999,0.004464000000000001,gan,-0.019240000000000007,0.03046399999999999,-0.049704,cnn,0.019240000000000007,0.03046399999999999,-0.011223999999999984,cnn,-0.017920000000000005,0.016519999999999993,-0.03444,gan,0.017920000000000005,0.016519999999999993,0.0014000000000000123,gan,-0.00652,0.005011999999999999,-0.011531999999999999,gan,0.00652,0.005011999999999999,0.0015080000000000007,gan
78,28.640865894640942,26.464969673118272,2.1758962215226703,cnn,0.5743782192752169,0.48207861522713735,0.09229960404807958,cnn,5.8028388023376465,7.092807292938232,-1.289968490600586,cnn,30.300511724579902,19.95492094933438,10.345590775245523,gan,-50.45003152338724,107.20712575722213,-157.65715728060937,cnn,214.60708234287932,309.68391261036805,-95.07683026748873,cnn,417.51725400332174,605.7058774581485,-188.18862345482677,cnn,59.5934875082361,107.30150201381939,-47.708014505583286,cnn,0.9566741341192598,0.44937093439104514,0.5073031997282147,gan,-1.1450975816531863,-0.9259883768699851,-0.21910920478320117,gan,1.1450975816531863,0.9259883768699851,0.21910920478320117,gan,0.42212464452685705,0.4478027958232385,-0.025678151296381457,cnn,0.30351017921484297,0.06770848147800466,0.2358016977368383,gan,-1.2422011501111108,-0.058583431737897484,-1.1836177183732133,gan,1.2422011501111108,0.058583431737897484,1.1836177183732133,gan,0.006423999999999985,0.007560000000000011,-0.0011360000000000259,cnn,0.006423999999999985,0.007560000000000011,-0.0011360000000000259,cnn,-0.010703999999999991,0.03421999999999997,-0.044923999999999964,cnn,0.010703999999999991,0.03421999999999997,-0.02351599999999998,cnn,-0.009656,0.007599999999999999,-0.017256,gan,0.009656,0.007599999999999999,0.0020560000000000005,gan,-0.019056000000000003,0.033455999999999986,-0.05251199999999999,cnn,0.019056000000000003,0.033455999999999986,-0.014399999999999982,cnn,-0.017744000000000003,0.021188,-0.038932,cnn,0.017744000000000003,0.021188,-0.0034439999999999957,cnn,-0.00634,0.006275999999999999,-0.012615999999999999,gan,0.00634,0.006275999999999999,6.400000000000156e-05,gan
79,28.823263975711814,26.652931621908795,2.170332353803019,cnn,0.5841339627281389,0.4866573779242814,0.09747658480385751,cnn,6.856454849243164,6.467032432556152,0.3894224166870117,gan,30.148051358309164,20.321240211337894,9.82681114697127,gan,-48.710953115637906,101.87198956872,-150.5829426843579,cnn,205.60300403165593,298.6296019015986,-93.02659786994269,cnn,399.30261555933276,575.1078222453988,-175.80520668606601,cnn,55.10009953851963,101.91368252758733,-46.8135829890677,cnn,0.9762584777229625,0.459939185316267,0.5163192924066955,gan,-1.192538066028527,-0.9333247815253691,-0.25921328450315784,gan,1.192538066028527,0.9333247815253691,0.25921328450315784,gan,0.41860008965641154,0.4471332432236266,-0.02853315356721503,cnn,0.30353280675083033,0.07856674931795014,0.22496605743288017,gan,0.6108786119958012,-0.15930436760145206,0.7701829795972532,gan,0.6108786119958012,0.15930436760145206,0.4515742443943491,gan,0.0032719999999999416,0.007139999999999924,-0.0038679999999999826,cnn,0.0032719999999999416,0.007139999999999924,-0.0038679999999999826,cnn,-0.012363999999999986,0.031723999999999974,-0.04408799999999996,cnn,0.012363999999999986,0.031723999999999974,-0.01935999999999999,cnn,-0.007539999999999999,0.006843999999999999,-0.014383999999999997,gan,0.007539999999999999,0.006843999999999999,0.0006959999999999996,gan,-0.02008,0.03711599999999998,-0.05719599999999998,cnn,0.02008,0.03711599999999998,-0.01703599999999998,cnn,-0.016332000000000006,0.021559999999999996,-0.037892,cnn,0.016332000000000006,0.021559999999999996,-0.00522799999999999,cnn,-0.006328,0.005935999999999999,-0.012263999999999999,gan,0.006328,0.005935999999999999,0.0003920000000000017,gan
80,28.706704637409167,26.456132191878634,2.2505724455305334,cnn,0.587437430961856,0.48246921330212844,0.10496821765972753,cnn,6.982686519622803,6.176682472229004,0.8060040473937988,gan,30.086252753371088,20.744918439924255,9.341334313446833,gan,-47.088624398616524,105.42093280402695,-152.50955720264346,cnn,199.13775311673297,295.9813984672801,-96.84364535054712,cnn,388.6500608888491,573.7932099444431,-185.143149055594,cnn,52.95593827123171,105.44876626025643,-52.492827989024725,cnn,0.9596704958373523,0.46896983681792975,0.49070065901942256,gan,-1.1844225562203374,-0.9743037763789424,-0.21011877984139504,gan,1.1844225562203374,0.9743037763789424,0.21011877984139504,gan,0.41571696292641663,0.44412870131600135,-0.028411738389584718,cnn,0.29956260144448027,0.06610245360155993,0.23346014784292035,gan,0.5126301205813686,-0.41311184236666243,0.925741962948031,gan,0.5126301205813686,0.41311184236666243,0.09951827821470616,gan,0.0035760000000000236,0.007611999999999952,-0.0040359999999999285,cnn,0.0035760000000000236,0.007611999999999952,-0.0040359999999999285,cnn,-0.013527999999999984,0.035624000000000045,-0.04915200000000003,cnn,0.013527999999999984,0.035624000000000045,-0.02209600000000006,cnn,-0.006431999999999999,0.006500000000000001,-0.012931999999999999,cnn,0.006431999999999999,0.006500000000000001,-6.800000000000122e-05,cnn,-0.02179600000000001,0.03708799999999998,-0.05888399999999999,cnn,0.02179600000000001,0.03708799999999998,-0.015291999999999972,cnn,-0.016572000000000003,0.022760000000000002,-0.039332000000000006,cnn,0.016572000000000003,0.022760000000000002,-0.006187999999999999,cnn,-0.006216,0.006208,-0.012424000000000001,gan,0.006216,0.006208,8.000000000000194e-06,gan
81,28.786938746813185,26.578637889134356,2.2083008576788288,cnn,0.5842150470856413,0.4915241199118712,0.09269092717377009,cnn,6.426537990570068,7.567525863647461,-1.1409878730773926,cnn,29.68907403762892,20.982889067881906,8.706184969747014,gan,-43.19062492555103,101.30218470056363,-144.49280962611465,cnn,196.92194723456143,288.9063235858838,-91.98437635132237,cnn,384.1290414865233,576.2912344967349,-192.16219301021158,cnn,48.867828874949666,101.3161555878845,-52.44832671293483,cnn,0.9781779277412517,0.47276071571342354,0.5054172120278282,gan,-1.3010626015333553,-1.0371828266894023,-0.263879774843953,gan,1.3010626015333553,1.0371828266894023,0.263879774843953,gan,0.4136635568416749,0.44350806672801346,-0.029844509886338577,cnn,0.2990410315203773,0.06288633140278241,0.2361547001175949,gan,1.7500678201603375,0.532798561142199,1.2172692590181384,gan,1.7500678201603375,0.532798561142199,1.2172692590181384,gan,0.00592400000000004,0.007739999999999969,-0.0018159999999999288,cnn,0.00592400000000004,0.007739999999999969,-0.0018159999999999288,cnn,-0.015619999999999967,0.03621200000000002,-0.05183199999999999,cnn,0.015619999999999967,0.03621200000000002,-0.020592000000000055,cnn,-0.0046040000000000005,0.006144,-0.010748,cnn,0.0046040000000000005,0.006144,-0.0015399999999999997,cnn,-0.01813200000000001,0.033787999999999985,-0.051919999999999994,cnn,0.01813200000000001,0.033787999999999985,-0.015655999999999975,cnn,-0.017376000000000003,0.020903999999999992,-0.038279999999999995,cnn,0.017376000000000003,0.020903999999999992,-0.0035279999999999895,cnn,-0.00498,0.006312,-0.011292,cnn,0.00498,0.006312,-0.0013319999999999999,cnn
82,28.734901854062677,26.513154855372044,2.2217469986906337,cnn,0.6022705394972437,0.5118237420267625,0.09044679747048123,cnn,7.1840739250183105,6.303605079650879,0.8804688453674316,gan,28.90089773637945,20.81634708740007,8.084550648979377,gan,-41.2313381216142,86.90728549157245,-128.13862361318667,cnn,188.14521398689436,274.7234951962154,-86.57828120932106,cnn,366.1770857246688,546.7678110535135,-180.59072532884466,cnn,47.300154182359066,86.90737481338695,-39.607220631027886,cnn,0.9990100336229624,0.463140661919707,0.5358693717032554,gan,-1.2550057165116135,-1.0123293284736588,-0.24267638803795477,gan,1.2550057165116135,1.0123293284736588,0.24267638803795477,gan,0.4074846112596231,0.4392189849688997,-0.03173437370927662,cnn,0.29474880711355494,0.07236648621531577,0.22238232089823917,gan,1.6701197157697525,2.6637165740581192,-0.9935968582883667,cnn,1.6701197157697525,2.6637165740581192,-0.9935968582883667,cnn,0.0039719999999999756,0.009464000000000028,-0.005492000000000052,cnn,0.0039719999999999756,0.009464000000000028,-0.005492000000000052,cnn,-0.014031999999999989,0.035260000000000014,-0.049292,cnn,0.014031999999999989,0.035260000000000014,-0.021228000000000025,cnn,-0.004796,0.005504,-0.0103,cnn,0.004796,0.005504,-0.0007080000000000003,cnn,-0.020140000000000005,0.028655999999999987,-0.04879599999999999,cnn,0.020140000000000005,0.028655999999999987,-0.008515999999999982,cnn,-0.018392000000000006,0.016072000000000003,-0.03446400000000001,gan,0.018392000000000006,0.016072000000000003,0.0023200000000000026,gan,-0.005632,0.005788,-0.01142,cnn,0.005632,0.005788,-0.0001559999999999999,cnn
83,28.708711875208273,26.454328406446706,2.254383468761567,cnn,0.5887892707911544,0.5044753001631349,0.08431397062801949,cnn,6.560110569000244,6.599743366241455,-0.03963279724121094,cnn,28.194313716720707,21.794751727168247,6.39956198955246,gan,-40.77430443839356,83.65724548112716,-124.43154991952072,cnn,183.371429685521,269.5128829432969,-86.14145325777591,cnn,355.3051188280534,544.2702088732804,-188.96509004522693,cnn,46.91540015535934,83.67933315790633,-36.763933002546985,cnn,1.0337731668227472,0.46375806304923656,0.5700151037735106,gan,-1.2620038411994496,-1.013184323648385,-0.24881951755106457,gan,1.2620038411994496,1.013184323648385,0.24881951755106457,gan,0.4030385137776447,0.43644573800610764,-0.03340722422846293,cnn,0.2901465738794716,0.06369894259194604,0.2264476312875256,gan,2.217691400167009,1.5818862685558237,0.6358051316111855,gan,2.217691400167009,1.5818862685558237,0.6358051316111855,gan,0.0038159999999999306,0.008884000000000003,-0.0050680000000000724,cnn,0.0038159999999999306,0.008884000000000003,-0.0050680000000000724,cnn,-0.015776000000000012,0.032879999999999965,-0.04865599999999998,cnn,0.015776000000000012,0.032879999999999965,-0.017103999999999953,cnn,-0.004236,0.006308,-0.010544000000000001,cnn,0.004236,0.006308,-0.002072,cnn,-0.020008000000000012,0.02677199999999999,-0.04678,cnn,0.020008000000000012,0.02677199999999999,-0.006763999999999978,cnn,-0.01768,0.015579999999999997,-0.03326,gan,0.01768,0.015579999999999997,0.0021000000000000046,gan,-0.005992,0.007080000000000001,-0.013072,cnn,0.005992,0.007080000000000001,-0.0010880000000000013,cnn
84,28.890062292366217,26.58859881999711,2.3014634723691074,cnn,0.5887479558581097,0.5140077548676244,0.07474020099048528,cnn,5.271510124206543,8.559276580810547,-3.287766456604004,cnn,29.14514380262554,21.106373639070085,8.038770163555455,gan,-42.35848360603645,80.56857019365046,-122.92705379968692,cnn,179.61905679510735,265.7533628433784,-86.13430604827104,cnn,351.54401969940164,576.0170489552896,-224.47302925588798,cnn,47.73389288321569,80.56859770748957,-32.834704824273885,cnn,1.077486073851736,0.5006438460432009,0.5768422278085351,gan,-1.2510520235848555,-1.0897204065555715,-0.161331617029284,gan,1.2510520235848555,1.0897204065555715,0.161331617029284,gan,0.3998267283628006,0.4323532204275706,-0.032526492064769985,cnn,0.2888985399551545,0.06497613439463998,0.22392240556051454,gan,3.2909559625728626,3.9408415675106667,-0.6498856049378041,cnn,3.2909559625728626,3.9408415675106667,-0.6498856049378041,cnn,0.006543999999999994,0.009615999999999958,-0.0030719999999999636,cnn,0.006543999999999994,0.009615999999999958,-0.0030719999999999636,cnn,-0.013071999999999973,0.037912,-0.050983999999999974,cnn,0.013071999999999973,0.037912,-0.02484000000000003,cnn,-0.004072,0.005816,-0.009888000000000001,cnn,0.004072,0.005816,-0.0017439999999999999,cnn,-0.02398800000000001,0.019907999999999995,-0.043896000000000004,gan,0.02398800000000001,0.019907999999999995,0.004080000000000014,gan,-0.017204000000000004,0.011684,-0.028888000000000004,gan,0.017204000000000004,0.011684,0.005520000000000004,gan,-0.006116,0.006496,-0.012612,cnn,0.006116,0.006496,-0.00038000000000000013,cnn
85,28.91655199571094,26.58583339558703,2.330718600123909,cnn,0.584696644433822,0.49996481123725006,0.0847318331965719,cnn,5.609640121459961,7.718591690063477,-2.1089515686035156,cnn,28.72250736297703,20.7490839418831,7.97342342109393,gan,-40.22846300876733,74.49911732807126,-114.7275803368386,cnn,179.31291860015094,263.1984599441091,-83.88554134395818,cnn,352.43770740903847,578.3977170363909,-225.9600096273524,cnn,47.24697525781548,74.50367830442134,-27.256703046605864,cnn,1.1034460349463664,0.5159489553825477,0.5874970795638187,gan,-1.2976674656871325,-1.1559296292398924,-0.14173783644724014,gan,1.2976674656871325,1.1559296292398924,0.14173783644724014,gan,0.398259332246993,0.4292187381201615,-0.030959405873168477,cnn,0.2889000076840651,0.0642552264426562,0.2246447812414089,gan,9.666726690509122,4.9910587766739525,4.67566791383517,gan,9.666726690509122,4.9910587766739525,4.67566791383517,gan,0.006191999999999975,0.009963999999999973,-0.0037719999999999976,cnn,0.006191999999999975,0.009963999999999973,-0.0037719999999999976,cnn,-0.015739999999999976,0.03232800000000002,-0.048068,cnn,0.015739999999999976,0.03232800000000002,-0.016588000000000047,cnn,-0.004188000000000001,0.00524,-0.009428,cnn,0.004188000000000001,0.00524,-0.0010519999999999991,cnn,-0.02371200000000001,0.019288,-0.04300000000000001,gan,0.02371200000000001,0.019288,0.004424000000000011,gan,-0.017956,0.008964,-0.02692,gan,0.017956,0.008964,0.008992,gan,-0.0056040000000000005,0.005911999999999999,-0.011515999999999998,cnn,0.0056040000000000005,0.005911999999999999,-0.0003079999999999984,cnn
86,28.758114755850507,26.429419774482703,2.3286949813678035,cnn,0.5675668830992414,0.4760276149262369,0.0915392681730045,cnn,5.25334358215332,9.43416690826416,-4.18082332611084,cnn,29.195361276159034,18.84606490909817,10.349296367060862,gan,-36.431349336443425,62.62389776011293,-99.05524709655636,cnn,159.44170959656194,232.26309569008438,-72.82138609352245,cnn,316.9701556578906,492.5012759072384,-175.5311202493478,cnn,43.57092614779438,62.630342100896044,-19.059415953101663,cnn,1.1455156440850247,0.5353577969888993,0.6101578470961254,gan,-1.3224814989006095,-1.1730966567143775,-0.14938484218623205,gan,1.3224814989006095,1.1730966567143775,0.14938484218623205,gan,0.3934859531788763,0.4177830293230493,-0.02429707614417298,cnn,0.29163396467287644,0.06153671699497417,0.23009724767790227,gan,9.261077656371745,5.516246191686077,3.7448314646856673,gan,9.261077656371745,5.516246191686077,3.7448314646856673,gan,0.005979999999999985,0.011047999999999947,-0.005067999999999961,cnn,0.005979999999999985,0.011047999999999947,-0.005067999999999961,cnn,-0.023299999999999987,0.02927200000000002,-0.05257200000000001,cnn,0.023299999999999987,0.02927200000000002,-0.005972000000000033,cnn,-0.003448,0.0029559999999999994,-0.006404,gan,0.003448,0.0029559999999999994,0.0004920000000000007,gan,-0.019960000000000006,0.022203999999999988,-0.04216399999999999,cnn,0.019960000000000006,0.022203999999999988,-0.002243999999999982,cnn,-0.018840000000000003,0.008243999999999994,-0.027083999999999997,gan,0.018840000000000003,0.008243999999999994,0.010596000000000008,gan,-0.005756,0.004276,-0.010032,gan,0.005756,0.004276,0.0014799999999999995,gan
87,29.493467523476575,26.92721298167298,2.5662545418035947,cnn,0.5716373871172742,0.46212449908207437,0.10951288803519982,cnn,6.509652614593506,7.174471855163574,-0.6648192405700684,cnn,29.611902358359767,19.024115372275585,10.587786986084183,gan,-33.32442234176375,46.28189147452378,-79.60631381628752,cnn,130.44176868090773,192.74653692590627,-62.30476824499854,cnn,262.1011540049953,403.00373300434745,-140.90257899935216,cnn,37.915879651402825,46.28429687321017,-8.368417221807341,cnn,1.0756165553701342,0.4750581245781906,0.6005584307919436,gan,-1.3110255201898617,-1.0636986264818757,-0.247326893707986,gan,1.3110255201898617,1.0636986264818757,0.247326893707986,gan,0.38108105203959836,0.4054024713420241,-0.024321419302425762,cnn,0.2919025971295262,0.06562228273442564,0.22628031439510057,gan,9.97882725366416,8.728274136670318,1.2505531169938422,gan,9.97882725366416,8.728274136670318,1.2505531169938422,gan,0.013087999999999989,0.01791200000000004,-0.0048240000000000505,cnn,0.013087999999999989,0.01791200000000004,-0.0048240000000000505,cnn,-0.019376000000000004,0.018276000000000014,-0.03765200000000002,gan,0.019376000000000004,0.018276000000000014,0.0010999999999999899,gan,-0.002476,0.0017720000000000001,-0.004248,gan,0.002476,0.0017720000000000001,0.0007039999999999998,gan,-0.017692,0.02502399999999999,-0.04271599999999999,cnn,0.017692,0.02502399999999999,-0.007331999999999991,cnn,-0.014636000000000003,0.008571999999999996,-0.023208,gan,0.014636000000000003,0.008571999999999996,0.006064000000000007,gan,-0.0055000000000000005,0.0017879999999999997,-0.007288,gan,0.0055000000000000005,0.0017879999999999997,0.003712000000000001,gan
88,29.552571478217452,26.86625235460083,2.68631912361662,cnn,0.6021210837242941,0.4632591275022839,0.1388619562220102,cnn,6.411813259124756,6.487721920013428,-0.07590866088867188,cnn,26.37509421416108,18.396084436387564,7.979009777773516,gan,-27.527221065141127,31.589001843724407,-59.11622290886554,cnn,109.0595281028402,159.29329763212047,-50.233769529280266,cnn,211.75106139339366,328.44238366105236,-116.6913222676587,cnn,29.71567816511546,31.962051645595018,-2.2463734804795585,cnn,0.9639793992643241,0.46414664113686793,0.49983275812745614,gan,-1.2630887292439326,-1.0182472199706403,-0.2448415092732923,gan,1.2630887292439326,1.0182472199706403,0.2448415092732923,gan,0.33027742040907787,0.36773633492706714,-0.03745891451798927,cnn,0.24474476135537368,0.05959195648506406,0.1851528048703096,gan,2.298705365200579,8.932429383212753,-6.633724018012174,cnn,2.298705365200579,8.932429383212753,-6.633724018012174,cnn,0.006668000000000007,0.017835999999999963,-0.011167999999999956,cnn,0.006668000000000007,0.017835999999999963,-0.011167999999999956,cnn,-0.014020000000000005,0.016727999999999993,-0.030747999999999998,cnn,0.014020000000000005,0.016727999999999993,-0.002707999999999988,cnn,-0.00164,0.000276,-0.001916,gan,0.00164,0.000276,0.001364,gan,-0.012244000000000005,0.015171999999999991,-0.027415999999999996,cnn,0.012244000000000005,0.015171999999999991,-0.002927999999999986,cnn,-0.012040000000000002,0.006207999999999998,-0.018248,gan,0.012040000000000002,0.006207999999999998,0.005832000000000004,gan,-0.006464,-0.00020799999999999985,-0.006256,gan,0.006464,0.00020799999999999985,0.006256,gan
89,29.334538103760796,26.508238597885804,2.8262995058749922,cnn,0.6108872554513087,0.4374413231676844,0.17344593228362432,cnn,6.017302513122559,6.256072521209717,-0.2387700080871582,cnn,24.29846982632471,17.197907308437554,7.100562517887155,gan,-25.048494230508606,24.5182772286426,-49.566771459151205,gan,100.52546388804555,148.8847092476253,-48.359245359579745,cnn,188.43820483893782,270.73727658160755,-82.29907174266972,cnn,26.84417370411422,25.346477435390177,1.4976962687240416,gan,0.8889618902379668,0.46444888647844484,0.42451300375952195,gan,-1.1959041555737868,-0.949797678201086,-0.24610647737270086,gan,1.1959041555737868,0.949797678201086,0.24610647737270086,gan,0.29438886531147523,0.333812935614588,-0.03942407030311279,cnn,0.2138186374817057,0.05712804350100923,0.15669059398069649,gan,1.1884943857385188,4.4945965177682226,-3.3061021320297037,cnn,1.1884943857385188,4.4945965177682226,-3.3061021320297037,cnn,0.007452000000000014,0.014080000000000092,-0.006628000000000078,cnn,0.007452000000000014,0.014080000000000092,-0.006628000000000078,cnn,-0.012640000000000012,0.013932,-0.026572000000000012,cnn,0.012640000000000012,0.013932,-0.0012919999999999876,cnn,-0.000752,0.0003840000000000001,-0.001136,gan,0.000752,0.0003840000000000001,0.00036799999999999984,gan,-0.008680000000000007,0.00952399999999999,-0.018203999999999998,cnn,0.008680000000000007,0.00952399999999999,-0.0008439999999999837,cnn,-0.007376000000000001,0.004656,-0.012032000000000001,gan,0.007376000000000001,0.004656,0.00272,gan,-0.00626,-0.0008000000000000004,-0.00546,gan,0.00626,0.0008000000000000004,0.00546,gan
