sample_idx,psnr_cnn,psnr_gan,psnr_delta_cnn_minus_gan,psnr_winner,ssim_cnn,ssim_gan,ssim_delta_cnn_minus_gan,ssim_winner,mt_distance_cnn,mt_distance_gan,mt_distance_delta_cnn_minus_gan,mt_distance_winner,pd_distance_cnn,pd_distance_gan,pd_distance_delta_cnn_minus_gan,pd_distance_winner,wpd_bias_cnn,wpd_bias_gan,wpd_bias_delta_cnn_minus_gan,wpd_bias_winner,wpd_mae_cnn,wpd_mae_gan,wpd_mae_delta_cnn_minus_gan,wpd_mae_winner,wpd_rmse_cnn,wpd_rmse_gan,wpd_rmse_delta_cnn_minus_gan,wpd_rmse_winner,wpd_w1_cnn,wpd_w1_gan,wpd_w1_delta_cnn_minus_gan,wpd_w1_winner,psd_log_l2_cnn,psd_log_l2_gan,psd_log_l2_delta_cnn_minus_gan,psd_log_l2_winner,psd_slope_delta_cnn,psd_slope_delta_gan,psd_slope_delta_delta_cnn_minus_gan,psd_slope_delta_winner,psd_slope_abs_delta_cnn,psd_slope_abs_delta_gan,psd_slope_abs_delta_delta_cnn_minus_gan,psd_slope_abs_delta_winner,grad_mae_cnn,grad_mae_gan,grad_mae_delta_cnn_minus_gan,grad_mae_winner,grad_w1_cnn,grad_w1_gan,grad_w1_delta_cnn_minus_gan,grad_w1_winner,grad_kurtosis_delta_cnn,grad_kurtosis_delta_gan,grad_kurtosis_delta_delta_cnn_minus_gan,grad_kurtosis_delta_winner,grad_kurtosis_abs_delta_cnn,grad_kurtosis_abs_delta_gan,grad_kurtosis_abs_delta_delta_cnn_minus_gan,grad_kurtosis_abs_delta_winner,exceed_frac_delta_t5_cnn,exceed_frac_delta_t5_gan,exceed_frac_delta_t5_delta_cnn_minus_gan,exceed_frac_delta_t5_winner,exceed_frac_abs_delta_t5_cnn,exceed_frac_abs_delta_t5_gan,exceed_frac_abs_delta_t5_delta_cnn_minus_gan,exceed_frac_abs_delta_t5_winner,exceed_frac_delta_t10_cnn,exceed_frac_delta_t10_gan,exceed_frac_delta_t10_delta_cnn_minus_gan,exceed_frac_delta_t10_winner,exceed_frac_abs_delta_t10_cnn,exceed_frac_abs_delta_t10_gan,exceed_frac_abs_delta_t10_delta_cnn_minus_gan,exceed_frac_abs_delta_t10_winner,exceed_frac_delta_t15_cnn,exceed_frac_delta_t15_gan,exceed_frac_delta_t15_delta_cnn_minus_gan,exceed_frac_delta_t15_winner,exceed_frac_abs_delta_t15_cnn,exceed_frac_abs_delta_t15_gan,exceed_frac_abs_delta_t15_delta_cnn_minus_gan,exceed_frac_abs_delta_t15_winner,exceed_frac_delta_p90_cnn,exceed_frac_delta_p90_gan,exceed_frac_delta_p90_delta_cnn_minus_gan,exceed_frac_delta_p90_winner,exceed_frac_abs_delta_p90_cnn,exceed_frac_abs_delta_p90_gan,exceed_frac_abs_delta_p90_delta_cnn_minus_gan,exceed_frac_abs_delta_p90_winner,exceed_frac_delta_p95_cnn,exceed_frac_delta_p95_gan,exceed_frac_delta_p95_delta_cnn_minus_gan,exceed_frac_delta_p95_winner,exceed_frac_abs_delta_p95_cnn,exceed_frac_abs_delta_p95_gan,exceed_frac_abs_delta_p95_delta_cnn_minus_gan,exceed_frac_abs_delta_p95_winner,exceed_frac_delta_p99_cnn,exceed_frac_delta_p99_gan,exceed_frac_delta_p99_delta_cnn_minus_gan,exceed_frac_delta_p99_winner,exceed_frac_abs_delta_p99_cnn,exceed_frac_abs_delta_p99_gan,exceed_frac_abs_delta_p99_delta_cnn_minus_gan,exceed_frac_abs_delta_p99_winner
36,32.35360131617927,30.920168593145274,1.4334327230339987,cnn,0.6227741725278805,0.5702636980448849,0.05251047448299562,cnn,6.097905158996582,9.26945686340332,-3.1715517044067383,cnn,35.61901723291445,27.743736665197815,7.875280567716636,gan,-10.521863852115724,189.91860446050958,-200.4404683126253,cnn,341.79152911095935,448.2927768360616,-106.50124772510225,cnn,716.6628108286405,944.4325272002279,-227.76971637158738,cnn,32.162578904763414,189.91861227347272,-157.7560333687093,cnn,1.1539087862599362,0.48471364480232904,0.6691951414576072,gan,-0.21551776323937477,-0.7965118715578148,0.58099410831844,cnn,0.21551776323937477,0.7965118715578148,-0.58099410831844,cnn,0.4387349075366769,0.4625495330664306,-0.02381462552975372,cnn,0.27376536976890314,0.10322502618983492,0.17054034357906822,gan,-1.1746649266247182,-1.129256196440192,-0.04540873018452629,gan,1.1746649266247182,1.129256196440192,0.04540873018452629,gan,0.005936000000000052,0.012152000000000052,-0.006215999999999999,cnn,0.005936000000000052,0.012152000000000052,-0.006215999999999999,cnn,0.0033839999999999426,0.040756000000000014,-0.03737200000000007,cnn,0.0033839999999999426,0.040756000000000014,-0.03737200000000007,cnn,-0.010179999999999995,0.027620000000000006,-0.0378,cnn,0.010179999999999995,0.027620000000000006,-0.01744000000000001,cnn,-0.008552000000000004,0.018563999999999997,-0.027116,cnn,0.008552000000000004,0.018563999999999997,-0.010011999999999993,cnn,-0.005192000000000002,0.014123999999999998,-0.019316,cnn,0.005192000000000002,0.014123999999999998,-0.008931999999999995,cnn,0.0015600000000000006,0.006071999999999999,-0.004511999999999999,cnn,0.0015600000000000006,0.006071999999999999,-0.004511999999999999,cnn
37,32.02805100916796,30.631649306952614,1.3964017022153463,cnn,0.6192860867311487,0.5818479003631635,0.03743818636798524,cnn,6.489102840423584,9.59257698059082,-3.1034741401672363,cnn,33.456602216246914,27.16364872656993,6.292953489676982,gan,-9.774547764443058,185.7255329861975,-195.50008075064056,cnn,324.00262605241386,434.4685619297473,-110.46593587733344,cnn,693.7541604228729,985.3873686911853,-291.6332082683124,cnn,27.347777452847012,185.72564396595132,-158.37786651310432,cnn,1.0164917172558812,0.4216846079419272,0.594807109313954,gan,-0.333858892598242,-0.7438333389283682,0.40997444633012625,cnn,0.333858892598242,0.7438333389283682,-0.40997444633012625,cnn,0.42879817339946263,0.45526888953830535,-0.02647071613884272,cnn,0.2561544827185117,0.09289661410131235,0.16325786861719938,gan,0.6198336403880873,1.9501852935252906,-1.3303516531372033,cnn,0.6198336403880873,1.9501852935252906,-1.3303516531372033,cnn,0.0048120000000000385,0.011180000000000079,-0.00636800000000004,cnn,0.0048120000000000385,0.011180000000000079,-0.00636800000000004,cnn,0.0018880000000000008,0.03538399999999997,-0.03349599999999997,cnn,0.0018880000000000008,0.03538399999999997,-0.03349599999999997,cnn,-0.005987999999999993,0.023851999999999984,-0.029839999999999978,cnn,0.005987999999999993,0.023851999999999984,-0.01786399999999999,cnn,-0.007008,0.023548,-0.030556,cnn,0.007008,0.023548,-0.01654,cnn,-0.0020760000000000015,0.014876,-0.016952000000000002,cnn,0.0020760000000000015,0.014876,-0.012799999999999999,cnn,-0.0013679999999999994,0.0071719999999999996,-0.008539999999999999,cnn,0.0013679999999999994,0.0071719999999999996,-0.005804,cnn
38,33.0443468252459,31.387301121757393,1.6570457034885102,cnn,0.6467596699872048,0.5901956948788019,0.05656397510840294,cnn,6.054014682769775,7.416414260864258,-1.3623995780944824,cnn,29.159912858159764,23.780350003542182,5.379562854617582,gan,-7.17464604397468,155.51815889299374,-162.69280493696843,cnn,267.36021962095435,369.5253506943108,-102.16513107335646,cnn,566.207560058499,832.3491486444949,-266.1415885859959,cnn,25.373902556758566,155.5217534050906,-130.14785084833204,cnn,0.7259798181945653,0.3818500161976566,0.3441298019969086,gan,-0.7039220746643611,-0.9054415569818131,0.20151948231745198,cnn,0.7039220746643611,0.9054415569818131,-0.20151948231745198,cnn,0.3735693728817356,0.4104464196205163,-0.03687704673878073,cnn,0.22252070569972654,0.08692384320098438,0.13559686249874214,gan,0.19787042135553534,3.046934738206186,-2.849064316850651,cnn,0.19787042135553534,3.046934738206186,-2.849064316850651,cnn,0.005848000000000075,0.01596400000000009,-0.010116000000000014,cnn,0.005848000000000075,0.01596400000000009,-0.010116000000000014,cnn,0.005199999999999982,0.041595999999999966,-0.036395999999999984,cnn,0.005199999999999982,0.041595999999999966,-0.036395999999999984,cnn,-0.003239999999999993,0.01417999999999997,-0.017419999999999963,cnn,0.003239999999999993,0.01417999999999997,-0.010939999999999978,cnn,-0.004572000000000007,0.01980399999999999,-0.024375999999999995,cnn,0.004572000000000007,0.01980399999999999,-0.015231999999999982,cnn,-0.006304000000000004,0.017388,-0.023692000000000005,cnn,0.006304000000000004,0.017388,-0.011083999999999997,cnn,0.00012799999999999964,0.004019999999999999,-0.0038919999999999996,cnn,0.00012799999999999964,0.004019999999999999,-0.0038919999999999996,cnn
39,34.02502286412913,31.874954417371846,2.150068446757281,cnn,0.654329125629252,0.6094039385598059,0.04492518706944615,cnn,5.873856067657471,8.546488761901855,-2.6726326942443848,cnn,25.24426875811477,21.358097631209198,3.886171126905573,gan,-6.496504306801053,132.34622574607297,-138.84273005287403,cnn,206.13997906542718,307.5871143500582,-101.447135284631,cnn,436.0311527364039,706.6171430367378,-270.58599030033395,cnn,22.2802741898352,132.35050917137366,-110.07023498153846,cnn,0.5849220623481176,0.3381169538494764,0.24680510849864123,gan,-0.8283226965181388,-0.742780442257526,-0.0855422542606128,gan,0.8283226965181388,0.742780442257526,0.0855422542606128,gan,0.30596376775457684,0.35504806945011624,-0.0490843016955394,cnn,0.1907993037009827,0.07049561467834876,0.12030368902263393,gan,0.6033524224813895,4.227976121513816,-3.6246236990324263,cnn,0.6033524224813895,4.227976121513816,-3.6246236990324263,cnn,-0.0012959999999999638,0.012336000000000014,-0.013631999999999977,cnn,0.0012959999999999638,0.012336000000000014,-0.01104000000000005,cnn,0.0017999999999999128,0.039615999999999985,-0.03781600000000007,cnn,0.0017999999999999128,0.039615999999999985,-0.03781600000000007,cnn,-0.0002600000000000102,0.008800000000000002,-0.009060000000000012,cnn,0.0002600000000000102,0.008800000000000002,-0.008539999999999992,cnn,-0.005068000000000003,0.007879999999999998,-0.012948000000000001,cnn,0.005068000000000003,0.007879999999999998,-0.002811999999999995,cnn,-0.001792000000000002,0.015519999999999992,-0.017311999999999994,cnn,0.001792000000000002,0.015519999999999992,-0.01372799999999999,cnn,-0.0029,0.004992,-0.007892,cnn,0.0029,0.004992,-0.002092,cnn
40,35.03479823672828,32.51709145248468,2.5177067842436003,cnn,0.6916765266755199,0.6008494074226812,0.0908271192528387,cnn,5.6310811042785645,8.988521575927734,-3.35744047164917,cnn,24.281572165890662,20.447367624488226,3.8342045414024355,gan,-8.13581987588869,97.2384043203521,-105.37422419624079,cnn,164.56917267241036,247.77532799375246,-83.2061553213421,cnn,336.4284850583998,555.8071891932782,-219.37870413487838,cnn,25.65621662978899,97.24838849613164,-71.59217186634265,cnn,0.545716653256709,0.28015118005426387,0.26556547320244517,gan,-0.8685607757311387,-0.6276421229698145,-0.24091865276132418,gan,0.8685607757311387,0.6276421229698145,0.24091865276132418,gan,0.26579462017847033,0.312933705081202,-0.047139084902731665,cnn,0.1778047736844066,0.06619039051815451,0.11161438316625208,gan,0.759109635311777,11.470906207610621,-10.711796572298844,cnn,0.759109635311777,11.470906207610621,-10.711796572298844,cnn,-0.0007880000000000109,0.009448000000000012,-0.010236000000000023,cnn,0.0007880000000000109,0.009448000000000012,-0.008660000000000001,cnn,0.0044119999999999715,0.03603599999999996,-0.031623999999999985,cnn,0.0044119999999999715,0.03603599999999996,-0.031623999999999985,cnn,-0.0017639999999999878,0.0046599999999999975,-0.006423999999999985,cnn,0.0017639999999999878,0.0046599999999999975,-0.0028960000000000097,cnn,-0.002815999999999999,0.006195999999999993,-0.009011999999999992,cnn,0.002815999999999999,0.006195999999999993,-0.003379999999999994,cnn,-0.0019559999999999994,0.008383999999999996,-0.010339999999999995,cnn,0.0019559999999999994,0.008383999999999996,-0.006427999999999996,cnn,-0.0018919999999999996,0.0025839999999999995,-0.004475999999999999,cnn,0.0018919999999999996,0.0025839999999999995,-0.0006919999999999999,cnn
41,35.123201360290615,32.55576131342773,2.5674400468628846,cnn,0.6717203224554718,0.575806342909904,0.0959139795455678,cnn,5.389686584472656,8.901470184326172,-3.5117835998535156,cnn,23.457166445963043,17.452695580897316,6.004470865065727,gan,-4.5061011294080116,75.61257727941201,-80.11867840882002,cnn,142.17651988630462,212.33959662109726,-70.16307673479264,cnn,284.27444152929377,425.5912929360322,-141.3168514067384,cnn,19.03801635859446,75.69948331090328,-56.661466952308814,cnn,0.49986556691397255,0.2616259020678146,0.23823966484615794,gan,-0.750678528738105,-0.4070099624083994,-0.34366856632970566,gan,0.750678528738105,0.4070099624083994,0.34366856632970566,gan,0.23982859416273253,0.28274423716179187,-0.04291564299905934,cnn,0.16160836420235952,0.05707292235963985,0.10453544184271968,gan,0.908065604123113,8.021384807107964,-7.113319202984851,cnn,0.908065604123113,8.021384807107964,-7.113319202984851,cnn,-0.0010000000000000009,0.0041200000000000125,-0.005120000000000013,cnn,0.0010000000000000009,0.0041200000000000125,-0.0031200000000000117,cnn,0.0021320000000000228,0.026888000000000023,-0.024756,cnn,0.0021320000000000228,0.026888000000000023,-0.024756,cnn,-0.0020000000000000018,0.007559999999999983,-0.009559999999999985,cnn,0.0020000000000000018,0.007559999999999983,-0.005559999999999982,cnn,-0.0025040000000000062,0.004732,-0.007236000000000006,cnn,0.0025040000000000062,0.004732,-0.002227999999999994,cnn,-0.0028719999999999996,0.005375999999999999,-0.008247999999999998,cnn,0.0028719999999999996,0.005375999999999999,-0.0025039999999999993,cnn,-0.0023560000000000005,0.003847999999999999,-0.0062039999999999994,cnn,0.0023560000000000005,0.003847999999999999,-0.0014919999999999985,cnn
42,35.78106395799033,32.9842981314092,2.7967658265811295,cnn,0.6502889975352539,0.5237622978006099,0.12652669973464403,cnn,5.757840156555176,7.383090972900391,-1.6252508163452148,cnn,21.63035540369367,14.632793364821667,6.997562038872003,gan,-1.7493111575369453,67.79983441676508,-69.54914557430203,cnn,125.59079659020517,191.83675103799422,-66.24595444778905,cnn,262.89666854486484,390.16806872751215,-127.27140018264731,cnn,14.823133158419816,67.88764913034542,-53.06451597192561,cnn,0.4210308482641033,0.22324397284010764,0.19778687542399567,gan,-0.599435874586479,-0.244169352040995,-0.35526652254548396,gan,0.599435874586479,0.244169352040995,0.35526652254548396,gan,0.21876934100681852,0.26497470675736257,-0.04620536575054404,cnn,0.14855283702055164,0.04517035799623609,0.10338247902431555,gan,-1.4421457297015472,5.0077580200945455,-6.449903749796093,cnn,1.4421457297015472,5.0077580200945455,-3.5656122903929983,cnn,0.0012480000000000269,0.005620000000000069,-0.0043720000000000425,cnn,0.0012480000000000269,0.005620000000000069,-0.0043720000000000425,cnn,0.0025319999999999787,0.029976000000000003,-0.027444000000000024,cnn,0.0025319999999999787,0.029976000000000003,-0.027444000000000024,cnn,-0.0014320000000000027,0.003235999999999989,-0.004667999999999992,cnn,0.0014320000000000027,0.003235999999999989,-0.0018039999999999862,cnn,-0.0007000000000000062,0.004251999999999992,-0.004951999999999998,cnn,0.0007000000000000062,0.004251999999999992,-0.0035519999999999857,cnn,-0.0025200000000000014,0.0055639999999999995,-0.008084000000000001,cnn,0.0025200000000000014,0.0055639999999999995,-0.003043999999999998,cnn,0.00030400000000000045,0.002043999999999999,-0.0017399999999999985,cnn,0.00030400000000000045,0.002043999999999999,-0.0017399999999999985,cnn
43,35.86371418802151,32.849247881515296,3.0144663065062147,cnn,0.6132078779473105,0.46285908938323445,0.15034878856407602,cnn,5.7682366371154785,7.053122520446777,-1.2848858833312988,cnn,20.76816702008209,13.784137402758168,6.984029617323921,gan,-3.7293914282114358,64.22977553376664,-67.95916696197807,cnn,113.35103312215004,179.45667814329857,-66.10564502114853,cnn,237.86834345808208,366.2939931243155,-128.4256496662334,cnn,17.13972633842974,64.34676784029098,-47.20704150186124,cnn,0.4292709335364319,0.20739789626749425,0.22187303726893767,gan,-0.6121564908294868,-0.1758237313232044,-0.43633275950628236,gan,0.6121564908294868,0.1758237313232044,0.43633275950628236,gan,0.2140997094489829,0.2649037629615776,-0.05080405351259468,cnn,0.14994994346609286,0.043420609650181234,0.10652933381591162,gan,-1.731391073984664,0.8045185876408709,-2.535909661625535,gan,1.731391073984664,0.8045185876408709,0.9268724863437932,gan,0.0037280000000000646,0.008660000000000001,-0.0049319999999999364,cnn,0.0037280000000000646,0.008660000000000001,-0.0049319999999999364,cnn,-0.0031240000000000157,0.026544000000000012,-0.029668000000000028,cnn,0.0031240000000000157,0.026544000000000012,-0.023419999999999996,cnn,-0.0006239999999999996,0.000904000000000002,-0.0015280000000000016,cnn,0.0006239999999999996,0.000904000000000002,-0.00028000000000000247,cnn,8.799999999999086e-05,0.0004639999999999922,-0.00037600000000000133,cnn,8.799999999999086e-05,0.0004639999999999922,-0.00037600000000000133,cnn,-0.0018280000000000032,0.003695999999999998,-0.005524000000000001,cnn,0.0018280000000000032,0.003695999999999998,-0.0018679999999999947,cnn,-0.0010480000000000003,0.0031800000000000005,-0.004228000000000001,cnn,0.0010480000000000003,0.0031800000000000005,-0.002132,cnn
44,35.00022423545573,32.24624416721567,2.753980068240061,cnn,0.5664520106667574,0.38793381852887476,0.17851819213788267,cnn,6.20600700378418,7.041088581085205,-0.8350815773010254,cnn,19.781150575177055,13.855413188888303,5.925737386288752,gan,-6.559147211196528,59.98019818383339,-66.53934539502991,cnn,106.23776099591822,171.6467484040978,-65.40898740817957,cnn,238.33115960884518,403.10638993876347,-164.7752303299183,cnn,12.408127955154614,60.99604367065546,-48.58791571550085,cnn,0.4918351706568889,0.19396671449032934,0.29786845616655955,gan,-0.5592233236965264,-0.1163450448364034,-0.442878278860123,gan,0.5592233236965264,0.1163450448364034,0.442878278860123,gan,0.21579170075427156,0.26484284145341397,-0.049051140699142404,cnn,0.14929465195373895,0.0478189592914328,0.10147569266230615,gan,-4.507313460611332,5.480458437214679,-9.987771897826011,cnn,4.507313460611332,5.480458437214679,-0.9731449766033471,cnn,0.0045600000000000085,0.010171999999999959,-0.00561199999999995,cnn,0.0045600000000000085,0.010171999999999959,-0.00561199999999995,cnn,-0.005556000000000005,0.01649199999999995,-0.022047999999999957,cnn,0.005556000000000005,0.01649199999999995,-0.010935999999999946,cnn,3.200000000000425e-05,0.007456000000000004,-0.007424,cnn,3.200000000000425e-05,0.007456000000000004,-0.007424,cnn,0.0014119999999999966,0.003023999999999999,-0.0016120000000000023,cnn,0.0014119999999999966,0.003023999999999999,-0.0016120000000000023,cnn,-0.00038799999999999946,0.009295999999999999,-0.009683999999999998,cnn,0.00038799999999999946,0.009295999999999999,-0.008908,cnn,-0.0008719999999999995,0.003256,-0.004128,cnn,0.0008719999999999995,0.003256,-0.0023840000000000007,cnn
45,33.717983670503976,31.29346884710588,2.424514823398095,cnn,0.5284794773176458,0.3364160331480848,0.19206344416956095,cnn,6.566225528717041,6.773196697235107,-0.2069711685180664,cnn,20.528037851461004,13.609391097429418,6.918646754031586,gan,-7.643234326970301,70.2573602103917,-77.900594537362,cnn,110.31178209445795,181.6944046345763,-71.38262254011835,cnn,270.41895158736344,439.22505232722693,-168.8061007398635,cnn,14.30789094775664,70.48629345766241,-56.17840250990577,cnn,0.7034726151888209,0.28218935725800615,0.4212832579308147,gan,-0.5991302746409518,-0.15507931133821828,-0.4440509633027335,gan,0.5991302746409518,0.15507931133821828,0.4440509633027335,gan,0.2534807694652109,0.3134983589962997,-0.060017589531088766,cnn,0.1737235319938854,0.053913321369812126,0.11981021062407328,gan,-2.005890036417096,0.7188786322053211,-2.724768668622417,gan,2.005890036417096,0.7188786322053211,1.2870114042117748,gan,0.006016000000000021,0.019823999999999953,-0.013807999999999931,cnn,0.006016000000000021,0.019823999999999953,-0.013807999999999931,cnn,-0.006452000000000013,0.017087999999999992,-0.023540000000000005,cnn,0.006452000000000013,0.017087999999999992,-0.010635999999999979,cnn,-0.0015879999999999991,0.008784,-0.010372,cnn,0.0015879999999999991,0.008784,-0.007196000000000001,cnn,-0.002124000000000001,0.006815999999999989,-0.00893999999999999,cnn,0.002124000000000001,0.006815999999999989,-0.004691999999999988,cnn,-0.0013680000000000012,0.008708,-0.010076000000000002,cnn,0.0013680000000000012,0.008708,-0.007339999999999999,cnn,-0.0013640000000000006,0.005640000000000001,-0.0070040000000000015,cnn,0.0013640000000000006,0.005640000000000001,-0.004276,cnn
46,32.82306749424016,30.54058406520525,2.282483429034915,cnn,0.5125963901214821,0.33693808695324917,0.1756583031682329,cnn,6.243154048919678,6.650214672088623,-0.4070606231689453,cnn,20.678325640697178,16.27228595124608,4.406039689451099,gan,-10.557203971321016,81.55946878777816,-92.11667275909917,cnn,125.84765249573528,205.42398779151955,-79.57633529578428,cnn,300.8336622814338,462.12199591996784,-161.28833363853403,cnn,18.876903647163527,81.60495944556658,-62.72805579840305,cnn,0.787256947075358,0.324474888827923,0.46278205824743496,gan,-0.7025434800204458,-0.3270742714787016,-0.37546920854174415,gan,0.7025434800204458,0.3270742714787016,0.37546920854174415,gan,0.2879160912695809,0.3494768754071843,-0.06156078413760341,cnn,0.19837944771221705,0.07022802359129145,0.12815142412092562,gan,-0.4028334784263947,0.7344249063870514,-1.137258384813446,cnn,0.4028334784263947,0.7344249063870514,-0.33159142796065666,cnn,0.008564000000000016,0.017255999999999938,-0.008691999999999922,cnn,0.008564000000000016,0.017255999999999938,-0.008691999999999922,cnn,-0.007084000000000035,0.02227199999999996,-0.029355999999999993,cnn,0.007084000000000035,0.02227199999999996,-0.015187999999999924,cnn,-0.0016159999999999994,0.005875999999999999,-0.007491999999999999,cnn,0.0016159999999999994,0.005875999999999999,-0.00426,cnn,0.0008239999999999914,0.013379999999999989,-0.012555999999999998,cnn,0.0008239999999999914,0.013379999999999989,-0.012555999999999998,cnn,-0.001572000000000004,0.008464,-0.010036000000000003,cnn,0.001572000000000004,0.008464,-0.006891999999999995,cnn,-0.0017040000000000007,0.005507999999999999,-0.007212,cnn,0.0017040000000000007,0.005507999999999999,-0.0038039999999999984,cnn
47,32.73629912923383,30.416833211650466,2.3194659175833614,cnn,0.5146049821788157,0.3308093362400592,0.18379564593875647,cnn,6.789880752563477,7.498397350311279,-0.7085165977478027,cnn,22.201753073772625,13.108895112859523,9.092857960913102,gan,-12.090131521275065,84.29327711337316,-96.38340863464823,cnn,127.74953312884861,206.54086937319875,-78.79133624435013,cnn,303.6482334327444,494.32895071796327,-190.68071728521886,cnn,19.28876870142669,84.36834808218376,-65.07957938075707,cnn,0.7468540501835355,0.3379268440269908,0.40892720615654465,gan,-0.7559247363234696,-0.3984440969193075,-0.3574806394041621,gan,0.7559247363234696,0.3984440969193075,0.3574806394041621,gan,0.28503420802513757,0.34747573458150804,-0.062441526556370475,cnn,0.19147806977783607,0.07097197963236714,0.12050609014546894,gan,-1.7910792658104597,-1.5650957995902033,-0.22598346622025645,gan,1.7910792658104597,1.5650957995902033,0.22598346622025645,gan,0.006352000000000024,0.013859999999999983,-0.007507999999999959,cnn,0.006352000000000024,0.013859999999999983,-0.007507999999999959,cnn,-0.004080000000000028,0.01627999999999996,-0.02035999999999999,cnn,0.004080000000000028,0.01627999999999996,-0.012199999999999933,cnn,-0.0018839999999999968,0.005848000000000006,-0.007732000000000003,cnn,0.0018839999999999968,0.005848000000000006,-0.003964000000000009,cnn,0.0002839999999999926,0.020011999999999988,-0.019727999999999996,cnn,0.0002839999999999926,0.020011999999999988,-0.019727999999999996,cnn,-0.0026760000000000048,0.007639999999999994,-0.010315999999999999,cnn,0.0026760000000000048,0.007639999999999994,-0.004963999999999989,cnn,-0.0013360000000000004,0.007908,-0.009244,cnn,0.0013360000000000004,0.007908,-0.006572,cnn
48,32.30837445145338,30.026878695732123,2.2814957557212594,cnn,0.532008756795089,0.36815821567426904,0.16385054112081993,cnn,7.081502437591553,6.682991981506348,0.3985104560852051,gan,22.832495463547907,13.107025960847848,9.72546950270006,gan,-12.183954792319199,80.94689544108722,-93.13085023340642,cnn,122.25522842637345,196.0765279545683,-73.82129952819484,cnn,289.1214891359504,478.9987321562433,-189.8772430202929,cnn,19.897841816929226,81.2130872857619,-61.31524546883267,cnn,0.7662226771377814,0.33766192201168893,0.42856075512609243,gan,-0.7633124524804871,-0.3883872814647181,-0.37492517101576894,gan,0.7633124524804871,0.3883872814647181,0.37492517101576894,gan,0.2852069852276763,0.3413861118039205,-0.05617912657624419,cnn,0.19445863718828907,0.06484756317182425,0.12961107401646482,gan,1.332114822215086,0.8301367688407026,0.5019780533743834,gan,1.332114822215086,0.8301367688407026,0.5019780533743834,gan,0.006131999999999915,0.013863999999999987,-0.007732000000000072,cnn,0.006131999999999915,0.013863999999999987,-0.007732000000000072,cnn,-0.005907999999999969,0.01794000000000001,-0.02384799999999998,cnn,0.005907999999999969,0.01794000000000001,-0.012032000000000043,cnn,-0.0027959999999999964,0.005431999999999999,-0.008227999999999996,cnn,0.0027959999999999964,0.005431999999999999,-0.002636000000000003,cnn,-0.0018800000000000067,0.01981999999999999,-0.021699999999999997,cnn,0.0018800000000000067,0.01981999999999999,-0.017939999999999984,cnn,-0.0032960000000000003,0.009027999999999994,-0.012323999999999995,cnn,0.0032960000000000003,0.009027999999999994,-0.005731999999999994,cnn,-0.001424,0.007076000000000001,-0.0085,cnn,0.001424,0.007076000000000001,-0.005652000000000001,cnn
49,32.31195072001539,29.971253364739507,2.340697355275882,cnn,0.5421832030068076,0.3780922854134085,0.16409091759339905,cnn,6.3195295333862305,7.889017105102539,-1.5694875717163086,cnn,22.105793975200847,13.662675111493924,8.443118863706923,gan,-13.940518670509462,72.60144292687838,-86.54196159738784,cnn,111.39153575637147,183.97644438008732,-72.58490862371585,cnn,264.4236797692713,431.6010204103105,-167.17734064103922,cnn,17.986029425779716,72.75099111450358,-54.76496168872386,cnn,0.789332090843811,0.3442827196592752,0.44504937118453575,gan,-0.7730442473862834,-0.4103995574452566,-0.36264468994102683,gan,0.7730442473862834,0.4103995574452566,0.36264468994102683,gan,0.27982790985377354,0.33613040316003145,-0.05630249330625792,cnn,0.19076736133649916,0.0669937056994581,0.12377365563704106,gan,-0.030477085291490624,1.40882971157615,-1.4393067968676405,cnn,0.030477085291490624,1.40882971157615,-1.3783526262846593,cnn,0.006384000000000056,0.01793200000000006,-0.011548000000000003,cnn,0.006384000000000056,0.01793200000000006,-0.011548000000000003,cnn,-0.00868399999999997,0.021384000000000014,-0.030067999999999984,cnn,0.00868399999999997,0.021384000000000014,-0.012700000000000045,cnn,-0.0021039999999999982,0.005899999999999999,-0.008003999999999997,cnn,0.0021039999999999982,0.005899999999999999,-0.0037960000000000008,cnn,-0.002360000000000001,0.026079999999999992,-0.028439999999999993,cnn,0.002360000000000001,0.026079999999999992,-0.02371999999999999,cnn,-0.003136,0.009547999999999994,-0.012683999999999994,cnn,0.003136,0.009547999999999994,-0.006411999999999994,cnn,-0.0016880000000000003,0.007148,-0.008836,cnn,0.0016880000000000003,0.007148,-0.00546,cnn
