sample_idx,pos_idx,pd_distance_candidateE2_fixed_lowlambda_expanded2688,mt_distance_candidateE2_fixed_lowlambda_expanded2688
0,0,25.245684208103313,4.834952354431152
1,1,25.492662906700225,4.838694095611572
2,2,25.976614267267088,5.032725811004639
3,3,26.00425457806911,4.791869640350342
4,4,25.28247093708309,4.745596408843994
5,5,27.087996329654015,5.88524055480957
6,6,27.552979410211226,5.341672420501709
7,7,28.379939739047373,5.536333084106445
8,8,28.49175427090609,7.184385776519775
9,9,27.403107689737276,5.725955009460449
10,10,28.510037873204094,6.190041542053223
11,11,27.32282901906595,6.170589923858643
12,12,28.822679852777615,6.462671756744385
13,13,27.93911044879098,5.938010215759277
14,14,26.89349081481998,5.432344913482666
15,15,25.066471789639355,5.094135284423828
16,16,22.389468556436942,5.383290767669678
17,17,19.289559473462994,4.848170280456543
18,18,18.765096983006977,5.581621170043945
19,19,19.240269113536282,6.219110488891602
20,20,20.179962605460275,5.715326309204102
21,21,25.234808696484052,7.6894001960754395
22,22,30.39805950796428,7.698829650878906
23,23,32.37301271947899,6.34405517578125
24,24,33.48963810982708,6.811703681945801
25,25,34.457356208284885,10.487486839294434
26,26,32.717228139811326,7.4031476974487305
27,27,34.491604020902294,7.426041126251221
28,28,36.535456420438486,7.210513114929199
29,29,37.336774127506274,7.254792213439941
30,30,38.51315002650988,8.265365600585938
31,31,37.768493196313216,6.825624942779541
32,32,37.57828350140525,6.9460859298706055
33,33,37.32024425691566,6.812589645385742
34,34,36.39385920217251,6.058274745941162
35,35,35.30557096797511,6.262506008148193
36,36,34.82040511067728,6.246320724487305
37,37,33.53488155029689,6.432340621948242
38,38,28.795676627663003,6.469003200531006
39,39,25.04580193759957,6.038909912109375
40,40,24.021940632645943,5.273753643035889
41,41,23.509336387431354,5.403670310974121
42,42,21.502313961807722,5.746554851531982
43,43,20.779336539208707,5.861842155456543
44,44,19.77214088204724,6.514059543609619
45,45,20.50238517585806,6.41425085067749
46,46,20.62779381684402,6.343587398529053
47,47,22.122651225400972,6.552769660949707
48,48,22.749640692067445,6.7405619621276855
49,49,22.145024765598034,6.325498104095459
50,50,21.079975747813247,6.097625732421875
51,51,21.625728800866494,5.946653842926025
52,52,21.68746347467055,5.908146858215332
53,53,21.505697032735025,5.240811824798584
54,54,22.449383007118293,5.90223503112793
55,55,22.853991418311832,5.378754138946533
56,56,23.534850497727373,5.366275310516357
57,57,24.10212447819207,5.245038032531738
58,58,24.832289196026874,6.01596212387085
59,59,25.043364511501032,5.142248630523682
60,60,24.9672904960963,5.576050758361816
61,61,24.96604648638387,5.0797505378723145
62,62,26.484494799949342,6.529012203216553
63,63,27.43962389543456,7.065183162689209
64,64,23.93689804492727,6.043067932128906
65,65,21.379641446350487,5.381162643432617
66,66,20.282390298494303,5.250918865203857
67,67,19.801054977440778,4.900849342346191
68,68,21.11631258636935,5.7113542556762695
69,69,23.430352903252338,5.044205665588379
70,70,23.517480315070237,5.06825590133667
71,71,24.24679933695593,5.0649590492248535
72,72,25.191424019373954,4.659667015075684
73,73,25.887751950967495,4.818958282470703
74,74,26.856604903058482,5.638566493988037
75,75,27.77873807605756,5.057969570159912
76,76,28.411441849464616,5.05618953704834
77,77,28.338464873508094,5.398275375366211
78,78,28.687893214660036,5.407849311828613
79,79,28.682818383014997,6.0836286544799805
80,80,28.667401088431586,5.615635871887207
81,81,28.206930293616136,5.695310592651367
82,82,27.555886534385024,6.290309906005859
83,83,26.808610526681278,5.894167423248291
84,84,27.823404540257357,5.3844099044799805
85,85,27.331812280907272,5.330583095550537
86,86,27.969044811068972,5.033653736114502
87,87,28.322632517178338,5.926698684692383
88,88,25.249852357687672,5.743510723114014
89,89,23.15027826237739,5.5112433433532715
90,90,21.329938266633924,5.0529680252075195
91,91,21.276266300232766,5.2491936683654785
92,92,21.101564482071353,5.130157470703125
93,93,23.690989734768173,6.223761558532715
94,94,23.830629253534582,5.310918807983398
95,95,26.227121870429013,5.28965425491333
96,96,28.425859962142873,4.934379577636719
97,97,29.433489685092542,4.43449068069458
98,98,30.319383934023957,5.249282360076904
99,99,30.11681153685514,5.588966369628906
100,100,29.889360962533992,5.345556735992432
101,101,29.318103461540737,5.156620025634766
102,102,28.28716491423924,4.9865875244140625
103,103,28.462365253834076,5.008159160614014
104,104,28.08346579426738,4.859469890594482
105,105,28.275277149334368,5.554213523864746
106,106,28.71185261513082,5.4714131355285645
107,107,28.242089754352584,5.55137300491333
108,108,27.68292308850178,5.568521499633789
109,109,27.57063542957324,5.147529125213623
110,110,28.020486304319498,5.758673191070557
111,111,26.841897007816787,5.715735912322998
112,112,26.350574856681465,5.393040657043457
113,113,25.01354060369461,5.302086353302002
114,114,23.452967023702605,5.147818565368652
115,115,24.310212805143518,4.587693691253662
116,116,24.35315175686737,5.101828098297119
117,117,26.335881760594965,5.715264797210693
118,118,26.654233105068347,6.622284412384033
119,119,25.974320814836968,5.071814060211182
120,120,26.665634175062866,4.46245002746582
121,121,27.220131921737604,5.410162448883057
122,122,25.863920873498955,5.009703636169434
123,123,27.1434254867639,5.718458652496338
124,124,26.204089950769735,5.420965671539307
125,125,26.462527134031628,4.97882604598999
126,126,26.028418464649725,4.424017906188965
127,127,28.235474020417183,4.855615139007568
128,128,26.730661988103567,4.975894451141357
129,129,27.77575626033454,5.109839916229248
130,130,28.62421952069381,5.189714431762695
131,131,31.545076338656653,5.674585819244385
132,132,32.531807572807224,5.8244853019714355
133,133,33.0480607784954,6.245132923126221
134,134,30.979054796146972,5.6107635498046875
135,135,28.49415052788297,5.5470476150512695
136,136,26.22669087841733,5.786219596862793
137,137,25.271401502345753,4.590895175933838
138,138,24.790036593019767,5.094809055328369
139,139,24.37998898947695,5.033851146697998
140,140,25.77055814148979,5.245137691497803
141,141,28.675828261614136,6.095553874969482
142,142,29.647707130712202,6.732553482055664
143,143,30.0661354672257,5.541218280792236
144,144,30.31590821941791,5.489664554595947
145,145,28.877363544355894,5.799496173858643
146,146,27.76553237847936,5.7985615730285645
147,147,25.412346947732168,5.3611578941345215
148,148,25.46001107978541,5.049665451049805
149,149,24.544405693499098,5.4763689041137695
150,150,23.878562817496388,5.237468719482422
151,151,24.20344285935675,6.142465591430664
152,152,24.650306639424333,6.096110820770264
153,153,25.275733052945004,6.223364353179932
154,154,25.451495415218226,6.31171178817749
155,155,26.113869555187286,6.08436393737793
156,156,25.177377989818947,5.099527835845947
157,157,25.814437062018012,4.889414310455322
158,158,27.53674215260177,5.838194370269775
159,159,24.772750026634586,5.501412391662598
160,160,22.240289918445704,5.472054958343506
161,161,20.283347926646833,5.08180570602417
162,162,18.83856891155926,4.682443141937256
163,163,19.74771632632125,5.520975589752197
164,164,22.226403041722723,5.434420585632324
165,165,24.0862360037352,5.846434116363525
166,166,24.95360405136008,5.796029090881348
167,167,24.916552369850532,6.754364490509033
