pd0_distance_mean,pd0_distance_std,pd1_distance_mean,pd1_distance_std,mt_nodes_distance_mean,mt_nodes_distance_std,mt_branches_distance_mean,mt_branches_distance_std
0.4,0.894427190999916,0.2,0.447213595499958,6819.6,2176.4289099348043,1136.4,362.54282505657176
