method,node_distance_mean,node_distance_std,branch_distance_mean,branch_distance_std,ratio_distance_mean,ratio_distance_std,mt_composite_minmax_mean,mt_composite_minmax_std,mt_composite_rel_mean,mt_composite_rel_std
SR,6819.6,2176.4289099348043,1136.4,362.54282505657176,2.4356435103178864e-05,9.493198123369187e-06,0.6404662019974797,0.37900762605467275,0.3569668347183249,0.12275442473459335
