sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateUV_plus_E2_tf_lowlambda_expanded1344,mt_distance_cnn,mt_distance_gan,mt_distance_candidateUV_plus_E2_tf_lowlambda_expanded1344,pd_winner_before,pd_winner_after_candidateUV_plus_E2_tf_lowlambda_expanded1344,mt_winner_before,mt_winner_after_candidateUV_plus_E2_tf_lowlambda_expanded1344,was_mt_gan_win_before
0,0,24.384505325565424,22.540541801445254,24.134665676048332,5.051645278930664,9.748218536376953,4.87256383895874,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
1,1,24.612518312283534,22.38874396250744,23.58815483662396,4.678010940551758,11.978342056274414,4.746598243713379,gan,gan,cnn,cnn,0
2,2,25.200926367648954,22.958727889587305,24.391466108242973,4.894824504852295,8.343221664428711,5.411447048187256,gan,gan,cnn,cnn,0
3,3,24.87627415927669,23.395576173496664,24.068172281288252,4.794641017913818,9.753995895385742,4.878787517547607,gan,gan,cnn,cnn,0
4,4,24.810879874900778,22.91065989660919,23.755945613518154,4.892229080200195,8.064751625061035,6.451077461242676,gan,gan,cnn,cnn,0
5,5,27.01852197077857,22.503507148952195,24.871843572586368,5.628478050231934,6.406379699707031,6.679134845733643,gan,gan,cnn,cnn,0
6,6,28.068979766562435,24.045087776300683,26.170888490912066,6.144000053405762,6.0106329917907715,5.332922458648682,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
7,7,29.26973016135952,22.553824952557566,27.336444604710824,5.672351837158203,7.113770008087158,5.994727611541748,gan,gan,cnn,cnn,0
8,8,29.63505050414828,23.282081530392528,27.446268182815007,7.50956392288208,6.055016040802002,6.254417896270752,gan,gan,gan,gan,1
9,9,28.65602837253281,23.481609150211327,26.448708784215484,5.768454551696777,6.291722297668457,5.180883407592773,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
10,10,29.696969860459554,24.710016041893063,26.77937433570625,6.634506702423096,7.423793315887451,5.630354404449463,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
11,11,28.68732565326105,24.969867761946066,25.5400669371995,5.910721302032471,7.831723690032959,5.847664833068848,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
12,12,30.104522332856273,24.220613253945245,26.953902797958154,6.61636209487915,5.913707256317139,5.773396015167236,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
13,13,29.273674668484478,24.323688014436637,26.663401678590628,6.0738348960876465,7.402252674102783,6.128868103027344,gan,gan,cnn,cnn,0
14,14,28.13047371417262,21.511818920550414,25.378113381985443,5.448930263519287,5.877835750579834,5.3583269119262695,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
15,15,26.322356943691645,19.148010639364745,23.096734830442745,5.097294807434082,5.86716890335083,5.303914546966553,gan,gan,cnn,cnn,0
16,16,23.755960973590362,17.324485324726012,21.039674090238133,5.464188098907471,5.255205154418945,4.7770304679870605,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
17,17,20.900376556174706,17.11808749868573,19.220075523719363,5.2896833419799805,4.8487091064453125,4.070334434509277,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
18,18,20.394905033940507,18.610240875886223,18.977691466447755,6.258571624755859,5.554356575012207,4.389728546142578,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
19,19,21.064082150885508,19.086676411603058,18.847264662775583,6.927988529205322,5.44291353225708,4.8730621337890625,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
20,20,21.97923655969375,18.266315468004898,20.117773455857975,6.254051208496094,5.689126491546631,5.476926803588867,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
21,21,27.30086406645334,21.732522780594586,24.714696825014958,8.127616882324219,10.817054748535156,7.406793594360352,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
22,22,32.693467082501115,26.801086541907566,29.825159958929795,8.081520080566406,8.346701622009277,6.372803688049316,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
23,23,34.476953302920876,29.144574221491347,31.76165680118926,6.907674789428711,8.497876167297363,6.365808963775635,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
24,24,35.75728371567695,29.65320138308241,32.82237894894517,7.21915864944458,12.067601203918457,6.094042778015137,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
25,25,36.58411526021696,30.123491475362258,32.86246026556674,11.371563911437988,10.501462936401367,7.067273139953613,gan,gan,gan,candidateUV_plus_E2_tf_lowlambda_expanded1344,1
26,26,35.02599363200026,30.779316467464,31.307180651807492,7.043282985687256,11.28821849822998,8.209037780761719,gan,gan,cnn,cnn,0
27,27,36.89696946573002,30.945378681968467,33.30505298775021,6.4783101081848145,19.968429565429688,6.0978007316589355,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
28,28,38.33189346230645,30.74946233279523,34.94979213136333,7.210402011871338,14.947399139404297,7.870831489562988,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,36.16166259717563,6.963974952697754,12.864243507385254,8.265060424804688,gan,gan,cnn,cnn,0
30,30,39.94080457344863,30.82310921065586,36.17467200369104,8.127463340759277,14.847400665283203,7.481481552124023,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
31,31,39.104318483733294,31.3053599336416,36.22337224346666,6.818642616271973,16.23410415649414,6.572882175445557,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
32,32,38.55925876668554,30.547158977309156,35.131098689703656,7.461033821105957,19.229158401489258,6.672192096710205,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
33,33,38.39305861348763,30.400139282712473,34.97646510747039,6.76971960067749,20.00556755065918,6.512493133544922,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
34,34,37.356416104450325,28.907547601520903,34.5453817034577,6.323113918304443,19.445999145507812,6.794615268707275,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,33.28562251350148,6.2719197273254395,14.435929298400879,6.002215385437012,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
36,36,35.61901723291445,27.743736665197815,33.594356606633724,6.097905158996582,9.26945686340332,6.320159912109375,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,31.538193913383854,6.489102840423584,9.59257698059082,6.227227687835693,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
38,38,29.159912858159764,23.780350003542182,27.680754579074318,6.054014682769775,7.416414260864258,6.484895706176758,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,23.364839570729362,5.873856067657471,8.546488761901855,5.533632755279541,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
40,40,24.281572165890662,20.447367624488226,22.646066954160034,5.6310811042785645,8.988521575927734,5.0821967124938965,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
41,41,23.457166445963043,17.452695580897316,21.385995225246234,5.389686584472656,8.901470184326172,5.4390716552734375,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,20.209447802325403,5.757840156555176,7.383090972900391,5.523715496063232,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
43,43,20.76816702008209,13.784137402758168,18.995439543516976,5.7682366371154785,7.053122520446777,6.032110214233398,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,18.188921704862686,6.20600700378418,7.041088581085205,6.052783966064453,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
45,45,20.528037851461004,13.609391097429418,18.834348211717636,6.566225528717041,6.773196697235107,6.1761155128479,gan,gan,cnn,candidateUV_plus_E2_tf_lowlambda_expanded1344,0
46,46,20.678325640697178,16.27228595124608,18.586544090541146,6.243154048919678,6.650214672088623,6.253790855407715,gan,gan,cnn,cnn,0
