sample_idx,pos_idx,pd_distance_candidateUV_plus_crit_expanded1344,mt_distance_candidateUV_plus_crit_expanded1344
0,0,28.271280479767068,4.795422077178955
1,1,28.844461124903415,5.005164623260498
2,2,29.50121829375124,5.25002908706665
3,3,29.51415825999445,4.748133659362793
4,4,29.628733191560496,5.215967655181885
5,5,30.42587396241582,5.257114887237549
6,6,31.161162721816357,5.9471564292907715
7,7,30.95202047405881,5.434166431427002
8,8,31.018178220102953,6.220794677734375
9,9,30.03103106000851,5.800755500793457
10,10,30.594559077518568,5.827301025390625
11,11,30.405857039171472,6.111456394195557
12,12,30.812694174201777,6.380777359008789
13,13,30.072365883153946,6.282902240753174
14,14,29.003276274116704,5.344322204589844
15,15,27.154135191002,5.189888954162598
16,16,24.384365232034995,5.818585395812988
17,17,22.15321067657845,4.990766525268555
18,18,21.537133116820424,5.1821088790893555
19,19,21.117211132225325,5.78901481628418
20,20,22.766206183391873,6.294865131378174
21,21,27.85257051836324,7.858988285064697
22,22,35.1187172256045,6.90671968460083
23,23,36.530726699561384,6.8780341148376465
24,24,37.165699348611966,6.852166175842285
25,25,37.89317342204217,6.3319091796875
26,26,38.33406682963267,6.55578088760376
27,27,39.88809750628197,6.594762802124023
28,28,40.527841320681794,7.361095905303955
29,29,41.4510241760309,6.5487895011901855
30,30,41.32052367048007,6.713388919830322
31,31,41.48299410187123,6.779265880584717
32,32,40.333197800239645,6.637636661529541
33,33,39.6304064572477,6.502971172332764
34,34,38.68025181334128,6.687432765960693
35,35,38.41408629785404,6.2822418212890625
36,36,38.38701453089703,6.276003360748291
37,37,36.293291510533884,6.073589324951172
38,38,32.89461347191936,6.221711158752441
39,39,28.000166249118735,5.472827434539795
40,40,25.842370676350324,5.793199062347412
41,41,24.50319274302802,5.86752986907959
42,42,22.238945706479612,5.918123722076416
43,43,20.80384246836636,5.877114772796631
44,44,19.67857283164141,6.363025665283203
45,45,20.33638773836237,6.353955268859863
46,46,19.6972414973523,5.830627918243408
47,47,20.7216120048948,6.58215856552124
48,48,21.742648296628623,6.846717834472656
49,49,21.816891712161237,6.533975124359131
50,50,21.24894468503752,6.038970470428467
51,51,21.649860357897204,5.99892520904541
52,52,22.53659519343906,5.697480201721191
53,53,22.848170158915888,5.742414474487305
54,54,23.70559503589879,5.961056232452393
55,55,24.660385495762185,5.4930009841918945
56,56,25.34404412514656,6.092956066131592
57,57,25.63038543507888,5.666765213012695
58,58,26.237253163000876,5.939911365509033
59,59,26.637966768296234,5.435455799102783
60,60,27.020953276135252,5.583211421966553
61,61,27.41731822225868,5.68979024887085
62,62,28.769012007158416,7.005269527435303
63,63,29.481370196438505,7.131978988647461
64,64,25.042301606434467,6.038427829742432
65,65,23.02458686378732,5.528637409210205
66,66,21.58404976323289,5.974018573760986
67,67,20.99114477685244,4.960799694061279
68,68,21.93932395190824,5.454433441162109
69,69,25.038553346044818,5.165679454803467
70,70,25.75143355199789,5.297468185424805
71,71,26.661465294543707,5.276107311248779
72,72,27.98226847211236,5.235080242156982
73,73,29.372515390287568,5.776193141937256
74,74,30.179938564157364,5.634748935699463
75,75,30.825597667766136,5.758730888366699
76,76,31.333960243736936,5.671145439147949
77,77,31.44748432768849,5.881809234619141
78,78,30.91588093668597,6.010171413421631
79,79,30.95079447244777,6.1410603523254395
80,80,30.79919652099295,5.875727653503418
81,81,31.063023629930807,5.598061561584473
82,82,30.52981369396664,5.9345855712890625
83,83,30.161731656363198,5.7763991355896
84,84,30.280415259678993,5.910577774047852
85,85,30.071357759250013,5.564941883087158
86,86,30.500709289753342,5.330887794494629
87,87,31.162147073870045,6.716758728027344
88,88,27.939013394416992,5.987759590148926
89,89,25.265033804249192,5.727782726287842
90,90,23.61588338850476,5.163415908813477
91,91,23.982699429433126,5.557889461517334
92,92,24.653375040071687,5.250340461730957
93,93,28.04600592005965,5.870943546295166
94,94,29.25407561871926,5.56174373626709
95,95,30.650261175797816,5.646728515625
96,96,32.30703150227815,5.420126914978027
97,97,33.08517301580268,4.961574554443359
98,98,33.43828375551248,5.320245742797852
99,99,33.625832790405816,6.013650417327881
100,100,32.948660283173496,5.770938873291016
101,101,32.42157074458043,6.073962688446045
102,102,31.307791838341004,6.076557159423828
103,103,31.905321855902958,5.339753150939941
104,104,31.359477983032757,5.104003429412842
105,105,31.425274528199377,5.6008477210998535
106,106,31.152042259366965,5.86302375793457
107,107,30.878358755683898,5.612525463104248
108,108,31.00975063052107,6.016997337341309
109,109,30.607578248846956,5.6002702713012695
110,110,31.16399306078726,6.228479385375977
111,111,30.02763648110197,5.824131488800049
112,112,29.63649790632266,5.662968635559082
113,113,28.170095175917535,5.564014911651611
114,114,26.92288606873302,5.324415683746338
115,115,27.458232448801997,5.1097612380981445
116,116,28.26977737952439,5.222799777984619
117,117,29.64983769272208,5.622807502746582
118,118,31.187900484588855,6.063244342803955
119,119,31.131838825302694,5.633552551269531
120,120,30.382087939608745,4.7675371170043945
121,121,31.114338675082756,5.148971080780029
122,122,30.75012843293436,5.579419136047363
123,123,30.526513773505048,6.132595539093018
124,124,30.257529644133715,5.734321594238281
125,125,29.715055170325442,4.8879547119140625
126,126,29.417043148356694,5.119584083557129
127,127,31.125143369255355,5.103986740112305
128,128,30.220440552052924,4.800204277038574
129,129,31.302481785815093,5.6148505210876465
130,130,31.216513052100098,5.447869300842285
131,131,33.85520572604471,6.465482234954834
132,132,35.11231905258015,6.462926864624023
133,133,35.462806593526466,5.8560943603515625
134,134,32.88227329038654,5.670129299163818
135,135,30.493103966660225,5.4345784187316895
136,136,28.429018849104885,5.561244010925293
137,137,27.2139209295228,4.538777828216553
138,138,26.38531637847795,4.4577178955078125
139,139,25.79392179297983,4.686848163604736
140,140,27.236131295193992,5.061142444610596
141,141,31.677517137615055,6.333714962005615
142,142,34.97075284176475,6.505763053894043
143,143,33.5092990662395,5.659200668334961
144,144,33.39683795748911,5.8206071853637695
145,145,32.83386418711649,5.632372856140137
146,146,32.102403623867595,6.447682857513428
147,147,30.085250899193266,6.303347587585449
148,148,28.798898557531466,5.2074689865112305
149,149,28.265101952756744,6.034277439117432
150,150,26.576462509817105,5.907728672027588
151,151,26.08376061873069,6.149747371673584
152,152,25.90465578121636,6.153958797454834
153,153,25.485284031734032,6.534921169281006
154,154,24.715067275758656,5.9852776527404785
155,155,25.396813614465277,6.31704044342041
156,156,26.048595338700775,5.265575408935547
157,157,27.358380814978215,5.0033416748046875
158,158,29.474333183736086,5.778868675231934
159,159,26.705466340050688,5.564960956573486
160,160,24.249844766757068,5.1870036125183105
161,161,23.101432391743568,5.2518630027771
162,162,22.978640327170393,4.354522705078125
163,163,24.311245381313157,4.725576877593994
164,164,25.858946122824072,4.9948248863220215
165,165,27.392710781947574,5.023971080780029
166,166,28.716976001175084,5.4359612464904785
167,167,28.581583465064558,5.623885631561279
