method_id,metric,cnn_mean,candidate_mean,mean_raw_delta,mean_improvement_delta,median_improvement_delta,n_improved,n_worsened,n_tied,n_valid
speed_levelset,grad_mae,0.3490557204526641,0.32276050229350844,-0.026295218159155635,0.026295218159155635,0.025301997156381706,168,0,0,168
speed_levelset,grad_w1,0.23294292018237558,0.24571511538175703,0.01277219519938145,-0.01277219519938145,-0.008253585229603025,46,122,0,168
speed_levelset,grad_kurtosis_abs_delta,3.7003760441443694,5.271491014423601,1.571114970279232,-1.571114970279232,-1.0172671620010343,55,113,0,168
speed_levelset,psd_log_l2,0.8335247431666106,1.1219448468879327,0.2884201037213222,-0.2884201037213222,-0.24095473357794514,0,168,0,168
speed_levelset,psd_slope_abs_delta,0.9150108562505738,1.449169852592245,0.5341589963416712,-0.5341589963416712,-0.48988954923284367,0,168,0,168
speed_levelset,exceed_abs_t5,0.004242333333333336,0.006855095238095238,0.002612761904761903,-0.002612761904761903,-0.0026100000000000567,16,152,0,168
speed_levelset,exceed_abs_t10,0.006580809523809519,0.004481833333333332,-0.002098976190476188,0.002098976190476188,0.0012520000000000048,112,56,0,168
speed_levelset,exceed_abs_t15,0.0062105,0.004109428571428571,-0.002101071428571428,0.002101071428571428,0.0009599999999999986,119,49,0,168
speed_levelset,exceed_abs_p90,0.010253619047619053,0.005986523809523815,-0.004267095238095237,0.004267095238095237,0.004040000000000002,135,33,0,168
speed_levelset,comp_curve_l1,115.52777777777779,141.48710317460316,25.9593253968254,-25.9593253968254,-24.333333333333343,5,163,0,168
speed_levelset,comp_abs_t5,64.38095238095238,69.4047619047619,5.023809523809524,-5.023809523809524,-3.0,40,115,13,168
speed_levelset,comp_abs_t10,187.16666666666666,230.2202380952381,43.05357142857143,-43.05357142857143,-42.0,2,165,1,168
speed_levelset,comp_abs_t15,116.80952380952381,142.07142857142858,25.261904761904763,-25.261904761904763,-19.0,24,142,2,168
speed_levelset,pd_distance,27.406283078086062,29.436290755840098,2.0300076777540372,-2.0300076777540372,-1.8839094863495518,11,157,0,168
speed_levelset,mt_distance,5.867795200574966,5.944104677154904,0.07630947657993861,-0.07630947657993861,-0.11710715293884277,66,102,0,168
grad_only,psnruv,31.192500433861134,33.36983942441476,2.1773389905536185,2.1773389905536185,2.2085496995591107,168,0,0,168
grad_only,ssim_speed,,,,,,,,,0
grad_only,speed_mae,0.6940701629397319,0.5285827102061723,-0.16548745273355947,0.16548745273355947,0.16034815256958002,168,0,0,168
grad_only,speed_rmse,1.1077586003651096,0.8962827164617422,-0.21147588390336755,0.21147588390336755,0.18590248646080704,168,0,0,168
grad_only,wpd_mae,231.67091095165674,169.55099701426758,-62.11991393738915,62.11991393738915,57.6030968212081,168,0,0,168
grad_only,wpd_w1,45.27127092112853,22.811365174088074,-22.45990574704046,22.45990574704046,22.864248760157302,136,32,0,168
grad_only,wpd_bias_abs,35.343902938857745,17.503852077113216,-17.84005086174453,17.84005086174453,20.859505492817934,118,50,0,168
grad_only,grad_mae,0.3490557204526641,0.30881811157693567,-0.040237608875728435,0.040237608875728435,0.04166061470078619,168,0,0,168
grad_only,grad_w1,0.23294292018237558,0.17512782848217615,-0.05781509170019947,0.05781509170019947,0.06755936687495369,154,14,0,168
grad_only,grad_kurtosis_abs_delta,3.7003760441443694,2.509812645224294,-1.1905633989200755,1.1905633989200755,0.2687708372574251,97,71,0,168
grad_only,psd_log_l2,0.8335247431666106,0.8930335765670441,0.05950883340043343,-0.05950883340043343,-0.014459814066460464,72,96,0,168
grad_only,psd_slope_abs_delta,0.9150108562505738,1.3906777914375639,0.47566693518699,-0.47566693518699,-0.4197613542336913,0,168,0,168
grad_only,exceed_abs_t5,0.004242333333333336,0.003612309523809529,-0.0006300238095238072,0.0006300238095238072,0.0007019999999999804,105,63,0,168
grad_only,exceed_abs_t10,0.006580809523809519,0.0036443571428571423,-0.002936452380952377,0.002936452380952377,0.0024099999999999677,117,51,0,168
