method_id,metric,total_rows,finite_rows,missing_rows,missing_reason
candidate_c,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
candidate_c,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
candidate_c,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
candidate_c,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
candidate_c,exceed_abs_p90,168,0,168,no_source_artifact_found_in_repository
candidate_c,comp_curve_l1,168,0,168,no_source_artifact_found_in_repository
candidate_c,comp_abs_t5,168,0,168,no_source_artifact_found_in_repository
candidate_c,comp_abs_t10,168,0,168,no_source_artifact_found_in_repository
candidate_c,comp_abs_t15,168,0,168,no_source_artifact_found_in_repository
candidate_c,pd_distance,168,0,168,no_source_artifact_found_in_repository
candidate_c,mt_distance,168,0,168,no_source_artifact_found_in_repository
uv_crit,psnruv,168,0,168,no_source_artifact_found_in_repository
uv_crit,ssim_speed,168,0,168,no_source_artifact_found_in_repository
uv_crit,speed_mae,168,0,168,no_source_artifact_found_in_repository
uv_crit,speed_rmse,168,0,168,no_source_artifact_found_in_repository
uv_crit,wpd_mae,168,0,168,no_source_artifact_found_in_repository
uv_crit,wpd_w1,168,0,168,no_source_artifact_found_in_repository
uv_crit,wpd_bias_abs,168,0,168,no_source_artifact_found_in_repository
uv_crit,grad_mae,168,0,168,no_source_artifact_found_in_repository
uv_crit,grad_w1,168,0,168,no_source_artifact_found_in_repository
uv_crit,grad_kurtosis_abs_delta,168,0,168,no_source_artifact_found_in_repository
uv_crit,psd_log_l2,168,0,168,no_source_artifact_found_in_repository
uv_crit,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
uv_crit,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
uv_crit,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
uv_crit,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
uv_crit,exceed_abs_p90,168,0,168,no_source_artifact_found_in_repository
uv_crit,comp_curve_l1,168,0,168,no_source_artifact_found_in_repository
uv_crit,comp_abs_t5,168,0,168,no_source_artifact_found_in_repository
uv_crit,comp_abs_t10,168,0,168,no_source_artifact_found_in_repository
uv_crit,comp_abs_t15,168,0,168,no_source_artifact_found_in_repository
uv_crit,pd_distance,168,0,168,no_source_artifact_found_in_repository
uv_crit,mt_distance,168,0,168,no_source_artifact_found_in_repository
uv_e2,psnruv,168,0,168,no_source_artifact_found_in_repository
uv_e2,ssim_speed,168,0,168,no_source_artifact_found_in_repository
uv_e2,speed_mae,168,0,168,no_source_artifact_found_in_repository
uv_e2,speed_rmse,168,0,168,no_source_artifact_found_in_repository
uv_e2,wpd_mae,168,0,168,no_source_artifact_found_in_repository
uv_e2,wpd_w1,168,0,168,no_source_artifact_found_in_repository
uv_e2,wpd_bias_abs,168,0,168,no_source_artifact_found_in_repository
uv_e2,grad_mae,168,0,168,no_source_artifact_found_in_repository
uv_e2,grad_w1,168,0,168,no_source_artifact_found_in_repository
uv_e2,grad_kurtosis_abs_delta,168,0,168,no_source_artifact_found_in_repository
uv_e2,psd_log_l2,168,0,168,no_source_artifact_found_in_repository
uv_e2,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
uv_e2,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
uv_e2,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
uv_e2,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
uv_e2,exceed_abs_p90,168,0,168,no_source_artifact_found_in_repository
uv_e2,comp_curve_l1,168,0,168,no_source_artifact_found_in_repository
uv_e2,comp_abs_t5,168,0,168,no_source_artifact_found_in_repository
uv_e2,comp_abs_t10,168,0,168,no_source_artifact_found_in_repository
uv_e2,comp_abs_t15,168,0,168,no_source_artifact_found_in_repository
uv_e2,pd_distance,168,0,168,no_source_artifact_found_in_repository
uv_e2,mt_distance,168,0,168,no_source_artifact_found_in_repository
b_e2,psnruv,168,0,168,no_source_artifact_found_in_repository
b_e2,ssim_speed,168,0,168,no_source_artifact_found_in_repository
b_e2,speed_mae,168,0,168,no_source_artifact_found_in_repository
b_e2,speed_rmse,168,0,168,no_source_artifact_found_in_repository
b_e2,wpd_mae,168,0,168,no_source_artifact_found_in_repository
b_e2,wpd_w1,168,0,168,no_source_artifact_found_in_repository
b_e2,wpd_bias_abs,168,0,168,no_source_artifact_found_in_repository
b_e2,grad_mae,168,0,168,no_source_artifact_found_in_repository
b_e2,grad_w1,168,0,168,no_source_artifact_found_in_repository
b_e2,grad_kurtosis_abs_delta,168,0,168,no_source_artifact_found_in_repository
b_e2,psd_log_l2,168,0,168,no_source_artifact_found_in_repository
b_e2,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
b_e2,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
b_e2,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
b_e2,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
b_e2,exceed_abs_p90,168,0,168,no_source_artifact_found_in_repository
b_e2,comp_curve_l1,168,0,168,no_source_artifact_found_in_repository
b_e2,comp_abs_t5,168,0,168,no_source_artifact_found_in_repository
b_e2,comp_abs_t10,168,0,168,no_source_artifact_found_in_repository
b_e2,comp_abs_t15,168,0,168,no_source_artifact_found_in_repository
b_e2,pd_distance,168,0,168,no_source_artifact_found_in_repository
b_e2,mt_distance,168,0,168,no_source_artifact_found_in_repository
c_e2,psnruv,168,0,168,no_source_artifact_found_in_repository
c_e2,ssim_speed,168,0,168,no_source_artifact_found_in_repository
c_e2,speed_mae,168,0,168,no_source_artifact_found_in_repository
c_e2,speed_rmse,168,0,168,no_source_artifact_found_in_repository
c_e2,wpd_mae,168,0,168,no_source_artifact_found_in_repository
c_e2,wpd_w1,168,0,168,no_source_artifact_found_in_repository
c_e2,wpd_bias_abs,168,0,168,no_source_artifact_found_in_repository
c_e2,grad_mae,168,0,168,no_source_artifact_found_in_repository
c_e2,grad_w1,168,0,168,no_source_artifact_found_in_repository
c_e2,grad_kurtosis_abs_delta,168,0,168,no_source_artifact_found_in_repository
c_e2,psd_log_l2,168,0,168,no_source_artifact_found_in_repository
c_e2,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
c_e2,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
c_e2,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
c_e2,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
