method_id,metric,total_rows,finite_rows,missing_rows,missing_reason
f3_grad_crit,speed_mae,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,speed_rmse,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,wpd_mae,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,wpd_w1,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,wpd_bias_abs,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,grad_mae,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,grad_w1,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,grad_kurtosis_abs_delta,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,psd_log_l2,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,psd_slope_abs_delta,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,exceed_abs_t5,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,exceed_abs_t10,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,exceed_abs_t15,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,exceed_abs_p90,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,comp_curve_l1,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,comp_abs_t5,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,comp_abs_t10,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,comp_abs_t15,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,pd_distance,168,0,168,no_source_artifact_found_in_repository
f3_grad_crit,mt_distance,168,0,168,no_source_artifact_found_in_repository
