sample_idx,method_id,display_name,candidate_family,training_scale,architecture,uses_speed,uses_grad,uses_levelset,uses_crit,uses_e2,psnruv,ssim_speed,speed_mae,speed_rmse,wpd_mae,wpd_w1,wpd_bias_abs,grad_mae,grad_w1,grad_kurtosis_abs_delta,psd_log_l2,psd_slope_abs_delta,exceed_abs_t5,exceed_abs_t10,exceed_abs_t15,exceed_abs_p90,comp_curve_l1,comp_abs_t5,comp_abs_t10,comp_abs_t15,pd_distance,mt_distance
87,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.493467523476575,0.5716373871172742,,,130.44176868090773,37.915879651402825,33.32442234176375,0.38108105203959836,0.2919025971295262,9.97882725366416,1.0756165553701342,1.3110255201898617,0.013087999999999989,0.019376000000000004,0.002476,0.017692,,,,,29.611902358359767,6.509652614593506
88,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.552571478217452,0.6021210837242941,,,109.0595281028402,29.71567816511546,27.527221065141127,0.33027742040907787,0.24474476135537368,2.298705365200579,0.9639793992643241,1.2630887292439326,0.006668000000000007,0.014020000000000005,0.00164,0.012244000000000005,,,,,26.37509421416108,6.411813259124756
89,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.334538103760796,0.6108872554513087,,,100.52546388804555,26.84417370411422,25.048494230508606,0.29438886531147523,0.2138186374817057,1.1884943857385188,0.8889618902379668,1.1959041555737868,0.007452000000000014,0.012640000000000012,0.000752,0.008680000000000007,,,,,24.29846982632471,6.017302513122559
90,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.917500740440193,0.6168543160617044,,,98.75238119122952,27.271440060215596,25.210949227197933,0.2773526099146924,0.2000677243574337,6.607797890129849,0.8255942423785229,1.1563650171378237,0.009243999999999919,0.008903999999999995,0.000628,0.010960000000000011,,,,,22.206834090995343,5.257880687713623
91,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.77064198739431,0.6047672039717432,,,104.59579369570527,27.727727474423453,26.326763278339264,0.27696959061910514,0.19609938679482714,11.222097266995277,0.8481384955681821,1.1215651672411573,0.0051720000000000654,0.010891999999999985,0.001472,0.01126400000000001,,,,,22.30942508877806,5.508337497711182
92,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.013298851774596,0.5959477837044546,,,124.87190197617402,34.39555782130183,32.485902731701344,0.30007095286464147,0.21035331459009776,8.91155809233602,0.8519471921149813,1.1122271385683482,0.00046400000000001995,0.014460000000000028,0.004936,0.011644000000000002,,,,,22.07932597419188,5.735818386077881
93,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.295336526922462,0.56902873678869,,,163.5304449855864,45.93572940326813,43.239029213703674,0.34020406367899453,0.23402462931334256,4.267304288235781,0.9138022304007428,1.024317050953112,0.005912000000000028,0.01541600000000004,0.00698,0.017072000000000004,,,,,24.402894658345392,6.506997585296631
94,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.83549976954275,0.5800657871098039,,,206.71383119135655,56.25097207946962,49.294532589259916,0.3743699490264438,0.24982277804196393,1.7426972600991988,1.0301702737012448,1.1053212195657642,0.006328,0.014560000000000017,0.01076,0.01756400000000001,,,,,24.570031527820365,5.102908611297607
95,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.14655288301489,0.5921357152149355,,,233.4123589150837,59.32676619391701,51.47449704853832,0.3936554809074822,0.25996086222117715,0.21518458455761902,1.0635049103606833,1.163559506345432,0.006587999999999927,0.01813999999999999,0.010103999999999998,0.017228000000000007,,,,,26.879696075655563,5.015480041503906
96,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.82738778031187,0.5777069140039697,,,257.7916503846996,64.14809794254607,53.430044055442394,0.4156940296387172,0.28075951563385904,1.0428572322826373,1.088972988282614,1.20246046443319,0.006423999999999985,0.018003999999999964,0.010711999999999996,0.01632,,,,,28.904715116511554,5.121858596801758
97,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.651894194812353,0.586694883313482,,,268.38237929928437,71.74487325020785,58.48440761666127,0.43470492089576007,0.31389256159483186,0.7476036981535668,1.1627471233799993,1.3709429915523923,0.006343999999999905,0.00966800000000001,0.013787999999999998,0.020184000000000007,,,,,30.15308546680866,5.011539936065674
98,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.544514144829375,0.5735693684138619,,,277.27179949361226,70.86666916639061,55.18521412082631,0.439143736691007,0.31168765574186713,0.5840237379154409,1.11998627469489,1.3458829748636125,0.007192000000000087,0.0015479999999999938,0.0127,0.021376000000000006,,,,,31.264551411001506,4.942448139190674
99,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.658204393550893,0.5789516746901733,,,275.61250704812034,69.06082943698075,52.610900885197594,0.434592594652461,0.30155075611640914,1.5976892425128426,1.1256545898981594,1.332332026223837,0.007187999999999972,0.005859999999999976,0.012448,0.028628,,,,,30.940933752807226,5.342334747314453
100,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.590513384063794,0.5796999218484509,,,267.15902832862446,69.36221354228127,53.97677143181411,0.42723420339883594,0.29835342090252814,1.5267070292814289,1.1834970517079624,1.368009292955225,0.006552000000000002,0.00717599999999996,0.010176000000000001,0.028244000000000005,,,,,31.181555022619012,5.912055015563965
101,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,27.993038961045272,0.5763365179668116,,,264.27264522013803,69.6707499936721,53.88796143865715,0.4209141149171818,0.2885718179179823,1.4341192933772948,1.1892820515181903,1.3723615593585607,0.0044560000000000155,0.0030599999999999516,0.01092,0.030712000000000003,,,,,30.40796712150836,5.357294082641602
102,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.291081132346047,0.5900843978874195,,,257.36515949641654,64.38084146386412,49.58583642936383,0.41378189525574693,0.2889680755749696,1.8178724754828064,1.154798688108608,1.3803883665717993,0.0045000000000000595,0.0019239999999999258,0.008200000000000002,0.03372,,,,,29.254680859214627,5.164434909820557
103,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.24977328579452,0.5816080496706844,,,255.23449859127234,65.83933435015582,54.35105759438392,0.4073665082605704,0.289648755859236,0.22786971473521866,1.1877742958997082,1.3992499260095983,0.0047280000000000655,0.0023320000000000007,0.008844000000000001,0.033056,,,,,29.507549938987374,5.102769374847412
104,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.244665117236966,0.5889900362274314,,,260.7016073786642,67.50126390547062,51.74195350505683,0.40278462056680714,0.2823780056835857,0.797056611941704,1.2023515569174883,1.4615761364360833,0.0050040000000000084,0.003936000000000051,0.01036,0.028876,,,,,29.173745320955113,4.829194068908691
105,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.705358550909303,0.5789742887115529,,,260.9549154657379,69.01256827635814,54.546158256784835,0.39666686289653963,0.28620291053121966,0.8304948177690274,1.215626655690922,1.3116141372063548,0.005027999999999921,0.0013880000000000559,0.013328,0.024492,,,,,29.338582011466166,5.33697509765625
106,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.215031902459533,0.5782362086568188,,,260.25746261223657,69.33684383617609,55.640756101729,0.3908866796956757,0.2889766766960363,0.6961675934700438,1.146132744022456,1.2361071703157362,0.006951999999999958,0.0005159999999999609,0.013012,0.026288000000000006,,,,,30.092821360744658,5.767349720001221
107,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,28.940019095289955,0.5873099571898629,,,266.6080511833093,73.64596908558012,58.811593103726125,0.38687975317811596,0.28277735475093574,0.27272319096112874,1.0775175662436838,1.20666062472415,0.005755999999999983,0.0015759999999999108,0.015936,0.0266,,,,,29.64376642955138,5.574344635009766
108,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.994517076582536,0.581538433400334,,,266.16930985905356,78.29810888955477,62.576165416787404,0.3789482342287064,0.28516287729811285,1.6345563713057825,1.0160542287517005,1.2879723402623782,0.006643999999999983,0.0021639999999999437,0.020716,0.022292000000000006,,,,,28.940126674621943,5.6898322105407715
109,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.340460131888747,0.5868368829397201,,,266.805100194961,75.62803143058306,61.405260838974684,0.37481862648779113,0.27713308380572876,1.2650964349644784,0.9522088531938063,1.3564026855499662,0.005144000000000037,0.0020760000000000778,0.020496,0.023764000000000007,,,,,28.97319829057234,5.088190078735352
110,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.037522383683083,0.5806544420749317,,,263.19554384798516,73.32835540535368,59.889592499987266,0.37181219855601905,0.2806747703194539,3.2905607521545477,0.915698968336149,1.4018750482898443,0.0040080000000000116,0.0020759999999999668,0.01976,0.02013200000000001,,,,,29.504241915198808,5.806641101837158
111,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.90363327801762,0.5730462303692898,,,251.96134177549283,71.95933389574849,58.46092590008041,0.35867880022726695,0.26751389398625963,2.8139075685452504,0.8417086885841848,1.396993244029764,0.005364000000000035,0.007435999999999998,0.016236000000000014,0.015892000000000003,,,,,28.17742348677506,5.513612270355225
112,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.45015130750225,0.5852515744888519,,,234.28629066169555,62.402604830815434,52.28841563488411,0.34239979448735314,0.2588902384484838,3.359199121830823,0.8127646210603084,1.3667382040480016,0.005755999999999983,0.01130399999999998,0.012479999999999991,0.01247200000000001,,,,,27.49742127818127,5.637857913970947
113,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.187587966342992,0.5841705553846349,,,214.89821778926535,57.77020155073254,49.671510437321956,0.3245688700172732,0.24441240424177085,0.1750850570750231,0.7807641208992308,1.2929522938861726,0.00795200000000007,0.013055999999999957,0.016204000000000024,0.011928000000000008,,,,,26.010710160777133,5.502909183502197
114,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.46024322256102,0.6060388474382445,,,205.05910503258895,49.642666040920645,43.27737412182693,0.31397800771114026,0.22890027411812297,3.986473966937014,0.8210154479447563,1.1887973433916725,0.005083999999999977,0.01569200000000004,0.007440000000000002,0.00975200000000001,,,,,24.541486090961616,5.123978614807129
115,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.108482310211272,0.6293129910657059,,,199.35359037831634,49.559924983863816,42.46859630399956,0.31293359350619665,0.22941120643874652,0.30282166723796067,0.7703784329918865,1.280803055426261,0.008647999999999989,0.015344000000000024,0.0027639999999999887,0.011363999999999999,,,,,25.270960377659716,4.689971923828125
116,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.59615191508248,0.6359943033532465,,,210.43580693428876,49.91248060240107,42.795554368443476,0.3238515655975949,0.2267249166555612,0.44430400997815056,0.731109301673511,1.2866180498471906,0.0050120000000000164,0.01701600000000003,0.007192000000000004,0.01150000000000001,,,,,25.095451409249726,5.35050630569458
117,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.50148317030197,0.6102954776137006,,,220.69277118953565,56.56480068165984,47.54667013087485,0.3318583129288192,0.23028518939603485,1.302662781038169,0.7445344601477326,1.256949110386222,0.005767999999999995,0.014671999999999963,0.007716000000000001,0.0073760000000000076,,,,,27.14897424086504,5.260716915130615
118,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.425345206995495,0.5853643600377885,,,229.32859705785154,56.467112516845894,48.24691254601315,0.33446042034755985,0.2342932031501283,2.3227801912099117,0.6233160165956393,1.204519434247071,0.008000000000000007,0.021659999999999957,0.009244000000000002,0.007172000000000012,,,,,27.925806328570985,6.84329080581665
119,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.43036359868084,0.5576094368866232,,,232.98110328323406,59.38184518276629,52.367575661143505,0.33571499471811567,0.2355764020031901,0.31424369937137975,0.5709677569458942,1.1272270533875424,0.008500000000000063,0.022108000000000017,0.006975999999999982,0.008407999999999999,,,,,27.187847892928154,5.218785285949707
120,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.872554228604738,0.5631353842148503,,,241.29944817581048,62.153370020390085,54.59872972223746,0.3382016856093417,0.23682892003560702,2.1865425488995545,0.5139931822181151,1.0982811248833242,0.007535999999999987,0.009767999999999999,0.007507999999999987,0.0072640000000000066,,,,,28.146732976702577,4.889072418212891
121,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.255150816114046,0.5573312184577388,,,249.6108716465464,62.39005113529967,55.45921299743735,0.33688904233320444,0.23932626459025055,0.5176271810483613,0.5020473039214008,0.9403236532411775,0.006240000000000023,0.007260000000000044,0.015684000000000003,0.005304000000000003,,,,,29.135888828595842,5.373913288116455
122,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.475967731375373,0.5644784202373991,,,252.37935605586932,60.99317553504668,54.147882649730704,0.33296904110795034,0.22725154734981245,0.3088594629675647,0.4636750281846102,0.9179413346011597,0.005800000000000027,0.0046599999999999975,0.017083999999999988,0.003972000000000003,,,,,28.017758663142306,5.264456272125244
123,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.902756672682617,0.542627678338953,,,252.9270353754735,63.6555248466244,55.67666723515506,0.331067616353236,0.23169533932179864,0.8859135829141955,0.46991760478408334,0.8814537162271712,0.005035999999999929,0.005051999999999945,0.010207999999999995,0.009300000000000003,,,,,29.152924001075785,6.196282386779785
124,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.321227856363244,0.5475642579814741,,,264.848270148093,65.5986926128819,57.01347856102048,0.33025656909486223,0.23229553434851158,0.44984820855345475,0.46974145537450723,0.8033724605534571,0.0029919999999999947,0.0034440000000000026,0.010028000000000009,0.009032000000000012,,,,,28.184626374879375,6.166434288024902
125,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.051277592730706,0.5483949437417253,,,273.9019885074214,68.51967560647886,56.13790811806122,0.33113711581454247,0.22851128451072503,1.805360786457653,0.4733083743933057,0.8171052839446616,0.0026279999999999637,0.0008839999999999959,0.00719599999999998,0.011404000000000011,,,,,28.43981263564626,5.748098373413086
126,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.6097903547661,0.5619816551767846,,,283.69151540565935,76.61583927002994,65.36837152088376,0.3325958376722633,0.23005429712875228,0.4204108658530501,0.539436721854995,0.9328560354502057,0.0047199999999999465,0.0024960000000000537,0.010580000000000034,0.012912000000000007,,,,,28.023492407781937,4.992148399353027
127,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.47437123406815,0.5356254375376708,,,303.97099407448957,73.59298946954067,59.57994352951647,0.3352966381147169,0.226422814865611,4.476330382213376,0.5489204103906828,0.9796023675204588,0.0030279999999999196,0.0029520000000000657,0.010172000000000014,0.0069120000000000015,,,,,30.000730217921266,5.114649772644043
128,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.507561419352704,0.5327403540405715,,,328.0946570697326,83.16045686997795,68.39987700069902,0.34596105147456613,0.23093746289264394,4.856619164301499,0.6082204299473694,0.7854367276674832,0.0020200000000000218,0.0006920000000000259,0.01030399999999998,0.009024000000000004,,,,,28.391923421353447,5.476268768310547
129,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.112020319963836,0.5768818623351164,,,347.8882499875358,83.88909692377494,69.17163627537478,0.35792738945059416,0.23944482643709952,6.859605595905997,0.6785657615457732,0.842395210535332,0.0033280000000001086,0.005647999999999986,0.00823999999999997,0.007280000000000009,,,,,29.465245102227872,5.373117923736572
130,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.33586632796905,0.578102974028187,,,367.89418268570114,93.97371873043336,76.1587506815105,0.3722048839538182,0.2513191073251009,6.954853882853698,0.7017012458730215,0.9024960825457078,0.0034759999999999236,0.0043039999999999745,0.005767999999999995,0.008740000000000012,,,,,30.27324308013254,5.609683513641357
131,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.380336354373057,0.591905800155085,,,394.3154103389451,96.07849622256765,77.18345219629555,0.3919248256056496,0.2550852353853623,7.207389431535567,0.8529033841987363,0.8129686526191482,0.0046840000000000215,0.0012320000000000109,0.008763999999999994,0.01345600000000001,,,,,33.0539968727652,6.2030792236328125
132,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.346967209266605,0.586556664784444,,,416.45419606420495,99.24027914979997,83.9885897933212,0.40683914956673795,0.262244706785073,3.2160989952119685,0.8905460425275591,0.6898508946853279,0.005835999999999952,0.0010080000000000089,0.01074799999999998,0.020480000000000012,,,,,33.926806040190684,6.331444263458252
133,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.891021696610593,0.6055690522843549,,,433.78363483475005,103.66214047499906,84.61328794524789,0.41954440820909006,0.2638375621635868,3.0598909721136387,0.9804844741751549,0.46957615152389676,0.005723999999999951,0.0023279999999999967,0.011780000000000013,0.014936000000000005,,,,,34.52507377701583,6.299666404724121
134,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.123944011982832,0.61810316282298,,,422.6025451981469,85.07142025042984,69.55268580634407,0.39723463117835434,0.24502196553819686,4.618757038359661,1.098548472595873,0.1485267449371055,0.007655999999999996,0.000144000000000033,0.011292000000000024,0.008916000000000007,,,,,32.518921837890055,7.141453742980957
135,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.63724620902093,0.6334928377698261,,,391.7814112442872,77.4897117666431,66.70807825474579,0.3641170515778317,0.22406926842120373,3.8470784488473306,0.9747790751483064,0.39757593090327337,0.0029080000000000217,0.0006960000000000299,0.008523999999999976,0.010828000000000004,,,,,29.944179549584543,6.298990726470947
136,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.485271708569652,0.6367631638666472,,,395.5528347927717,78.08305306505645,63.58347108319092,0.34976419555133786,0.22522710584797165,4.706402405459254,0.8805705809758952,0.6104070637397339,0.000212000000000101,0.0039479999999999515,0.01167199999999996,0.010052000000000005,,,,,27.83279512215704,6.232182025909424
137,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.21820414019816,0.630852533048475,,,388.0519554238934,74.71549652175345,62.55067430468784,0.3349114303322267,0.21810815571761083,10.675443348113745,0.8802373514791809,0.6793690585839189,0.0009759999999999769,0.0044599999999999085,0.012703999999999993,0.007424,,,,,26.69652879915387,5.208233833312988
138,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.92311578761683,0.6437300131954692,,,371.7541179426619,71.16669781110889,58.78132925655707,0.32298551912571627,0.2126344251674928,10.637752076132077,0.7901187097103797,0.8729686532232664,0.0013119999999999798,0.0041959999999999775,0.014203999999999994,0.006004000000000009,,,,,26.265900126493325,5.562473773956299
139,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.00602957517228,0.6365355982850883,,,354.8523446188955,77.06660156067643,62.38881435083379,0.32343991722425175,0.2122265518453533,11.122034204662004,0.7799365532137343,0.8720681356051448,0.0028080000000000327,0.007888000000000006,0.014279999999999987,0.005808000000000008,,,,,25.72843674372112,5.6482439041137695
140,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.172072410102334,0.6182793505281245,,,338.9875721320358,69.38232268238208,54.64943038322177,0.33695274429818783,0.23171608075687736,8.958681094854763,0.8950351544978924,1.0581129220388368,0.0017319999999999558,0.0023560000000000247,0.012320000000000025,0.008284,,,,,26.928885115678263,5.719569206237793
141,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.109781156710714,0.5560532569059601,,,356.56729154979246,60.83644905431235,45.80156867412811,0.39568471682116174,0.2746239185289887,12.758839030237217,1.1035019581903989,0.9760817045797794,0.0046560000000001045,0.0026160000000000627,0.012111999999999984,0.0072560000000000124,,,,,30.122683212798776,6.186624050140381
142,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.474606350342587,0.5179332812783004,,,386.9416879506601,72.27177930753216,50.445275270348446,0.4445733381180445,0.30025512953224887,2.712145828058535,1.322456051899556,0.5980106132914258,0.007627999999999968,0.0046640000000000015,0.01472000000000001,0.012248000000000009,,,,,31.864668972443802,7.186554908752441
143,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.963558750666998,0.5616274492414889,,,365.26385269118424,55.63480701290788,38.219512554615065,0.42675185839119595,0.2813342244177647,3.815553577988494,1.2840198255010908,0.41341755580251294,0.006967999999999974,0.0043239999999999945,0.00909600000000002,0.012931999999999999,,,,,31.729557469133276,5.864097595214844
144,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.991838493509036,0.5657494897604527,,,352.14858710745125,51.37027936828151,35.8767449279073,0.4208185591540356,0.2814984702230211,2.6620082892704975,1.3788702247085691,0.24098280749984458,0.007464000000000026,0.0017719999999999958,0.009116000000000013,0.010132000000000002,,,,,31.838603860361527,5.560759544372559
145,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,29.868825785114463,0.5546007270671832,,,333.87305855074703,46.35252164884681,32.569038871111715,0.41226879876806843,0.27569211050910514,2.205165885707533,1.3343053743391167,0.4491393477540989,0.007160000000000055,0.0049960000000000004,0.008187999999999987,0.009080000000000005,,,,,30.39245353837724,5.902344226837158
146,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.217437493821446,0.5608636187493364,,,307.4265141032319,37.3480673104145,25.17260232985234,0.40133853139049774,0.25815655639623114,1.6557723070019126,1.1916158827181627,0.5549670172641291,0.007267999999999941,0.0047639999999999905,0.007559999999999997,0.006659999999999999,,,,,29.28670842660694,5.959416389465332
147,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.393444504602453,0.5637546278669702,,,290.5385426235595,27.38791211062321,15.096588625812023,0.3898591844211289,0.2341190153174431,0.6308009077067478,0.9729672233507292,0.714528570794751,0.007863999999999982,0.00541999999999998,0.004671999999999996,0.003028000000000003,,,,,26.585106339400784,5.6108717918396
148,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.714373346521246,0.5703917943792819,,,278.06206180891496,28.61916330722598,19.72623330459347,0.3939411366462624,0.23488060498529167,1.918363433739069,0.9102494773440951,0.7826681802962672,0.0049480000000000635,0.0016519999999999868,0.005304000000000003,0.007780000000000009,,,,,26.258461074996504,5.0148024559021
149,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.68732483906053,0.565428168832672,,,253.54290912424207,24.807479157998742,11.53499362203137,0.3889171297725192,0.22891798243065833,0.5238280502804251,0.8136603864358263,0.9148998769567395,0.007511999999999963,0.005552000000000001,0.009235999999999994,0.007400000000000004,,,,,25.194205211404583,5.752551078796387
150,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,30.74588633810058,0.5963223415469098,,,224.76102991831868,16.72529858744205,6.582386721131015,0.3641186131342485,0.20872905472758643,0.3734309089917218,0.7324417970339292,0.8277803157052521,0.007855999999999974,0.005060000000000009,0.0029,0.00671200000000001,,,,,24.128591365700505,5.291886329650879
151,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.12184929937538,0.5855530875218715,,,195.85760302918382,14.72081042315529,6.645163657175695,0.3427027397790662,0.19300017924534343,0.4805082207209672,0.7459469768568617,0.6522353647152145,0.0048079999999999234,0.0012719999999999954,0.0015960000000000002,0.003280000000000005,,,,,24.240085612250784,5.580901145935059
152,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.286692101332168,0.5587602116200048,,,173.85530573219978,10.854014042029243,0.35236129811138567,0.31787976819432584,0.16354539558752504,1.3552405527900504,0.6138787022384156,0.5461116114179886,0.00028799999999995496,0.0011959999999999749,0.0030680000000000013,0.0027760000000000007,,,,,24.594151699851988,5.931854248046875
153,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,32.07864719700068,0.5279630845160836,,,148.19408553244693,10.42333684863969,1.1199203068264942,0.29897432208214125,0.16161185196583605,1.3768063828298622,0.591043142218288,0.64236676487723,0.00045600000000001195,0.0044480000000000075,0.00027599999999999847,0.0002319999999999961,,,,,25.168802860244767,6.290019989013672
154,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,31.990692631343173,0.5329427789270674,,,126.7439595145466,13.489478276273552,0.24311210431618663,0.2767778284281001,0.15447792060974702,0.7081471987407433,0.5388032477291078,0.5428881696417545,0.0021039999999999948,0.002787999999999985,0.0015600000000000024,0.000908000000000006,,,,,25.31020070022765,5.889771461486816
155,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,32.32213611009903,0.5265039927714664,,,109.95913513800654,13.252429435323844,5.395389606457193,0.26403679550339065,0.15539061496975962,3.9892422916133192,0.5695499802640991,0.6230577832340756,0.0013239999999999919,0.00825200000000001,0.0016719999999999999,0.007088000000000011,,,,,26.088776073112513,6.413660526275635
156,cnn,CNN baseline (pretrained),baseline,n/a (released pretrained model),pretrained_cnn,False,False,False,False,False,32.533287551460546,0.5436349109066684,,,95.44313729979056,11.895012180970586,4.209866626884261,0.2489889061833296,0.1372846283380375,2.002284315848229,0.5508038598885684,0.6666355394860308,0.0014440000000000008,0.006772,0.0003519999999999999,0.006788000000000002,,,,,25.16401321091786,5.162914276123047
