method_id,metric,mean,median,std,min,max,n_finite
bicubic,psnruv,32.22024489796834,32.15895793822354,1.941848601726799,28.821749330534615,37.509955920989896,168
bicubic,ssim_speed,,,,,,0
bicubic,speed_mae,0.596289377222885,0.6102560418228088,0.12665810099403907,0.27035989027523305,0.8596380130097933,168
bicubic,speed_rmse,1.0156229105954462,1.0127336603800572,0.19999535129895013,0.5484556887291929,1.421551528690671,168
bicubic,wpd_mae,193.54026913735314,197.22868516877588,89.22654282585853,34.445401413477335,444.50294124859346,168
bicubic,wpd_w1,55.51034812461865,52.52452374645301,28.401754571756683,10.746682582878098,143.49436827166957,168
bicubic,wpd_bias_abs,41.22437202840623,38.05442980404316,20.547922286675085,10.63621994897367,112.00134328710557,168
bicubic,grad_mae,0.3696363608464772,0.3691834836202811,0.08101038770742788,0.15344047847485692,0.5359856729441169,168
bicubic,grad_w1,0.3281883217175685,0.33112999710865976,0.07525441201592212,0.12655083541834974,0.47630157889151753,168
bicubic,grad_kurtosis_abs_delta,6.616287724880248,5.526159244179471,4.093131132071959,0.20959284279323498,25.041274865613467,168
bicubic,psd_log_l2,1.3625464052880067,1.3469807696483223,0.36579466523434556,0.6960787631013768,2.575647642735436,168
bicubic,psd_slope_abs_delta,1.6683939052516956,1.5462226654911349,0.5221981324065366,0.8287113103777716,2.7220417905704504,168
bicubic,exceed_abs_t5,0.009455761904761911,0.009896000000000071,0.00465177045051269,8.000000000008001e-05,0.02101200000000003,168
bicubic,exceed_abs_t10,0.00851180952380952,0.007946000000000009,0.005517495253145279,2.8000000000028002e-05,0.02441199999999999,168
bicubic,exceed_abs_t15,0.007366833333333333,0.006396000000000002,0.00529753271149552,0.00014799999999998148,0.020199999999999996,168
bicubic,exceed_abs_p90,0.01089626190476191,0.008796000000000005,0.006951752655196023,0.000792000000000001,0.029572,168
bicubic,comp_curve_l1,173.18551587301587,161.08333333333334,62.7440669047238,72.5,320.5,168
bicubic,comp_abs_t5,79.29166666666667,60.5,69.83930144119176,3.0,371.0,168
bicubic,comp_abs_t10,271.8154761904762,270.5,88.2842837683329,35.0,521.0,168
bicubic,comp_abs_t15,177.57738095238096,183.0,106.97220917601791,12.0,387.0,168
bicubic,pd_distance,,,,,,0
bicubic,mt_distance,,,,,,0
cnn,psnruv,31.192500433861134,31.068618171162264,1.7679334586009439,27.993038961045272,35.91024506652697,168
cnn,ssim_speed,,,,,,0
cnn,speed_mae,0.6940701629397319,0.7157929279190136,0.13602571735336177,0.3675982256684479,1.0110870782080095,168
cnn,speed_rmse,1.1077586003651096,1.1067464354965155,0.20830829138401127,0.6616943601969794,1.570017327876797,168
cnn,wpd_mae,231.67091095165674,233.8493247883896,109.32265977622666,43.36455646272534,539.2322537921306,168
cnn,wpd_w1,45.27127092112853,47.63433576868197,24.13966398258887,3.3126519820782723,103.66214047499906,168
cnn,wpd_bias_abs,35.343902938857745,40.318262470377206,21.416168395369326,0.24311210431618754,84.61328794524789,168
cnn,grad_mae,0.3490557204526641,0.3536682143596511,0.0715552150875836,0.15867084278691443,0.502052729104065,168
cnn,grad_w1,0.23294292018237558,0.2329884772585356,0.06098838752672808,0.052638467692302925,0.3389227410749523,168
cnn,grad_kurtosis_abs_delta,3.7003760441443694,2.1835402968143276,4.436936456426332,0.030477085291476413,25.50949995158298,168
cnn,psd_log_l2,0.8335247431666106,0.8374015680802376,0.22697573953655284,0.42103084826410375,1.3788702247085691,168
cnn,psd_slope_abs_delta,0.9150108562505738,0.917806173560235,0.3023827745778413,0.1485267449371135,1.4615761364360875,168
cnn,exceed_abs_t5,0.004242333333333336,0.0044079999999999675,0.002450975371120908,9.999999999998899e-05,0.013087999999999989,168
cnn,exceed_abs_t10,0.006580809523809519,0.005055999999999977,0.00510496355212069,0.000144000000000033,0.023299999999999987,168
cnn,exceed_abs_t15,0.0062105,0.005169999999999996,0.005317815174128419,2.0000000000020002e-05,0.020716,168
cnn,exceed_abs_p90,0.010253619047619053,0.008494000000000002,0.007442749098323117,8.799999999999086e-05,0.03372,168
cnn,comp_curve_l1,115.52777777777779,105.58333333333334,46.90656403488837,38.833333333333336,217.66666666666666,168
cnn,comp_abs_t5,64.38095238095238,47.0,60.32607916701034,2.0,339.0,168
cnn,comp_abs_t10,187.16666666666666,191.0,68.09129608969566,11.0,371.0,168
cnn,comp_abs_t15,116.80952380952381,110.5,73.34085072786876,3.0,267.0,168
cnn,pd_distance,27.406283078086062,27.244355979690745,4.4627357822796165,18.27105324592802,39.94080457344863,168
cnn,mt_distance,5.867795200574966,5.712189674377441,0.848922574048029,4.5405659675598145,11.371563911437988,168
gan,psnruv,29.137980689020093,28.898788864010804,1.777105957162724,26.06215212689535,32.98429813140919,168
gan,ssim_speed,,,,,,0
gan,speed_mae,0.9025943703961116,0.9198828399210786,0.15129000671923598,0.5287671832931274,1.2365749791980445,168
gan,speed_rmse,1.3774876431640928,1.3885204001122815,0.233882993745612,0.8370553260663524,1.9299498844777228,168
gan,wpd_mae,310.732777807134,317.0545881844988,139.0199740756312,61.851069315102684,687.0940395503726,168
gan,wpd_w1,85.61912548348971,58.516153511691925,67.91407486380459,5.856744129359459,258.4715271865421,168
gan,wpd_bias_abs,78.72364020264483,50.1393653229844,69.0347829841803,0.43362985299500495,258.47110725000226,168
gan,grad_mae,0.38060764296460575,0.3828177112319631,0.0673042707353464,0.1955400820322251,0.5277040257653202,168
gan,grad_w1,0.05644121261272426,0.05432556651883448,0.016125270821689523,0.027692242181618976,0.10322502618983492,168
gan,grad_kurtosis_abs_delta,4.2010163062727415,2.7609246134689895,4.080424546857872,0.0014275913798726947,23.180432794568446,168
gan,psd_log_l2,0.5138878375747625,0.49992812053785857,0.16471960057707125,0.19396671449032904,0.8586486560921055,168
gan,psd_slope_abs_delta,0.9481880822688981,0.8824770495316477,0.49684456839017,0.0013782789451544097,1.8894430738950088,168
gan,exceed_abs_t5,0.008154000000000003,0.00758399999999998,0.0052874317467169665,0.00021999999999999797,0.02407999999999999,168
gan,exceed_abs_t10,0.024296452380952377,0.019674000000000025,0.017239379380198084,0.00011200000000000099,0.07724399999999998,168
gan,exceed_abs_t15,0.009597547619047617,0.005862000000000003,0.009955990404686447,5.600000000000006e-05,0.044476000000000016,168
gan,exceed_abs_p90,0.012345999999999998,0.010049999999999996,0.009573986710028872,0.00015999999999999348,0.03711599999999998,168
gan,comp_curve_l1,124.65674603174602,122.41666666666667,51.862629851618365,28.333333333333332,301.8333333333333,168
gan,comp_abs_t5,23.81547619047619,13.0,29.23440566820613,0.0,154.0,168
gan,comp_abs_t10,72.89285714285714,62.0,54.83568916428833,2.0,315.0,168
gan,comp_abs_t15,149.91071428571428,139.0,106.13159118334579,0.0,452.0,168
