sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateUV_plus_crit_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateUV_plus_crit_expanded2688,pd_winner_before,pd_winner_after_candidateUV_plus_crit_expanded2688,mt_winner_before,mt_winner_after_candidateUV_plus_crit_expanded2688,was_mt_gan_win_before
128,128,28.391923421353447,23.315252316365218,30.265146283994248,5.476268768310547,7.28298807144165,4.809484481811523,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
129,129,29.465245102227872,24.209883048645104,31.211517101418725,5.373117923736572,9.33877944946289,5.499586582183838,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,31.242811694591097,5.609683513641357,11.313863754272461,5.448791980743408,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
131,131,33.0539968727652,25.23355611194131,33.61710317380569,6.2030792236328125,12.011610984802246,6.500598907470703,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,35.07817557664102,6.331444263458252,12.388164520263672,6.383803844451904,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,35.174393823742996,6.299666404724121,7.647167682647705,5.68887996673584,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
134,134,32.518921837890055,23.04058254540847,32.57924428595663,7.141453742980957,13.276667594909668,5.327977180480957,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
135,135,29.944179549584543,20.502693507156053,30.21568882767325,6.298990726470947,11.993122100830078,4.6491546630859375,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
136,136,27.83279512215704,19.71188765946126,28.1447575726372,6.232182025909424,6.450465202331543,5.414249420166016,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
137,137,26.69652879915387,18.35521341147029,26.874435762490872,5.208233833312988,9.66958236694336,4.657722473144531,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
138,138,26.265900126493325,18.5898403985513,26.07954547942667,5.562473773956299,8.217479705810547,4.387629508972168,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
139,139,25.72843674372112,17.55339321269266,25.475953803586666,5.6482439041137695,9.790724754333496,4.807519912719727,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
140,140,26.928885115678263,17.632487734588345,27.094849774580336,5.719569206237793,11.421890258789062,5.011519908905029,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
141,141,30.122683212798776,22.35126448334632,31.46268434972992,6.186624050140381,8.889102935791016,6.478985786437988,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,35.044603751576176,7.186554908752441,8.55953311920166,6.079463481903076,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
143,143,31.729557469133276,25.608920781987035,33.5980720323914,5.864097595214844,9.649337768554688,5.802132606506348,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
144,144,31.838603860361527,24.790495069985838,33.44608541931626,5.560759544372559,9.771649360656738,5.558604717254639,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
145,145,30.39245353837724,25.26410594488553,32.90975459723254,5.902344226837158,8.558032035827637,5.7651543617248535,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
146,146,29.28670842660694,23.86618294113101,32.13872222551218,5.959416389465332,7.056334018707275,6.430005073547363,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,30.050084585809707,5.6108717918396,6.8347039222717285,6.141170501708984,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,28.868793768038916,5.0148024559021,8.882506370544434,5.360029220581055,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,28.142582969047506,5.752551078796387,8.038224220275879,5.72751522064209,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
150,150,24.128591365700505,20.19277068635915,26.568096242643946,5.291886329650879,7.924254417419434,6.023292064666748,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,25.938187270502965,5.580901145935059,7.460690975189209,5.674750328063965,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,25.659196851532275,5.931854248046875,8.478921890258789,6.156503677368164,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,25.30632178054972,6.290019989013672,6.548172950744629,6.473884582519531,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,24.647068484118364,5.889771461486816,5.736759185791016,6.664816856384277,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,24.99149546853291,6.413660526275635,6.612644195556641,6.272047519683838,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
156,156,25.16401321091786,17.879759557761357,25.958655939090765,5.162914276123047,9.264598846435547,5.125036239624023,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
157,157,25.57399551509901,18.686237526393793,27.130235601832926,4.567626476287842,8.282842636108398,5.292523384094238,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,29.252041461378287,5.708489894866943,8.312358856201172,5.827995300292969,gan,gan,cnn,cnn,0
159,159,24.310343375521082,19.84507792462866,26.470341627680256,5.012121677398682,10.700226783752441,5.031564235687256,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,24.213298414671076,5.1832075119018555,13.9108247756958,5.151264667510986,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
161,161,19.540402210515502,19.232825594053608,22.925365584645682,5.7158894538879395,11.7100830078125,5.1044087409973145,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
162,162,18.27105324592802,19.457879947992573,22.809956896891283,4.5405659675598145,9.695740699768066,4.287561893463135,cnn,cnn,cnn,candidateUV_plus_crit_expanded2688,0
163,163,19.37037318892002,20.44637029980189,24.008081202597264,5.698920726776123,6.788956165313721,4.761203289031982,cnn,cnn,cnn,candidateUV_plus_crit_expanded2688,0
164,164,21.46365087746109,18.82963529736202,25.60982640399908,5.2430009841918945,10.968896865844727,5.32251501083374,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,27.243334599457864,5.059387683868408,11.26945972442627,4.723657608032227,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
166,166,23.890736675966988,20.79692555045691,28.38279802359731,6.106489181518555,10.583955764770508,5.230871677398682,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
167,167,23.479887971191566,21.661112948338108,28.15327440931439,5.800627708435059,7.244186878204346,4.771040439605713,gan,gan,cnn,candidateUV_plus_crit_expanded2688,0
