sample_idx,pos_idx,pd_distance_candidateUV_plus_crit_expanded672,mt_distance_candidateUV_plus_crit_expanded672
0,0,28.431499559846777,4.967445373535156
1,1,29.02113800385921,5.18433141708374
2,2,29.820971753323523,5.2622456550598145
3,3,29.527199350449592,4.8094682693481445
4,4,29.451639756757196,5.028853893280029
5,5,30.48774023277517,4.9457879066467285
6,6,31.101919663910973,5.903473854064941
7,7,31.25720675793442,5.556735515594482
8,8,31.39653445474737,6.330691814422607
9,9,30.70270210791523,5.8255767822265625
10,10,31.06867370519991,5.876976490020752
11,11,30.81388374322111,6.046174049377441
12,12,31.420514574846035,6.4888458251953125
13,13,30.540207378606873,6.466909885406494
14,14,29.60391687434023,5.196345806121826
15,15,27.60129056269255,5.193461894989014
16,16,24.75598748487163,6.14636754989624
17,17,22.546003410889387,5.3665056228637695
18,18,21.84734098596138,5.696915149688721
19,19,21.587025003565753,6.317209243774414
20,20,23.261627117368064,6.736040115356445
21,21,28.513130713241484,8.491796493530273
22,22,35.495551918757144,8.023685455322266
23,23,36.9549451402423,9.005509376525879
24,24,38.017021087102,8.566534042358398
25,25,38.71078790285752,6.511971950531006
26,26,39.068025103994806,6.31610107421875
27,27,40.51313659382161,6.177271842956543
28,28,41.644528191818544,7.170141696929932
29,29,42.12854743323653,6.370787143707275
30,30,42.1359085340086,7.054193019866943
31,31,42.2539534314663,7.307969570159912
32,32,40.89596151567272,6.670489311218262
33,33,40.202122788699796,6.927556991577148
34,34,39.600054052389204,6.333535194396973
35,35,39.18968369008424,6.403329372406006
36,36,39.237546345026686,6.23012638092041
37,37,37.23384017239902,6.196326732635498
38,38,33.57823638331184,7.179934978485107
39,39,28.551177249876403,5.905175685882568
40,40,26.345117974987076,6.570065975189209
41,41,24.800495094640286,5.9692206382751465
42,42,22.6037904594321,6.163549900054932
43,43,21.05540538688692,5.994693756103516
44,44,19.813605749020947,6.230680465698242
45,45,20.48891575188025,6.571932315826416
46,46,19.856619197737004,6.260621547698975
47,47,20.916280432119443,6.480900287628174
48,48,21.780875013612047,6.784295558929443
49,49,21.863453226021655,6.452927589416504
50,50,21.412230196474404,6.146655559539795
51,51,21.742353802723706,6.276276111602783
52,52,22.604637905764687,5.726657867431641
53,53,22.955954174675625,5.803130149841309
54,54,23.999319329507887,5.63518762588501
55,55,24.78321024353568,5.446737766265869
56,56,25.526275069350028,5.711446762084961
57,57,25.78282986211896,5.734391689300537
58,58,26.540832360987487,6.130874156951904
59,59,26.816140472677702,5.697812557220459
60,60,27.36358612940449,5.767476558685303
61,61,27.57472387464046,5.971497058868408
62,62,29.051624835055094,7.172898769378662
63,63,29.54490329468972,7.026946067810059
64,64,25.306645732362476,5.981357574462891
65,65,23.370931898891993,5.551962375640869
66,66,21.73238529217496,5.095307350158691
67,67,21.1130516423334,4.893340587615967
68,68,22.085434285297865,5.479184150695801
69,69,25.039375008967323,5.290684700012207
70,70,25.80412713633969,5.442203998565674
71,71,26.92972080001345,5.58467960357666
72,72,28.22065011626001,5.614683628082275
73,73,29.512675585293522,6.274435997009277
74,74,30.51381400982426,5.938830852508545
75,75,31.09252342522346,5.8050537109375
76,76,31.654195661369403,5.885272026062012
77,77,31.555279918245514,6.442361354827881
78,78,31.34275958765764,6.5398406982421875
79,79,31.426666464571152,6.7390360832214355
80,80,31.095077120296576,6.077435493469238
81,81,31.279730940515357,5.743373870849609
82,82,30.79628285249368,6.3465986251831055
83,83,30.52982085675161,5.964309215545654
84,84,30.71561820186597,5.773172378540039
85,85,30.544874259691035,5.547618389129639
86,86,31.11748132995944,5.69854211807251
87,87,31.635830091342847,6.947757244110107
88,88,28.19975632684976,6.176117420196533
89,89,25.551650288972052,5.70946741104126
90,90,23.72286994778138,5.325759410858154
91,91,24.0975614946134,5.911374092102051
92,92,24.696218709748955,5.1621856689453125
93,93,28.09342697765272,6.001142501831055
94,94,29.277415537075914,5.726183891296387
95,95,30.510396492998044,5.551942348480225
96,96,32.518906021891375,5.271060466766357
97,97,33.18338500086919,5.108697414398193
98,98,33.76030088321313,5.241109848022461
99,99,33.82317263450757,6.0432281494140625
100,100,33.28391789244801,5.802175998687744
101,101,32.414254051938904,6.010175704956055
102,102,31.525427012941797,5.795633792877197
103,103,31.97742852631071,5.404871940612793
104,104,31.636423494810867,5.184228420257568
105,105,31.44895634593489,5.7748236656188965
106,106,31.455579651409547,6.112600326538086
107,107,31.162683850332407,5.797819137573242
108,108,31.227879500322977,6.221999645233154
109,109,30.718496742655947,5.632713317871094
110,110,31.282772549058002,6.2186198234558105
111,111,30.186119541963677,6.031579494476318
112,112,29.778892979925292,6.086674690246582
113,113,28.350447906543163,5.45622444152832
114,114,27.079132086528265,5.258111476898193
115,115,27.669543903745755,5.138565540313721
116,116,28.411702606132433,5.264019966125488
117,117,29.719138802872635,5.59599494934082
118,118,31.36486760626548,6.1092705726623535
119,119,31.278771802409267,5.748960018157959
120,120,30.525471879639007,5.035227298736572
121,121,31.399226297422057,5.171907424926758
122,122,30.829680379865305,5.776578426361084
123,123,30.89397207441827,5.770190238952637
124,124,30.451214778904152,5.833072662353516
125,125,29.982216131092965,4.9890828132629395
126,126,29.856639191032627,4.888522148132324
127,127,31.606516268161,5.3434858322143555
128,128,30.690623692870375,5.2548346519470215
129,129,31.88122080314436,5.963756561279297
130,130,31.872054152973003,5.143373489379883
131,131,34.49818588354,6.601903915405273
132,132,35.7896852133857,7.136053085327148
133,133,36.370543164085326,6.259262561798096
134,134,33.940415665365805,7.117775917053223
135,135,31.576714805638357,6.644360065460205
136,136,29.233413997391878,5.9395318031311035
137,137,27.94110221015709,4.647748947143555
138,138,26.96856740885752,4.444599151611328
139,139,26.139794072735686,4.799118518829346
140,140,27.82237103854052,5.229990482330322
141,141,32.08238846385469,5.987598896026611
142,142,35.44220680948993,6.568948745727539
143,143,34.05505430388714,5.776944160461426
144,144,33.83397002419595,6.352182388305664
145,145,32.96221594092731,5.832775115966797
146,146,32.338325009526656,6.136125087738037
147,147,30.54003891964899,6.217759132385254
148,148,29.33552888663829,5.430258274078369
149,149,28.694149023334397,5.994300842285156
150,150,26.834430990013693,5.811605930328369
151,151,26.466452210231097,6.140657424926758
152,152,26.218111607915187,6.189953804016113
153,153,25.840559152629474,6.470642566680908
