sample_idx,training_size,delta_c_minus_uv_ssim_speed,delta_c_minus_uv_ssim_uv_mean,c_speed_ssim_gt_uv,c_uv_ssim_gt_uv
62,168,0.003721690298717384,0.00031423178268497054,True,True
63,168,0.005986763876955958,0.0006536821535628734,True,True
64,168,0.001583763003457861,0.0003405580292801247,True,True
65,168,-2.2805952335946955e-05,-0.0011019035725232662,False,False
66,168,-0.0006643889109219092,-0.0015527686188466783,False,False
67,168,2.0722899336522715e-05,-0.0009141725157078007,True,False
68,168,0.0020807662471422628,0.0014578703101418844,True,True
69,168,0.003505687915392741,0.000553111779469484,True,True
70,168,0.004812256198639897,0.0011346330069235133,True,True
71,168,0.004323640650527816,0.0010175497862194849,True,True
72,168,0.004721711514085514,0.0013132032149171247,True,True
73,168,0.004641138933652589,0.0007992830978988952,True,True
74,168,0.004854188453056074,0.0005299375288362329,True,True
75,168,0.004991955524086156,0.0003651218253473143,True,True
76,168,0.004135206921657586,-0.00040624426767110755,True,False
77,168,0.005038129735895236,0.00010379321094622362,True,True
78,168,0.005603117467676055,0.0003314878327470572,True,True
79,168,0.004857052837958675,-0.00021782235288558827,True,False
80,168,0.004043607068560884,-0.00042545419566730747,True,False
81,168,0.009271132811512262,0.00017680336804026808,True,True
82,168,0.004322834092423733,-0.00021265022106331521,True,False
83,168,0.0036514889804946105,-0.0007840251196310488,True,False
84,168,0.003927941276525071,-0.0002942597810218217,True,False
85,168,0.004963283432650956,0.00043501395041789515,True,True
86,168,0.010261336925941444,0.000944056615715283,True,True
87,168,0.0050448811962259255,0.0018491466936406686,True,True
88,168,0.0023261109758848653,0.0009617416919732724,True,True
89,168,0.0001317899582432558,-0.0015648807861557978,True,False
90,168,-0.0009211074655909313,-0.0018985858477510442,False,False
91,168,-0.001969021675802929,-0.001881588934788847,False,False
92,168,-0.00021795510265554263,-0.0026574307498787864,False,False
93,168,0.0027104132542598025,-0.0023003256981317666,True,False
94,168,0.0033167074001148045,-0.0019846898331028484,True,False
95,168,0.004055610779063468,-0.0013335407281480638,True,False
96,168,0.005823613418890705,-0.0005462016641424317,True,False
97,168,0.006882233844995089,0.001338634378592829,True,True
98,168,0.006697911346414065,-0.00011148508795022494,True,False
99,168,0.00686439788550397,4.8749613410503656e-05,True,True
100,168,0.0059820896480509145,0.0009352662458869121,True,True
101,168,0.004841890660288506,-0.0012725287012276265,True,False
102,168,0.0050401079063279175,0.0014691976802142515,True,True
103,168,0.006448369183193692,0.0022835663083733415,True,True
104,168,0.006349504781989701,0.0021179775856203786,True,True
105,168,0.0038120684757775303,-0.00033755974816462864,True,False
106,168,0.0037551438858817177,0.00017509712777208364,True,True
107,168,0.003619182108538843,0.0005830748609798597,True,True
108,168,0.0034951694211027284,-0.0005823682859160684,True,False
109,168,0.003327631928947805,-0.0003010328030198517,True,False
110,168,0.0036516905334568195,-3.3491308794930674e-05,True,False
111,168,0.0025940602841847404,0.00041297434255582743,True,True
112,168,0.0014184665292736875,-0.001611312773541318,True,False
113,168,0.0014007227498064045,-0.0012566578891410884,True,False
114,168,0.0013158053226501876,-0.002351562409652508,True,False
115,168,0.0018738237109230393,-0.0024955711531249314,True,False
116,168,0.0008603491281536924,-0.003076413441582826,True,False
117,168,0.0004745467992469665,-0.003552909107308433,True,False
118,168,0.0005050662318413224,-0.0034868656306477064,True,False
119,168,0.0007251526977165579,-0.003504816617537765,True,False
120,168,0.0007088026161469196,-0.0035330245494683554,True,False
121,168,0.0016600684292177315,-0.0022400387630284735,True,False
122,168,0.0009235595989164347,-0.0031456984548725586,True,False
123,168,0.0005731220376343771,-0.002475026442971595,True,False
124,168,0.0016820214455104399,-0.0014558959664081605,True,False
125,168,0.0017932250510744874,-0.00173674782218447,True,False
126,168,0.0005772585688060827,-0.002234782170053462,True,False
127,168,0.0010550029911611247,-0.002099571850923909,True,False
128,168,-0.0005337225510961829,-0.0025755502016161502,False,False
129,168,0.00014187448538782732,-0.002764032195532562,True,False
130,168,0.0008742034969427825,-0.0022706133038523646,True,False
131,168,0.0005832108107580725,-0.0025065187652297816,True,False
132,168,3.837103907033956e-05,-0.002721811713015221,True,False
133,168,0.0012341299063450828,-0.0028728926853658354,True,False
134,168,0.00020353547716800424,-0.002954008103936201,True,False
135,168,-0.0005479167637290061,-0.0015053242049682947,False,False
136,168,0.0005354210299859385,-0.002274033412165366,True,False
137,168,-0.00013213467521111522,-0.0013338023923445963,False,False
138,168,2.831867639008223e-05,-0.002372059252026215,True,False
139,168,0.000588346913884541,-0.0018551468090921563,True,False
