sample_idx,training_size,delta_c_minus_uv_ssim_speed,delta_c_minus_uv_ssim_uv_mean,c_speed_ssim_gt_uv,c_uv_ssim_gt_uv
140,1344,0.0006559924168364484,-0.005861001623632456,True,False
141,1344,0.0037685299267699035,-0.0053089507728565355,True,False
142,1344,0.0005817144159157017,-0.007158613261771807,True,False
143,1344,-0.0009870670540901294,-0.00806685630971904,False,False
144,1344,-0.0028819518487428475,-0.00850569841572979,False,False
145,1344,-0.003829028604304341,-0.007764672177851928,False,False
146,1344,-0.005725646805436968,-0.008944662169806605,False,False
147,1344,-0.0056946075137491725,-0.00750844034963527,False,False
148,1344,-0.005874544852428998,-0.008174088601979768,False,False
149,1344,-0.005065977865515214,-0.006843612782430286,False,False
150,1344,-0.004560514827998685,-0.0048049897845086065,False,False
151,1344,-0.004390212770228885,-0.003731469475848348,False,False
152,1344,-0.0002444402526872169,-0.0034678745545368983,False,False
153,1344,0.0021647390467527394,-0.005084597479690145,True,False
154,1344,-0.004593238556773072,-0.0056220905697528245,False,False
155,1344,-0.002083255688677177,-0.00474956997582332,False,False
156,1344,-0.004843810695425499,-0.005206337584631959,False,False
157,1344,-0.004910437803635093,-0.005598206984523513,False,False
158,1344,-0.003003175741226105,-0.005412648066893122,False,False
159,1344,-0.001736944987461464,-0.004814185455422559,False,False
160,1344,-0.0003843268611173345,-0.0038801367820068267,False,False
161,1344,0.0021072306520371065,-0.002196989546499939,True,False
162,1344,-0.006196502672333848,-0.00455516194129002,False,False
163,1344,-0.005549419038731518,-0.004999760299923661,False,False
164,1344,-0.005120834635023663,-0.0048102454645556625,False,False
165,1344,-0.004407605027238026,-0.005226426815323593,False,False
166,1344,-2.7872673797002534e-05,-0.0038245872775092282,False,False
167,1344,-0.0011910720596395308,-0.004182496872798258,False,False
0,2688,-0.00039270729049989406,-0.0043969709496781695,False,False
1,2688,0.0027703484356440544,-0.0031479097158928493,True,False
2,2688,0.002413298840518552,-0.00321855773040014,True,False
3,2688,0.005372547405617656,-0.0017368215896006456,True,False
4,2688,0.0015750836612614671,-0.004520714415095828,True,False
5,2688,-0.0017788468227218912,-0.005032373923446798,False,False
6,2688,-0.0018421702176458776,-0.005013530262139021,False,False
7,2688,-0.003176331719159209,-0.005467359249198167,False,False
8,2688,-0.002995902839227238,-0.0048840276606823,False,False
9,2688,-0.0039455821047477135,-0.006468929726916928,False,False
10,2688,-0.005178867662358533,-0.00706804874551914,False,False
11,2688,-0.005223958063149792,-0.0073998370628587384,False,False
12,2688,-0.0051610354069441255,-0.00796504970054579,False,False
13,2688,-0.005439756851564281,-0.008053611356179324,False,False
14,2688,-0.005192628233569918,-0.009064768008330892,False,False
15,2688,-0.005022687757294975,-0.009547429291937526,False,False
16,2688,-0.005774857162589964,-0.009306007041306907,False,False
17,2688,-0.005905617517723449,-0.008388820635070848,False,False
18,2688,0.0007636240987889398,-0.006561958867277062,True,False
19,2688,0.0027696895698975377,-0.005225582857668609,True,False
20,2688,0.0010157206691560061,-0.005736641834693579,True,False
21,2688,-0.0019676253754574713,-0.007039837269323557,False,False
22,2688,-0.0014062246048310856,-0.006507054323997896,False,False
23,2688,-0.002268903886545659,-0.006000931556626732,False,False
24,2688,-0.0019090357675598524,-0.005894044091647066,False,False
25,2688,0.0061247111620478245,-0.003861262283733957,True,False
26,2688,0.006746658542383432,-0.004489160092229438,True,False
27,2688,0.001646642933236131,-0.006147055309647653,True,False
28,2688,-0.005129863560063175,-0.005815820327194743,False,False
29,2688,-3.8075871877651934e-05,-0.006651858135519717,False,False
30,2688,-0.005151412295774316,-0.005717352684151633,False,False
31,2688,-0.003919008675432822,-0.0031400876713657544,False,False
32,2688,-0.004130722987635949,-0.003536001135375111,False,False
33,2688,-0.0021555852492896044,-0.003932307115079414,False,False
34,2688,-0.0022898697343332053,-0.004100883048113402,False,False
35,2688,-0.0018206997193007668,-0.004340423758968703,False,False
36,2688,-0.0019257159355037246,-0.004293595340213119,False,False
37,2688,-0.0017271051935005,-0.002797292046641031,False,False
38,2688,-0.0016887757482564325,-0.0027405650943738147,False,False
39,2688,-0.0005264735686918431,-0.003966214736205287,False,False
40,2688,-0.0006469178238778239,-0.004547834035599996,False,False
41,2688,-0.0011514759198265612,-0.005635523931626363,False,False
42,2688,-0.0018137184010525997,-0.005729105245952604,False,False
43,2688,-0.0020338783945753613,-0.005693441637894203,False,False
44,2688,0.00020180800804747712,-0.005750867370001855,True,False
45,2688,-0.002725485447955145,-0.006308453868480335,False,False
46,2688,0.0014157006061242816,-0.005271542225747661,True,False
47,2688,0.004531022459680845,-0.0052901786641128545,True,False
48,2688,0.003908577091729537,-0.00393058669738533,True,False
49,2688,9.43155182199229e-05,-0.00602383762396963,True,False
50,2688,-0.002204548071891299,-0.005402763765310126,False,False
51,2688,-0.001944251323539703,-0.004943259399204258,False,False
52,2688,-0.0011323221229172509,-0.004619340472570954,False,False
53,2688,-0.0012875539241516964,-0.00486791945879006,False,False
54,2688,-0.0014996058998061335,-0.004368584326881919,False,False
55,2688,-0.001631141944505199,-0.003897004643339308,False,False
56,2688,-0.0011733119107081302,-0.003827759671883535,False,False
57,2688,-0.0007710715114181976,-0.0032635104825918804,False,False
58,2688,-0.0006872448026548073,-0.004369191855518206,False,False
59,2688,-0.0006325410646893515,-0.004690524915868743,False,False
60,2688,-0.0005340787055958529,-0.004563819884891518,False,False
61,2688,-0.00046545608725212517,-0.004163630096804316,False,False
62,2688,0.0002934111335287648,-0.0038563411161726124,True,False
63,2688,0.0016452120393252168,-0.0037242706903249934,True,False
64,2688,-0.0014359200773519376,-0.004680409182734269,False,False
65,2688,-0.0012741368940978326,-0.004410255417787168,False,False
66,2688,-0.001779703693027268,-0.0037971500890854326,False,False
67,2688,-0.001412968369323031,-0.004231361587078375,False,False
68,2688,-0.0002858386422955883,-0.003297668867801695,False,False
69,2688,-2.0962690794879002e-05,-0.0014340566205011118,False,False
70,2688,0.00359711887658154,-0.0038058188055749564,True,False
71,2688,0.0005469957178654283,-0.004433910873147484,True,False
72,2688,0.0005077156480930434,-0.004430440662499313,True,False
73,2688,0.0012182648169450916,-0.004307504517840233,True,False
74,2688,0.0007032566626148373,-0.00480316598812025,True,False
75,2688,0.0007201178975869693,-0.005184991359951541,True,False
76,2688,0.0004605756589282084,-0.005014460037856994,True,False
77,2688,0.0002876252231442944,-0.006165122782055943,True,False
78,2688,0.0004469245897724683,-0.005865850014541429,True,False
79,2688,0.0004855099794940365,-0.00556311276313648,True,False
80,2688,0.0005453235866909045,-0.005298929158850441,True,False
81,2688,0.0027175282458499206,-0.004895926469948408,True,False
82,2688,0.00013830497054911906,-0.005665649542817008,True,False
83,2688,0.0007942688562622147,-0.005465613207302877,True,False
84,2688,0.00010700190569046253,-0.005544287887411903,True,False
85,2688,0.0007731341924170909,-0.003909064418962105,True,False
86,2688,0.0007878110770075386,-0.004478205148357173,True,False
87,2688,-0.0001427568587257788,-0.0033744457986510934,False,False
88,2688,-0.0019033602517053438,-0.004550058140786795,False,False
89,2688,-0.002848897348747048,-0.004051720358063782,False,False
90,2688,-0.0038696187687270456,-0.00467444514873494,False,False
91,2688,-0.00419461082586281,-0.004307322895873433,False,False
92,2688,-0.003018544654640798,-0.0040088574664545185,False,False
93,2688,-0.0013310900826521976,-0.0041347883755527,False,False
94,2688,-0.0005091987706263845,-0.004820767793180303,False,False
95,2688,-0.00044215830285643243,-0.00555442888860691,False,False
96,2688,-4.343168674725284e-05,-0.004969327012361857,False,False
97,2688,0.0013388686327653332,-0.003618430884574475,True,False
98,2688,0.003892199868363644,-0.004381460497523082,True,False
99,2688,0.0006080089261482069,-0.005177038326391492,True,False
100,2688,0.0002043188207463409,-0.004972385350882735,True,False
101,2688,0.00038268747207981235,-0.005354663555292127,True,False
102,2688,0.0005978738434626596,-0.0044691549725836,True,False
103,2688,0.005758898056257955,-0.0006894709084105388,True,False
104,2688,0.010465196359466744,-0.000655230596369627,True,False
105,2688,0.0002308182067439768,-0.0024949352271597114,True,False
106,2688,-0.0007143919332883719,-0.00426349158569761,False,False
107,2688,-0.0002764279464940733,-0.005242023221204484,False,False
108,2688,-0.00020429198687876848,-0.005132807829189234,False,False
109,2688,0.0039188184746420385,-0.0036084278357020327,True,False
110,2688,3.235915358545949e-05,-0.004982640963721918,True,False
111,2688,0.0002643725320622403,-0.005199994788022244,True,False
112,2688,-0.0005926960840413331,-0.006206966525420188,False,False
113,2688,-0.0009170850591149193,-0.006805514182077865,False,False
114,2688,-0.0001145348483130304,-0.00730888372321592,False,False
115,2688,-0.000879357200477493,-0.007479612271407143,False,False
116,2688,-0.00014309467088735595,-0.0077157517642245654,False,False
117,2688,-0.0004999816372635024,-0.007894306806464857,False,False
118,2688,-0.0003554527531915985,-0.008704269117344454,False,False
119,2688,-0.0006388223875812837,-0.008397572290942956,False,False
120,2688,-0.0009910142359598195,-0.0075979824585006295,False,False
121,2688,-0.0009248887827046914,-0.008292288994934394,False,False
122,2688,-0.0012008558505661737,-0.009196314450930831,False,False
123,2688,-0.0006699831774639176,-0.008499487361228963,False,False
124,2688,-0.00040840831155297685,-0.007134108769627279,False,False
125,2688,-0.0009927357389301061,-0.00807773431482306,False,False
126,2688,-0.0007851694370833995,-0.007798249822387304,False,False
127,2688,-0.0015021186165729006,-0.007257519798821388,False,False
128,2688,-0.0014773509118765071,-0.007767619958357175,False,False
129,2688,-0.002539707300603933,-0.007010517433118535,False,False
130,2688,0.005132209361096707,-0.0069220282977234815,True,False
131,2688,-0.0006911089950062399,-0.006293000635360979,False,False
132,2688,-0.001580192770470834,-0.006766761829922641,False,False
133,2688,-0.0016576464659604495,-0.006886254393138058,False,False
134,2688,-0.0010528230855366694,-0.007060432311315257,False,False
135,2688,-0.001794496865393902,-0.00736351132338442,False,False
136,2688,-0.001494839383828106,-0.007203441906218466,False,False
137,2688,-0.002399555198685177,-0.0075090975636641355,False,False
138,2688,-0.002577188519175211,-0.008005923016296657,False,False
139,2688,-0.0026775647171649597,-0.00824161055012973,False,False
140,2688,-0.0004898559892227983,-0.0068010820367139235,False,False
141,2688,0.005305011134516313,-0.005897507516916423,True,False
142,2688,-0.0005758226758083573,-0.008507296540926856,False,False
143,2688,-0.0017737836364067894,-0.009578448628135838,False,False
144,2688,-0.002448458765690109,-0.009533719136499808,False,False
145,2688,-0.0038118736438088607,-0.009214287468470195,False,False
146,2688,-0.006564828044507531,-0.010805210190212744,False,False
147,2688,-0.006639252703974585,-0.009370840957093618,False,False
148,2688,-0.0065774122334512075,-0.009888019561112182,False,False
149,2688,-0.006896738011020753,-0.0084301563670236,False,False
150,2688,-0.006152746096835915,-0.007065124184549854,False,False
151,2688,-0.006041051135808995,-0.0060232497558661,False,False
152,2688,-0.004255996279010743,-0.005054642275053367,False,False
153,2688,0.00014817771089215004,-0.005897083011908166,True,False
154,2688,-0.005138570365587514,-0.006353932619198588,False,False
155,2688,-1.2020975039384041e-05,-0.004449364618838492,False,False
156,2688,-0.002052946402267053,-0.004444327852397345,False,False
157,2688,-0.0042180286105582,-0.0054970421799603875,False,False
158,2688,-0.0007619950080570703,-0.004501447414577919,False,False
159,2688,0.0036002150960263712,-0.0032714051988698145,True,False
160,2688,-0.0002409660584080653,-0.003607400128128546,False,False
161,2688,0.004157661200039797,-0.001960122199398673,True,False
162,2688,-0.003893765701464269,-0.0031968391076968583,False,False
163,2688,-0.0036117206622540143,-0.004375280489829714,False,False
164,2688,-0.0034348551789173953,-0.004275742683746309,False,False
165,2688,0.003785270376653882,0.0001675437348077624,True,True
166,2688,0.002991223861531944,0.0013275538228672001,True,True
167,2688,0.0014581611033733788,-0.0007429816434773029,True,False
