sample_idx,method,training_size,family,delta_ssim_speed_vs_cnn,delta_ssim_uv_mean_vs_cnn,speed_ssim_gt_cnn,uv_ssim_gt_cnn
75,candidateC_2688,2688,candidateC,0.06946891364156593,0.06838169233644587,True,True
76,candidateC_2688,2688,candidateC,0.0721934087832311,0.06870925751588453,True,True
77,candidateC_2688,2688,candidateC,0.07432444576182529,0.07109082595236171,True,True
78,candidateC_2688,2688,candidateC,0.07570137721096293,0.07094548942689716,True,True
79,candidateC_2688,2688,candidateC,0.07345422429977655,0.07014725421042589,True,True
80,candidateC_2688,2688,candidateC,0.07262371113290711,0.06677182298271456,True,True
81,candidateC_2688,2688,candidateC,0.06978396437347978,0.07236478763943488,True,True
82,candidateC_2688,2688,candidateC,0.07050130626766693,0.0749369238388965,True,True
83,candidateC_2688,2688,candidateC,0.0750966676804854,0.07852888446219886,True,True
84,candidateC_2688,2688,candidateC,0.07434156780694845,0.07962951501520754,True,True
85,candidateC_2688,2688,candidateC,0.07132266901607376,0.08033674780408706,True,True
86,candidateC_2688,2688,candidateC,0.07072516710017818,0.08134773055447297,True,True
87,candidateC_2688,2688,candidateC,0.0699128194062072,0.07912539925414452,True,True
88,candidateC_2688,2688,candidateC,0.07142383958604015,0.07840257565329256,True,True
89,candidateC_2688,2688,candidateC,0.07863997107007636,0.09059556265407509,True,True
90,candidateC_2688,2688,candidateC,0.07781964879409153,0.09134750368875488,True,True
91,candidateC_2688,2688,candidateC,0.07694239764164312,0.09360999638311263,True,True
92,candidateC_2688,2688,candidateC,0.08004051448154492,0.09603483614587027,True,True
93,candidateC_2688,2688,candidateC,0.08551931674149427,0.09967109572196553,True,True
94,candidateC_2688,2688,candidateC,0.08730816495719873,0.09547987942729219,True,True
95,candidateC_2688,2688,candidateC,0.0874988606379834,0.08991237819499776,True,True
96,candidateC_2688,2688,candidateC,0.09314215780902524,0.09755103572225843,True,True
97,candidateC_2688,2688,candidateC,0.09299233146441621,0.09616493784900071,True,True
98,candidateC_2688,2688,candidateC,0.09091930841053408,0.09067768314268565,True,True
99,candidateC_2688,2688,candidateC,0.08632697685661961,0.08383995504326325,True,True
100,candidateC_2688,2688,candidateC,0.08340436777803739,0.08537393772881885,True,True
101,candidateC_2688,2688,candidateC,0.08390161176052746,0.09245846797018586,True,True
102,candidateC_2688,2688,candidateC,0.08545672191289233,0.09067855314788564,True,True
103,candidateC_2688,2688,candidateC,0.08879917927442849,0.09908615402269183,True,True
104,candidateC_2688,2688,candidateC,0.09292581778898545,0.09993199402101505,True,True
105,candidateC_2688,2688,candidateC,0.07588057969388973,0.08717886687092724,True,True
106,candidateC_2688,2688,candidateC,0.07137788848895155,0.0781632737725082,True,True
107,candidateC_2688,2688,candidateC,0.07309187761283165,0.08482326972717613,True,True
108,candidateC_2688,2688,candidateC,0.07338714997312801,0.0810505421683374,True,True
109,candidateC_2688,2688,candidateC,0.07605692694371147,0.08019972289410293,True,True
110,candidateC_2688,2688,candidateC,0.0703543245383973,0.07209106572072865,True,True
111,candidateC_2688,2688,candidateC,0.07195913247228225,0.06861508595899113,True,True
