sample_idx,method,family,training_size,ssim_u,ssim_v,ssim_uv_mean,ssim_speed
63,cnn,baseline,baseline,0.7782781999649695,0.7056313766787544,0.741954788321862,0.7151138504383765
64,cnn,baseline,baseline,0.8036339378760606,0.7186109061776927,0.7611224220268766,0.7455818370079423
65,cnn,baseline,baseline,0.7992160385568242,0.7266164092907755,0.7629162239237999,0.7521850658303016
66,cnn,baseline,baseline,0.7957601599604177,0.7174668118056868,0.7566134858830522,0.7515607836018967
67,cnn,baseline,baseline,0.7940959676010547,0.718862097725303,0.7564790326631788,0.7569242524226469
68,cnn,baseline,baseline,0.7924442889656013,0.7191907704333481,0.7558175296994747,0.73922344975601
69,cnn,baseline,baseline,0.7750094426596289,0.7072855345944118,0.7411474886270204,0.7160884952523997
70,cnn,baseline,baseline,0.7715858231643153,0.7077466512806714,0.7396662372224934,0.7168584174420223
71,cnn,baseline,baseline,0.7726936008463585,0.7229644526633504,0.7478290267548544,0.7252961853731402
72,cnn,baseline,baseline,0.7662354987222099,0.7365623870913434,0.7513989429067767,0.7304025677391585
73,cnn,baseline,baseline,0.7624072291899765,0.7468398439074924,0.7546235365487344,0.7294769767919573
74,cnn,baseline,baseline,0.763820031059274,0.7575210988482454,0.7606705649537597,0.7272335189342771
75,cnn,baseline,baseline,0.7595049263438829,0.7488663193183531,0.754185622831118,0.7215449882695593
76,cnn,baseline,baseline,0.7569283309310259,0.7481089949308136,0.7525186629309197,0.7138599877142872
77,cnn,baseline,baseline,0.7448033229505583,0.7406830246456486,0.7427431737981034,0.7054480620780677
78,cnn,baseline,baseline,0.7364302359597357,0.7444735678911456,0.7404519019254406,0.6990938469933115
79,cnn,baseline,baseline,0.7340147152655296,0.750572309096838,0.7422935121811838,0.701625470712995
80,cnn,baseline,baseline,0.7375434637660583,0.7522285443959457,0.7448860040810019,0.7062082215094587
81,cnn,baseline,baseline,0.7336438976334821,0.740029176986316,0.7368365373098991,0.705403258280304
82,cnn,baseline,baseline,0.7310121553933249,0.7252396724169731,0.728125913905149,0.7059324126478961
83,cnn,baseline,baseline,0.7326556135706476,0.7197561577388447,0.7262058856547462,0.7022136134645496
84,cnn,baseline,baseline,0.7390404674705889,0.7104646614195989,0.7247525644450938,0.7062990309651432
85,cnn,baseline,baseline,0.7353554687639917,0.715499725915624,0.7254275973398079,0.7063602571787766
86,cnn,baseline,baseline,0.7339707129353339,0.7015120846002655,0.7177413987677996,0.6941005443889288
87,cnn,baseline,baseline,0.7371163098611494,0.6973852182647491,0.7172507640629493,0.6929571452942123
88,cnn,baseline,baseline,0.7430583998261372,0.7121206757669998,0.7275895377965684,0.7068534743753512
89,cnn,baseline,baseline,0.7316537538939737,0.7092292891507056,0.7204415215223396,0.7046508624905937
90,cnn,baseline,baseline,0.7426758477022131,0.7218270091838589,0.7322514284430359,0.7146111485694432
91,cnn,baseline,baseline,0.7600070698893563,0.7100640009965181,0.7350355354429372,0.7226941000149355
92,cnn,baseline,baseline,0.7640092500719888,0.7061301696429723,0.7350697098574805,0.7147203619306491
93,cnn,baseline,baseline,0.7463692878968069,0.6989821918737421,0.7226757398852746,0.6867951809225703
94,cnn,baseline,baseline,0.7396742400256158,0.7069721720751361,0.7233232060503759,0.6807019300793254
95,cnn,baseline,baseline,0.7301246733772983,0.7208626624138286,0.7254936678955635,0.6765768020022693
96,cnn,baseline,baseline,0.7291649261735795,0.6961888764026791,0.7126769012881293,0.6638694681369314
97,cnn,baseline,baseline,0.7236234239855587,0.6987132047693683,0.7111683143774634,0.6617771533464998
98,cnn,baseline,baseline,0.7304755998872275,0.701589946686784,0.7160327732870058,0.6646681268786546
99,cnn,baseline,baseline,0.7433013478994694,0.7064080466905442,0.7248546972950068,0.675484111996869
100,cnn,baseline,baseline,0.740002820469191,0.7054216942321615,0.7227122573506762,0.6834661194584916
101,cnn,baseline,baseline,0.7310648925608981,0.6948656591670753,0.7129652758639867,0.6870588271510086
102,cnn,baseline,baseline,0.730721155433378,0.6998160815158763,0.7152686184746271,0.6841516367552005
103,cnn,baseline,baseline,0.7172105014032937,0.7003734960376764,0.708791998720485,0.6854288318204312
104,cnn,baseline,baseline,0.7170240657432198,0.7031180838101103,0.710071074776665,0.6896032361806111
105,cnn,baseline,baseline,0.7501752165288157,0.7108080028224105,0.7304916096756131,0.7064427507836858
106,cnn,baseline,baseline,0.7749070930603694,0.7088334875234197,0.7418702902918946,0.7187149421103788
107,cnn,baseline,baseline,0.7608637567964481,0.7150777210292637,0.7379707389128559,0.7231572797965579
108,cnn,baseline,baseline,0.7678480462645967,0.7380978458555388,0.7529729460600678,0.7248939725919358
109,cnn,baseline,baseline,0.7762110087963964,0.7182231288743934,0.747217068835395,0.7231326939613587
110,cnn,baseline,baseline,0.7930617178383716,0.735871749272399,0.7644667335553853,0.7290052273815483
111,cnn,baseline,baseline,0.8000284665535715,0.7563343727619045,0.778181419657738,0.7269696114673488
112,cnn,baseline,baseline,0.7895488192878628,0.7315731859241796,0.7605610026060212,0.7251514973228265
113,cnn,baseline,baseline,0.7693663564595417,0.7465190341865626,0.7579426953230521,0.7179081304666247
114,cnn,baseline,baseline,0.7617527754347959,0.7577106644965699,0.7597317199656829,0.7234691253196573
115,cnn,baseline,baseline,0.7570472613948742,0.766508610716494,0.7617779360556841,0.7462010508801284
116,cnn,baseline,baseline,0.7416718520710545,0.7422637702088442,0.7419678111399493,0.7126510630601364
117,cnn,baseline,baseline,0.7229014095416535,0.7451680707027685,0.7340347401222109,0.719501829715899
118,cnn,baseline,baseline,0.7002799724755981,0.7532863710207431,0.7267831717481706,0.7301582720643626
119,cnn,baseline,baseline,0.7160956008881829,0.7597480718749404,0.7379218363815616,0.735585905230957
120,cnn,baseline,baseline,0.700615912401067,0.7400460590539316,0.7203309857274993,0.7164825176157773
121,cnn,baseline,baseline,0.7257908132208927,0.7322384717989051,0.7290146425098989,0.7226735880692237
122,cnn,baseline,baseline,0.7100334707879118,0.7310245665286587,0.7205290186582852,0.712269239429723
123,cnn,baseline,baseline,0.7338063000163295,0.7365992449619364,0.735202772489133,0.722536780044101
124,cnn,baseline,baseline,0.7674836369469168,0.7423036902960277,0.7548936636214723,0.7160316755082263
