method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateDpd_expanded672,168,28.765637826027948,28.87411581409536,4.81277117552328,20.160857445729068,42.44885057067635,168,6.220966245446887,6.038490533828735,0.9013366713461719,4.490620136260986,9.608089447021484
