sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_metric_wins,gan_metric_wins,ties,overall_metric_majority,distributional_gan_wins_out_of_5,tail_gan_wins_out_of_6,mt_gan_case,pd_cnn_case,gan_metric_majority,gan_metric_majority_but_mt_not_gan,mt_gan_tier,groups,recommendation_group,gan_winning_measures,cnn_winning_measures,tie_measures,wpd_bias_cnn,wpd_bias_gan,wpd_bias_winner,wpd_mae_cnn,wpd_mae_gan,wpd_mae_winner,wpd_rmse_cnn,wpd_rmse_gan,wpd_rmse_winner,wpd_w1_cnn,wpd_w1_gan,wpd_w1_winner,psd_log_l2_cnn,psd_log_l2_gan,psd_log_l2_winner,psd_slope_abs_delta_cnn,psd_slope_abs_delta_gan,psd_slope_abs_delta_winner,grad_mae_cnn,grad_mae_gan,grad_mae_winner,grad_w1_cnn,grad_w1_gan,grad_w1_winner,grad_kurtosis_abs_delta_cnn,grad_kurtosis_abs_delta_gan,grad_kurtosis_abs_delta_winner,exceed_frac_abs_delta_t5_cnn,exceed_frac_abs_delta_t5_gan,exceed_frac_abs_delta_t5_winner,exceed_frac_abs_delta_t10_cnn,exceed_frac_abs_delta_t10_gan,exceed_frac_abs_delta_t10_winner,exceed_frac_abs_delta_t15_cnn,exceed_frac_abs_delta_t15_gan,exceed_frac_abs_delta_t15_winner,exceed_frac_abs_delta_p90_cnn,exceed_frac_abs_delta_p90_gan,exceed_frac_abs_delta_p90_winner,exceed_frac_abs_delta_p95_cnn,exceed_frac_abs_delta_p95_gan,exceed_frac_abs_delta_p95_winner,exceed_frac_abs_delta_p99_cnn,exceed_frac_abs_delta_p99_gan,exceed_frac_abs_delta_p99_winner
162,CNN,CNN,CNN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,5,False,True,True,True,,cnn_consensus_core;gan_distributional_cases;topology_consensus_cnn,,"PSD log-L2 · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · PSD slope |Δ| · Gradient MAE · Exceedance |Δ|, p90",,3.9051628294726406,4.665789313409468,CNN,50.01418117381462,61.98094396008767,CNN,206.00998592611776,241.30364125809933,CNN,5.9008928050364835,6.236325520381047,CNN,0.4566119908055387,0.3580352869400225,GAN,0.47776837222833923,0.5869412642610219,CNN,0.16125717198332556,0.19554008203222506,CNN,0.05276201384575223,0.0468139285321841,GAN,20.984945212688633,16.065872322244033,GAN,0.005867999999999984,0.00037199999999998346,GAN,0.0016240000000000004,0.0005320000000000012,GAN,0.0003159999999999999,5.600000000000006e-05,GAN,0.0010040000000000049,0.0033319999999999877,CNN,0.0037680000000000005,0.0033359999999999987,GAN,0.000876,2.3999999999999716e-05,GAN
163,CNN,CNN,CNN,CNN,CNN,CNN,CNN,CNN,8,7,0,CNN,3,4,False,True,False,False,,cnn_consensus_core;topology_consensus_cnn,,"WPD Wasserstein-1 · PSD log-L2 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient Wasserstein-1 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95",,2.761990297121401,4.10353117139384,CNN,57.36510510860511,70.61735719628186,CNN,247.1828975804393,273.0602940869607,CNN,7.343815483158905,5.856744129359462,GAN,0.5010522428857461,0.4212877499589846,GAN,0.3799321962078579,0.7192302328319997,CNN,0.17061587974814268,0.21019545667551265,CNN,0.05263846769230294,0.05334808286599779,CNN,22.07105707281371,17.209175471341055,GAN,0.004479999999999984,0.003219999999999945,GAN,0.0023479999999999994,0.00032799999999999843,GAN,0.000464,0.00010799999999999959,GAN,0.0031240000000000018,0.0052199999999999885,CNN,0.0012840000000000004,0.004575999999999997,CNN,0.0008920000000000004,0.0004799999999999995,GAN
