sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_metric_wins,gan_metric_wins,ties,overall_metric_majority,distributional_gan_wins_out_of_5,tail_gan_wins_out_of_6,mt_gan_case,pd_cnn_case,gan_metric_majority,gan_metric_majority_but_mt_not_gan,mt_gan_tier,groups,recommendation_group,gan_winning_measures,cnn_winning_measures,tie_measures,wpd_bias_cnn,wpd_bias_gan,wpd_bias_winner,wpd_mae_cnn,wpd_mae_gan,wpd_mae_winner,wpd_rmse_cnn,wpd_rmse_gan,wpd_rmse_winner,wpd_w1_cnn,wpd_w1_gan,wpd_w1_winner,psd_log_l2_cnn,psd_log_l2_gan,psd_log_l2_winner,psd_slope_abs_delta_cnn,psd_slope_abs_delta_gan,psd_slope_abs_delta_winner,grad_mae_cnn,grad_mae_gan,grad_mae_winner,grad_w1_cnn,grad_w1_gan,grad_w1_winner,grad_kurtosis_abs_delta_cnn,grad_kurtosis_abs_delta_gan,grad_kurtosis_abs_delta_winner,exceed_frac_abs_delta_t5_cnn,exceed_frac_abs_delta_t5_gan,exceed_frac_abs_delta_t5_winner,exceed_frac_abs_delta_t10_cnn,exceed_frac_abs_delta_t10_gan,exceed_frac_abs_delta_t10_winner,exceed_frac_abs_delta_t15_cnn,exceed_frac_abs_delta_t15_gan,exceed_frac_abs_delta_t15_winner,exceed_frac_abs_delta_p90_cnn,exceed_frac_abs_delta_p90_gan,exceed_frac_abs_delta_p90_winner,exceed_frac_abs_delta_p95_cnn,exceed_frac_abs_delta_p95_gan,exceed_frac_abs_delta_p95_winner,exceed_frac_abs_delta_p99_cnn,exceed_frac_abs_delta_p99_gan,exceed_frac_abs_delta_p99_winner
93,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,3,12,0,GAN,5,6,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99",WPD MAE · WPD RMSE · Gradient MAE,,-43.239029213703674,27.524225799857504,GAN,163.5304449855864,221.5383841923986,CNN,288.73965640072527,396.13348272536916,CNN,45.93572940326813,27.93411036307122,GAN,0.9138022304007428,0.45735169898999745,GAN,1.024317050953112,0.9819039293354308,GAN,0.34020406367899453,0.3717712022734091,CNN,0.23402462931334256,0.04304778752248488,GAN,4.267304288235781,1.7926259514273042,GAN,0.005912000000000028,0.0027719999999999967,GAN,0.01541600000000004,0.008863999999999983,GAN,0.00698,0.005992000000000001,GAN,0.017072000000000004,0.0036239999999999883,GAN,0.012024,0.0025439999999999977,GAN,0.0058920000000000005,0.004932000000000001,GAN
87,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,4,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Exceedance |Δ|, s>5 · Exceedance |Δ|, p90",,-33.32442234176375,46.28189147452378,CNN,130.44176868090773,192.74653692590627,CNN,262.1011540049953,403.00373300434745,CNN,37.915879651402825,46.28429687321017,CNN,1.0756165553701342,0.4750581245781906,GAN,1.3110255201898617,1.0636986264818757,GAN,0.38108105203959836,0.4054024713420241,CNN,0.2919025971295262,0.06562228273442564,GAN,9.97882725366416,8.728274136670318,GAN,0.013087999999999989,0.01791200000000004,CNN,0.019376000000000004,0.018276000000000014,GAN,0.002476,0.0017720000000000001,GAN,0.017692,0.02502399999999999,CNN,0.014636000000000003,0.008571999999999996,GAN,0.0055000000000000005,0.0017879999999999997,GAN
89,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,4,3,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-25.048494230508606,24.5182772286426,GAN,100.52546388804555,148.8847092476253,CNN,188.43820483893782,270.73727658160755,CNN,26.84417370411422,25.346477435390177,GAN,0.8889618902379668,0.46444888647844484,GAN,1.1959041555737868,0.949797678201086,GAN,0.29438886531147523,0.333812935614588,CNN,0.2138186374817057,0.05712804350100923,GAN,1.1884943857385188,4.4945965177682226,CNN,0.007452000000000014,0.014080000000000092,CNN,0.012640000000000012,0.013932,CNN,0.000752,0.0003840000000000001,GAN,0.008680000000000007,0.00952399999999999,CNN,0.007376000000000001,0.004656,GAN,0.00626,0.0008000000000000004,GAN
98,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, p99",,-55.18521412082631,43.693403026262665,GAN,277.27179949361226,355.4595934873776,CNN,470.4165009298033,617.3170272540168,CNN,70.86666916639061,43.77738024326797,GAN,1.11998627469489,0.6798907378163731,GAN,1.3458829748636125,1.69877552522756,CNN,0.439143736691007,0.4567913324460713,CNN,0.31168765574186713,0.0711169561626742,GAN,0.5840237379154409,1.3031676366956848,CNN,0.007192000000000087,0.0019080000000000208,GAN,0.0015479999999999938,0.012028000000000039,CNN,0.0127,0.006284000000000001,GAN,0.021376000000000006,0.006615999999999997,GAN,0.01874,0.0069119999999999945,GAN,0.004756,0.0058720000000000005,CNN
112,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-52.28841563488411,36.465197262489376,GAN,234.28629066169555,320.42948424820133,CNN,400.7800729780913,553.9922486374612,CNN,62.402604830815434,41.9634294245324,GAN,0.8127646210603084,0.836718196933073,CNN,1.3667382040480016,1.8431017592140435,CNN,0.34239979448735314,0.36197160080528396,CNN,0.2588902384484838,0.04390008443275359,GAN,3.359199121830823,10.485235158056714,CNN,0.005755999999999983,0.00541999999999998,GAN,0.01130399999999998,0.018715999999999955,CNN,0.012479999999999991,0.0027399999999999924,GAN,0.01247200000000001,0.002728000000000008,GAN,0.008052000000000004,0.00029599999999999765,GAN,0.00572,0.0006280000000000001,GAN
113,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-49.671510437321956,32.51537154928348,GAN,214.89821778926535,288.4352419755194,CNN,367.32695487523756,491.40457206416943,CNN,57.77020155073254,38.697907069199225,GAN,0.7807641208992308,0.8154365081610984,CNN,1.2929522938861726,1.6656646605036327,CNN,0.3245688700172732,0.34389792994973234,CNN,0.24441240424177085,0.037970100315247314,GAN,0.1750850570750231,10.840209017286512,CNN,0.00795200000000007,0.0033440000000000136,GAN,0.013055999999999957,0.01669200000000004,CNN,0.016204000000000024,0.0007959999999999912,GAN,0.011928000000000008,0.002724000000000004,GAN,0.005303999999999996,0.0005440000000000028,GAN,0.007852,0.001988,GAN
114,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD log-L2 · Gradient Wasserstein-1 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, p95",,-43.27737412182693,26.258720537501333,GAN,205.05910503258895,272.7685378720125,CNN,350.3319193642594,449.82330068656313,CNN,49.642666040920645,33.733297138716274,GAN,0.8210154479447563,0.8132667515026558,GAN,1.1887973433916725,1.7214375741924028,CNN,0.31397800771114026,0.33074136159288536,CNN,0.22890027411812297,0.049423461584138434,GAN,3.986473966937014,10.120967799207786,CNN,0.005083999999999977,0.005372000000000043,CNN,0.01569200000000004,0.013548000000000004,GAN,0.007440000000000002,0.0023360000000000047,GAN,0.00975200000000001,0.0022120000000000056,GAN,0.0014200000000000046,0.0019479999999999983,CNN,0.004812,0.0020840000000000008,GAN
115,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>15",,-42.46859630399956,32.002982677868296,GAN,199.35359037831634,264.8325463644938,CNN,348.23996851429223,438.1668229757991,CNN,49.559924983863816,34.99096959401203,GAN,0.7703784329918865,0.8287062547258477,CNN,1.280803055426261,1.8667611200658065,CNN,0.31293359350619665,0.32976258928460284,CNN,0.22941120643874652,0.05481169108000951,GAN,0.30282166723796067,1.7877076046597296,CNN,0.008647999999999989,0.008535999999999988,GAN,0.015344000000000024,0.012699999999999989,GAN,0.0027639999999999887,0.0028519999999999934,CNN,0.011363999999999999,0.002939999999999998,GAN,0.0014040000000000025,0.0007479999999999987,GAN,0.0025960000000000002,0.00020000000000000052,GAN
116,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5",,-42.795554368443476,26.132220766126707,GAN,210.43580693428876,271.2894545526282,CNN,362.61496717091654,449.39118694972586,CNN,49.91248060240107,29.391870652115614,GAN,0.731109301673511,0.8586486560921048,CNN,1.2866180498471906,1.8709908325656106,CNN,0.3238515655975949,0.34509809848952694,CNN,0.2267249166555612,0.06049716650503097,GAN,0.44430400997815056,3.9544390498879274,CNN,0.0050120000000000164,0.01130399999999998,CNN,0.01701600000000003,0.010531999999999986,GAN,0.007192000000000004,0.0048839999999999995,GAN,0.01150000000000001,0.0014160000000000006,GAN,0.0034120000000000053,0.00043999999999999595,GAN,0.003504,0.0012440000000000003,GAN
117,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5",,-47.54667013087485,24.527381038020767,GAN,220.69277118953565,288.7618451853437,CNN,374.6434780879379,474.94341623248937,CNN,56.56480068165984,30.75819053167577,GAN,0.7445344601477326,0.8584301038120624,CNN,1.256949110386222,1.8894430738949928,CNN,0.3318583129288192,0.35666330072337205,CNN,0.23028518939603485,0.05570802830102748,GAN,1.302662781038169,2.7135691681942706,CNN,0.005767999999999995,0.008560000000000012,CNN,0.014671999999999963,0.011452000000000018,GAN,0.007716000000000001,0.005059999999999981,GAN,0.0073760000000000076,0.00015999999999999348,GAN,0.005556000000000005,0.0002600000000000033,GAN,0.0040360000000000005,0.002288,GAN
121,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-55.45921299743735,20.461402933568795,GAN,249.6108716465464,309.52539122777034,CNN,411.79087692555754,492.4645904434149,CNN,62.39005113529967,27.97613112647773,GAN,0.5020473039214008,0.5670621558344338,CNN,0.9403236532411775,0.9919052376460341,CNN,0.33688904233320444,0.3601832970127603,CNN,0.23932626459025055,0.07581278053528066,GAN,0.5176271810483613,0.6747514644365431,CNN,0.006240000000000023,0.0047320000000000695,GAN,0.007260000000000044,0.011035999999999935,CNN,0.015684000000000003,0.002591999999999983,GAN,0.005304000000000003,0.00019999999999999185,GAN,0.010776,0.00030000000000000165,GAN,0.0033360000000000004,0.002392,GAN
122,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10",,-54.147882649730704,23.85870911730003,GAN,252.37935605586932,320.07828418458104,CNN,406.86092543566497,496.9292382188164,CNN,60.99317553504668,35.471443722027146,GAN,0.4636750281846102,0.5395786682530351,CNN,0.9179413346011597,0.9765908562260596,CNN,0.33296904110795034,0.3616638867439435,CNN,0.22725154734981245,0.07944299227274017,GAN,0.3088594629675647,0.031899830523430595,GAN,0.005800000000000027,0.005948000000000064,CNN,0.0046599999999999975,0.016008000000000022,CNN,0.017083999999999988,0.005011999999999989,GAN,0.003972000000000003,0.0017279999999999934,GAN,0.009016000000000003,0.000908000000000006,GAN,0.0059240000000000004,0.0035320000000000004,GAN
124,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,4,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10",,-57.01347856102048,42.65509852464916,GAN,264.848270148093,339.05467190353255,CNN,417.8628244176423,525.4560810658708,CNN,65.5986926128819,46.83108214554476,GAN,0.46974145537450723,0.5106536567728026,CNN,0.8033724605534571,0.7965544092570773,GAN,0.33025656909486223,0.35921450434048496,CNN,0.23229553434851158,0.06567343308801447,GAN,0.44984820855345475,1.9935531828880713,CNN,0.0029919999999999947,0.0038799999999999946,CNN,0.0034440000000000026,0.018079999999999985,CNN,0.010028000000000009,0.0071440000000000115,GAN,0.009032000000000012,0.0009399999999999964,GAN,0.011004,0.002127999999999998,GAN,0.008408,0.002432,GAN
126,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,2,5,False,False,True,True,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"WPD Bias |·| · WPD Wasserstein-1 · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD MAE · WPD RMSE · PSD log-L2 · PSD slope |Δ| · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10",,-65.36837152088376,58.63032660128718,GAN,283.69151540565935,375.9306804186566,CNN,448.74884313520744,595.504660506199,CNN,76.61583927002994,70.5457451344378,GAN,0.539436721854995,0.6459511295817607,CNN,0.9328560354502057,1.0529490285571446,CNN,0.3325958376722633,0.3636141143667641,CNN,0.23005429712875228,0.051591338555431604,GAN,0.4204108658530501,8.421969821907272,CNN,0.0047199999999999465,0.0036319999999999686,GAN,0.0024960000000000537,0.023764000000000007,CNN,0.010580000000000034,0.005647999999999986,GAN,0.012912000000000007,0.008059999999999998,GAN,0.021252000000000004,0.00324,GAN,0.005568,0.0032760000000000003,GAN
162,CNN,CNN,CNN,CNN,CNN,GAN,GAN,CNN,7,8,0,GAN,3,5,False,True,True,True,,cnn_consensus_core;gan_distributional_cases;topology_consensus_cnn,,"PSD log-L2 · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · PSD slope |Δ| · Gradient MAE · Exceedance |Δ|, p90",,3.9051628294726406,4.665789313409468,CNN,50.01418117381462,61.98094396008767,CNN,206.00998592611776,241.30364125809933,CNN,5.9008928050364835,6.236325520381047,CNN,0.4566119908055387,0.3580352869400225,GAN,0.47776837222833923,0.5869412642610219,CNN,0.16125717198332556,0.19554008203222506,CNN,0.05276201384575223,0.0468139285321841,GAN,20.984945212688633,16.065872322244033,GAN,0.005867999999999984,0.00037199999999998346,GAN,0.0016240000000000004,0.0005320000000000012,GAN,0.0003159999999999999,5.600000000000006e-05,GAN,0.0010040000000000049,0.0033319999999999877,CNN,0.0037680000000000005,0.0033359999999999987,GAN,0.000876,2.3999999999999716e-05,GAN
64,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,CNN,4,3,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-19.627246167130565,26.911623817444255,CNN,82.9796006409545,116.6788404929497,CNN,199.84912407572014,264.8711723381952,CNN,19.88121211011185,27.0555239756677,CNN,0.728240652248498,0.2508320138867656,GAN,0.8402047283015968,0.5558119505249213,GAN,0.28694149538712194,0.3028176271693724,CNN,0.21994103528906228,0.036116165363567404,GAN,4.809597456437903,2.681341527331547,GAN,0.0027840000000000087,0.016216000000000008,CNN,0.009628000000000012,0.016575999999999994,CNN,0.001324,0.0005919999999999999,GAN,0.009772000000000003,0.013191999999999995,CNN,0.010600000000000005,0.006247999999999997,GAN,0.005584,0.00014800000000000056,GAN
67,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,CNN,4,3,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-25.575940267597478,37.89141917542594,CNN,97.92446000327985,143.21003530991868,CNN,208.70998937036578,279.55186925036935,CNN,28.06235987684284,38.02211926531607,CNN,0.778331358973073,0.3671434932707,GAN,0.7013720733382386,0.5071209487818696,GAN,0.2674794258865331,0.28674093379865634,CNN,0.2068497141382251,0.029515979464444217,GAN,1.907876324987587,0.31149506745871847,GAN,0.0010080000000000089,0.007935999999999943,CNN,0.012596000000000024,0.013848,CNN,0.0017959999999999999,0.000552,GAN,0.00937600000000001,0.011107999999999993,CNN,0.009568,0.009159999999999995,GAN,0.006884,0.001639999999999999,GAN
69,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,8,7,0,CNN,4,3,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Gradient kurtosis |Δ| · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95",,-38.351713057068395,67.38317562859264,CNN,162.5249497580208,235.19191191031442,CNN,327.30812662271757,476.5575852284861,CNN,45.317729430117936,67.89092913032736,CNN,0.8708830214185765,0.3525056592525556,GAN,0.7017861999660009,0.54287707343523,GAN,0.3473366608143369,0.36513927999624757,CNN,0.2614262714135732,0.03738868796487199,GAN,3.677326373800124,3.388570160115094,GAN,0.005939999999999945,0.0036319999999999686,GAN,0.01188800000000001,0.02328399999999997,CNN,0.008316,0.007504,GAN,0.015584,0.01618399999999999,CNN,0.009196000000000003,0.013271999999999992,CNN,0.00566,0.00418,GAN
71,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,CNN,3,4,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p90 · Exceedance |Δ|, p95","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, p99",,-53.35179272940681,106.75338021817807,CNN,229.53651223340512,331.95382458101216,CNN,445.0519441147778,706.2037441433105,CNN,66.61422121143934,106.94261734821085,CNN,0.8726442495338397,0.37576177719949017,GAN,0.9193528584238668,0.7377697294876159,GAN,0.39888181006615236,0.41524015091441874,CNN,0.3032407316685306,0.0620793213333198,GAN,1.5117640395685434,5.883872834903222,CNN,0.0043239999999999945,0.0025000000000000577,GAN,0.0037119999999999376,0.03453200000000001,CNN,0.015179999999999999,0.014292,GAN,0.020592,0.019204,GAN,0.015132,0.014007999999999993,GAN,0.006968,0.007007999999999999,CNN
75,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,CNN,3,4,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-59.618420092226,108.70485511644179,CNN,231.58286810903567,326.4154778538345,CNN,454.8713556766557,625.1207942811983,CNN,72.62112454952891,108.98660003835415,CNN,0.8823046974990095,0.4082641552053248,GAN,1.0711823892220949,0.8852178224721919,GAN,0.4264299281150627,0.4424147575148257,CNN,0.3208611483612714,0.08646338280951,GAN,0.31446703003205734,0.5742805029860047,CNN,0.008492000000000055,0.00611600000000001,GAN,0.0041560000000000485,0.031191999999999998,CNN,0.016239999999999997,0.014232000000000002,GAN,0.022188,0.023244,CNN,0.017804,0.016759999999999997,GAN,0.0076760000000000005,0.00456,GAN
76,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,8,7,0,CNN,3,4,False,False,False,False,,candidate_structural_hallucination_signature;cnn_consensus_core;gan_distributional_cases;pd_mt_disagreement,,"PSD log-L2 · PSD slope |Δ| · Gradient Wasserstein-1 · Exceedance |Δ|, s>5 · Exceedance |Δ|, s>15 · Exceedance |Δ|, p95 · Exceedance |Δ|, p99","WPD Bias |·| · WPD MAE · WPD RMSE · WPD Wasserstein-1 · Gradient MAE · Gradient kurtosis |Δ| · Exceedance |Δ|, s>10 · Exceedance |Δ|, p90",,-57.19312222786212,107.90084122377915,CNN,226.35655519227194,321.2985436520317,CNN,439.8333442816885,612.075373133084,CNN,67.31326375249812,108.00603079878638,CNN,0.9242426971669403,0.41967778994661536,GAN,1.1128244961281564,0.8970306413501559,GAN,0.42685687736204625,0.4462248966622707,CNN,0.3204769544948553,0.07879178349557323,GAN,0.445138720848707,0.6316131965366498,CNN,0.008352000000000026,0.005771999999999999,GAN,0.008147999999999989,0.03393199999999996,CNN,0.013751999999999999,0.010012000000000004,GAN,0.01913200000000001,0.027924000000000004,CNN,0.01736,0.017035999999999996,GAN,0.007892,0.004579999999999999,GAN
