sample_idx,pos_idx,pd_distance_candidateB_expanded2688,mt_distance_candidateB_expanded2688
0,0,22.65506814510137,5.588486671447754
1,1,22.805805116884628,5.184975624084473
2,2,23.920364962003568,6.042936325073242
3,3,24.692812514704407,5.115992069244385
4,4,24.021628630798382,5.662230968475342
5,5,23.546332014976826,5.317068099975586
6,6,23.49188780303103,6.014493465423584
7,7,23.59829303075691,5.960908889770508
8,8,23.516611340060088,6.111813545227051
9,9,23.64406336118688,6.197192192077637
10,10,24.49074110217364,5.938961029052734
11,11,25.292966902254292,6.67572546005249
12,12,25.205091948516852,6.346365451812744
13,13,24.70972036169917,6.653001308441162
14,14,23.075723791109493,5.686150550842285
15,15,21.159486913721977,5.697201728820801
16,16,19.066085799664105,5.935688018798828
17,17,17.607906993211444,5.307806968688965
18,18,17.07561999904169,5.465007305145264
19,19,17.81830836123981,5.57263708114624
20,20,20.197158596438335,6.485576629638672
21,21,25.104213833453162,8.869986534118652
22,22,30.54893695160359,6.940990447998047
23,23,31.05703348583326,8.136382102966309
24,24,31.43751655603912,7.680383682250977
25,25,32.57350981710439,7.12235689163208
26,26,33.49451936766618,7.124111175537109
27,27,33.48539228235178,6.809812068939209
28,28,33.1563740815121,8.065983772277832
29,29,33.35015832040427,6.99596643447876
30,30,32.13602128026209,7.677793502807617
31,31,31.91556852706621,7.541640758514404
32,32,31.53301147692555,7.516430377960205
33,33,31.06695442023493,7.535371780395508
34,34,30.611824236284896,6.973734378814697
35,35,29.77063940935311,7.069982051849365
36,36,29.6512775011753,6.1503496170043945
37,37,28.364440338857225,6.40215539932251
38,38,24.910772200369106,7.488003253936768
39,39,22.874294469889097,6.791373252868652
40,40,20.981356007587515,7.0698323249816895
41,41,18.858041673040525,6.286910533905029
42,42,16.73840566448791,5.998338222503662
43,43,16.060580904290077,6.360998153686523
44,44,15.408172539596501,6.342366695404053
45,45,15.88828761959271,6.159806728363037
46,46,15.120040127603037,6.035902976989746
47,47,15.496479050346421,7.19523811340332
48,48,16.242101901966524,7.181704044342041
49,49,16.408410081414104,6.516399383544922
50,50,15.925832908769928,6.243317127227783
51,51,16.035280811416353,6.209292411804199
52,52,16.516761746226614,6.3014068603515625
53,53,17.046797921702055,6.1021599769592285
54,54,17.576800927650456,5.902393817901611
55,55,18.48354181098124,5.861842155456543
56,56,19.03622573753464,6.345739841461182
57,57,18.871953508403582,5.764838218688965
58,58,19.54538178380503,6.299201965332031
59,59,20.21881706802013,6.0306878089904785
60,60,20.336113821741943,6.1026387214660645
61,61,20.649833748477683,6.160360336303711
62,62,21.5241114711918,6.900768280029297
63,63,22.14400622130441,7.240047454833984
64,64,19.496481383502267,5.783666610717773
65,65,17.472552445397326,5.403519630432129
66,66,16.190504527186196,5.577836990356445
67,67,15.216715601312716,5.377910137176514
68,68,16.075115635196866,5.420680522918701
69,69,18.29010059226351,5.342098712921143
70,70,18.846782671882572,5.464961051940918
71,71,19.326705105834847,6.828776836395264
72,72,20.697439939217286,6.439545154571533
73,73,21.551823293341076,5.758291721343994
74,74,22.40097252650214,6.800207614898682
75,75,22.666979258596005,5.687763214111328
76,76,23.489854023570818,6.321613311767578
77,77,23.770278453142115,5.885856628417969
78,78,23.399615058880787,6.594301223754883
79,79,23.833454179451074,6.304052829742432
80,80,23.42312630753043,6.197729587554932
81,81,23.31074655968036,5.932178497314453
82,82,22.924605572304095,6.272641181945801
83,83,22.27602557367648,5.881861209869385
84,84,23.285605201524305,6.038304328918457
85,85,22.74330868371914,5.976101875305176
86,86,23.026348495801276,5.778491497039795
87,87,23.863894536282025,6.853578090667725
88,88,21.91704495410782,6.616283416748047
89,89,19.64385746660972,6.275286674499512
90,90,17.71988979905734,5.712892055511475
91,91,17.209263993913773,5.868167400360107
92,92,17.966490794956723,5.794715404510498
93,93,21.635940232709274,6.619725704193115
94,94,23.5417005916507,6.035801887512207
95,95,24.043533537199718,6.500190258026123
96,96,24.343610704591423,5.771302700042725
97,97,25.388458444496752,5.24148416519165
98,98,24.99108455888611,5.316726207733154
99,99,24.963931302626854,5.9506964683532715
100,100,24.422701989990326,5.927227973937988
101,101,23.991352620547428,5.92567777633667
102,102,22.947481530381086,5.73776388168335
103,103,23.339674382481128,5.393003463745117
104,104,22.6239332812524,5.443514823913574
105,105,22.59566141788465,5.928822994232178
106,106,22.242114271305088,5.79906702041626
107,107,21.76645738448515,5.727750778198242
108,108,22.870525333752937,5.9108452796936035
109,109,22.58483882853083,5.37967586517334
110,110,23.1328353325794,5.707650184631348
111,111,22.103856931674112,6.296468257904053
112,112,21.021427127672034,5.9680495262146
113,113,19.91084280982146,5.945497512817383
114,114,19.28877820168263,5.951423168182373
115,115,19.88077789833173,5.439905643463135
116,116,20.83079706521209,5.376692771911621
117,117,22.273304964605625,6.100687026977539
118,118,24.237124535843115,7.009876251220703
119,119,23.913350067148894,5.826643943786621
120,120,24.100979697418573,5.840210914611816
121,121,23.951539137932837,5.277688503265381
122,122,23.96390099489704,5.613208770751953
123,123,23.812347673339268,6.275181770324707
124,124,23.338523029255136,6.198737621307373
