sample_idx,pos_idx,pd_distance_candidateB_expanded2688,mt_distance_candidateB_expanded2688
125,125,22.768686258743482,5.448888301849365
126,126,22.184376778367113,5.046749114990234
127,127,23.53554015225496,5.41109561920166
128,128,22.89778343308571,5.128028392791748
129,129,23.993605306152578,6.2623372077941895
130,130,24.686957774138214,5.270695209503174
131,131,26.584117554144772,6.559534549713135
132,132,28.43065475610899,6.728977203369141
133,133,28.942835518405186,6.266441345214844
134,134,26.592755582482003,5.604438304901123
135,135,25.31647564824448,5.814341068267822
136,136,24.330946285898815,6.334447383880615
137,137,23.073447211173498,4.798069477081299
138,138,22.86285987205128,5.047177314758301
139,139,22.056594352477834,4.905564308166504
140,140,23.62340367469442,5.241246700286865
141,141,26.791737349701222,7.082003593444824
142,142,29.885013414881662,7.403757572174072
143,143,28.465677744163372,6.151178359985352
144,144,28.679649285863306,5.852355003356934
145,145,28.97713302807393,6.031980991363525
146,146,27.085425164852094,6.8269362449646
147,147,25.71204481265658,6.698649883270264
148,148,24.791844683632085,6.350427150726318
149,149,22.450533357478715,6.8335700035095215
150,150,21.13442837556952,5.842928409576416
151,151,20.080866499638216,6.519160270690918
152,152,19.46383236267693,6.658609390258789
153,153,18.846339788799884,6.60235071182251
154,154,18.733956256890412,6.213982105255127
155,155,18.65076868789481,6.188361167907715
156,156,19.169860928351913,4.935438632965088
157,157,20.88290534427906,5.0117621421813965
158,158,22.598987795667085,5.495445728302002
159,159,20.097282288416,5.256216049194336
160,160,18.580371473737454,6.557303428649902
161,161,19.424784995075697,5.893233776092529
162,162,18.569178026298,5.966322898864746
163,163,19.946162426546508,6.091559886932373
164,164,21.28444766331505,6.05609655380249
165,165,21.76258004269011,5.760110855102539
166,166,22.60025879494406,7.552186965942383
167,167,22.392058187156596,7.286831855773926
