sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_expanded2688,pd_winner_before,pd_winner_after_candidateB_expanded2688,mt_winner_before,mt_winner_after_candidateB_expanded2688,was_mt_gan_win_before
100,100,31.181555022619012,20.891681214618057,24.422701989990326,5.912055015563965,7.617006778717041,5.927227973937988,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,23.991352620547428,5.357294082641602,7.0666680335998535,5.92567777633667,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,22.947481530381086,5.164434909820557,8.231893539428711,5.73776388168335,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,23.339674382481128,5.102769374847412,6.314839839935303,5.393003463745117,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,22.6239332812524,4.829194068908691,7.393864154815674,5.443514823913574,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,22.59566141788465,5.33697509765625,6.823482513427734,5.928822994232178,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,22.242114271305088,5.767349720001221,6.75129508972168,5.79906702041626,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,21.76645738448515,5.574344635009766,7.6041154861450195,5.727750778198242,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,22.870525333752937,5.6898322105407715,7.595790386199951,5.9108452796936035,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,22.58483882853083,5.088190078735352,7.198193550109863,5.37967586517334,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,23.1328353325794,5.806641101837158,6.568319320678711,5.707650184631348,gan,gan,cnn,candidateB_expanded2688,0
111,111,28.17742348677506,18.815230764049467,22.103856931674112,5.513612270355225,8.167459487915039,6.296468257904053,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,21.021427127672034,5.637857913970947,6.682409286499023,5.9680495262146,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,19.91084280982146,5.502909183502197,6.949485778808594,5.945497512817383,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,19.28877820168263,5.123978614807129,5.899235248565674,5.951423168182373,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,19.88077789833173,4.689971923828125,7.232174873352051,5.439905643463135,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,20.83079706521209,5.35050630569458,7.636551856994629,5.376692771911621,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,22.273304964605625,5.260716915130615,8.683184623718262,6.100687026977539,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,24.237124535843115,6.84329080581665,9.465571403503418,7.009876251220703,gan,gan,cnn,cnn,0
119,119,27.187847892928154,20.557132674744736,23.913350067148894,5.218785285949707,6.129123687744141,5.826643943786621,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,24.100979697418573,4.889072418212891,7.93386173248291,5.840210914611816,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,23.951539137932837,5.373913288116455,7.535200595855713,5.277688503265381,gan,gan,cnn,candidateB_expanded2688,0
122,122,28.017758663142306,22.491589595860475,23.96390099489704,5.264456272125244,7.450175762176514,5.613208770751953,gan,gan,cnn,cnn,0
