sample_idx,pos_idx,pd_distance_candidateC_expanded672,mt_distance_candidateC_expanded672
0,0,22.779971627899798,6.015648365020752
1,1,22.98930208886711,5.411390781402588
2,2,24.349361916406416,5.783077716827393
3,3,23.838635358620134,5.492522239685059
4,4,22.90482962620194,5.545997619628906
5,5,23.984372209558792,5.509152412414551
6,6,24.872613833944065,5.845476150512695
7,7,25.292419910764103,5.799372673034668
8,8,26.19000788379003,6.25283145904541
9,9,25.752111253581738,6.029423713684082
10,10,25.50680321362735,6.0416059494018555
11,11,24.465620328207624,6.4352521896362305
12,12,25.133332707184184,6.600692272186279
13,13,24.917573847184133,6.8907151222229
14,14,24.386954335160464,5.737804889678955
15,15,23.544317828628014,5.393518447875977
16,16,21.371276949030513,6.034834384918213
17,17,18.846240811475546,5.3049492835998535
18,18,18.317351078633045,5.746087074279785
19,19,17.846265378543304,6.272337436676025
20,20,18.80861024409162,6.6531219482421875
21,21,23.235074972810015,9.191052436828613
22,22,28.5419813875417,7.776407241821289
23,23,30.441086605010963,8.66211223602295
24,24,30.840745537835307,7.884737014770508
25,25,31.583198071445526,6.824924945831299
26,26,31.17428101724288,7.25148344039917
27,27,32.69108620257866,7.10932731628418
28,28,33.335799025447045,7.745926380157471
29,29,34.46306700795985,6.643204689025879
30,30,34.10628794458217,7.441563129425049
31,31,34.37080992407485,7.278102397918701
32,32,33.037481155258504,7.294941425323486
33,33,32.90269732408584,7.34784460067749
34,34,32.56495754657724,6.629811763763428
35,35,32.23505650748889,6.6837992668151855
36,36,32.137311919770745,6.2488179206848145
37,37,30.222148137871244,6.4515581130981445
38,38,26.538678133165128,7.991919994354248
39,39,22.767175382475884,7.4736223220825195
40,40,21.5671393286438,7.608462333679199
41,41,19.889706036178314,6.150312900543213
42,42,17.30966259061729,6.392810344696045
43,43,15.87234516003264,7.099085330963135
44,44,14.772216183127833,6.300282955169678
45,45,15.27457364638959,6.456663131713867
46,46,15.60563995134381,6.284658432006836
47,47,16.144810837134187,6.420487880706787
48,48,16.91972282795031,6.937081336975098
49,49,17.07457658744822,6.59809684753418
50,50,16.44444943950843,6.318945407867432
51,51,17.014491227866124,6.139371395111084
52,52,17.79782749509276,6.102642059326172
53,53,18.188038797166385,5.785285949707031
54,54,19.057381540779456,6.839572906494141
55,55,20.205721665410156,6.9282026290893555
56,56,20.88727972613588,6.160684585571289
57,57,21.392085685881597,7.229883193969727
58,58,22.082182093725418,6.300564765930176
59,59,22.508621126415125,6.017858982086182
60,60,22.547430659725347,6.353546619415283
61,61,23.00497834443257,6.248137950897217
62,62,24.448523092675156,7.021181106567383
63,63,25.445813758562473,6.804335594177246
64,64,21.41493258320501,5.998878479003906
65,65,19.462226155392536,5.37666654586792
66,66,18.07183364522053,5.085268974304199
67,67,17.141399771868834,4.920238971710205
68,68,17.69236544483615,5.038295745849609
69,69,20.33622657918161,5.190819263458252
70,70,20.690547380309948,5.216916084289551
71,71,21.351296278138317,5.202542781829834
72,72,22.915940792472014,5.072038650512695
73,73,24.12510236394623,5.917361736297607
74,74,25.425023695476156,5.717067241668701
75,75,25.668795826724395,5.397069454193115
76,76,26.383136701575165,5.982507705688477
77,77,26.75945291970148,6.680509090423584
78,78,26.935089723727977,6.332452297210693
79,79,27.311830910825037,6.603504180908203
80,80,26.710334189313162,6.084507465362549
81,81,26.64815679511727,5.542291641235352
82,82,26.239699169964414,6.219216823577881
83,83,26.17251471121606,5.867326736450195
84,84,26.43844131518835,6.350708484649658
85,85,25.776162102123386,5.8054280281066895
86,86,26.164399990797147,6.0646514892578125
87,87,26.555719243484415,6.751161098480225
88,88,23.61057660976597,6.151357650756836
89,89,21.49385620681591,6.085163116455078
90,90,19.036661513055265,5.356272220611572
91,91,18.923227255387456,6.084449768066406
92,92,19.357820282839615,5.723597049713135
93,93,21.894329847883256,6.037567615509033
94,94,23.271727437545945,5.960093975067139
95,95,24.068725019638283,5.691632270812988
96,96,25.729070888064882,5.276476860046387
97,97,26.539171497326837,5.170686721801758
98,98,26.665537542011105,5.147730827331543
99,99,27.13077747404603,5.764950275421143
100,100,26.63916393863543,5.67294979095459
101,101,26.043442508075174,5.517888069152832
102,102,24.909441085278218,5.594320774078369
103,103,25.114447349531158,5.287236213684082
104,104,25.241286041082333,5.190883159637451
105,105,25.79759495422678,5.670195579528809
106,106,25.736409270729474,5.7450385093688965
107,107,25.235348921535405,5.517124652862549
108,108,25.66807837588943,5.707033157348633
109,109,25.05150889482985,5.415536880493164
110,110,25.63414754812258,5.857694625854492
111,111,24.507790573838268,5.664505481719971
112,112,23.95629252056348,5.8534836769104
113,113,22.392708960612577,5.561160087585449
114,114,21.318352727127422,5.2562737464904785
115,115,21.694755005369306,4.986963272094727
116,116,22.400208431220154,5.689163684844971
117,117,23.351125172793846,6.007434844970703
118,118,25.048616232582855,7.018591403961182
119,119,25.308386342650383,5.444046497344971
120,120,24.787139959788448,5.2621893882751465
