sample_idx,pos_idx,pd_distance_candidateC_expanded672,mt_distance_candidateC_expanded672
121,121,25.06874328239472,4.868597507476807
122,122,24.54820725800618,5.3513593673706055
123,123,24.854170526206598,5.405816078186035
124,124,25.074273231650185,5.684560775756836
125,125,24.498567564334273,4.723207473754883
126,126,24.92915125720984,4.435988426208496
127,127,26.532358598205267,4.8441009521484375
128,128,25.56768929012104,4.734567165374756
129,129,26.84959760335384,5.284569263458252
130,130,26.604327243125102,5.277567386627197
131,131,28.969375427754844,6.364362716674805
132,132,30.439708476725748,8.08650016784668
133,133,30.96086851654508,7.473347187042236
134,134,28.881272769625422,6.4527668952941895
135,135,27.34637317884021,6.868958473205566
136,136,24.758655312373097,5.916501522064209
137,137,23.864970936607676,4.711451053619385
138,138,23.016930702473825,4.775520324707031
139,139,22.27021960378396,5.061279773712158
140,140,23.76911194300496,5.147464752197266
141,141,27.328599195147273,5.72821044921875
142,142,29.00043740705447,6.028304576873779
143,143,27.749082319974953,5.977174282073975
144,144,27.05324667414489,5.78859281539917
145,145,25.477637647385315,5.9551568031311035
146,146,25.41088670473499,6.543527603149414
147,147,23.95156026052134,6.615417957305908
148,148,22.723391081260107,6.087587833404541
149,149,21.815885477837227,6.66361141204834
150,150,20.9201601916062,5.653749465942383
151,151,20.394433451282616,6.464873313903809
152,152,20.206634483758346,6.455610752105713
153,153,20.06943230149525,6.515666484832764
154,154,20.317922193439856,6.282828330993652
155,155,20.24157279812781,5.737997531890869
156,156,20.812250779511455,5.226588726043701
157,157,21.94147473721152,4.702785491943359
158,158,24.510613084967005,5.666861057281494
159,159,22.209978169668716,5.700667858123779
160,160,19.467667577697345,6.746585845947266
161,161,18.70681053466351,6.781191825866699
162,162,17.971295994771754,4.772650241851807
163,163,19.08885875551856,5.579260349273682
164,164,20.645755713541547,5.62557315826416
165,165,21.887131178153652,6.151494979858398
166,166,23.015055188859296,6.80085563659668
167,167,22.532811876189317,7.119477272033691
