sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateC_expanded672,mt_distance_cnn,mt_distance_gan,mt_distance_candidateC_expanded672,pd_winner_before,pd_winner_after_candidateC_expanded672,mt_winner_before,mt_winner_after_candidateC_expanded672,was_mt_gan_win_before
32,32,38.55925876668554,30.547158977309156,33.037481155258504,7.461033821105957,19.229158401489258,7.294941425323486,gan,gan,cnn,candidateC_expanded672,0
33,33,38.39305861348763,30.400139282712473,32.90269732408584,6.76971960067749,20.00556755065918,7.34784460067749,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,32.56495754657724,6.323113918304443,19.445999145507812,6.629811763763428,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,32.23505650748889,6.2719197273254395,14.435929298400879,6.6837992668151855,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,32.137311919770745,6.097905158996582,9.26945686340332,6.2488179206848145,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,30.222148137871244,6.489102840423584,9.59257698059082,6.4515581130981445,gan,gan,cnn,candidateC_expanded672,0
38,38,29.159912858159764,23.780350003542182,26.538678133165128,6.054014682769775,7.416414260864258,7.991919994354248,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,22.767175382475884,5.873856067657471,8.546488761901855,7.4736223220825195,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,21.5671393286438,5.6310811042785645,8.988521575927734,7.608462333679199,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,19.889706036178314,5.389686584472656,8.901470184326172,6.150312900543213,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,17.30966259061729,5.757840156555176,7.383090972900391,6.392810344696045,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,15.87234516003264,5.7682366371154785,7.053122520446777,7.099085330963135,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,14.772216183127833,6.20600700378418,7.041088581085205,6.300282955169678,gan,gan,cnn,cnn,0
45,45,20.528037851461004,13.609391097429418,15.27457364638959,6.566225528717041,6.773196697235107,6.456663131713867,gan,gan,cnn,candidateC_expanded672,0
46,46,20.678325640697178,16.27228595124608,15.60563995134381,6.243154048919678,6.650214672088623,6.284658432006836,gan,candidateC_expanded672,cnn,cnn,0
47,47,22.201753073772625,13.108895112859523,16.144810837134187,6.789880752563477,7.498397350311279,6.420487880706787,gan,gan,cnn,candidateC_expanded672,0
48,48,22.832495463547907,13.107025960847848,16.91972282795031,7.081502437591553,6.682991981506348,6.937081336975098,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,17.07457658744822,6.3195295333862305,7.889017105102539,6.59809684753418,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,16.44444943950843,6.3856120109558105,6.713321685791016,6.318945407867432,gan,gan,cnn,candidateC_expanded672,0
51,51,21.75849079768097,16.03686368056312,17.014491227866124,5.902731418609619,7.996896266937256,6.139371395111084,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,17.79782749509276,5.69123649597168,7.0050048828125,6.102642059326172,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,18.188038797166385,5.261850833892822,7.919146537780762,5.785285949707031,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,19.057381540779456,5.500187397003174,9.581897735595703,6.839572906494141,gan,gan,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,20.205721665410156,5.2683796882629395,7.846588134765625,6.9282026290893555,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,20.88727972613588,5.488292217254639,7.826909065246582,6.160684585571289,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,21.392085685881597,5.463809013366699,6.805661201477051,7.229883193969727,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,22.082182093725418,6.08959436416626,8.349846839904785,6.300564765930176,gan,gan,cnn,cnn,0
59,59,25.864386079507888,18.65101850934172,22.508621126415125,5.546851634979248,7.89148473739624,6.017858982086182,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,22.547430659725347,5.321651458740234,8.357301712036133,6.353546619415283,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,23.00497834443257,5.346891403198242,8.12722110748291,6.248137950897217,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,24.448523092675156,6.720277786254883,6.650205135345459,7.021181106567383,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,25.445813758562473,7.660599708557129,7.5776286125183105,6.804335594177246,gan,gan,gan,candidateC_expanded672,1
64,64,24.7100597287657,16.701032359601633,21.41493258320501,5.944510459899902,7.137726306915283,5.998878479003906,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,19.462226155392536,5.820770263671875,5.576780319213867,5.37666654586792,gan,gan,gan,candidateC_expanded672,1
66,66,20.981857591368968,15.979342195015368,18.07183364522053,5.701828956604004,6.4086198806762695,5.085268974304199,gan,gan,cnn,candidateC_expanded672,0
67,67,20.679919922717943,14.773695042869097,17.141399771868834,5.030301094055176,6.6433844566345215,4.920238971710205,gan,gan,cnn,candidateC_expanded672,0
68,68,21.77134223692748,15.500930745161975,17.69236544483615,6.074338436126709,5.670867919921875,5.038295745849609,gan,gan,gan,candidateC_expanded672,1
69,69,24.168055816700438,16.112222498232782,20.33622657918161,5.17050838470459,6.406604290008545,5.190819263458252,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,20.690547380309948,5.396136283874512,5.861793041229248,5.216916084289551,gan,gan,cnn,candidateC_expanded672,0
71,71,25.505047306429027,18.465741214218955,21.351296278138317,5.1588335037231445,7.186563014984131,5.202542781829834,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,22.915940792472014,4.796044826507568,5.719583988189697,5.072038650512695,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,24.12510236394623,4.9851861000061035,5.75114631652832,5.917361736297607,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,25.425023695476156,4.782100200653076,5.644299030303955,5.717067241668701,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,25.668795826724395,5.201173305511475,5.680557727813721,5.397069454193115,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,26.383136701575165,5.207019329071045,6.450347900390625,5.982507705688477,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,26.75945291970148,6.132026672363281,6.000014781951904,6.680509090423584,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,26.935089723727977,5.8028388023376465,7.092807292938232,6.332452297210693,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,27.311830910825037,6.856454849243164,6.467032432556152,6.603504180908203,gan,gan,gan,gan,1
80,80,30.086252753371088,20.744918439924255,26.710334189313162,6.982686519622803,6.176682472229004,6.084507465362549,gan,gan,gan,candidateC_expanded672,1
81,81,29.68907403762892,20.982889067881906,26.64815679511727,6.426537990570068,7.567525863647461,5.542291641235352,gan,gan,cnn,candidateC_expanded672,0
82,82,28.90089773637945,20.81634708740007,26.239699169964414,7.1840739250183105,6.303605079650879,6.219216823577881,gan,gan,gan,candidateC_expanded672,1
83,83,28.194313716720707,21.794751727168247,26.17251471121606,6.560110569000244,6.599743366241455,5.867326736450195,gan,gan,cnn,candidateC_expanded672,0
84,84,29.14514380262554,21.106373639070085,26.43844131518835,5.271510124206543,8.559276580810547,6.350708484649658,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,25.776162102123386,5.609640121459961,7.718591690063477,5.8054280281066895,gan,gan,cnn,cnn,0
86,86,29.195361276159034,18.84606490909817,26.164399990797147,5.25334358215332,9.43416690826416,6.0646514892578125,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,26.555719243484415,6.509652614593506,7.174471855163574,6.751161098480225,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,23.61057660976597,6.411813259124756,6.487721920013428,6.151357650756836,gan,gan,cnn,candidateC_expanded672,0
89,89,24.29846982632471,17.197907308437554,21.49385620681591,6.017302513122559,6.256072521209717,6.085163116455078,gan,gan,cnn,cnn,0
90,90,22.206834090995343,17.32676746960286,19.036661513055265,5.257880687713623,5.663510322570801,5.356272220611572,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,18.923227255387456,5.508337497711182,5.519831657409668,6.084449768066406,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,19.357820282839615,5.735818386077881,5.677903175354004,5.723597049713135,gan,gan,gan,gan,1
93,93,24.402894658345392,18.13548367922437,21.894329847883256,6.506997585296631,6.816009521484375,6.037567615509033,gan,gan,cnn,candidateC_expanded672,0
94,94,24.570031527820365,20.006869187749356,23.271727437545945,5.102908611297607,6.517361164093018,5.960093975067139,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,24.068725019638283,5.015480041503906,6.677723407745361,5.691632270812988,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,25.729070888064882,5.121858596801758,7.258078575134277,5.276476860046387,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,26.539171497326837,5.011539936065674,7.223494529724121,5.170686721801758,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,26.665537542011105,4.942448139190674,8.764951705932617,5.147730827331543,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,27.13077747404603,5.342334747314453,7.760592460632324,5.764950275421143,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,26.63916393863543,5.912055015563965,7.617006778717041,5.67294979095459,gan,gan,cnn,candidateC_expanded672,0
101,101,30.40796712150836,20.937383941054357,26.043442508075174,5.357294082641602,7.0666680335998535,5.517888069152832,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,24.909441085278218,5.164434909820557,8.231893539428711,5.594320774078369,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,25.114447349531158,5.102769374847412,6.314839839935303,5.287236213684082,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,25.241286041082333,4.829194068908691,7.393864154815674,5.190883159637451,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,25.79759495422678,5.33697509765625,6.823482513427734,5.670195579528809,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,25.736409270729474,5.767349720001221,6.75129508972168,5.7450385093688965,gan,gan,cnn,candidateC_expanded672,0
107,107,29.64376642955138,20.682183399063746,25.235348921535405,5.574344635009766,7.6041154861450195,5.517124652862549,gan,gan,cnn,candidateC_expanded672,0
108,108,28.940126674621943,21.1993064034262,25.66807837588943,5.6898322105407715,7.595790386199951,5.707033157348633,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,25.05150889482985,5.088190078735352,7.198193550109863,5.415536880493164,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,25.63414754812258,5.806641101837158,6.568319320678711,5.857694625854492,gan,gan,cnn,cnn,0
111,111,28.17742348677506,18.815230764049467,24.507790573838268,5.513612270355225,8.167459487915039,5.664505481719971,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,23.95629252056348,5.637857913970947,6.682409286499023,5.8534836769104,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,22.392708960612577,5.502909183502197,6.949485778808594,5.561160087585449,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,21.318352727127422,5.123978614807129,5.899235248565674,5.2562737464904785,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,21.694755005369306,4.689971923828125,7.232174873352051,4.986963272094727,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,22.400208431220154,5.35050630569458,7.636551856994629,5.689163684844971,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,23.351125172793846,5.260716915130615,8.683184623718262,6.007434844970703,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,25.048616232582855,6.84329080581665,9.465571403503418,7.018591403961182,gan,gan,cnn,cnn,0
119,119,27.187847892928154,20.557132674744736,25.308386342650383,5.218785285949707,6.129123687744141,5.444046497344971,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,24.787139959788448,4.889072418212891,7.93386173248291,5.2621893882751465,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,25.06874328239472,5.373913288116455,7.535200595855713,4.868597507476807,gan,gan,cnn,candidateC_expanded672,0
122,122,28.017758663142306,22.491589595860475,24.54820725800618,5.264456272125244,7.450175762176514,5.3513593673706055,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,24.854170526206598,6.196282386779785,8.431406021118164,5.405816078186035,gan,gan,cnn,candidateC_expanded672,0
124,124,28.184626374879375,22.119830159019614,25.074273231650185,6.166434288024902,6.818744659423828,5.684560775756836,gan,gan,cnn,candidateC_expanded672,0
125,125,28.43981263564626,21.313574573250694,24.498567564334273,5.748098373413086,10.086677551269531,4.723207473754883,gan,gan,cnn,candidateC_expanded672,0
126,126,28.023492407781937,22.88972837862729,24.92915125720984,4.992148399353027,8.052214622497559,4.435988426208496,gan,gan,cnn,candidateC_expanded672,0
127,127,30.000730217921266,24.85609607980766,26.532358598205267,5.114649772644043,13.074076652526855,4.8441009521484375,gan,gan,cnn,candidateC_expanded672,0
128,128,28.391923421353447,23.315252316365218,25.56768929012104,5.476268768310547,7.28298807144165,4.734567165374756,gan,gan,cnn,candidateC_expanded672,0
129,129,29.465245102227872,24.209883048645104,26.84959760335384,5.373117923736572,9.33877944946289,5.284569263458252,gan,gan,cnn,candidateC_expanded672,0
130,130,30.27324308013254,23.783031491875988,26.604327243125102,5.609683513641357,11.313863754272461,5.277567386627197,gan,gan,cnn,candidateC_expanded672,0
131,131,33.0539968727652,25.23355611194131,28.969375427754844,6.2030792236328125,12.011610984802246,6.364362716674805,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,30.439708476725748,6.331444263458252,12.388164520263672,8.08650016784668,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,30.96086851654508,6.299666404724121,7.647167682647705,7.473347187042236,gan,gan,cnn,cnn,0
134,134,32.518921837890055,23.04058254540847,28.881272769625422,7.141453742980957,13.276667594909668,6.4527668952941895,gan,gan,cnn,candidateC_expanded672,0
135,135,29.944179549584543,20.502693507156053,27.34637317884021,6.298990726470947,11.993122100830078,6.868958473205566,gan,gan,cnn,cnn,0
136,136,27.83279512215704,19.71188765946126,24.758655312373097,6.232182025909424,6.450465202331543,5.916501522064209,gan,gan,cnn,candidateC_expanded672,0
137,137,26.69652879915387,18.35521341147029,23.864970936607676,5.208233833312988,9.66958236694336,4.711451053619385,gan,gan,cnn,candidateC_expanded672,0
138,138,26.265900126493325,18.5898403985513,23.016930702473825,5.562473773956299,8.217479705810547,4.775520324707031,gan,gan,cnn,candidateC_expanded672,0
139,139,25.72843674372112,17.55339321269266,22.27021960378396,5.6482439041137695,9.790724754333496,5.061279773712158,gan,gan,cnn,candidateC_expanded672,0
140,140,26.928885115678263,17.632487734588345,23.76911194300496,5.719569206237793,11.421890258789062,5.147464752197266,gan,gan,cnn,candidateC_expanded672,0
141,141,30.122683212798776,22.35126448334632,27.328599195147273,6.186624050140381,8.889102935791016,5.72821044921875,gan,gan,cnn,candidateC_expanded672,0
142,142,31.864668972443802,25.40867751345393,29.00043740705447,7.186554908752441,8.55953311920166,6.028304576873779,gan,gan,cnn,candidateC_expanded672,0
143,143,31.729557469133276,25.608920781987035,27.749082319974953,5.864097595214844,9.649337768554688,5.977174282073975,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,27.05324667414489,5.560759544372559,9.771649360656738,5.78859281539917,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,25.477637647385315,5.902344226837158,8.558032035827637,5.9551568031311035,gan,gan,cnn,cnn,0
146,146,29.28670842660694,23.86618294113101,25.41088670473499,5.959416389465332,7.056334018707275,6.543527603149414,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,23.95156026052134,5.6108717918396,6.8347039222717285,6.615417957305908,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,22.723391081260107,5.0148024559021,8.882506370544434,6.087587833404541,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,21.815885477837227,5.752551078796387,8.038224220275879,6.66361141204834,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,20.9201601916062,5.291886329650879,7.924254417419434,5.653749465942383,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,20.394433451282616,5.580901145935059,7.460690975189209,6.464873313903809,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,20.206634483758346,5.931854248046875,8.478921890258789,6.455610752105713,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,20.06943230149525,6.290019989013672,6.548172950744629,6.515666484832764,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,20.317922193439856,5.889771461486816,5.736759185791016,6.282828330993652,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,20.24157279812781,6.413660526275635,6.612644195556641,5.737997531890869,gan,gan,cnn,candidateC_expanded672,0
156,156,25.16401321091786,17.879759557761357,20.812250779511455,5.162914276123047,9.264598846435547,5.226588726043701,gan,gan,cnn,cnn,0
157,157,25.57399551509901,18.686237526393793,21.94147473721152,4.567626476287842,8.282842636108398,4.702785491943359,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,24.510613084967005,5.708489894866943,8.312358856201172,5.666861057281494,gan,gan,cnn,candidateC_expanded672,0
159,159,24.310343375521082,19.84507792462866,22.209978169668716,5.012121677398682,10.700226783752441,5.700667858123779,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,19.467667577697345,5.1832075119018555,13.9108247756958,6.746585845947266,gan,candidateC_expanded672,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,18.70681053466351,5.7158894538879395,11.7100830078125,6.781191825866699,gan,candidateC_expanded672,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,17.971295994771754,4.5405659675598145,9.695740699768066,4.772650241851807,cnn,candidateC_expanded672,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.08885875551856,5.698920726776123,6.788956165313721,5.579260349273682,cnn,candidateC_expanded672,cnn,candidateC_expanded672,0
164,164,21.46365087746109,18.82963529736202,20.645755713541547,5.2430009841918945,10.968896865844727,5.62557315826416,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,21.887131178153652,5.059387683868408,11.26945972442627,6.151494979858398,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,23.015055188859296,6.106489181518555,10.583955764770508,6.80085563659668,gan,gan,cnn,cnn,0
167,167,23.479887971191566,21.661112948338108,22.532811876189317,5.800627708435059,7.244186878204346,7.119477272033691,gan,gan,cnn,cnn,0
