key,method,pd_distance,mt_distance,error
candidateD_s0_speed_p160_x0_y0,candidateD,24.683676119567686,4.993719100952148,
candidateD_s100_speed_p160_x0_y0,candidateD,31.388199852379863,5.829706192016602,
candidateD_s101_speed_p160_x0_y0,candidateD,30.624288989654467,5.4021315574646,
candidateD_s102_speed_p160_x0_y0,candidateD,29.461217508148987,5.250206470489502,
candidateD_s103_speed_p160_x0_y0,candidateD,29.77834363494502,5.222558975219727,
candidateD_s104_speed_p160_x0_y0,candidateD,29.40886784406181,4.97959041595459,
candidateD_s105_speed_p160_x0_y0,candidateD,29.58547305093652,5.304689884185791,
candidateD_s106_speed_p160_x0_y0,candidateD,30.250234638587145,5.87253475189209,
candidateD_s107_speed_p160_x0_y0,candidateD,29.7817944925173,5.6337761878967285,
candidateD_s108_speed_p160_x0_y0,candidateD,29.127502658225698,5.772404193878174,
candidateD_s109_speed_p160_x0_y0,candidateD,29.102238176616535,5.133578777313232,
candidateD_s10_speed_p160_x0_y0,candidateD,30.47240511186248,6.824599266052246,
candidateD_s110_speed_p160_x0_y0,candidateD,29.626208356245282,5.855480670928955,
candidateD_s111_speed_p160_x0_y0,candidateD,28.302984026496482,5.561340808868408,
candidateD_s112_speed_p160_x0_y0,candidateD,27.702485233834498,5.669870853424072,
candidateD_s113_speed_p160_x0_y0,candidateD,26.22320476083456,5.491698265075684,
candidateD_s114_speed_p160_x0_y0,candidateD,24.756100413311902,4.992011547088623,
candidateD_s115_speed_p160_x0_y0,candidateD,25.482488206747124,4.662165641784668,
candidateD_s116_speed_p160_x0_y0,candidateD,25.34002999372419,5.2964887619018555,
candidateD_s117_speed_p160_x0_y0,candidateD,27.3961422319389,5.356403827667236,
candidateD_s118_speed_p160_x0_y0,candidateD,28.287528153366956,6.324983596801758,
candidateD_s119_speed_p160_x0_y0,candidateD,27.493727287927513,5.211075305938721,
candidateD_s11_speed_p160_x0_y0,candidateD,29.645172112987904,5.8404622077941895,
candidateD_s120_speed_p160_x0_y0,candidateD,28.38366964413251,4.913846969604492,
candidateD_s121_speed_p160_x0_y0,candidateD,29.33316583946583,5.412436485290527,
candidateD_s122_speed_p160_x0_y0,candidateD,28.205828282390396,5.51861572265625,
candidateD_s123_speed_p160_x0_y0,candidateD,29.356296664259194,6.227258205413818,
candidateD_s124_speed_p160_x0_y0,candidateD,28.554149912386013,6.097352027893066,
candidateD_s125_speed_p160_x0_y0,candidateD,28.88561766864233,5.831838607788086,
candidateD_s126_speed_p160_x0_y0,candidateD,28.49348550064688,5.118622779846191,
candidateD_s127_speed_p160_x0_y0,candidateD,30.528324249738446,5.359185695648193,
candidateD_s128_speed_p160_x0_y0,candidateD,29.203626115390442,5.795632362365723,
candidateD_s129_speed_p160_x0_y0,candidateD,30.571620255134047,5.665956020355225,
candidateD_s12_speed_p160_x0_y0,candidateD,31.126058913726784,6.9601335525512695,
candidateD_s130_speed_p160_x0_y0,candidateD,31.168854641061355,6.481670379638672,
candidateD_s131_speed_p160_x0_y0,candidateD,33.93648499484935,7.060608386993408,
candidateD_s132_speed_p160_x0_y0,candidateD,35.037342165795934,7.726917743682861,
candidateD_s133_speed_p160_x0_y0,candidateD,35.50707705098488,8.077369689941406,
candidateD_s134_speed_p160_x0_y0,candidateD,33.43201174243943,7.449225425720215,
candidateD_s135_speed_p160_x0_y0,candidateD,31.04845450512067,7.415248870849609,
candidateD_s136_speed_p160_x0_y0,candidateD,28.789865149450364,7.090490341186523,
candidateD_s137_speed_p160_x0_y0,candidateD,27.737875375497296,5.431000709533691,
candidateD_s138_speed_p160_x0_y0,candidateD,27.051359372858492,5.899920463562012,
candidateD_s139_speed_p160_x0_y0,candidateD,26.36047089329485,6.126804351806641,
candidateD_s13_speed_p160_x0_y0,candidateD,30.018923304864412,6.43726110458374,
candidateD_s140_speed_p160_x0_y0,candidateD,27.8818182858136,6.085495948791504,
candidateD_s141_speed_p160_x0_y0,candidateD,31.130429021564556,6.736563205718994,
candidateD_s142_speed_p160_x0_y0,candidateD,32.992328958327576,7.80361795425415,
candidateD_s143_speed_p160_x0_y0,candidateD,32.596004786907464,6.780709266662598,
candidateD_s144_speed_p160_x0_y0,candidateD,33.16717651558405,5.780819416046143,
candidateD_s145_speed_p160_x0_y0,candidateD,31.735252866881204,5.677913188934326,
candidateD_s146_speed_p160_x0_y0,candidateD,30.69585214493906,6.4972333908081055,
candidateD_s147_speed_p160_x0_y0,candidateD,28.278052100411355,5.973606586456299,
candidateD_s148_speed_p160_x0_y0,candidateD,27.704577483283792,5.519075393676758,
candidateD_s149_speed_p160_x0_y0,candidateD,26.532998452651093,6.371006965637207,
candidateD_s14_speed_p160_x0_y0,candidateD,29.054080433402845,5.833683013916016,
candidateD_s150_speed_p160_x0_y0,candidateD,25.27305855735559,5.734366416931152,
candidateD_s151_speed_p160_x0_y0,candidateD,25.152184264245495,6.293393135070801,
candidateD_s152_speed_p160_x0_y0,candidateD,25.367746052698113,5.865227699279785,
candidateD_s153_speed_p160_x0_y0,candidateD,25.673673313707884,6.496457099914551,
candidateD_s154_speed_p160_x0_y0,candidateD,25.539388767117153,5.971219539642334,
candidateD_s155_speed_p160_x0_y0,candidateD,26.248831428274258,6.170210838317871,
candidateD_s156_speed_p160_x0_y0,candidateD,25.29659753528589,5.939535140991211,
candidateD_s157_speed_p160_x0_y0,candidateD,25.892498480391875,4.610558032989502,
candidateD_s158_speed_p160_x0_y0,candidateD,27.4553785564508,5.864597320556641,
candidateD_s159_speed_p160_x0_y0,candidateD,24.64474085474954,4.95396614074707,
candidateD_s15_speed_p160_x0_y0,candidateD,27.15264144617979,5.410351276397705,
candidateD_s160_speed_p160_x0_y0,candidateD,21.59640904925632,5.435678482055664,
candidateD_s161_speed_p160_x0_y0,candidateD,19.948195591147787,5.2103776931762695,
candidateD_s162_speed_p160_x0_y0,candidateD,18.274990380390033,4.400572776794434,
candidateD_s163_speed_p160_x0_y0,candidateD,19.26415052356629,5.37227201461792,
candidateD_s164_speed_p160_x0_y0,candidateD,21.863973909522105,5.558727741241455,
candidateD_s165_speed_p160_x0_y0,candidateD,23.28420006349813,5.207399845123291,
candidateD_s166_speed_p160_x0_y0,candidateD,24.331340857390746,5.074124813079834,
candidateD_s167_speed_p160_x0_y0,candidateD,24.011005434332045,5.296782970428467,
candidateD_s16_speed_p160_x0_y0,candidateD,24.336207554963806,6.249549388885498,
candidateD_s17_speed_p160_x0_y0,candidateD,21.561953888748825,5.410549163818359,
candidateD_s18_speed_p160_x0_y0,candidateD,21.194063610024017,6.2932610511779785,
candidateD_s19_speed_p160_x0_y0,candidateD,21.66998695928854,7.106877326965332,
candidateD_s1_speed_p160_x0_y0,candidateD,25.013869556598475,4.859660625457764,
candidateD_s20_speed_p160_x0_y0,candidateD,22.79511012798918,6.733123779296875,
candidateD_s21_speed_p160_x0_y0,candidateD,28.033612888543633,8.598785400390625,
candidateD_s22_speed_p160_x0_y0,candidateD,33.8995923102004,9.05135726928711,
candidateD_s23_speed_p160_x0_y0,candidateD,36.128303269345096,7.048437595367432,
candidateD_s24_speed_p160_x0_y0,candidateD,37.017541996581315,5.711915016174316,
candidateD_s25_speed_p160_x0_y0,candidateD,38.06496219681081,8.364904403686523,
candidateD_s26_speed_p160_x0_y0,candidateD,37.28768970968761,6.16387939453125,
candidateD_s27_speed_p160_x0_y0,candidateD,38.546975988071054,6.288473606109619,
candidateD_s28_speed_p160_x0_y0,candidateD,40.42102214958224,7.248331546783447,
candidateD_s29_speed_p160_x0_y0,candidateD,40.67705102469784,6.749011039733887,
candidateD_s2_speed_p160_x0_y0,candidateD,25.625421846009573,5.102643013000488,
candidateD_s30_speed_p160_x0_y0,candidateD,41.34801210659558,6.999675750732422,
candidateD_s31_speed_p160_x0_y0,candidateD,40.324656644795546,6.699580669403076,
candidateD_s32_speed_p160_x0_y0,candidateD,39.65670968523376,6.555086612701416,
candidateD_s33_speed_p160_x0_y0,candidateD,39.38337448592664,6.450032711029053,
