method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateD,168,27.95097570027381,27.83281715502571,4.743043841312882,18.274990380390033,41.34801210659558,168,5.983699554488773,5.864912509918213,0.8213494082869536,4.400572776794434,9.05135726928711
