sample_idx,pos_idx,pd_distance_candidateE2_tf_lowlambda_expanded1344,mt_distance_candidateE2_tf_lowlambda_expanded1344
0,0,23.91319815783832,4.946323394775391
1,1,23.438757480697056,5.01089334487915
2,2,23.89947490859132,5.782866477966309
3,3,24.02453115149836,4.69557523727417
4,4,23.42816422971528,5.917152404785156
5,5,24.619438390484415,6.106695652008057
6,6,25.668988838295835,5.215780735015869
7,7,26.557404319484124,6.069420337677002
8,8,26.65586297249104,6.401312351226807
9,9,25.694055298036563,5.2711381912231445
10,10,25.700638519828555,5.723782539367676
11,11,24.520738467104216,6.608757972717285
12,12,25.774480266644552,6.263360500335693
13,13,25.68852046202475,5.838894844055176
14,14,24.488996566595567,5.4141716957092285
15,15,22.66805531242178,5.448978900909424
16,16,20.780707541498725,4.753934860229492
17,17,18.699680506737636,4.1164774894714355
18,18,18.09332352578547,4.5332818031311035
19,19,17.68688465173307,4.87545919418335
20,20,18.931434870800523,5.69405460357666
21,21,23.19347218378734,7.472489356994629
22,22,28.232126799521737,6.454339027404785
23,23,30.27587675495149,6.263078212738037
24,24,31.049938747745866,5.898676872253418
25,25,31.853170932130897,8.222898483276367
26,26,30.31655724041297,9.132536888122559
27,27,31.880225625945243,6.73840856552124
28,28,33.33238536486838,8.951194763183594
29,29,34.77484128172379,8.609787940979004
30,30,34.85931511311771,7.399411678314209
31,31,35.081016470191436,7.003345012664795
32,32,33.60974531550167,6.506162643432617
33,33,33.65410897464393,6.860665321350098
34,34,33.18619678803027,7.059648036956787
35,35,32.216326354924355,6.351956367492676
36,36,32.7004978618543,6.301636219024658
37,37,30.778058251336276,6.876511096954346
38,38,26.496579794591906,6.749601364135742
39,39,22.49952274543465,6.092470645904541
40,40,21.425025008831756,6.153264045715332
41,41,20.163134931628022,5.5675435066223145
42,42,18.43416492023386,5.62849760055542
43,43,16.88066047290647,5.9474592208862305
44,44,15.75830368639849,7.4457106590271
45,45,16.587398480508504,6.008040904998779
46,46,16.600730778628577,5.789468765258789
47,47,17.332326557844286,6.348252773284912
48,48,18.098313334787534,6.341512203216553
49,49,17.74237538420246,7.315046787261963
50,50,17.184320896069206,6.53667688369751
51,51,18.032069172172005,5.830142974853516
52,52,18.52082775373561,6.021739482879639
53,53,18.630793691201532,5.451135635375977
54,54,19.503685657076513,5.703917026519775
55,55,20.072504906752293,5.301668643951416
56,56,20.87132426803896,6.186054706573486
57,57,21.13420783459384,5.6680908203125
58,58,21.943161457206195,5.711614608764648
59,59,22.11437930431268,5.727540969848633
60,60,22.19937513342511,6.344699859619141
61,61,22.71310550054699,5.478691577911377
62,62,24.100890004268454,6.029002666473389
63,63,24.44761536532385,6.886639595031738
64,64,21.08938461223433,5.445923328399658
65,65,19.286841919479627,6.07456636428833
66,66,17.914267170874602,5.195892810821533
67,67,17.602301802570228,4.468338966369629
68,68,18.31856650766413,5.043262004852295
69,69,20.97949635616394,4.5046000480651855
70,70,21.66680930274158,4.659450054168701
71,71,22.069443454307,5.327313423156738
72,72,23.045609917701135,4.547350883483887
73,73,24.444890903310924,4.909128665924072
74,74,25.348997462845002,4.767839431762695
75,75,25.648465630541573,5.727168083190918
76,76,26.237948987782094,5.206614971160889
77,77,25.91175972691505,4.970257759094238
78,78,26.22621342710802,5.587972164154053
79,79,26.706008648608687,6.384820461273193
80,80,26.3193740366251,5.511158466339111
81,81,25.858553271822302,5.429166793823242
82,82,25.222985201150347,5.718176364898682
83,83,25.096516058731854,5.170193195343018
84,84,25.58860684935081,4.881192684173584
85,85,25.277742850619635,5.631704330444336
86,86,25.83192229946638,5.349515438079834
87,87,25.923060566614954,6.711282253265381
88,88,22.584765312905105,5.542118072509766
89,89,21.57845083211183,5.140536308288574
90,90,19.83825244851736,5.0543060302734375
91,91,19.59895199078512,5.437423229217529
92,92,19.87918554918927,5.0655083656311035
93,93,22.254657857457136,6.159472465515137
94,94,24.095027955408316,5.4315619468688965
95,95,24.926900095497054,5.37867546081543
96,96,26.646308707341436,5.735269069671631
97,97,27.747509050513546,4.637296676635742
98,98,28.12272851697422,5.189388275146484
99,99,28.09809400432191,5.252238750457764
100,100,28.112861875915183,5.01480770111084
101,101,27.50414552925002,4.933181285858154
102,102,26.451996347480762,4.685677528381348
103,103,27.04357381495355,5.230026721954346
104,104,26.665890358053808,4.78495454788208
105,105,26.928041289549434,5.217592239379883
106,106,27.149619642345346,5.771512985229492
107,107,26.340828289078168,5.907230854034424
108,108,26.716630555370674,5.837322235107422
109,109,26.17105480080099,5.01985502243042
110,110,26.33717950788427,5.764824390411377
111,111,25.55122440000046,5.7513346672058105
112,112,25.16806094318509,5.395313262939453
113,113,24.417556213301054,5.853489398956299
114,114,22.76865928166057,5.037693023681641
115,115,23.386525699601233,5.001389503479004
116,116,23.998551493960946,6.166605472564697
117,117,25.21185029328645,6.511053085327148
118,118,26.42294572154268,6.733762264251709
119,119,26.49299705603428,4.854668140411377
120,120,26.036253334229833,5.637542247772217
121,121,26.606559296687358,4.839534759521484
122,122,25.82056928672985,5.075296878814697
123,123,25.65569025263606,5.112768650054932
124,124,25.914838333946502,5.25380277633667
125,125,25.001592271519463,4.947521686553955
126,126,25.1513222506474,4.785978317260742
127,127,26.588932204186232,4.831264019012451
128,128,25.44797761750187,4.663752555847168
129,129,26.23410260814913,5.449950218200684
130,130,26.521076264546345,5.761458873748779
131,131,28.68721048191945,6.759781837463379
132,132,29.676358692350888,7.101646900177002
133,133,29.47452003067202,7.007870674133301
134,134,27.573010775863658,5.5349578857421875
135,135,25.25546234337952,4.532827377319336
136,136,23.739132067681265,5.072113513946533
137,137,23.02839901335994,6.4293599128723145
138,138,22.482180935834247,4.53947114944458
139,139,22.086092383816798,6.590454578399658
140,140,23.638587961107177,6.35790491104126
141,141,27.064828853177183,6.719261646270752
142,142,29.09120249733591,6.791261672973633
143,143,27.986697759787386,6.3311285972595215
144,144,27.17368047388502,6.798923015594482
145,145,25.720876023664804,6.22977352142334
146,146,25.066596967523846,5.992386341094971
147,147,23.465729418246877,5.5150146484375
148,148,23.02560517454504,5.512182712554932
149,149,21.801901714818115,6.001962184906006
150,150,20.836870708925773,4.92852783203125
151,151,21.006355340176274,5.935359954833984
152,152,20.95030990302064,5.7811198234558105
153,153,21.480148316799287,6.663741588592529
154,154,21.060670904356346,5.452381610870361
155,155,21.91052308721789,5.593955039978027
156,156,22.80885823702838,4.869163990020752
157,157,23.90946702749295,4.6237592697143555
158,158,25.693610326099584,5.640602111816406
159,159,23.068639869334596,5.762945175170898
160,160,20.95744958796325,5.34567403793335
161,161,19.735650329917007,6.066479682922363
162,162,19.2107344283041,4.579163551330566
163,163,20.18772373200555,4.89237642288208
164,164,21.278902494942567,4.783740997314453
165,165,22.723226332765208,5.644620418548584
166,166,23.834770391952244,6.171648979187012
167,167,24.022292199917278,4.953195095062256
