method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateE2_tf_lowlambda_expanded672,168,24.984361832363522,25.154857116753014,4.339609115668498,16.687865549192825,36.92243456537933,168,5.707610070705414,5.642285346984863,0.8010605190644549,4.308744430541992,9.643260955810547
