sample_idx,delta_metric,abs_delta_metric,delta_pd,delta_mt,z_delta_pd,z_delta_mt,topology_score,topology_consistent
27,1.4307732421870831,1.4307732421870831,5.951590783761549,-13.490119457244873,2.6316922168355688,5.2870156635335315,5.2870156635335315,False
33,1.8029776369447212,1.8029776369447212,7.992919330775159,-13.23584794998169,3.5343329803500003,5.187362176701822,5.187362176701822,False
34,1.7014722416795145,1.7014722416795145,8.448868502929422,-13.12288522720337,3.7359459492565446,5.143090093966215,5.143090093966215,False
87,2.5662545418035947,2.5662545418035947,10.587786986084183,-0.6648192405700684,4.681739322672328,0.2605543820017646,4.681739322672328,False
32,1.6957911410612994,1.6957911410612994,8.012099789376382,-11.7681245803833,3.54281425291227,4.612135510296474,4.612135510296474,False
86,2.3286949813678035,2.3286949813678035,10.349296367060862,-4.18082332611084,4.576282827312395,1.638538374820941,4.576282827312395,False
78,2.1758962215226703,2.1758962215226703,10.345590775245523,-1.289968490600586,4.5746442776382805,0.5055613952778807,4.5746442776382805,False
63,2.4593260393948313,2.4593260393948313,10.324832073619756,0.08297109603881836,4.565465132854134,0.03251783542525934,4.565465132854134,True
100,1.8892113508257893,1.8892113508257893,10.289873808000955,-1.7049517631530762,4.550007182385818,0.6682006564825782,4.550007182385818,False
106,1.9166808748080477,1.9166808748080477,10.087350949227886,-0.983945369720459,4.46045501885022,0.3856255386218652,4.46045501885022,False
105,2.072450913027879,2.072450913027879,10.055477774161222,-1.4865074157714844,4.446361242951238,0.5825884652875931,4.446361242951238,False
99,1.874605488606651,1.874605488606651,9.942731751809863,-2.418257713317871,4.39650686951031,0.9477578348578655,4.39650686951031,False
110,2.1398785390547808,2.1398785390547808,9.90387771246992,-0.7616782188415527,4.379326274163846,0.2985151233353168,4.379326274163846,False
76,2.0704609517459858,2.0704609517459858,9.831056277140892,-1.24332857131958,4.347125874046101,0.487282388589605,4.347125874046101,False
79,2.170332353803019,2.170332353803019,9.82681114697127,0.3894224166870117,4.345248749688471,0.1526215111200953,4.345248749688471,True
48,2.2814957557212594,2.2814957557212594,9.72546950270006,0.3985104560852051,4.300437198263005,0.15618327399412632,4.300437198263005,True
75,1.976390834276252,1.976390834276252,9.618530700619797,-0.4793844223022461,4.253150678853739,0.18787920726712226,4.253150678853739,False
77,2.0063691492519027,2.0063691492519027,9.591326603057613,0.13201189041137695,4.241121489613146,0.051737787392445084,4.241121489613146,True
134,2.096018304414809,2.096018304414809,9.478339292481586,-6.135213851928711,4.191160422623224,2.404498480319587,4.191160422623224,False
101,1.9308868341499235,1.9308868341499235,9.470583180454003,-1.709373950958252,4.187730801804604,0.6699337898523123,4.187730801804604,False
62,2.3471441996583273,2.3471441996583273,9.469816568827202,0.07007265090942383,4.187391819182161,0.027462707362793375,4.187391819182161,True
135,2.251684837638834,2.251684837638834,9.44148604242849,-5.694131374359131,4.174864542268942,2.2316304805059795,4.174864542268942,False
111,2.1273321807737027,2.1273321807737027,9.362192722725592,-2.6538472175598145,4.13980238495824,1.0400895153176943,4.13980238495824,False
80,2.2505724455305334,2.2505724455305334,9.341334313446833,0.8060040473937988,4.130579151145819,0.3158871970665815,4.130579151145819,True
140,2.2800949818658225,2.2800949818658225,9.296397381089918,-5.7023210525512695,4.110708803968251,2.234840159784089,4.110708803968251,False
30,1.81973192479024,1.81973192479024,9.11769536279277,-6.719937324523926,4.031689810933891,2.6336619186601093,4.031689810933891,False
47,2.3194659175833614,2.3194659175833614,9.092857960913102,-0.7085165977478027,4.020707134270119,0.2776801467205957,4.020707134270119,False
104,2.003920540320994,2.003920540320994,9.043821735076822,-2.5646700859069824,3.9990241492388856,1.005139425114875,3.9990241492388856,False
102,1.9692920300787762,1.9692920300787762,8.996887683487799,-3.0674586296081543,3.978270709904919,1.2021911202031417,3.978270709904919,False
107,1.9208396719967098,1.9208396719967098,8.961583030487635,-2.029770851135254,3.9626595928281008,0.7955029840430773,3.9626595928281008,False
153,2.2870798675624116,2.2870798675624116,8.931151269300909,-0.25815296173095703,3.949203185630513,0.10117469727268755,3.949203185630513,False
133,1.741105425299601,1.741105425299601,8.92819673201533,-1.347501277923584,3.947896739495133,0.5281095090071536,3.947896739495133,False
103,2.0365658306232284,2.0365658306232284,8.817035424043663,-1.2120704650878906,3.8987430997992596,0.47503178563659826,3.8987430997992596,False
81,2.2083008576788288,2.2083008576788288,8.706184969747014,-1.1409878730773926,3.849726914311318,0.44717326454972717,3.849726914311318,False
155,2.360010178482195,2.360010178482195,8.644697509302645,-0.19898366928100586,3.822538205113446,0.07798520833046152,3.822538205113446,False
117,1.9971830510621622,1.9971830510621622,8.556231028624595,-3.4224677085876465,3.7834198320414125,1.3413254375240442,3.7834198320414125,False
154,2.3385954973982557,2.3385954973982557,8.475723699916077,0.15301227569580078,3.7478208605969208,0.059968208649342075,3.7478208605969208,True
49,2.340697355275882,2.340697355275882,8.443118863706923,-1.5694875717163086,3.7334035565852024,0.615109851449754,3.7334035565852024,False
31,1.6490307437688756,1.6490307437688756,7.798958550091694,-9.415461540222168,3.448566822117358,3.69008538436759,3.69008538436759,False
137,2.094749829701364,2.094749829701364,8.34131538768358,-4.461348533630371,3.6883877910140166,1.7484811496697754,3.6883877910140166,False
98,1.903673699522006,1.903673699522006,8.208836636566513,-3.8225035667419434,3.6298079405373804,1.4981065434838574,3.6298079405373804,False
74,1.9666121516878938,1.9666121516878938,8.18003949869281,-0.8621988296508789,3.61707433596629,0.3379109230197627,3.61707433596629,False
139,2.393229825574842,2.393229825574842,8.175043531028457,-4.142480850219727,3.614865204039123,1.6235112824918139,3.614865204039123,False
112,2.174958536353433,2.174958536353433,8.124974718265669,-1.0445513725280762,3.5927256266317618,0.4093780996843208,3.5927256266317618,False
136,2.2543534414827384,2.2543534414827384,8.12090746269578,-0.21828317642211914,3.5909271553967494,0.0855490254543154,3.5909271553967494,False
109,2.0993184979928614,2.0993184979928614,8.120086906734258,-2.1100034713745117,3.5905643195070063,0.8269475625196216,3.5905643195070063,False
82,2.2217469986906337,2.2217469986906337,8.084550648979377,0.8804688453674316,3.5748507907469063,0.3450712643030671,3.5748507907469063,True
69,2.3878816462052797,2.3878816462052797,8.055833318467656,-1.236095905303955,3.562152475633879,0.48444777925683297,3.562152475633879,False
84,2.3014634723691074,2.3014634723691074,8.038770163555455,-3.287766456604004,3.554607438750695,1.2885336419145081,3.554607438750695,False
118,1.705842701338792,1.705842701338792,8.031831030186268,-2.6222805976867676,3.5515390719992213,1.0277180004291455,3.5515390719992213,False
132,1.898048295421983,1.898048295421983,8.018594916640794,-6.05672025680542,3.545686287716099,2.37373545644725,3.545686287716099,False
115,2.0656047850637336,2.0656047850637336,8.017977889692844,-2.542202949523926,3.5454134488944296,0.9963341582417067,3.5454134488944296,False
64,2.579374470563298,2.579374470563298,8.009027369164066,-1.1932158470153809,3.541455680951701,0.4676423283826993,3.541455680951701,False
