method,sample_idx,psnr,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_gt,psd_slope_sr,psd_slope_delta,psd_slope_abs_delta,grad_mae,grad_w1,grad_kurtosis_gt,grad_kurtosis_sr,grad_kurtosis_delta,grad_kurtosis_abs_delta,exceed_frac_gt_t5,exceed_frac_sr_t5,exceed_frac_delta_t5,exceed_frac_abs_delta_t5,exceed_frac_gt_t10,exceed_frac_sr_t10,exceed_frac_delta_t10,exceed_frac_abs_delta_t10,exceed_frac_gt_t15,exceed_frac_sr_t15,exceed_frac_delta_t15,exceed_frac_abs_delta_t15,exceed_frac_gt_p90,exceed_frac_sr_p90,exceed_frac_delta_p90,exceed_frac_abs_delta_p90,exceed_frac_gt_p95,exceed_frac_sr_p95,exceed_frac_delta_p95,exceed_frac_abs_delta_p95,exceed_frac_gt_p99,exceed_frac_sr_p99,exceed_frac_delta_p99,exceed_frac_abs_delta_p99,key,pd_distance,mt_distance,ssim
cnn,75,29.430160323912798,-59.618420092226,231.58286810903567,454.8713556766557,72.62112454952891,0.8823046974990095,1.5064205441000436,0.43523815487794865,-1.0711823892220949,1.0711823892220949,0.4264299281150627,0.3208611483612714,14.584505162560745,14.270038132528688,-0.31446703003205734,0.31446703003205734,0.846348,0.85484,0.008492000000000055,0.008492000000000055,0.51778,0.513624,-0.0041560000000000485,0.0041560000000000485,0.034328,0.018088,-0.016239999999999997,0.016239999999999997,0.1,0.077812,-0.022188,0.022188,0.05,0.032196,-0.017804,0.017804,0.01,0.002324,-0.0076760000000000005,0.0076760000000000005,cnn_s75_speed_p160_x0_y0,29.367383683723347,5.201173305511475,0.5937671635719853
cnn,76,29.256090612424952,-57.19312222786212,226.35655519227194,439.8333442816885,67.31326375249812,0.9242426971669403,1.5698596482194824,0.4570351520913261,-1.1128244961281564,1.1128244961281564,0.42685687736204625,0.3204769544948553,14.344164333086036,13.89902561223733,-0.445138720848707,0.445138720848707,0.848608,0.85696,0.008352000000000026,0.008352000000000026,0.5029,0.494752,-0.008147999999999989,0.008147999999999989,0.027936,0.014184,-0.013751999999999999,0.013751999999999999,0.1,0.080868,-0.01913200000000001,0.01913200000000001,0.05,0.03264,-0.01736,0.01736,0.01,0.002108,-0.007892,0.007892,cnn_s76_speed_p160_x0_y0,30.056769521251926,5.207019329071045,0.5777791726434143
cnn,77,28.72430550824469,-53.64958059738344,221.58329879057288,431.14098996295195,61.67675399674606,0.9611059329651137,1.6323487427746448,0.5008826965720242,-1.1314660462026205,1.1314660462026205,0.4240704174793279,0.31103826021448855,14.460758683242851,13.116834339525578,-1.3439243437172728,1.3439243437172728,0.849676,0.857692,0.008016000000000023,0.008016000000000023,0.479988,0.471528,-0.008460000000000023,0.008460000000000023,0.022928,0.010632,-0.012296,0.012296,0.1,0.08076,-0.019240000000000007,0.019240000000000007,0.05,0.03208,-0.017920000000000005,0.017920000000000005,0.01,0.00348,-0.00652,0.00652,cnn_s77_speed_p160_x0_y0,29.944664675564518,6.132026672363281,0.5745291139577776
cnn,78,28.640865894640942,-50.45003152338724,214.60708234287932,417.51725400332174,59.5934875082361,0.9566741341192598,1.6803804681010486,0.5352828864478624,-1.1450975816531863,1.1450975816531863,0.42212464452685705,0.30351017921484297,14.807552502219174,13.565351352108063,-1.2422011501111108,1.2422011501111108,0.850456,0.85688,0.006423999999999985,0.006423999999999985,0.459596,0.448892,-0.010703999999999991,0.010703999999999991,0.016908,0.007252,-0.009656,0.009656,0.1,0.080944,-0.019056000000000003,0.019056000000000003,0.05,0.032256,-0.017744000000000003,0.017744000000000003,0.01,0.00366,-0.00634,0.00634,cnn_s78_speed_p160_x0_y0,30.300511724579902,5.8028388023376465,0.5743782192752169
cnn,79,28.823263975711814,-48.710953115637906,205.60300403165593,399.30261555933276,55.10009953851963,0.9762584777229625,1.7147796472615915,0.5222415812330646,-1.192538066028527,1.192538066028527,0.41860008965641154,0.30353280675083033,14.788060362710755,15.398938974706557,0.6108786119958012,0.6108786119958012,0.851964,0.855236,0.0032719999999999416,0.0032719999999999416,0.450944,0.43858,-0.012363999999999986,0.012363999999999986,0.012672,0.005132,-0.007539999999999999,0.007539999999999999,0.1,0.07992,-0.02008,0.02008,0.05,0.033668,-0.016332000000000006,0.016332000000000006,0.01,0.003672,-0.006328,0.006328,cnn_s79_speed_p160_x0_y0,30.148051358309164,6.856454849243164,0.5841339627281389
cnn,80,28.706704637409167,-47.088624398616524,199.13775311673297,388.6500608888491,52.95593827123171,0.9596704958373523,1.7614486370526485,0.577026080832311,-1.1844225562203374,1.1844225562203374,0.41571696292641663,0.29956260144448027,15.023566310259099,15.536196430840468,0.5126301205813686,0.5126301205813686,0.854032,0.857608,0.0035760000000000236,0.0035760000000000236,0.440972,0.427444,-0.013527999999999984,0.013527999999999984,0.01062,0.004188,-0.006431999999999999,0.006431999999999999,0.1,0.078204,-0.02179600000000001,0.02179600000000001,0.05,0.033428,-0.016572000000000003,0.016572000000000003,0.01,0.003784,-0.006216,0.006216,cnn_s80_speed_p160_x0_y0,30.086252753371088,6.982686519622803,0.587437430961856
cnn,81,28.786938746813185,-43.19062492555103,196.92194723456143,384.1290414865233,48.867828874949666,0.9781779277412517,1.8611452610555064,0.5600826595221511,-1.3010626015333553,1.3010626015333553,0.4136635568416749,0.2990410315203773,15.672547189048258,17.422615009208595,1.7500678201603375,1.7500678201603375,0.856564,0.862488,0.00592400000000004,0.00592400000000004,0.428712,0.413092,-0.015619999999999967,0.015619999999999967,0.009048,0.004444,-0.0046040000000000005,0.0046040000000000005,0.1,0.081868,-0.01813200000000001,0.01813200000000001,0.05,0.032624,-0.017376000000000003,0.017376000000000003,0.01,0.00502,-0.00498,0.00498,cnn_s81_speed_p160_x0_y0,29.68907403762892,6.426537990570068,0.5842150470856413
cnn,82,28.734901854062677,-41.2313381216142,188.14521398689436,366.1770857246688,47.300154182359066,0.9990100336229624,1.8465384084396446,0.591532691928031,-1.2550057165116135,1.2550057165116135,0.4074846112596231,0.29474880711355494,15.836974736240537,17.50709445201029,1.6701197157697525,1.6701197157697525,0.856104,0.860076,0.0039719999999999756,0.0039719999999999756,0.41252,0.398488,-0.014031999999999989,0.014031999999999989,0.007988,0.003192,-0.004796,0.004796,0.1,0.07986,-0.020140000000000005,0.020140000000000005,0.05,0.031608,-0.018392000000000006,0.018392000000000006,0.01,0.004368,-0.005632,0.005632,cnn_s82_speed_p160_x0_y0,28.90089773637945,7.1840739250183105,0.6022705394972437
cnn,83,28.708711875208273,-40.77430443839356,183.371429685521,355.3051188280534,46.91540015535934,1.0337731668227472,1.8801276251980021,0.6181237839985525,-1.2620038411994496,1.2620038411994496,0.4030385137776447,0.2901465738794716,15.83861278284811,18.05630418301512,2.217691400167009,2.217691400167009,0.858272,0.862088,0.0038159999999999306,0.0038159999999999306,0.398948,0.383172,-0.015776000000000012,0.015776000000000012,0.00688,0.002644,-0.004236,0.004236,0.1,0.079992,-0.020008000000000012,0.020008000000000012,0.05,0.03232,-0.01768,0.01768,0.01,0.004008,-0.005992,0.005992,cnn_s83_speed_p160_x0_y0,28.194313716720707,6.560110569000244,0.5887892707911544
cnn,84,28.890062292366217,-42.35848360603645,179.61905679510735,351.54401969940164,47.73389288321569,1.077486073851736,1.9488146658534338,0.6977626422685782,-1.2510520235848555,1.2510520235848555,0.3998267283628006,0.2888985399551545,15.885954350487577,19.17691031306044,3.2909559625728626,3.2909559625728626,0.867724,0.874268,0.006543999999999994,0.006543999999999994,0.386356,0.373284,-0.013071999999999973,0.013071999999999973,0.006692,0.00262,-0.004072,0.004072,0.1,0.076012,-0.02398800000000001,0.02398800000000001,0.05,0.032796,-0.017204000000000004,0.017204000000000004,0.01,0.003884,-0.006116,0.006116,cnn_s84_speed_p160_x0_y0,29.14514380262554,5.271510124206543,0.5887479558581097
cnn,85,28.91655199571094,-40.22846300876733,179.31291860015094,352.43770740903847,47.24697525781548,1.1034460349463664,2.0010446893411893,0.7033772236540566,-1.2976674656871325,1.2976674656871325,0.398259332246993,0.2889000076840651,15.77734516405852,25.444071854567643,9.666726690509122,9.666726690509122,0.877972,0.884164,0.006191999999999975,0.006191999999999975,0.381432,0.365692,-0.015739999999999976,0.015739999999999976,0.007412,0.003224,-0.004188000000000001,0.004188000000000001,0.1,0.076288,-0.02371200000000001,0.02371200000000001,0.05,0.032044,-0.017956,0.017956,0.01,0.004396,-0.0056040000000000005,0.0056040000000000005,cnn_s85_speed_p160_x0_y0,28.72250736297703,5.609640121459961,0.584696644433822
cnn,86,28.758114755850507,-36.431349336443425,159.44170959656194,316.9701556578906,43.57092614779438,1.1455156440850247,2.0123289726845126,0.689847473783903,-1.3224814989006095,1.3224814989006095,0.3934859531788763,0.29163396467287644,15.964436387777498,25.225514044149243,9.261077656371745,9.261077656371745,0.880024,0.886004,0.005979999999999985,0.005979999999999985,0.304776,0.281476,-0.023299999999999987,0.023299999999999987,0.005456,0.002008,-0.003448,0.003448,0.1,0.08004,-0.019960000000000006,0.019960000000000006,0.05,0.03116,-0.018840000000000003,0.018840000000000003,0.01,0.004244,-0.005756,0.005756,cnn_s86_speed_p160_x0_y0,29.195361276159034,5.25334358215332,0.5675668830992414
cnn,87,29.493467523476575,-33.32442234176375,130.44176868090773,262.1011540049953,37.915879651402825,1.0756165553701342,1.9041805823880573,0.5931550621981957,-1.3110255201898617,1.3110255201898617,0.38108105203959836,0.2919025971295262,16.56985961774842,26.54868687141258,9.97882725366416,9.97882725366416,0.825052,0.83814,0.013087999999999989,0.013087999999999989,0.258608,0.239232,-0.019376000000000004,0.019376000000000004,0.003508,0.001032,-0.002476,0.002476,0.1,0.082308,-0.017692,0.017692,0.05,0.035364,-0.014636000000000003,0.014636000000000003,0.01,0.0045,-0.0055000000000000005,0.0055000000000000005,cnn_s87_speed_p160_x0_y0,29.611902358359767,6.509652614593506,0.5716373871172742
cnn,88,29.552571478217452,-27.527221065141127,109.0595281028402,211.75106139339366,29.71567816511546,0.9639793992643241,1.802143175721899,0.5390544464779664,-1.2630887292439326,1.2630887292439326,0.33027742040907787,0.24474476135537368,19.569464813218396,21.868170178418975,2.298705365200579,2.298705365200579,0.782788,0.789456,0.006668000000000007,0.006668000000000007,0.23332,0.2193,-0.014020000000000005,0.014020000000000005,0.001812,0.000172,-0.00164,0.00164,0.1,0.087756,-0.012244000000000005,0.012244000000000005,0.05,0.03796,-0.012040000000000002,0.012040000000000002,0.01,0.003536,-0.006464,0.006464,cnn_s88_speed_p160_x0_y0,26.37509421416108,6.411813259124756,0.6021210837242941
cnn,89,29.334538103760796,-25.048494230508606,100.52546388804555,188.43820483893782,26.84417370411422,0.8889618902379668,1.6940700823660408,0.498165926792254,-1.1959041555737868,1.1959041555737868,0.29438886531147523,0.2138186374817057,22.42794801409209,23.61644239983061,1.1884943857385188,1.1884943857385188,0.780712,0.788164,0.007452000000000014,0.007452000000000014,0.227076,0.214436,-0.012640000000000012,0.012640000000000012,0.000824,7.2e-05,-0.000752,0.000752,0.1,0.09132,-0.008680000000000007,0.008680000000000007,0.05,0.042624,-0.007376000000000001,0.007376000000000001,0.01,0.00374,-0.00626,0.00626,cnn_s89_speed_p160_x0_y0,24.29846982632471,6.017302513122559,0.6108872554513087
cnn,90,29.917500740440193,-25.210949227197933,98.75238119122952,180.6240740381717,27.271440060215596,0.8255942423785229,1.5819256009224787,0.425560583784655,-1.1563650171378237,1.1563650171378237,0.2773526099146924,0.2000677243574337,28.875152755868967,22.26735486573912,-6.607797890129849,6.607797890129849,0.794,0.803244,0.009243999999999919,0.009243999999999919,0.228684,0.21978,-0.008903999999999995,0.008903999999999995,0.000632,4e-06,-0.000628,0.000628,0.1,0.08904,-0.010960000000000011,0.010960000000000011,0.05,0.040604,-0.009396000000000002,0.009396000000000002,0.01,0.00228,-0.00772,0.00772,cnn_s90_speed_p160_x0_y0,22.206834090995343,5.257880687713623,0.6168543160617044
cnn,91,30.77064198739431,-26.326763278339264,104.59579369570527,193.0959688678879,27.727727474423453,0.8481384955681821,1.5818785374826487,0.4603133702414915,-1.1215651672411573,1.1215651672411573,0.27696959061910514,0.19609938679482714,33.667051242173436,22.44495397517816,-11.222097266995277,11.222097266995277,0.811336,0.816508,0.0051720000000000654,0.0051720000000000654,0.23678,0.225888,-0.010891999999999985,0.010891999999999985,0.001584,0.000112,-0.001472,0.001472,0.1,0.088736,-0.01126400000000001,0.01126400000000001,0.05,0.041388,-0.008612000000000002,0.008612000000000002,0.01,0.004552,-0.005448000000000001,0.005448000000000001,cnn_s91_speed_p160_x0_y0,22.30942508877806,5.508337497711182,0.6047672039717432
cnn,92,31.013298851774596,-32.485902731701344,124.87190197617402,228.45503584478845,34.39555782130183,0.8519471921149813,1.6563314440697425,0.5441043055013943,-1.1122271385683482,1.1122271385683482,0.30007095286464147,0.21035331459009776,29.36109044608353,20.44953235374751,-8.91155809233602,8.91155809233602,0.8365,0.836036,-0.00046400000000001995,0.00046400000000001995,0.272204,0.257744,-0.014460000000000028,0.014460000000000028,0.006032,0.001096,-0.004936,0.004936,0.1,0.088356,-0.011644000000000002,0.011644000000000002,0.05,0.039028,-0.010972000000000003,0.010972000000000003,0.01,0.003192,-0.006808,0.006808,cnn_s92_speed_p160_x0_y0,22.07932597419188,5.735818386077881,0.5959477837044546
cnn,93,30.295336526922462,-43.239029213703674,163.5304449855864,288.73965640072527,45.93572940326813,0.9138022304007428,1.5616353779381367,0.5373183269850246,-1.024317050953112,1.024317050953112,0.34020406367899453,0.23402462931334256,21.971993135035994,17.704688846800213,-4.267304288235781,4.267304288235781,0.899392,0.905304,0.005912000000000028,0.005912000000000028,0.340824,0.325408,-0.01541600000000004,0.01541600000000004,0.013852,0.006872,-0.00698,0.00698,0.1,0.082928,-0.017072000000000004,0.017072000000000004,0.05,0.037976,-0.012024,0.012024,0.01,0.004108,-0.0058920000000000005,0.0058920000000000005,cnn_s93_speed_p160_x0_y0,24.402894658345392,6.506997585296631,0.56902873678869
cnn,94,29.83549976954275,-49.294532589259916,206.71383119135655,352.9788205602513,56.25097207946962,1.0301702737012448,1.7329050935174708,0.6275838739517065,-1.1053212195657642,1.1053212195657642,0.3743699490264438,0.24982277804196393,17.9239188574462,16.181221597347,-1.7426972600991988,1.7426972600991988,0.95324,0.959568,0.006328,0.006328,0.406692,0.392132,-0.014560000000000017,0.014560000000000017,0.020704,0.009944,-0.01076,0.01076,0.1,0.082436,-0.01756400000000001,0.01756400000000001,0.05,0.036644,-0.013356,0.013356,0.01,0.004096,-0.005904,0.005904,cnn_s94_speed_p160_x0_y0,24.570031527820365,5.102908611297607,0.5800657871098039
cnn,95,29.14655288301489,-51.47449704853832,233.4123589150837,396.9400434231814,59.32676619391701,1.0635049103606833,1.9402455540914754,0.7766860477460433,-1.163559506345432,1.163559506345432,0.3936554809074822,0.25996086222117715,15.718881183776826,15.934065768334445,0.21518458455761902,0.21518458455761902,0.963832,0.97042,0.006587999999999927,0.006587999999999927,0.453776,0.435636,-0.01813999999999999,0.01813999999999999,0.026652,0.016548,-0.010103999999999998,0.010103999999999998,0.1,0.082772,-0.017228000000000007,0.017228000000000007,0.05,0.037228,-0.012772000000000006,0.012772000000000006,0.01,0.004372,-0.005628,0.005628,cnn_s95_speed_p160_x0_y0,26.879696075655563,5.015480041503906,0.5921357152149355
cnn,96,28.82738778031187,-53.430044055442394,257.7916503846996,433.8887483268986,64.14809794254607,1.088972988282614,2.167936186880058,0.9654757224468683,-1.20246046443319,1.20246046443319,0.4156940296387172,0.28075951563385904,14.590661334670035,13.547804102387397,-1.0428572322826373,1.0428572322826373,0.965408,0.971832,0.006423999999999985,0.006423999999999985,0.502312,0.484308,-0.018003999999999964,0.018003999999999964,0.031816,0.021104,-0.010711999999999996,0.010711999999999996,0.1,0.08368,-0.01632,0.01632,0.05,0.035184,-0.014816000000000003,0.014816000000000003,0.01,0.004532,-0.005468000000000001,0.005468000000000001,cnn_s96_speed_p160_x0_y0,28.904715116511554,5.121858596801758,0.5777069140039697
cnn,97,28.651894194812353,-58.48440761666127,268.38237929928437,456.74937609164516,71.74487325020785,1.1627471233799993,2.3341016532676946,0.9631586617153023,-1.3709429915523923,1.3709429915523923,0.43470492089576007,0.31389256159483186,13.885476966980777,13.13787326882721,-0.7476036981535668,0.7476036981535668,0.96586,0.972204,0.006343999999999905,0.006343999999999905,0.535756,0.526088,-0.00966800000000001,0.00966800000000001,0.032336,0.018548,-0.013787999999999998,0.013787999999999998,0.1,0.079816,-0.020184000000000007,0.020184000000000007,0.05,0.033752,-0.016248000000000005,0.016248000000000005,0.01,0.002772,-0.007228,0.007228,cnn_s97_speed_p160_x0_y0,30.15308546680866,5.011539936065674,0.586694883313482
cnn,98,28.544514144829375,-55.18521412082631,277.27179949361226,470.4165009298033,70.86666916639061,1.11998627469489,2.5288165748478613,1.1829335999842487,-1.3458829748636125,1.3458829748636125,0.439143736691007,0.31168765574186713,13.48960450508427,12.905580767168829,-0.5840237379154409,0.5840237379154409,0.96566,0.972852,0.007192000000000087,0.007192000000000087,0.550252,0.548704,-0.0015479999999999938,0.0015479999999999938,0.0301,0.0174,-0.0127,0.0127,0.1,0.078624,-0.021376000000000006,0.021376000000000006,0.05,0.03126,-0.01874,0.01874,0.01,0.005244,-0.004756,0.004756,cnn_s98_speed_p160_x0_y0,31.264551411001506,4.942448139190674,0.5735693684138619
cnn,99,28.658204393550893,-52.610900885197594,275.61250704812034,471.06222163035306,69.06082943698075,1.1256545898981594,2.6185103612093688,1.2861783349855318,-1.332332026223837,1.332332026223837,0.434592594652461,0.30155075611640914,12.942233252423062,11.34454400991022,-1.5976892425128426,1.5976892425128426,0.964368,0.971556,0.007187999999999972,0.007187999999999972,0.558748,0.552888,-0.005859999999999976,0.005859999999999976,0.026324,0.013876,-0.012448,0.012448,0.1,0.071372,-0.028628,0.028628,0.05,0.030896,-0.019104000000000003,0.019104000000000003,0.01,0.004612,-0.005388,0.005388,cnn_s99_speed_p160_x0_y0,30.940933752807226,5.342334747314453,0.5789516746901733
cnn,100,28.590513384063794,-53.97677143181411,267.15902832862446,462.2659583342181,69.36221354228127,1.1834970517079624,2.6931818613479512,1.3251725683927262,-1.368009292955225,1.368009292955225,0.42723420339883594,0.29835342090252814,13.294254669018509,11.76754763973708,-1.5267070292814289,1.5267070292814289,0.962576,0.969128,0.006552000000000002,0.006552000000000002,0.561248,0.554072,-0.00717599999999996,0.00717599999999996,0.02136,0.011184,-0.010176000000000001,0.010176000000000001,0.1,0.071756,-0.028244000000000005,0.028244000000000005,0.05,0.0302,-0.0198,0.0198,0.01,0.004436,-0.005564,0.005564,cnn_s100_speed_p160_x0_y0,31.181555022619012,5.912055015563965,0.5796999218484509
cnn,101,27.993038961045272,-53.88796143865715,264.27264522013803,455.43778924842735,69.6707499936721,1.1892820515181903,2.7595815132389667,1.387219953880406,-1.3723615593585607,1.3723615593585607,0.4209141149171818,0.2885718179179823,13.88516497776316,12.451045684385866,-1.4341192933772948,1.4341192933772948,0.959872,0.964328,0.0044560000000000155,0.0044560000000000155,0.575588,0.572528,-0.0030599999999999516,0.0030599999999999516,0.0208,0.00988,-0.01092,0.01092,0.1,0.069288,-0.030712000000000003,0.030712000000000003,0.05,0.031304,-0.018696000000000004,0.018696000000000004,0.01,0.0033,-0.0067,0.0067,cnn_s101_speed_p160_x0_y0,30.40796712150836,5.357294082641602,0.5763365179668116
cnn,102,28.291081132346047,-49.58583642936383,257.36515949641654,443.71833183137807,64.38084146386412,1.154798688108608,2.653381517271387,1.2729931506995877,-1.3803883665717993,1.3803883665717993,0.41378189525574693,0.2889680755749696,13.6958406438686,11.877968168385793,-1.8178724754828064,1.8178724754828064,0.960656,0.965156,0.0045000000000000595,0.0045000000000000595,0.6005,0.602424,0.0019239999999999258,0.0019239999999999258,0.015644,0.007444,-0.008200000000000002,0.008200000000000002,0.1,0.06628,-0.03372,0.03372,0.05,0.028184,-0.021816000000000002,0.021816000000000002,0.01,0.004768,-0.0052320000000000005,0.0052320000000000005,cnn_s102_speed_p160_x0_y0,29.254680859214627,5.164434909820557,0.5900843978874195
cnn,103,28.24977328579452,-54.35105759438392,255.23449859127234,439.93534248339296,65.83933435015582,1.1877742958997082,2.7522262259562447,1.3529762999466464,-1.3992499260095983,1.3992499260095983,0.4073665082605704,0.289648755859236,12.918668166201329,12.69079845146611,-0.22786971473521866,0.22786971473521866,0.96332,0.968048,0.0047280000000000655,0.0047280000000000655,0.622064,0.624396,0.0023320000000000007,0.0023320000000000007,0.01606,0.007216,-0.008844000000000001,0.008844000000000001,0.1,0.066944,-0.033056,0.033056,0.05,0.026396,-0.023604000000000003,0.023604000000000003,0.01,0.004184,-0.005816,0.005816,cnn_s103_speed_p160_x0_y0,29.507549938987374,5.102769374847412,0.5816080496706844
cnn,104,28.244665117236966,-51.74195350505683,260.7016073786642,442.0319749275902,67.50126390547062,1.2023515569174883,2.7655849769581633,1.30400884052208,-1.4615761364360833,1.4615761364360833,0.40278462056680714,0.2823780056835857,13.072164702682043,13.869221314623747,0.797056611941704,0.797056611941704,0.9676,0.972604,0.0050040000000000084,0.0050040000000000084,0.639764,0.6437,0.003936000000000051,0.003936000000000051,0.019812,0.009452,-0.01036,0.01036,0.1,0.071124,-0.028876,0.028876,0.05,0.02796,-0.022040000000000004,0.022040000000000004,0.01,0.004744,-0.005256,0.005256,cnn_s104_speed_p160_x0_y0,29.173745320955113,4.829194068908691,0.5889900362274314
cnn,105,28.705358550909303,-54.546158256784835,260.9549154657379,455.18860888088574,69.01256827635814,1.215626655690922,2.5268482174855538,1.215234080279199,-1.3116141372063548,1.3116141372063548,0.39666686289653963,0.28620291053121966,13.365248422530462,14.195743240299489,0.8304948177690274,0.8304948177690274,0.96918,0.974208,0.005027999999999921,0.005027999999999921,0.653404,0.654792,0.0013880000000000559,0.0013880000000000559,0.026896,0.013568,-0.013328,0.013328,0.1,0.075508,-0.024492,0.024492,0.05,0.030496,-0.019504000000000004,0.019504000000000004,0.01,0.0041,-0.0059,0.0059,cnn_s105_speed_p160_x0_y0,29.338582011466166,5.33697509765625,0.5789742887115529
cnn,106,29.215031902459533,-55.640756101729,260.25746261223657,460.90760003831133,69.33684383617609,1.146132744022456,2.4043720349979085,1.1682648646821723,-1.2361071703157362,1.2361071703157362,0.3908866796956757,0.2889766766960363,13.973378262410721,14.669545855880765,0.6961675934700438,0.6961675934700438,0.969512,0.976464,0.006951999999999958,0.006951999999999958,0.66638,0.665864,-0.0005159999999999609,0.0005159999999999609,0.02658,0.013568,-0.013012,0.013012,0.1,0.073712,-0.026288000000000006,0.026288000000000006,0.05,0.028836,-0.021164000000000002,0.021164000000000002,0.01,0.00312,-0.006880000000000001,0.006880000000000001,cnn_s106_speed_p160_x0_y0,30.092821360744658,5.767349720001221,0.5782362086568188
cnn,107,28.940019095289955,-58.811593103726125,266.6080511833093,482.22610725589556,73.64596908558012,1.0775175662436838,2.3711876339371654,1.1645270092130153,-1.20666062472415,1.20666062472415,0.38687975317811596,0.28277735475093574,14.499407762195059,14.772130953156188,0.27272319096112874,0.27272319096112874,0.970908,0.976664,0.005755999999999983,0.005755999999999983,0.677896,0.679472,0.0015759999999999108,0.0015759999999999108,0.03712,0.021184,-0.015936,0.015936,0.1,0.0734,-0.0266,0.0266,0.05,0.029732,-0.020268,0.020268,0.01,0.003896,-0.006104,0.006104,cnn_s107_speed_p160_x0_y0,29.64376642955138,5.574344635009766,0.5873099571898629
cnn,108,29.994517076582536,-62.576165416787404,266.16930985905356,474.3026099408461,78.29810888955477,1.0160542287517005,2.346439339301334,1.0584669990389557,-1.2879723402623782,1.2879723402623782,0.3789482342287064,0.28516287729811285,14.41081113660488,16.04536750791066,1.6345563713057825,1.6345563713057825,0.971252,0.977896,0.006643999999999983,0.006643999999999983,0.674524,0.676688,0.0021639999999999437,0.0021639999999999437,0.051952,0.031236,-0.020716,0.020716,0.1,0.077708,-0.022292000000000006,0.022292000000000006,0.05,0.029864,-0.020136,0.020136,0.01,0.002672,-0.007328,0.007328,cnn_s108_speed_p160_x0_y0,28.940126674621943,5.6898322105407715,0.581538433400334
cnn,109,29.340460131888747,-61.405260838974684,266.805100194961,469.06576017921947,75.62803143058306,0.9522088531938063,2.4584123600931362,1.10200967454317,-1.3564026855499662,1.3564026855499662,0.37481862648779113,0.27713308380572876,14.524527024298001,15.78962345926248,1.2650964349644784,1.2650964349644784,0.970816,0.97596,0.005144000000000037,0.005144000000000037,0.666652,0.664576,-0.0020760000000000778,0.0020760000000000778,0.070228,0.049732,-0.020496,0.020496,0.1,0.076236,-0.023764000000000007,0.023764000000000007,0.05,0.032876,-0.017124,0.017124,0.01,0.002792,-0.007208,0.007208,cnn_s109_speed_p160_x0_y0,28.97319829057234,5.088190078735352,0.5868368829397201
cnn,110,30.037522383683083,-59.889592499987266,263.19554384798516,459.4886921720648,73.32835540535368,0.915698968336149,2.5116273264193554,1.109752278129511,-1.4018750482898443,1.4018750482898443,0.37181219855601905,0.2806747703194539,14.8881813789416,18.178742131096147,3.2905607521545477,3.2905607521545477,0.972044,0.976052,0.0040080000000000116,0.0040080000000000116,0.6523,0.650224,-0.0020759999999999668,0.0020759999999999668,0.09396,0.0742,-0.01976,0.01976,0.1,0.079868,-0.02013200000000001,0.02013200000000001,0.05,0.033788,-0.016212000000000004,0.016212000000000004,0.01,0.003764,-0.006236,0.006236,cnn_s110_speed_p160_x0_y0,29.504241915198808,5.806641101837158,0.5806544420749317
cnn,111,30.90363327801762,-58.46092590008041,251.96134177549283,439.18165409969083,71.95933389574849,0.8417086885841848,2.517910851878576,1.1209176078488121,-1.396993244029764,1.396993244029764,0.35867880022726695,0.26751389398625963,16.432807524041753,19.246715092587003,2.8139075685452504,2.8139075685452504,0.970996,0.97636,0.005364000000000035,0.005364000000000035,0.627288,0.619852,-0.007435999999999998,0.007435999999999998,0.126452,0.110216,-0.016236000000000014,0.016236000000000014,0.1,0.084108,-0.015892000000000003,0.015892000000000003,0.05,0.038036,-0.011964000000000002,0.011964000000000002,0.01,0.003876,-0.006124,0.006124,cnn_s111_speed_p160_x0_y0,28.17742348677506,5.513612270355225,0.5730462303692898
cnn,112,30.45015130750225,-52.28841563488411,234.28629066169555,400.7800729780913,62.402604830815434,0.8127646210603084,2.5521422961047304,1.1854040920567288,-1.3667382040480016,1.3667382040480016,0.34239979448735314,0.2588902384484838,17.356303881892384,20.715503003723207,3.359199121830823,3.359199121830823,0.960496,0.966252,0.005755999999999983,0.005755999999999983,0.588268,0.576964,-0.01130399999999998,0.01130399999999998,0.15344,0.14096,-0.012479999999999991,0.012479999999999991,0.1,0.087528,-0.01247200000000001,0.01247200000000001,0.05,0.041948,-0.008052000000000004,0.008052000000000004,0.01,0.00428,-0.00572,0.00572,cnn_s112_speed_p160_x0_y0,27.49742127818127,5.637857913970947,0.5852515744888519
cnn,113,30.187587966342992,-49.671510437321956,214.89821778926535,367.32695487523756,57.77020155073254,0.7807641208992308,2.431485046440205,1.1385327525540323,-1.2929522938861726,1.2929522938861726,0.3245688700172732,0.24441240424177085,17.818271719812817,17.99335677688784,0.1750850570750231,0.1750850570750231,0.950016,0.957968,0.00795200000000007,0.00795200000000007,0.542524,0.529468,-0.013055999999999957,0.013055999999999957,0.177548,0.161344,-0.016204000000000024,0.016204000000000024,0.1,0.088072,-0.011928000000000008,0.011928000000000008,0.049996,0.044692,-0.005303999999999996,0.005303999999999996,0.01,0.002148,-0.007852,0.007852,cnn_s113_speed_p160_x0_y0,26.010710160777133,5.502909183502197,0.5841705553846349
