sample_idx,method_a,method_b,delta_sample_idx,delta_psnr,delta_wpd_bias,delta_wpd_mae,delta_wpd_rmse,delta_wpd_w1,delta_psd_log_l2,delta_psd_slope_gt,delta_psd_slope_sr,delta_psd_slope_delta,delta_psd_slope_abs_delta,delta_grad_mae,delta_grad_w1,delta_grad_kurtosis_gt,delta_grad_kurtosis_sr,delta_grad_kurtosis_delta,delta_grad_kurtosis_abs_delta,delta_exceed_frac_gt_t5,delta_exceed_frac_sr_t5,delta_exceed_frac_delta_t5,delta_exceed_frac_abs_delta_t5,delta_exceed_frac_gt_t10,delta_exceed_frac_sr_t10,delta_exceed_frac_delta_t10,delta_exceed_frac_abs_delta_t10,delta_exceed_frac_gt_t15,delta_exceed_frac_sr_t15,delta_exceed_frac_delta_t15,delta_exceed_frac_abs_delta_t15,delta_exceed_frac_gt_p90,delta_exceed_frac_sr_p90,delta_exceed_frac_delta_p90,delta_exceed_frac_abs_delta_p90,delta_exceed_frac_gt_p95,delta_exceed_frac_sr_p95,delta_exceed_frac_delta_p95,delta_exceed_frac_abs_delta_p95,delta_exceed_frac_gt_p99,delta_exceed_frac_sr_p99,delta_exceed_frac_delta_p99,delta_exceed_frac_abs_delta_p99,delta_pd_distance,delta_mt_distance,delta_ssim
22,cnn,gan,0.0,1.733172598314468,-105.32138018468807,-92.67043196994115,-140.73230231445734,-62.64156870205342,0.36341105805113,0.0,-0.035708410424802384,-0.03570841042480233,0.03570841042480233,-0.018243515255787435,0.24394147553182008,0.0,-4.4006172497504,-4.4006172497504,4.4006172497504,0.0,-0.01537999999999995,-0.01537999999999995,-0.01368400000000003,0.0,-0.052272000000000096,-0.052272000000000096,-0.03747199999999995,0.0,-0.006875999999999993,-0.006875999999999993,-0.006875999999999993,0.0,0.0036320000000000102,0.0036320000000000102,-0.0036320000000000102,0.0,0.004840000000000004,0.004840000000000004,-0.004840000000000004,0.0,-0.0031959999999999996,-0.003195999999999999,0.003195999999999999,5.89238054059355,-0.2651815414428711,0.07218253794301349
23,cnn,gan,0.0,1.771013094299576,-127.796579485048,-109.34478830607009,-187.51884776646455,-74.91291876551189,0.4320101212105759,0.0,-0.06968948919201107,-0.06968948919201112,0.06968948919201112,-0.013976252307030812,0.24187876023243063,0.0,5.004809637512189,5.004809637512189,5.004809637512189,0.0,-0.006987999999999994,-0.006987999999999994,-0.006987999999999994,0.0,-0.051807999999999965,-0.051807999999999965,-0.05008000000000001,0.0,-0.008828000000000003,-0.008828000000000003,-0.008828000000000003,0.0,-0.0003599999999999992,-0.0003599999999999992,0.0003599999999999992,0.0,0.002256000000000001,0.002256000000000001,-0.002256000000000001,0.0,-0.0013839999999999998,-0.0013839999999999998,0.0013839999999999998,5.332379081429529,-1.5902013778686523,0.05386804786564575
24,cnn,gan,0.0,1.648541918516088,-172.28820919392172,-123.71573319624349,-274.4753446639511,-111.73621766758644,0.4577405690828028,0.0,-0.10183655493559629,-0.10183655493559629,0.10183655493559629,-0.014947673396725258,0.23942346831466244,0.0,0.7225175430454698,0.7225175430454698,0.7225175430454698,0.0,-0.0038799999999999946,-0.0038799999999999946,-0.0038799999999999946,0.0,-0.04237600000000008,-0.04237600000000008,-0.04237600000000008,0.0,-0.01667599999999997,-0.01667599999999997,-0.01667599999999997,0.0,0.001480000000000009,0.001480000000000009,-0.001480000000000009,0.0,-0.0018799999999999997,-0.0018799999999999997,0.0018799999999999997,0.0,-0.0008720000000000004,-0.0008720000000000004,0.0008720000000000004,6.104082332594537,-4.848442554473877,0.0531507651592914
25,cnn,gan,0.0,1.5542636744720362,-170.96065279888384,-131.14541504060543,-208.68932779129523,-141.84713381394585,0.5088156255209337,0.0,-0.02246065344333803,-0.02246065344333803,0.02246065344333803,-0.016965537669024255,0.24316994985688134,0.0,9.543445483109256,9.543445483109256,8.991489175262455,0.0,-0.0043839999999999435,-0.0043839999999999435,-0.0043839999999999435,0.0,-0.04860399999999998,-0.04860399999999998,-0.04860399999999998,0.0,-0.02041599999999999,-0.02041599999999999,-0.02041599999999999,0.0,0.00027599999999999847,0.00027599999999999847,-0.00027599999999999847,0.0,0.002228000000000001,0.002228000000000001,-0.002228000000000001,0.0,-0.000876,-0.000876,0.000876,6.460623784854704,0.8701009750366211,0.0267183634431003
26,cnn,gan,0.0,1.5388835258671847,-227.2535713969567,-142.38810782939368,-331.6146780566851,-147.3869413425581,0.5942969173233749,0.0,0.0460194775487518,0.0460194775487518,-0.0460194775487518,-0.02027985158260437,0.2650071830179466,0.0,0.665923247703379,0.665923247703379,0.665923247703379,0.0,-0.0038920000000000066,-0.0038920000000000066,-0.0038920000000000066,0.0,-0.05179199999999995,-0.05179199999999995,-0.05179199999999995,0.0,-0.026359999999999995,-0.026359999999999995,-0.026359999999999995,0.0,-0.0018159999999999982,-0.0018159999999999982,0.0002480000000000121,0.0,-0.006592000000000001,-0.006592000000000001,0.006592000000000001,0.0,-0.00476,-0.00476,0.00476,4.246677164536258,-4.244935512542725,0.017785687996901278
27,cnn,gan,0.0,1.4307732421870831,-251.28031458556612,-147.86178575824204,-467.099219310476,-155.61641952161293,0.48104946688229155,0.0,-0.03306747680503763,-0.03306747680503763,0.03306747680503763,-0.025651296661255096,0.2585883288236459,0.0,-2.3099609194627746,-2.3099609194627746,-2.3099609194627746,0.0,-0.0020319999999999228,-0.0020319999999999228,-0.0020319999999999228,0.0,-0.048512,-0.048512,-0.048512,0.0,-0.030092000000000008,-0.030092000000000008,-0.02348399999999995,0.0,-0.0019640000000000074,-0.0019640000000000074,-0.0019640000000000074,0.0,-0.0068000000000000005,-0.0068000000000000005,0.004808000000000007,0.0,-0.0031319999999999994,-0.0031319999999999994,0.0031319999999999994,5.951590783761549,-13.490119457244873,0.029645301885254605
28,cnn,gan,0.0,1.5748895800670546,-264.8855020820138,-157.35644203079096,-446.39622085946326,-166.80854312979818,0.5264616812789964,0.0,-0.02010940451779375,-0.02010940451779375,0.02010940451779375,-0.03396939140715344,0.26051844476024766,0.0,-6.583519245980984,-6.583519245980984,4.348388396819711,0.0,-0.0028119999999999257,-0.0028119999999999257,-0.0028119999999999257,0.0,-0.04876799999999992,-0.04876799999999992,-0.04876799999999992,0.0,-0.03212799999999999,-0.03212799999999999,-0.022496000000000016,0.0,-0.008940000000000003,-0.008940000000000003,-0.003603999999999996,0.0,-0.008767999999999998,-0.008767999999999998,0.002728000000000008,0.0,-0.003476000000000001,-0.003476000000000001,0.003476000000000001,7.5824311295112174,-7.736997127532959,0.05224633325951533
29,cnn,gan,0.0,1.802224807501375,-284.64083669321474,-177.1121121969847,-537.6216573601876,-211.0562721548453,0.4923036239703244,0.0,-0.15454531903901414,-0.15454531903901414,0.15454531903901414,-0.04109969044330297,0.2320037263964906,0.0,-1.8673608932505097,-1.8673608932505097,1.8673608932505097,0.0,-0.0013400000000000079,-0.0013400000000000079,-0.0013400000000000079,0.0,-0.04823199999999994,-0.04823199999999994,-0.04823199999999994,0.0,-0.031863999999999976,-0.031863999999999976,-0.019815999999999973,0.0,-0.024515999999999996,-0.024515999999999996,-0.018771999999999997,0.0,-0.005156000000000001,-0.005156000000000001,-0.004075999999999989,0.0,-0.0035919999999999997,-0.0035919999999999997,-0.0007599999999999985,7.090496520061972,-5.9002685546875,0.0464149132790177
30,cnn,gan,0.0,1.81973192479024,-276.5053891353128,-170.51532824108142,-569.5291619651235,-206.21283823000738,0.545318910690666,0.0,-0.17714565001180615,-0.17714565001180615,0.17714565001180615,-0.03690333677483831,0.25141560745854735,0.0,-1.063416704873049,-1.063416704873049,-1.063416704873049,0.0,-0.0034720000000000306,-0.0034720000000000306,-0.0034720000000000306,0.0,-0.04583599999999999,-0.04583599999999999,-0.04583599999999999,0.0,-0.03157600000000002,-0.03157600000000002,-0.03042399999999998,0.0,-0.028107999999999994,-0.028107999999999994,-0.01150799999999999,0.0,-0.013732000000000001,-0.013732000000000001,-0.0022919999999999954,0.0,-0.004316,-0.004316,-0.0020440000000000007,9.11769536279277,-6.719937324523926,0.04764500751119949
31,cnn,gan,0.0,1.6490307437688756,-264.2684140960931,-142.4169969879713,-449.276208036507,-203.32567033403905,0.5206554921483757,0.0,-0.09311941859512407,-0.09311941859512407,0.09311941859512407,-0.030770762086192727,0.23051852967021785,0.0,-1.113768026385877,-1.113768026385877,-0.074206168815806,0.0,-0.005179999999999962,-0.005179999999999962,-0.005179999999999962,0.0,-0.044731999999999994,-0.044731999999999994,-0.044731999999999994,0.0,-0.051344,-0.051344,-0.03760800000000003,0.0,-0.025943999999999995,-0.025943999999999995,-0.015951999999999994,0.0,-0.02534,-0.02534,-0.005043999999999993,0.0,-0.004928,-0.004928,-0.0006559999999999986,7.798958550091694,-9.415461540222168,0.03308011549439582
32,cnn,gan,0.0,1.6957911410612994,-249.69733921720353,-142.25553153159,-473.4828494214827,-206.45020433848646,0.5717078641289541,0.0,-0.11101192876184895,-0.11101192876184895,0.11101192876184895,-0.037243198913933684,0.21182558040959185,0.0,-0.461946230995153,-0.461946230995153,-0.461946230995153,0.0,-0.005495999999999945,-0.005495999999999945,-0.005495999999999945,0.0,-0.05441600000000002,-0.05441600000000002,-0.05441600000000002,0.0,-0.03489600000000001,-0.03489600000000001,-0.029840000000000005,0.0,-0.028576000000000004,-0.028576000000000004,-0.01878399999999998,0.0,-0.023440000000000003,-0.023440000000000003,-0.012167999999999998,0.0,-0.006024,-0.006024,-0.0021199999999999986,8.012099789376382,-11.7681245803833,0.04734223970314855
33,cnn,gan,0.0,1.8029776369447212,-254.68813571493615,-147.1919734522217,-540.8189526967013,-199.10057555786574,0.6245049083501591,0.0,0.0743898927888409,0.0743898927888409,-0.0743898927888409,-0.022967547122923315,0.22092335479084713,0.0,-4.124335465768787,-4.124335465768787,-3.2683689632336126,0.0,-0.0034440000000000026,-0.0034440000000000026,-0.0034440000000000026,0.0,-0.052543999999999924,-0.052543999999999924,-0.052543999999999924,0.0,-0.04009600000000002,-0.04009600000000002,-0.026791999999999982,0.0,-0.02946,-0.02946,-0.018147999999999984,0.0,-0.031360000000000006,-0.031360000000000006,-0.009304,0.0,-0.007932,-0.007932,-0.0046359999999999995,7.992919330775159,-13.23584794998169,0.05191055661336752
34,cnn,gan,0.0,1.7014722416795145,-242.55086820043988,-132.44021639693108,-522.2486296212193,-176.16381199134076,0.7486220175311207,0.0,0.44330395109534404,0.44330395109534404,-0.44330395109534404,-0.02163306248386143,0.1995342322412424,0.0,-8.579360391732667,-8.579360391732667,-8.310154485327946,0.0,-0.0025640000000000107,-0.0025640000000000107,-0.0025640000000000107,0.0,-0.037840000000000096,-0.037840000000000096,-0.037840000000000096,0.0,-0.037076,-0.037076,-0.019748000000000043,0.0,-0.028387999999999997,-0.028387999999999997,-0.01038799999999998,0.0,-0.030067999999999998,-0.030067999999999998,-0.0031079999999999858,0.0,-0.008991999999999998,-0.008991999999999998,-0.0064399999999999995,8.448868502929422,-13.12288522720337,0.05564578953597643
35,cnn,gan,0.0,1.4092638682615437,-213.61727303044478,-111.08710107203564,-304.39927337759707,-160.63373018834906,0.7051935808720686,0.0,0.5731475403572035,0.5731475403572035,-0.5731475403572035,-0.020383343536103715,0.17515228340020825,0.0,-3.185634119505263,-3.185634119505263,-0.7426485351918579,0.0,-0.0048880000000000035,-0.0048880000000000035,-0.0048880000000000035,0.0,-0.03490800000000005,-0.03490800000000005,-0.03490800000000005,0.0,-0.036647999999999986,-0.036647999999999986,-0.022391999999999995,0.0,-0.03072000000000001,-0.03072000000000001,-0.012743999999999991,0.0,-0.020420000000000008,-0.020420000000000008,-0.008251999999999995,0.0,-0.007239999999999998,-0.007239999999999998,-0.006927999999999998,7.205796432989075,-8.16400957107544,0.04804291747568723
36,cnn,gan,0.0,1.4334327230339987,-200.4404683126253,-106.50124772510225,-227.76971637158738,-157.7560333687093,0.6691951414576072,0.0,0.58099410831844,0.58099410831844,-0.58099410831844,-0.02381462552975372,0.17054034357906822,0.0,-0.04540873018452629,-0.04540873018452629,0.04540873018452629,0.0,-0.006215999999999999,-0.006215999999999999,-0.006215999999999999,0.0,-0.03737200000000007,-0.03737200000000007,-0.03737200000000007,0.0,-0.0378,-0.0378,-0.01744000000000001,0.0,-0.027116,-0.027116,-0.010011999999999993,0.0,-0.019316,-0.019316,-0.008931999999999995,0.0,-0.004511999999999999,-0.004511999999999999,-0.004511999999999999,7.875280567716636,-3.1715517044067383,0.05251047448299562
37,cnn,gan,0.0,1.3964017022153463,-195.50008075064056,-110.46593587733344,-291.6332082683124,-158.37786651310432,0.594807109313954,0.0,0.40997444633012625,0.40997444633012625,-0.40997444633012625,-0.02647071613884272,0.16325786861719938,0.0,-1.3303516531372033,-1.3303516531372033,-1.3303516531372033,0.0,-0.00636800000000004,-0.00636800000000004,-0.00636800000000004,0.0,-0.03349599999999997,-0.03349599999999997,-0.03349599999999997,0.0,-0.029839999999999978,-0.029839999999999978,-0.01786399999999999,0.0,-0.030556,-0.030556,-0.01654,0.0,-0.016952000000000002,-0.016952000000000002,-0.012799999999999999,0.0,-0.008539999999999999,-0.008539999999999999,-0.005804,6.292953489676982,-3.1034741401672363,0.03743818636798524
38,cnn,gan,0.0,1.6570457034885102,-162.69280493696843,-102.16513107335646,-266.1415885859959,-130.14785084833204,0.3441298019969086,0.0,0.20151948231745198,0.20151948231745198,-0.20151948231745198,-0.03687704673878073,0.13559686249874214,0.0,-2.849064316850651,-2.849064316850651,-2.849064316850651,0.0,-0.010116000000000014,-0.010116000000000014,-0.010116000000000014,0.0,-0.036395999999999984,-0.036395999999999984,-0.036395999999999984,0.0,-0.017419999999999963,-0.017419999999999963,-0.010939999999999978,0.0,-0.024375999999999995,-0.024375999999999995,-0.015231999999999982,0.0,-0.023692000000000005,-0.023692000000000005,-0.011083999999999997,0.0,-0.0038919999999999996,-0.0038919999999999996,-0.0038919999999999996,5.379562854617582,-1.3623995780944824,0.05656397510840294
39,cnn,gan,0.0,2.150068446757281,-138.84273005287403,-101.447135284631,-270.58599030033395,-110.07023498153846,0.24680510849864123,0.0,-0.0855422542606128,-0.0855422542606128,0.0855422542606128,-0.0490843016955394,0.12030368902263393,0.0,-3.6246236990324263,-3.6246236990324263,-3.6246236990324263,0.0,-0.013631999999999977,-0.013631999999999977,-0.01104000000000005,0.0,-0.03781600000000007,-0.03781600000000007,-0.03781600000000007,0.0,-0.009060000000000012,-0.009060000000000012,-0.008539999999999992,0.0,-0.012948000000000001,-0.012948000000000001,-0.002811999999999995,0.0,-0.017311999999999994,-0.017311999999999994,-0.01372799999999999,0.0,-0.007892,-0.007892,-0.002092,3.886171126905573,-2.6726326942443848,0.04492518706944615
40,cnn,gan,0.0,2.5177067842436003,-105.37422419624079,-83.2061553213421,-219.37870413487838,-71.59217186634265,0.26556547320244517,0.0,-0.24091865276132418,-0.24091865276132418,0.24091865276132418,-0.047139084902731665,0.11161438316625208,0.0,-10.711796572298844,-10.711796572298844,-10.711796572298844,0.0,-0.010236000000000023,-0.010236000000000023,-0.008660000000000001,0.0,-0.031623999999999985,-0.031623999999999985,-0.031623999999999985,0.0,-0.006423999999999985,-0.006423999999999985,-0.0028960000000000097,0.0,-0.009011999999999992,-0.009011999999999992,-0.003379999999999994,0.0,-0.010339999999999995,-0.010339999999999995,-0.006427999999999996,0.0,-0.004475999999999999,-0.004475999999999999,-0.0006919999999999999,3.8342045414024355,-3.35744047164917,0.0908271192528387
41,cnn,gan,0.0,2.5674400468628846,-80.11867840882002,-70.16307673479264,-141.3168514067384,-56.661466952308814,0.23823966484615794,0.0,-0.3436685663297057,-0.34366856632970566,0.34366856632970566,-0.04291564299905934,0.10453544184271968,0.0,-7.113319202984851,-7.113319202984851,-7.113319202984851,0.0,-0.005120000000000013,-0.005120000000000013,-0.0031200000000000117,0.0,-0.024756,-0.024756,-0.024756,0.0,-0.009559999999999985,-0.009559999999999985,-0.005559999999999982,0.0,-0.007236000000000006,-0.007236000000000006,-0.002227999999999994,0.0,-0.008247999999999998,-0.008247999999999998,-0.0025039999999999993,0.0,-0.0062039999999999994,-0.0062039999999999994,-0.0014919999999999985,6.004470865065727,-3.5117835998535156,0.0959139795455678
42,cnn,gan,0.0,2.7967658265811295,-69.54914557430203,-66.24595444778905,-127.27140018264731,-53.06451597192561,0.19778687542399567,0.0,-0.355266522545484,-0.35526652254548396,0.35526652254548396,-0.04620536575054404,0.10338247902431555,0.0,-6.449903749796093,-6.449903749796093,-3.5656122903929983,0.0,-0.0043720000000000425,-0.0043720000000000425,-0.0043720000000000425,0.0,-0.027444000000000024,-0.027444000000000024,-0.027444000000000024,0.0,-0.004667999999999992,-0.004667999999999992,-0.0018039999999999862,0.0,-0.004951999999999998,-0.004951999999999998,-0.0035519999999999857,0.0,-0.008084000000000001,-0.008084000000000001,-0.003043999999999998,0.0,-0.0017399999999999985,-0.0017399999999999985,-0.0017399999999999985,6.997562038872003,-1.6252508163452148,0.12652669973464403
43,cnn,gan,0.0,3.0144663065062147,-67.95916696197807,-66.10564502114853,-128.4256496662334,-47.20704150186124,0.22187303726893767,0.0,-0.4363327595062823,-0.43633275950628236,0.43633275950628236,-0.05080405351259468,0.10652933381591162,0.0,-2.535909661625535,-2.535909661625535,0.9268724863437932,0.0,-0.0049319999999999364,-0.0049319999999999364,-0.0049319999999999364,0.0,-0.029668000000000028,-0.029668000000000028,-0.023419999999999996,0.0,-0.0015280000000000016,-0.0015280000000000016,-0.00028000000000000247,0.0,-0.00037600000000000133,-0.00037600000000000133,-0.00037600000000000133,0.0,-0.005524000000000001,-0.005524000000000001,-0.0018679999999999947,0.0,-0.004228000000000001,-0.004228000000000001,-0.002132,6.984029617323921,-1.2848858833312988,0.15034878856407602
44,cnn,gan,0.0,2.753980068240061,-66.53934539502991,-65.40898740817957,-164.7752303299183,-48.58791571550085,0.29786845616655955,0.0,-0.442878278860123,-0.442878278860123,0.442878278860123,-0.049051140699142404,0.10147569266230615,0.0,-9.987771897826011,-9.987771897826011,-0.9731449766033471,0.0,-0.00561199999999995,-0.00561199999999995,-0.00561199999999995,0.0,-0.022047999999999957,-0.022047999999999957,-0.010935999999999946,0.0,-0.007424,-0.007424,-0.007424,0.0,-0.0016120000000000023,-0.0016120000000000023,-0.0016120000000000023,0.0,-0.009683999999999998,-0.009683999999999998,-0.008908,0.0,-0.004128,-0.004128,-0.0023840000000000007,5.925737386288752,-0.8350815773010254,0.17851819213788267
45,cnn,gan,0.0,2.424514823398095,-77.900594537362,-71.38262254011835,-168.8061007398635,-56.17840250990577,0.4212832579308147,0.0,-0.4440509633027335,-0.4440509633027335,0.4440509633027335,-0.060017589531088766,0.11981021062407328,0.0,-2.724768668622417,-2.724768668622417,1.2870114042117748,0.0,-0.013807999999999931,-0.013807999999999931,-0.013807999999999931,0.0,-0.023540000000000005,-0.023540000000000005,-0.010635999999999979,0.0,-0.010372,-0.010372,-0.007196000000000001,0.0,-0.00893999999999999,-0.00893999999999999,-0.004691999999999988,0.0,-0.010076000000000002,-0.010076000000000002,-0.007339999999999999,0.0,-0.0070040000000000015,-0.0070040000000000015,-0.004276,6.918646754031586,-0.2069711685180664,0.19206344416956095
46,cnn,gan,0.0,2.282483429034915,-92.11667275909917,-79.57633529578428,-161.28833363853403,-62.72805579840305,0.46278205824743496,0.0,-0.37546920854174415,-0.37546920854174415,0.37546920854174415,-0.06156078413760341,0.12815142412092562,0.0,-1.137258384813446,-1.137258384813446,-0.33159142796065666,0.0,-0.008691999999999922,-0.008691999999999922,-0.008691999999999922,0.0,-0.029355999999999993,-0.029355999999999993,-0.015187999999999924,0.0,-0.007491999999999999,-0.007491999999999999,-0.00426,0.0,-0.012555999999999998,-0.012555999999999998,-0.012555999999999998,0.0,-0.010036000000000003,-0.010036000000000003,-0.006891999999999995,0.0,-0.007212,-0.007212,-0.0038039999999999984,4.406039689451099,-0.4070606231689453,0.1756583031682329
47,cnn,gan,0.0,2.3194659175833614,-96.38340863464823,-78.79133624435013,-190.68071728521886,-65.07957938075707,0.40892720615654465,0.0,-0.3574806394041621,-0.3574806394041621,0.3574806394041621,-0.062441526556370475,0.12050609014546894,0.0,-0.22598346622025645,-0.22598346622025645,0.22598346622025645,0.0,-0.007507999999999959,-0.007507999999999959,-0.007507999999999959,0.0,-0.02035999999999999,-0.02035999999999999,-0.012199999999999933,0.0,-0.007732000000000003,-0.007732000000000003,-0.003964000000000009,0.0,-0.019727999999999996,-0.019727999999999996,-0.019727999999999996,0.0,-0.010315999999999999,-0.010315999999999999,-0.004963999999999989,0.0,-0.009244,-0.009244,-0.006572,9.092857960913102,-0.7085165977478027,0.18379564593875647
48,cnn,gan,0.0,2.2814957557212594,-93.13085023340642,-73.82129952819484,-189.8772430202929,-61.31524546883267,0.42856075512609243,0.0,-0.37492517101576894,-0.37492517101576894,0.37492517101576894,-0.05617912657624419,0.12961107401646482,0.0,0.5019780533743834,0.5019780533743834,0.5019780533743834,0.0,-0.007732000000000072,-0.007732000000000072,-0.007732000000000072,0.0,-0.02384799999999998,-0.02384799999999998,-0.012032000000000043,0.0,-0.008227999999999996,-0.008227999999999996,-0.002636000000000003,0.0,-0.021699999999999997,-0.021699999999999997,-0.017939999999999984,0.0,-0.012323999999999995,-0.012323999999999995,-0.005731999999999994,0.0,-0.0085,-0.0085,-0.005652000000000001,9.72546950270006,0.3985104560852051,0.16385054112081993
49,cnn,gan,0.0,2.340697355275882,-86.54196159738784,-72.58490862371585,-167.17734064103922,-54.76496168872386,0.44504937118453575,0.0,-0.36264468994102683,-0.36264468994102683,0.36264468994102683,-0.05630249330625792,0.12377365563704106,0.0,-1.4393067968676405,-1.4393067968676405,-1.3783526262846593,0.0,-0.011548000000000003,-0.011548000000000003,-0.011548000000000003,0.0,-0.030067999999999984,-0.030067999999999984,-0.012700000000000045,0.0,-0.008003999999999997,-0.008003999999999997,-0.0037960000000000008,0.0,-0.028439999999999993,-0.028439999999999993,-0.02371999999999999,0.0,-0.012683999999999994,-0.012683999999999994,-0.006411999999999994,0.0,-0.008836,-0.008836,-0.00546,8.443118863706923,-1.5694875717163086,0.16409091759339905
50,cnn,gan,0.0,2.4829045502076212,-77.29680989926179,-63.586880041157315,-132.10837011116,-43.379059102949334,0.4231338866414257,0.0,-0.38249138361819,-0.38249138361819,0.38249138361819,-0.06312941052367999,0.11645101841853223,0.0,-0.4917335644914438,-0.4917335644914438,0.4917335644914438,0.0,-0.014191999999999982,-0.014191999999999982,-0.014191999999999982,0.0,-0.029536000000000007,-0.029536000000000007,-0.0033840000000000536,0.0,-0.008004,-0.008004,-0.0030759999999999997,0.0,-0.03509599999999999,-0.03509599999999999,-0.02237599999999998,0.0,-0.015067999999999998,-0.015067999999999998,-0.00695599999999999,0.0,-0.009683999999999998,-0.009683999999999998,-0.0031319999999999985,6.443326104934021,-0.3277096748352051,0.16412879820120468
51,cnn,gan,0.0,2.414202352531234,-71.19841816841212,-60.21609551982934,-100.70806227460687,-40.02572176885866,0.4177223076408118,0.0,-0.4109273390432761,-0.41092733904327605,0.41092733904327605,-0.06134640093121152,0.11645388848172589,0.0,-0.24839693799432894,-0.24839693799432894,0.24839693799432894,0.0,-0.013440000000000007,-0.013440000000000007,-0.013440000000000007,0.0,-0.026027999999999996,-0.026027999999999996,-0.010124000000000022,0.0,-0.0041600000000000005,-0.0041600000000000005,-0.0021279999999999997,0.0,-0.036288,-0.036288,-0.01897599999999998,0.0,-0.016647999999999996,-0.016647999999999996,-0.004407999999999995,0.0,-0.011923999999999999,-0.011923999999999999,-0.004491999999999998,5.721627117117851,-2.0941648483276367,0.1447297509357181
52,cnn,gan,0.0,2.643264219839864,-67.26671954986928,-57.69889292034473,-87.43892025587303,-34.96277753794648,0.41175903250424817,0.0,-0.46066188058377877,-0.46066188058377877,0.46066188058377877,-0.059046624290320315,0.12318082875643235,0.0,1.327001908985853,1.327001908985853,-1.327001908985853,0.0,-0.016303999999999985,-0.016303999999999985,-0.013383999999999951,0.0,-0.037472000000000005,-0.037472000000000005,-0.018544000000000005,0.0,-0.001768,-0.001768,-0.001768,0.0,-0.034428000000000014,-0.034428000000000014,-0.018203999999999998,0.0,-0.021443999999999998,-0.021443999999999998,-0.003147999999999991,0.0,-0.015347999999999999,-0.015347999999999999,-0.005051999999999999,4.82901517143803,-1.3137683868408203,0.15238527258827256
53,cnn,gan,0.0,2.578629877462326,-60.495202957710504,-49.21675475971041,-89.66230425669815,-31.35198325525453,0.4256526578043726,0.0,-0.44176979373716935,-0.4417697937371694,0.4417697937371694,-0.05349630135969158,0.13772531307181807,0.0,-0.10111981955334137,-0.10111981955334137,0.10111981955334137,0.0,-0.017827999999999955,-0.017827999999999955,-0.013067999999999858,0.0,-0.033804,-0.033804,-0.023843999999999976,0.0,-0.001832,-0.001832,-0.000528,0.0,-0.030132000000000006,-0.030132000000000006,-0.017763999999999988,0.0,-0.023272,-0.023272,-0.007087999999999997,0.0,-0.014556000000000001,-0.014556000000000001,-0.00362,3.846379184150063,-2.6572957038879395,0.18559375867418482
54,cnn,gan,0.0,2.4736481097414362,-58.254193761807,-44.495325870704775,-87.84485730861115,-27.680223842719567,0.4403623774463721,0.0,-0.4404692282278276,-0.4404692282278275,0.4404692282278275,-0.047684502674830875,0.15237600384330158,0.0,0.8696935296981287,0.8696935296981287,-0.5590086536328265,0.0,-0.018067999999999973,-0.018067999999999973,-0.010804000000000036,0.0,-0.03722399999999999,-0.03722399999999999,-0.02197599999999998,0.0,-0.00146,-0.00146,-0.00028399999999999996,0.0,-0.03403599999999998,-0.03403599999999998,-0.021435999999999983,0.0,-0.025712,-0.025712,-0.012407999999999988,0.0,-0.01106,-0.01106,0.00044399999999999995,4.673824925351717,-4.081710338592529,0.14127698094472035
55,cnn,gan,0.0,2.5443556584457987,-56.80346965672977,-44.33125395917931,-95.29337322443831,-28.087162715201988,0.46177332939133564,0.0,-0.3847673118785329,-0.38476731187853297,0.38476731187853297,-0.04288497398010399,0.16150164298850433,0.0,0.030357971110333892,0.030357971110333892,0.030357971110333892,0.0,-0.011932000000000054,-0.011932000000000054,-0.011932000000000054,0.0,-0.03161599999999999,-0.03161599999999999,-0.02387199999999999,0.0,-0.002464,-0.002464,-0.0008080000000000001,0.0,-0.03031200000000002,-0.03031200000000002,-0.023711999999999997,0.0,-0.02624,-0.02624,-0.013111999999999999,0.0,-0.010752000000000001,-0.010752000000000001,-0.0014240000000000008,6.147211496559969,-2.5782084465026855,0.14675238184273837
56,cnn,gan,0.0,2.518582148024997,-54.80527725663573,-42.33494922615766,-95.36133409921538,-25.348096927228568,0.459587715696489,0.0,-0.3738171760155286,-0.37381717601552866,0.37381717601552866,-0.03536860986666146,0.16963597430852595,0.0,4.952505494541509,4.952505494541509,4.952505494541509,0.0,-0.011519999999999975,-0.011519999999999975,-0.0044239999999999835,0.0,-0.025804000000000007,-0.025804000000000007,-0.020907999999999996,0.0,-0.0021479999999999997,-0.0021479999999999997,-0.0009559999999999997,0.0,-0.027196000000000012,-0.027196000000000012,-0.01934799999999999,0.0,-0.020651999999999997,-0.020651999999999997,-0.01019599999999999,0.0,-0.011760000000000001,-0.011760000000000001,-0.002296000000000001,6.665396058507866,-2.3386168479919434,0.13874262675541366
