sample_idx,method_a,method_b,delta_sample_idx,delta_psnr,delta_wpd_bias,delta_wpd_mae,delta_wpd_rmse,delta_wpd_w1,delta_psd_log_l2,delta_psd_slope_gt,delta_psd_slope_sr,delta_psd_slope_delta,delta_psd_slope_abs_delta,delta_grad_mae,delta_grad_w1,delta_grad_kurtosis_gt,delta_grad_kurtosis_sr,delta_grad_kurtosis_delta,delta_grad_kurtosis_abs_delta,delta_exceed_frac_gt_t5,delta_exceed_frac_sr_t5,delta_exceed_frac_delta_t5,delta_exceed_frac_abs_delta_t5,delta_exceed_frac_gt_t10,delta_exceed_frac_sr_t10,delta_exceed_frac_delta_t10,delta_exceed_frac_abs_delta_t10,delta_exceed_frac_gt_t15,delta_exceed_frac_sr_t15,delta_exceed_frac_delta_t15,delta_exceed_frac_abs_delta_t15,delta_exceed_frac_gt_p90,delta_exceed_frac_sr_p90,delta_exceed_frac_delta_p90,delta_exceed_frac_abs_delta_p90,delta_exceed_frac_gt_p95,delta_exceed_frac_sr_p95,delta_exceed_frac_delta_p95,delta_exceed_frac_abs_delta_p95,delta_exceed_frac_gt_p99,delta_exceed_frac_sr_p99,delta_exceed_frac_delta_p99,delta_exceed_frac_abs_delta_p99,delta_pd_distance,delta_mt_distance,delta_ssim
10,cnn,gan,0.0,1.2863590599120478,-14.817904081710996,-64.2417689331599,-91.13152992868777,15.622349690303466,0.10005939016909005,0.0,0.6281997399771412,0.6281997399771413,-0.6281997399771413,-0.023673376934451706,0.17752100152471012,0.0,3.0440971575636464,3.0440971575636464,-3.0440971575636464,0.0,0.0022079999999999878,0.0022079999999999878,0.0022079999999999878,0.0,-0.005824000000000051,-0.005824000000000051,0.0017279999999999518,0.0,-0.0023119999999999946,-0.0023119999999999946,0.0023119999999999946,0.0,-0.004623999999999989,-0.004623999999999989,0.004623999999999989,0.0,-0.002492000000000001,-0.002492000000000001,0.002492000000000001,0.0,-6.800000000000035e-05,-6.800000000000035e-05,6.800000000000035e-05,4.986953818566491,-0.7892866134643555,0.045120022119861325
11,cnn,gan,0.0,1.4996915770166908,-32.26591573554835,-74.05343012347322,-115.1275353106036,16.66689108904923,0.16879346764085246,0.0,0.6202400979214177,0.6202400979214178,-0.6202400979214178,-0.031623867622227575,0.18439975067390965,0.0,1.8337696918768316,1.8337696918768316,-1.8337696918768316,0.0,0.0013559999999999128,0.0013559999999999128,0.0013559999999999128,0.0,-0.009160000000000057,-0.009160000000000057,0.0022400000000000198,0.0,-0.0036519999999999886,-0.0036519999999999886,0.0036519999999999886,0.0,-0.005612000000000006,-0.005612000000000006,0.005612000000000006,0.0,-0.003020000000000002,-0.003020000000000002,0.003020000000000002,0.0,-0.002464,-0.002464,0.002464,3.7174578913149823,-1.9210023880004883,0.04352041403926121
12,cnn,gan,0.0,1.6010085611272444,-35.55813312692803,-74.85031323019939,-111.89562800452592,15.527369974846593,0.31360340645103635,0.0,0.6173187232808337,0.6173187232808337,-0.6173187232808337,-0.027313000194474746,0.195384459806951,0.0,1.374093088852618,1.374093088852618,-1.111322866759572,0.0,-0.0017159999999999398,-0.0017159999999999398,-0.0017159999999999398,0.0,-0.013751999999999986,-0.013751999999999986,0.0022400000000000198,0.0,-0.0037720000000000253,-0.0037720000000000253,0.0037720000000000253,0.0,-0.004619999999999999,-0.004619999999999999,0.004619999999999999,0.0,-0.003907999999999995,-0.003907999999999995,0.003907999999999995,0.0,-0.005128,-0.005128,0.005128,5.883909078911028,0.7026548385620117,0.024958441031090572
13,cnn,gan,0.0,1.7993030026182097,-45.484378703325774,-82.64617230350962,-127.90877107216039,13.615823134839388,0.33538572591086135,0.0,0.6447559801968901,0.6447559801968901,-0.6447559801968901,-0.03427058611886069,0.2038349685532173,0.0,0.9077704174383463,0.9077704174383463,-0.9077704174383463,0.0,-0.0032280000000000086,-0.0032280000000000086,-0.0032280000000000086,0.0,-0.016403999999999974,-0.016403999999999974,-0.0006840000000000179,0.0,-0.0011439999999999784,-0.0011439999999999784,0.0011439999999999784,0.0,-0.0046519999999999895,-0.0046519999999999895,0.0046519999999999895,0.0,-0.002584000000000003,-0.002584000000000003,0.002584000000000003,0.0,-0.0072440000000000004,-0.0072440000000000004,0.0072440000000000004,4.949986654047841,-1.3284177780151367,0.04585468526322617
14,cnn,gan,0.0,1.8639364721383274,-41.515981426733006,-82.84991643264044,-122.28594909104743,12.363590657345767,0.3249035248705763,0.0,0.49507314713497674,0.49507314713497674,-0.49507314713497674,-0.03419815669964582,0.20589952837737238,0.0,0.5221906104961036,0.5221906104961036,-0.5221906104961036,0.0,-0.006959999999999966,-0.006959999999999966,-0.006959999999999966,0.0,-0.021279999999999966,-0.021279999999999966,0.005903999999999909,0.0,-0.0009720000000000006,-0.0009720000000000006,0.0009720000000000006,0.0,-0.0031840000000000063,-0.0031840000000000063,0.0031840000000000063,0.0,-0.0021599999999999953,-0.0021599999999999953,0.0021599999999999953,0.0,-0.002636,-0.0026360000000000003,0.0026360000000000003,6.6186547936222055,-0.4289054870605469,0.048359935282972555
15,cnn,gan,0.0,1.8665661241287133,-41.86478322011009,-72.76161842411668,-111.58383283625767,15.735149879494749,0.24600067167581563,0.0,0.402098691448147,0.402098691448147,-0.402098691448147,-0.03294035867659806,0.1943700324806855,0.0,-0.9924295056331722,-0.9924295056331722,-0.9924295056331722,0.0,-0.01424000000000003,-0.01424000000000003,-0.009255999999999931,0.0,-0.01244400000000001,-0.01244400000000001,0.0012759999999999438,0.0,0.001472000000000001,0.001472000000000001,-0.0005280000000000007,0.0,-0.003820000000000004,-0.003820000000000004,0.003820000000000004,0.0,-0.0036880000000000038,-0.0036880000000000038,0.0036880000000000038,0.0,-0.002236,-0.002236,0.002236,7.1743463043269,-0.769874095916748,0.09192105451153582
16,cnn,gan,0.0,1.798462750063429,-41.12603971804065,-69.50356624432854,-92.53280360061154,8.379394306324826,0.16663974805548232,0.0,0.26898625504628737,0.26898625504628737,-0.26898625504628737,-0.033678406297687424,0.17129112189023965,0.0,1.1444985465445754,1.1444985465445754,-0.35769098613743466,0.0,-0.013131999999999922,-0.013131999999999922,-0.005236000000000018,0.0,-0.010271999999999948,-0.010271999999999948,-0.0025279999999999747,0.0,-0.0009839999999999849,-0.0009839999999999849,0.0009839999999999849,0.0,-0.003272000000000011,-0.003272000000000011,0.003272000000000011,0.0,0.00023200000000000304,0.00023200000000000304,-0.00023200000000000304,0.0,-0.002292,-0.0022920000000000006,0.0022920000000000006,6.43147564886435,0.2089829444885254,0.11067687600382492
17,cnn,gan,0.0,1.9348870927285446,-44.355823829265375,-72.16035921920991,-117.00369744874229,3.4852325070786776,0.051822904199517295,0.0,0.16587796786176046,0.16587796786176046,-0.16587796786176046,-0.032151200503350685,0.16498115970518834,0.0,-0.8920321398640532,-0.8920321398640532,0.8920321398640532,0.0,-0.009576000000000029,-0.009576000000000029,-0.007360000000000033,0.0,-0.01973999999999998,-0.01973999999999998,-0.0038920000000001176,0.0,-1.999999999996449e-05,-1.999999999996449e-05,-1.999999999996449e-05,0.0,-0.004867999999999997,-0.004867999999999997,0.004867999999999997,0.0,-0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,-0.00019200000000000033,-0.00019200000000000033,0.00019200000000000033,3.7822890574889776,0.44097423553466797,0.15449413504044823
18,cnn,gan,0.0,1.8680238199197774,-45.61179140592954,-80.4644345072519,-139.7945050287347,-11.96744814413642,0.07156668607338357,0.0,0.048385644396466976,0.048385644396466976,-0.048385644396466976,-0.03106018059475779,0.1759329720121337,0.0,1.5136048690525072,1.5136048690525072,-1.5136048690525072,0.0,-0.010791999999999913,-0.010791999999999913,-0.006936000000000053,0.0,-0.02238399999999996,-0.02238399999999996,-0.0014480000000001159,0.0,-0.0010839999999999739,-0.0010839999999999739,-0.0010839999999999739,0.0,-0.002792000000000003,-0.002792000000000003,0.002792000000000003,0.0,0.003968000000000006,0.003968000000000006,-0.003968000000000006,0.0,-0.001108,-0.0011079999999999996,0.0011079999999999996,1.7846641580542837,0.7042150497436523,0.17047726392317625
19,cnn,gan,0.0,2.081844652650684,-39.79014619077431,-93.97008019384154,-155.9820633791084,-23.72933444046395,0.013377799704727855,0.0,-0.04374805086136946,-0.04374805086136946,0.04374805086136946,-0.03753930031828234,0.167850258669511,0.0,-3.978757149713285,-3.978757149713285,3.978757149713285,0.0,-0.009784000000000015,-0.009784000000000015,-0.005864000000000091,0.0,-0.035872000000000015,-0.035872000000000015,-0.0050880000000000924,0.0,0.00019999999999997797,0.00019999999999997797,0.00019999999999997797,0.0,-0.002680000000000002,-0.002680000000000002,0.002680000000000002,0.0,0.004859999999999996,0.004859999999999996,-0.004859999999999996,0.0,-0.001824,-0.001824,0.001824,1.9774057392824496,1.4850749969482422,0.1683609477591107
20,cnn,gan,0.0,1.8760320847404017,-45.650681222873814,-84.64155904414599,-119.16962494126938,-41.16047437180561,0.03605873771081047,0.0,0.02700050415378541,0.02700050415378541,-0.02700050415378541,-0.034288899896146086,0.18407474249108668,0.0,-4.637901145804037,-4.637901145804037,0.9699122520322092,0.0,-0.005075999999999969,-0.005075999999999969,-0.005075999999999969,0.0,-0.038511999999999935,-0.038511999999999935,-0.01943200000000006,0.0,-0.0023760000000000447,-0.0023760000000000447,-0.0023760000000000447,0.0,0.002019999999999994,0.002019999999999994,-0.002019999999999994,0.0,0.0037439999999999973,0.0037439999999999973,-0.0037439999999999973,0.0,-0.0006559999999999995,-0.0006559999999999995,0.0006559999999999995,3.7129210916888518,0.5649247169494629,0.17728323055323952
21,cnn,gan,0.0,1.8217144573182296,-82.40747203278679,-88.02551651764361,-136.0748639414677,-47.863981236677375,0.1656297056532055,0.0,0.018278464630491265,0.01827846463049132,-0.01827846463049132,-0.028720857630364638,0.22348913887279787,0.0,-2.3188111406039944,-2.3188111406039944,2.3188111406039944,0.0,-0.00966800000000001,-0.00966800000000001,-0.00966800000000001,0.0,-0.04989199999999999,-0.04989199999999999,-0.029771999999999965,0.0,-0.006015999999999966,-0.006015999999999966,-0.006015999999999966,0.0,-0.001696000000000003,-0.001696000000000003,0.001696000000000003,0.0,0.0025599999999999998,0.0025599999999999998,-0.0025599999999999998,0.0,-0.0016160000000000002,-0.0016160000000000002,0.0016160000000000002,5.568341285858754,-2.6894378662109375,0.1305937115647096
