method,key,pd_distance,mt_distance,error,source_dir
cnn,cnn_s52_speed_p160_x0_y0,21.81632996072092,5.69123649597168,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s53_speed_p160_x0_y0,21.92458068590406,5.261850833892822,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s54_speed_p160_x0_y0,22.97915159360149,5.500187397003174,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s55_speed_p160_x0_y0,23.57536347476084,5.2683796882629395,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s56_speed_p160_x0_y0,24.24948793523431,5.488292217254639,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s57_speed_p160_x0_y0,24.937493176964292,5.463809013366699,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s58_speed_p160_x0_y0,25.56121844001433,6.08959436416626,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s59_speed_p160_x0_y0,25.864386079507888,5.546851634979248,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s5_speed_p160_x0_y0,27.01852197077857,5.628478050231934,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s60_speed_p160_x0_y0,25.964725332360167,5.321651458740234,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s61_speed_p160_x0_y0,25.73100039673249,5.346891403198242,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s62_speed_p160_x0_y0,27.46350343812835,6.720277786254883,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s63_speed_p160_x0_y0,28.524583670890912,7.660599708557129,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s64_speed_p160_x0_y0,24.7100597287657,5.944510459899902,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s65_speed_p160_x0_y0,22.148883751156426,5.820770263671875,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s66_speed_p160_x0_y0,20.981857591368968,5.701828956604004,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s67_speed_p160_x0_y0,20.679919922717943,5.030301094055176,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
cnn,cnn_s68_speed_p160_x0_y0,21.77134223692748,6.074338436126709,,/home/adadhwal/PhIRE/ttk_runs_fixed/cnn/phase_c_final
