method,key,sample_idx,ssim,pd_distance,mt_distance
cnn,cnn_s68_speed_p160_x0_y0,68,0.6630666232412432,21.77134223692748,6.074338436126709
cnn,cnn_s69_speed_p160_x0_y0,69,0.6199995673916743,24.168055816700438,5.17050838470459
cnn,cnn_s70_speed_p160_x0_y0,70,0.6240219472071842,24.673819113934496,5.396136283874512
cnn,cnn_s71_speed_p160_x0_y0,71,0.6150011738417821,25.505047306429027,5.1588335037231445
cnn,cnn_s72_speed_p160_x0_y0,72,0.6199199584381304,26.514111621573456,4.796044826507568
cnn,cnn_s73_speed_p160_x0_y0,73,0.619031434086304,27.001473804134946,4.9851861000061035
cnn,cnn_s74_speed_p160_x0_y0,74,0.6069853634026909,28.28963162272453,4.782100200653076
cnn,cnn_s75_speed_p160_x0_y0,75,0.5937671635719853,29.367383683723347,5.201173305511475
cnn,cnn_s76_speed_p160_x0_y0,76,0.5777791726434143,30.056769521251926,5.207019329071045
cnn,cnn_s77_speed_p160_x0_y0,77,0.5745291139577776,29.944664675564518,6.132026672363281
cnn,cnn_s78_speed_p160_x0_y0,78,0.5743782192752169,30.300511724579902,5.8028388023376465
cnn,cnn_s79_speed_p160_x0_y0,79,0.5841339627281389,30.148051358309164,6.856454849243164
cnn,cnn_s80_speed_p160_x0_y0,80,0.587437430961856,30.086252753371088,6.982686519622803
cnn,cnn_s81_speed_p160_x0_y0,81,0.5842150470856413,29.68907403762892,6.426537990570068
cnn,cnn_s82_speed_p160_x0_y0,82,0.6022705394972437,28.90089773637945,7.1840739250183105
cnn,cnn_s83_speed_p160_x0_y0,83,0.5887892707911544,28.194313716720707,6.560110569000244
cnn,cnn_s84_speed_p160_x0_y0,84,0.5887479558581097,29.14514380262554,5.271510124206543
cnn,cnn_s85_speed_p160_x0_y0,85,0.584696644433822,28.72250736297703,5.609640121459961
cnn,cnn_s86_speed_p160_x0_y0,86,0.5675668830992414,29.195361276159034,5.25334358215332
cnn,cnn_s87_speed_p160_x0_y0,87,0.5716373871172742,29.611902358359767,6.509652614593506
cnn,cnn_s88_speed_p160_x0_y0,88,0.6021210837242941,26.37509421416108,6.411813259124756
cnn,cnn_s89_speed_p160_x0_y0,89,0.6108872554513087,24.29846982632471,6.017302513122559
cnn,cnn_s90_speed_p160_x0_y0,90,0.6168543160617044,22.206834090995343,5.257880687713623
cnn,cnn_s91_speed_p160_x0_y0,91,0.6047672039717432,22.30942508877806,5.508337497711182
cnn,cnn_s92_speed_p160_x0_y0,92,0.5959477837044546,22.07932597419188,5.735818386077881
cnn,cnn_s93_speed_p160_x0_y0,93,0.56902873678869,24.402894658345392,6.506997585296631
cnn,cnn_s94_speed_p160_x0_y0,94,0.5800657871098039,24.570031527820365,5.102908611297607
cnn,cnn_s95_speed_p160_x0_y0,95,0.5921357152149355,26.879696075655563,5.015480041503906
cnn,cnn_s96_speed_p160_x0_y0,96,0.5777069140039697,28.904715116511554,5.121858596801758
cnn,cnn_s97_speed_p160_x0_y0,97,0.586694883313482,30.15308546680866,5.011539936065674
cnn,cnn_s98_speed_p160_x0_y0,98,0.5735693684138619,31.264551411001506,4.942448139190674
cnn,cnn_s99_speed_p160_x0_y0,99,0.5789516746901733,30.940933752807226,5.342334747314453
cnn,cnn_s100_speed_p160_x0_y0,100,0.5796999218484509,31.181555022619012,5.912055015563965
cnn,cnn_s101_speed_p160_x0_y0,101,0.5763365179668116,30.40796712150836,5.357294082641602
cnn,cnn_s102_speed_p160_x0_y0,102,0.5900843978874195,29.254680859214627,5.164434909820557
cnn,cnn_s103_speed_p160_x0_y0,103,0.5816080496706844,29.507549938987374,5.102769374847412
cnn,cnn_s104_speed_p160_x0_y0,104,0.5889900362274314,29.173745320955113,4.829194068908691
cnn,cnn_s105_speed_p160_x0_y0,105,0.5789742887115529,29.338582011466166,5.33697509765625
cnn,cnn_s106_speed_p160_x0_y0,106,0.5782362086568188,30.092821360744658,5.767349720001221
cnn,cnn_s107_speed_p160_x0_y0,107,0.5873099571898629,29.64376642955138,5.574344635009766
cnn,cnn_s108_speed_p160_x0_y0,108,0.581538433400334,28.940126674621943,5.6898322105407715
cnn,cnn_s109_speed_p160_x0_y0,109,0.5868368829397201,28.97319829057234,5.088190078735352
cnn,cnn_s110_speed_p160_x0_y0,110,0.5806544420749317,29.504241915198808,5.806641101837158
cnn,cnn_s111_speed_p160_x0_y0,111,0.5730462303692898,28.17742348677506,5.513612270355225
cnn,cnn_s112_speed_p160_x0_y0,112,0.5852515744888519,27.49742127818127,5.637857913970947
cnn,cnn_s113_speed_p160_x0_y0,113,0.5841705553846349,26.010710160777133,5.502909183502197
cnn,cnn_s114_speed_p160_x0_y0,114,0.6060388474382445,24.541486090961616,5.123978614807129
cnn,cnn_s115_speed_p160_x0_y0,115,0.6293129910657059,25.270960377659716,4.689971923828125
cnn,cnn_s116_speed_p160_x0_y0,116,0.6359943033532465,25.095451409249726,5.35050630569458
cnn,cnn_s117_speed_p160_x0_y0,117,0.6102954776137006,27.14897424086504,5.260716915130615
cnn,cnn_s118_speed_p160_x0_y0,118,0.5853643600377885,27.925806328570985,6.84329080581665
cnn,cnn_s119_speed_p160_x0_y0,119,0.5576094368866232,27.187847892928154,5.218785285949707
cnn,cnn_s120_speed_p160_x0_y0,120,0.5631353842148503,28.146732976702577,4.889072418212891
cnn,cnn_s121_speed_p160_x0_y0,121,0.5573312184577388,29.135888828595842,5.373913288116455
cnn,cnn_s122_speed_p160_x0_y0,122,0.5644784202373991,28.017758663142306,5.264456272125244
cnn,cnn_s123_speed_p160_x0_y0,123,0.542627678338953,29.152924001075785,6.196282386779785
cnn,cnn_s124_speed_p160_x0_y0,124,0.5475642579814741,28.184626374879375,6.166434288024902
cnn,cnn_s125_speed_p160_x0_y0,125,0.5483949437417253,28.43981263564626,5.748098373413086
cnn,cnn_s126_speed_p160_x0_y0,126,0.5619816551767846,28.023492407781937,4.992148399353027
cnn,cnn_s127_speed_p160_x0_y0,127,0.5356254375376708,30.000730217921266,5.114649772644043
cnn,cnn_s128_speed_p160_x0_y0,128,0.5327403540405715,28.391923421353447,5.476268768310547
cnn,cnn_s129_speed_p160_x0_y0,129,0.5768818623351164,29.465245102227872,5.373117923736572
cnn,cnn_s130_speed_p160_x0_y0,130,0.578102974028187,30.27324308013254,5.609683513641357
cnn,cnn_s131_speed_p160_x0_y0,131,0.591905800155085,33.0539968727652,6.2030792236328125
cnn,cnn_s132_speed_p160_x0_y0,132,0.586556664784444,33.926806040190684,6.331444263458252
cnn,cnn_s133_speed_p160_x0_y0,133,0.6055690522843549,34.52507377701583,6.299666404724121
cnn,cnn_s134_speed_p160_x0_y0,134,0.61810316282298,32.518921837890055,7.141453742980957
cnn,cnn_s135_speed_p160_x0_y0,135,0.6334928377698261,29.944179549584543,6.298990726470947
cnn,cnn_s136_speed_p160_x0_y0,136,0.6367631638666472,27.83279512215704,6.232182025909424
cnn,cnn_s137_speed_p160_x0_y0,137,0.630852533048475,26.69652879915387,5.208233833312988
cnn,cnn_s138_speed_p160_x0_y0,138,0.6437300131954692,26.265900126493325,5.562473773956299
cnn,cnn_s139_speed_p160_x0_y0,139,0.6365355982850883,25.72843674372112,5.6482439041137695
cnn,cnn_s140_speed_p160_x0_y0,140,0.6182793505281245,26.928885115678263,5.719569206237793
cnn,cnn_s141_speed_p160_x0_y0,141,0.5560532569059601,30.122683212798776,6.186624050140381
cnn,cnn_s142_speed_p160_x0_y0,142,0.5179332812783004,31.864668972443802,7.186554908752441
cnn,cnn_s143_speed_p160_x0_y0,143,0.5616274492414889,31.729557469133276,5.864097595214844
cnn,cnn_s144_speed_p160_x0_y0,144,0.5657494897604527,31.838603860361527,5.560759544372559
cnn,cnn_s145_speed_p160_x0_y0,145,0.5546007270671832,30.39245353837724,5.902344226837158
cnn,cnn_s146_speed_p160_x0_y0,146,0.5608636187493364,29.28670842660694,5.959416389465332
cnn,cnn_s147_speed_p160_x0_y0,147,0.5637546278669702,26.585106339400784,5.6108717918396
cnn,cnn_s148_speed_p160_x0_y0,148,0.5703917943792819,26.258461074996504,5.0148024559021
cnn,cnn_s149_speed_p160_x0_y0,149,0.565428168832672,25.194205211404583,5.752551078796387
cnn,cnn_s150_speed_p160_x0_y0,150,0.5963223415469098,24.128591365700505,5.291886329650879
cnn,cnn_s151_speed_p160_x0_y0,151,0.5855530875218715,24.240085612250784,5.580901145935059
cnn,cnn_s152_speed_p160_x0_y0,152,0.5587602116200048,24.594151699851988,5.931854248046875
cnn,cnn_s153_speed_p160_x0_y0,153,0.5279630845160836,25.168802860244767,6.290019989013672
cnn,cnn_s154_speed_p160_x0_y0,154,0.5329427789270674,25.31020070022765,5.889771461486816
cnn,cnn_s155_speed_p160_x0_y0,155,0.5265039927714664,26.088776073112513,6.413660526275635
cnn,cnn_s156_speed_p160_x0_y0,156,0.5436349109066684,25.16401321091786,5.162914276123047
cnn,cnn_s157_speed_p160_x0_y0,157,0.5529429148146708,25.57399551509901,4.567626476287842
cnn,cnn_s158_speed_p160_x0_y0,158,0.5773240081867328,27.076784963721764,5.708489894866943
cnn,cnn_s159_speed_p160_x0_y0,159,0.6571971643379434,24.310343375521082,5.012121677398682
cnn,cnn_s160_speed_p160_x0_y0,160,0.7024748389379696,21.188537318324133,5.1832075119018555
cnn,cnn_s161_speed_p160_x0_y0,161,0.7090164600986579,19.540402210515502,5.7158894538879395
cnn,cnn_s162_speed_p160_x0_y0,162,0.6985922071566627,18.27105324592802,4.5405659675598145
cnn,cnn_s163_speed_p160_x0_y0,163,0.6892478867564864,19.37037318892002,5.698920726776123
cnn,cnn_s164_speed_p160_x0_y0,164,0.6719034405721264,21.46365087746109,5.2430009841918945
cnn,cnn_s165_speed_p160_x0_y0,165,0.6542389158273471,22.937888715207535,5.059387683868408
cnn,cnn_s166_speed_p160_x0_y0,166,0.6234982769051846,23.890736675966988,6.106489181518555
cnn,cnn_s167_speed_p160_x0_y0,167,0.6191131216917948,23.479887971191566,5.800627708435059
gan,gan_s0_speed_p160_x0_y0,0,0.5456965092487519,22.540541801445254,9.748218536376953
gan,gan_s1_speed_p160_x0_y0,1,0.5437495540541167,22.38874396250744,11.978342056274414
gan,gan_s2_speed_p160_x0_y0,2,0.5579721168352849,22.958727889587305,8.343221664428711
gan,gan_s3_speed_p160_x0_y0,3,0.5553843797958297,23.395576173496664,9.753995895385742
gan,gan_s4_speed_p160_x0_y0,4,0.5388053666231073,22.91065989660919,8.064751625061035
gan,gan_s5_speed_p160_x0_y0,5,0.5063255174707905,22.503507148952195,6.406379699707031
gan,gan_s6_speed_p160_x0_y0,6,0.5151812289202357,24.045087776300683,6.0106329917907715
gan,gan_s7_speed_p160_x0_y0,7,0.48029690406913494,22.553824952557566,7.113770008087158
gan,gan_s8_speed_p160_x0_y0,8,0.4823232134970159,23.282081530392528,6.055016040802002
gan,gan_s9_speed_p160_x0_y0,9,0.4794547186498735,23.481609150211327,6.291722297668457
gan,gan_s10_speed_p160_x0_y0,10,0.48704260594469306,24.710016041893063,7.423793315887451
gan,gan_s11_speed_p160_x0_y0,11,0.4423450038723768,24.969867761946066,7.831723690032959
gan,gan_s12_speed_p160_x0_y0,12,0.48221312968176655,24.220613253945245,5.913707256317139
gan,gan_s13_speed_p160_x0_y0,13,0.4660629232215931,24.323688014436637,7.402252674102783
gan,gan_s14_speed_p160_x0_y0,14,0.47810267568438236,21.511818920550414,5.877835750579834
gan,gan_s15_speed_p160_x0_y0,15,0.4846016668846546,19.148010639364745,5.86716890335083
gan,gan_s16_speed_p160_x0_y0,16,0.5087198079806535,17.324485324726012,5.255205154418945
gan,gan_s17_speed_p160_x0_y0,17,0.46196998789599425,17.11808749868573,4.8487091064453125
gan,gan_s18_speed_p160_x0_y0,18,0.4465351622099443,18.610240875886223,5.554356575012207
gan,gan_s19_speed_p160_x0_y0,19,0.45113522198659395,19.086676411603058,5.44291353225708
gan,gan_s20_speed_p160_x0_y0,20,0.4422356645542805,18.266315468004898,5.689126491546631
gan,gan_s21_speed_p160_x0_y0,21,0.4333189884061887,21.732522780594586,10.817054748535156
gan,gan_s22_speed_p160_x0_y0,22,0.4511494111945868,26.801086541907566,8.346701622009277
gan,gan_s23_speed_p160_x0_y0,23,0.48482872856472087,29.144574221491347,8.497876167297363
gan,gan_s24_speed_p160_x0_y0,24,0.48378001940011806,29.65320138308241,12.067601203918457
gan,gan_s25_speed_p160_x0_y0,25,0.4964243047923469,30.123491475362258,10.501462936401367
gan,gan_s26_speed_p160_x0_y0,26,0.5013575155303449,30.779316467464,11.28821849822998
gan,gan_s27_speed_p160_x0_y0,27,0.5158597038414781,30.945378681968467,19.968429565429688
gan,gan_s28_speed_p160_x0_y0,28,0.49707468733515603,30.74946233279523,14.947399139404297
gan,gan_s29_speed_p160_x0_y0,29,0.5242794320512635,31.752977463202388,12.864243507385254
gan,gan_s30_speed_p160_x0_y0,30,0.5482640891858299,30.82310921065586,14.847400665283203
gan,gan_s31_speed_p160_x0_y0,31,0.560276398804242,31.3053599336416,16.23410415649414
gan,gan_s32_speed_p160_x0_y0,32,0.5668540061885483,30.547158977309156,19.229158401489258
gan,gan_s33_speed_p160_x0_y0,33,0.577199397558745,30.400139282712473,20.00556755065918
gan,gan_s34_speed_p160_x0_y0,34,0.567283482820683,28.907547601520903,19.445999145507812
gan,gan_s35_speed_p160_x0_y0,35,0.5686363295355614,28.746843597068697,14.435929298400879
gan,gan_s36_speed_p160_x0_y0,36,0.5702636980448849,27.743736665197815,9.26945686340332
gan,gan_s37_speed_p160_x0_y0,37,0.5818479003631635,27.16364872656993,9.59257698059082
gan,gan_s38_speed_p160_x0_y0,38,0.5901956948788019,23.780350003542182,7.416414260864258
gan,gan_s39_speed_p160_x0_y0,39,0.6094039385598059,21.358097631209198,8.546488761901855
gan,gan_s40_speed_p160_x0_y0,40,0.6008494074226812,20.447367624488226,8.988521575927734
gan,gan_s41_speed_p160_x0_y0,41,0.575806342909904,17.452695580897316,8.901470184326172
gan,gan_s42_speed_p160_x0_y0,42,0.5237622978006099,14.632793364821667,7.383090972900391
gan,gan_s43_speed_p160_x0_y0,43,0.46285908938323445,13.784137402758168,7.053122520446777
gan,gan_s44_speed_p160_x0_y0,44,0.38793381852887476,13.855413188888303,7.041088581085205
gan,gan_s45_speed_p160_x0_y0,45,0.3364160331480848,13.609391097429418,6.773196697235107
gan,gan_s46_speed_p160_x0_y0,46,0.33693808695324917,16.27228595124608,6.650214672088623
gan,gan_s47_speed_p160_x0_y0,47,0.3308093362400592,13.108895112859523,7.498397350311279
gan,gan_s48_speed_p160_x0_y0,48,0.36815821567426904,13.107025960847848,6.682991981506348
gan,gan_s49_speed_p160_x0_y0,49,0.3780922854134085,13.662675111493924,7.889017105102539
gan,gan_s50_speed_p160_x0_y0,50,0.3957204490454885,14.865452226211227,6.713321685791016
gan,gan_s51_speed_p160_x0_y0,51,0.447623542572994,16.03686368056312,7.996896266937256
gan,gan_s52_speed_p160_x0_y0,52,0.44841605132461654,16.98731478928289,7.0050048828125
gan,gan_s53_speed_p160_x0_y0,53,0.4292371880271335,18.078201501754,7.919146537780762
gan,gan_s54_speed_p160_x0_y0,54,0.46204183939497817,18.305326668249773,9.581897735595703
gan,gan_s55_speed_p160_x0_y0,55,0.45229433753686626,17.428151978200873,7.846588134765625
gan,gan_s56_speed_p160_x0_y0,56,0.460807966246565,17.584091876726443,7.826909065246582
gan,gan_s57_speed_p160_x0_y0,57,0.46336049226260095,18.354637384973643,6.805661201477051
gan,gan_s58_speed_p160_x0_y0,58,0.46782386623201816,18.762904108038654,8.349846839904785
gan,gan_s59_speed_p160_x0_y0,59,0.48341279677535176,18.65101850934172,7.89148473739624
gan,gan_s60_speed_p160_x0_y0,60,0.4944634083011988,18.604905025455473,8.357301712036133
gan,gan_s61_speed_p160_x0_y0,61,0.5005367776018992,19.516031588862035,8.12722110748291
gan,gan_s62_speed_p160_x0_y0,62,0.48488723397785577,17.993686869301147,6.650205135345459
gan,gan_s63_speed_p160_x0_y0,63,0.4774163339519599,18.199751597271156,7.5776286125183105
gan,gan_s64_speed_p160_x0_y0,64,0.49028544355778925,16.701032359601633,7.137726306915283
gan,gan_s65_speed_p160_x0_y0,65,0.4788627213785085,16.23947552161985,5.576780319213867
gan,gan_s66_speed_p160_x0_y0,66,0.4811691203989892,15.979342195015368,6.4086198806762695
gan,gan_s67_speed_p160_x0_y0,67,0.4858440332756735,14.773695042869097,6.6433844566345215
gan,gan_s68_speed_p160_x0_y0,68,0.4982661584731466,15.500930745161975,5.670867919921875
gan,gan_s69_speed_p160_x0_y0,69,0.45759217752005277,16.112222498232782,6.406604290008545
gan,gan_s70_speed_p160_x0_y0,70,0.45024546853280273,19.882401938586153,5.861793041229248
gan,gan_s71_speed_p160_x0_y0,71,0.47565447012286577,18.465741214218955,7.186563014984131
gan,gan_s72_speed_p160_x0_y0,72,0.4985936907134928,19.679320844931677,5.719583988189697
gan,gan_s73_speed_p160_x0_y0,73,0.5004509248415319,19.399004976672177,5.75114631652832
gan,gan_s74_speed_p160_x0_y0,74,0.4981046302121258,20.10959212403172,5.644299030303955
gan,gan_s75_speed_p160_x0_y0,75,0.49707722835204665,19.74885298310355,5.680557727813721
gan,gan_s76_speed_p160_x0_y0,76,0.48863140151959117,20.225713244111034,6.450347900390625
gan,gan_s77_speed_p160_x0_y0,77,0.4840029343843254,20.353338072506904,6.000014781951904
gan,gan_s78_speed_p160_x0_y0,78,0.48207861522713735,19.95492094933438,7.092807292938232
gan,gan_s79_speed_p160_x0_y0,79,0.4866573779242814,20.321240211337894,6.467032432556152
gan,gan_s80_speed_p160_x0_y0,80,0.48246921330212844,20.744918439924255,6.176682472229004
gan,gan_s81_speed_p160_x0_y0,81,0.4915241199118712,20.982889067881906,7.567525863647461
gan,gan_s82_speed_p160_x0_y0,82,0.5118237420267625,20.81634708740007,6.303605079650879
gan,gan_s83_speed_p160_x0_y0,83,0.5044753001631349,21.794751727168247,6.599743366241455
gan,gan_s84_speed_p160_x0_y0,84,0.5140077548676244,21.106373639070085,8.559276580810547
gan,gan_s85_speed_p160_x0_y0,85,0.49996481123725006,20.7490839418831,7.718591690063477
gan,gan_s86_speed_p160_x0_y0,86,0.4760276149262369,18.84606490909817,9.43416690826416
gan,gan_s87_speed_p160_x0_y0,87,0.46212449908207437,19.024115372275585,7.174471855163574
gan,gan_s88_speed_p160_x0_y0,88,0.4632591275022839,18.396084436387564,6.487721920013428
gan,gan_s89_speed_p160_x0_y0,89,0.4374413231676844,17.197907308437554,6.256072521209717
gan,gan_s90_speed_p160_x0_y0,90,0.42662846538809435,17.32676746960286,5.663510322570801
gan,gan_s91_speed_p160_x0_y0,91,0.4209310020874355,16.266054339767617,5.519831657409668
gan,gan_s92_speed_p160_x0_y0,92,0.434866021898604,16.807703363287136,5.677903175354004
gan,gan_s93_speed_p160_x0_y0,93,0.42398339796414947,18.13548367922437,6.816009521484375
gan,gan_s94_speed_p160_x0_y0,94,0.4746197276792672,20.006869187749356,6.517361164093018
gan,gan_s95_speed_p160_x0_y0,95,0.47322347484270616,20.637912890931716,6.677723407745361
gan,gan_s96_speed_p160_x0_y0,96,0.46797100052922647,22.25070627382419,7.258078575134277
gan,gan_s97_speed_p160_x0_y0,97,0.4681093082116205,22.202351461270364,7.223494529724121
gan,gan_s98_speed_p160_x0_y0,98,0.4728548685129251,23.055714774434993,8.764951705932617
gan,gan_s99_speed_p160_x0_y0,99,0.4730279025108536,20.998202000997363,7.760592460632324
gan,gan_s100_speed_p160_x0_y0,100,0.4845531178356475,20.891681214618057,7.617006778717041
gan,gan_s101_speed_p160_x0_y0,101,0.47111013595918416,20.937383941054357,7.0666680335998535
gan,gan_s102_speed_p160_x0_y0,102,0.46246759233066354,20.257793175726828,8.231893539428711
gan,gan_s103_speed_p160_x0_y0,103,0.45282907462638033,20.69051451494371,6.314839839935303
gan,gan_s104_speed_p160_x0_y0,104,0.4730890949667723,20.12992358587829,7.393864154815674
gan,gan_s105_speed_p160_x0_y0,105,0.457039642897073,19.283104237304943,6.823482513427734
gan,gan_s106_speed_p160_x0_y0,106,0.4479825221338522,20.00547041151677,6.75129508972168
gan,gan_s107_speed_p160_x0_y0,107,0.457756910383992,20.682183399063746,7.6041154861450195
gan,gan_s108_speed_p160_x0_y0,108,0.4606154773706369,21.1993064034262,7.595790386199951
gan,gan_s109_speed_p160_x0_y0,109,0.45596507846892503,20.853111383838083,7.198193550109863
gan,gan_s110_speed_p160_x0_y0,110,0.4416790130745641,19.600364202728887,6.568319320678711
gan,gan_s111_speed_p160_x0_y0,111,0.45731979860276584,18.815230764049467,8.167459487915039
gan,gan_s112_speed_p160_x0_y0,112,0.44169217988035236,19.372446559915602,6.682409286499023
gan,gan_s113_speed_p160_x0_y0,113,0.4456831875321771,18.415536047943895,6.949485778808594
gan,gan_s114_speed_p160_x0_y0,114,0.47130978333226614,16.84887862793787,5.899235248565674
