method,key,sample_idx,psnr,pd_distance,mt_distance
gan,gan_s119_speed_p160_x0_y0,119,28.64859349736028,20.557132674744736,6.129123687744141
gan,gan_s120_speed_p160_x0_y0,120,28.056405626868955,21.528863701574615,7.93386173248291
gan,gan_s121_speed_p160_x0_y0,121,27.44935036722008,21.37188887795256,7.535200595855713
gan,gan_s122_speed_p160_x0_y0,122,27.586252496259064,22.491589595860475,7.450175762176514
gan,gan_s123_speed_p160_x0_y0,123,27.812429271433984,22.17220391892049,8.431406021118164
gan,gan_s124_speed_p160_x0_y0,124,28.308030112839308,22.119830159019614,6.818744659423828
gan,gan_s125_speed_p160_x0_y0,125,27.87041943199918,21.313574573250694,10.086677551269531
gan,gan_s126_speed_p160_x0_y0,126,28.412491113891896,22.88972837862729,8.052214622497559
gan,gan_s127_speed_p160_x0_y0,127,28.399327082066755,24.85609607980766,13.074076652526855
gan,gan_s128_speed_p160_x0_y0,128,28.45865624852988,23.315252316365218,7.28298807144165
gan,gan_s129_speed_p160_x0_y0,129,29.102357899794782,24.209883048645104,9.33877944946289
gan,gan_s130_speed_p160_x0_y0,130,29.28961548010907,23.783031491875988,11.313863754272461
gan,gan_s131_speed_p160_x0_y0,131,29.47617395331682,25.23355611194131,12.011610984802246
gan,gan_s132_speed_p160_x0_y0,132,29.448918913844622,25.90821112354989,12.388164520263672
gan,gan_s133_speed_p160_x0_y0,133,29.149916271310992,25.596877045000497,7.647167682647705
gan,gan_s134_speed_p160_x0_y0,134,29.027925707568023,23.04058254540847,13.276667594909668
gan,gan_s135_speed_p160_x0_y0,135,29.385561371382096,20.502693507156053,11.993122100830078
gan,gan_s136_speed_p160_x0_y0,136,29.230918267086913,19.71188765946126,6.450465202331543
gan,gan_s137_speed_p160_x0_y0,137,29.123454310496797,18.35521341147029,9.66958236694336
gan,gan_s138_speed_p160_x0_y0,138,28.70658021157634,18.5898403985513,8.217479705810547
gan,gan_s139_speed_p160_x0_y0,139,28.61279974959744,17.55339321269266,9.790724754333496
gan,gan_s140_speed_p160_x0_y0,140,28.891977428236512,17.632487734588345,11.421890258789062
gan,gan_s141_speed_p160_x0_y0,141,27.951264446579756,22.35126448334632,8.889102935791016
gan,gan_s142_speed_p160_x0_y0,142,27.52755399592653,25.40867751345393,8.55953311920166
gan,gan_s143_speed_p160_x0_y0,143,27.964528115073264,25.608920781987035,9.649337768554688
gan,gan_s144_speed_p160_x0_y0,144,27.972099536278403,24.790495069985838,9.771649360656738
gan,gan_s145_speed_p160_x0_y0,145,27.819558995749066,25.26410594488553,8.558032035827637
gan,gan_s146_speed_p160_x0_y0,146,28.062514627219457,23.86618294113101,7.056334018707275
gan,gan_s147_speed_p160_x0_y0,147,28.43750090042945,22.003227031713678,6.8347039222717285
gan,gan_s148_speed_p160_x0_y0,148,28.75645886128091,21.1331690923618,8.882506370544434
gan,gan_s149_speed_p160_x0_y0,149,28.68495546130564,21.36081867901896,8.038224220275879
gan,gan_s150_speed_p160_x0_y0,150,28.656089806441578,20.19277068635915,7.924254417419434
gan,gan_s151_speed_p160_x0_y0,151,28.9056002997851,19.596870056685123,7.460690975189209
gan,gan_s152_speed_p160_x0_y0,152,29.192167797165673,17.338820427078797,8.478921890258789
gan,gan_s153_speed_p160_x0_y0,153,29.791567329438266,16.23765159094386,6.548172950744629
gan,gan_s154_speed_p160_x0_y0,154,29.652097133944917,16.834477000311573,5.736759185791016
gan,gan_s155_speed_p160_x0_y0,155,29.962125931616836,17.444078563809867,6.612644195556641
gan,gan_s156_speed_p160_x0_y0,156,30.215193986245097,17.879759557761357,9.264598846435547
gan,gan_s157_speed_p160_x0_y0,157,30.375056817110664,18.686237526393793,8.282842636108398
gan,gan_s158_speed_p160_x0_y0,158,30.969235138229056,22.72289165286213,8.312358856201172
gan,gan_s159_speed_p160_x0_y0,159,32.14395901215604,19.84507792462866,10.700226783752441
gan,gan_s160_speed_p160_x0_y0,160,32.77699322877886,20.14027527603938,13.9108247756958
gan,gan_s161_speed_p160_x0_y0,161,32.63897086690963,19.232825594053608,11.7100830078125
gan,gan_s162_speed_p160_x0_y0,162,32.903320492912016,19.457879947992573,9.695740699768066
gan,gan_s163_speed_p160_x0_y0,163,32.684865071237866,20.44637029980189,6.788956165313721
gan,gan_s164_speed_p160_x0_y0,164,32.97695256377248,18.82963529736202,10.968896865844727
gan,gan_s165_speed_p160_x0_y0,165,32.45761208363964,20.548745956267595,11.26945972442627
gan,gan_s166_speed_p160_x0_y0,166,31.68627086469874,20.79692555045691,10.583955764770508
gan,gan_s167_speed_p160_x0_y0,167,31.685931067550396,21.661112948338108,7.244186878204346
