sample_idx,delta_metric,abs_delta_metric,delta_pd,delta_mt,z_delta_pd,z_delta_mt,topology_score,topology_consistent
27,0.029645301885254605,0.029645301885254605,5.951590783761549,-13.490119457244873,2.6316922168355688,5.2870156635335315,5.2870156635335315,False
33,0.05191055661336752,0.05191055661336752,7.992919330775159,-13.23584794998169,3.5343329803500003,5.187362176701822,5.187362176701822,False
34,0.05564578953597643,0.05564578953597643,8.448868502929422,-13.12288522720337,3.7359459492565446,5.143090093966215,5.143090093966215,False
87,0.10951288803519982,0.10951288803519982,10.587786986084183,-0.6648192405700684,4.681739322672328,0.2605543820017646,4.681739322672328,False
32,0.04734223970314855,0.04734223970314855,8.012099789376382,-11.7681245803833,3.54281425291227,4.612135510296474,4.612135510296474,False
86,0.0915392681730045,0.0915392681730045,10.349296367060862,-4.18082332611084,4.576282827312395,1.638538374820941,4.576282827312395,False
78,0.09229960404807958,0.09229960404807958,10.345590775245523,-1.289968490600586,4.5746442776382805,0.5055613952778807,4.5746442776382805,False
63,0.1326115049754243,0.1326115049754243,10.324832073619756,0.08297109603881836,4.565465132854134,0.03251783542525934,4.565465132854134,True
100,0.0951468040128034,0.0951468040128034,10.289873808000955,-1.7049517631530762,4.550007182385818,0.6682006564825782,4.550007182385818,False
106,0.1302536865229666,0.1302536865229666,10.087350949227886,-0.983945369720459,4.46045501885022,0.3856255386218652,4.46045501885022,False
105,0.12193464581447988,0.12193464581447988,10.055477774161222,-1.4865074157714844,4.446361242951238,0.5825884652875931,4.446361242951238,False
99,0.1059237721793197,0.1059237721793197,9.942731751809863,-2.418257713317871,4.39650686951031,0.9477578348578655,4.39650686951031,False
110,0.13897542900036758,0.13897542900036758,9.90387771246992,-0.7616782188415527,4.379326274163846,0.2985151233353168,4.379326274163846,False
76,0.0891477711238231,0.0891477711238231,9.831056277140892,-1.24332857131958,4.347125874046101,0.487282388589605,4.347125874046101,False
79,0.09747658480385751,0.09747658480385751,9.82681114697127,0.3894224166870117,4.345248749688471,0.1526215111200953,4.345248749688471,True
48,0.16385054112081993,0.16385054112081993,9.72546950270006,0.3985104560852051,4.300437198263005,0.15618327399412632,4.300437198263005,True
75,0.09668993521993868,0.09668993521993868,9.618530700619797,-0.4793844223022461,4.253150678853739,0.18787920726712226,4.253150678853739,False
77,0.09052617957345221,0.09052617957345221,9.591326603057613,0.13201189041137695,4.241121489613146,0.051737787392445084,4.241121489613146,True
134,0.08387814784783032,0.08387814784783032,9.478339292481586,-6.135213851928711,4.191160422623224,2.404498480319587,4.191160422623224,False
101,0.10522638200762746,0.10522638200762746,9.470583180454003,-1.709373950958252,4.187730801804604,0.6699337898523123,4.187730801804604,False
62,0.12212383402419819,0.12212383402419819,9.469816568827202,0.07007265090942383,4.187391819182161,0.027462707362793375,4.187391819182161,True
135,0.09205202282596825,0.09205202282596825,9.44148604242849,-5.694131374359131,4.174864542268942,2.2316304805059795,4.174864542268942,False
111,0.11572643176652397,0.11572643176652397,9.362192722725592,-2.6538472175598145,4.13980238495824,1.0400895153176943,4.13980238495824,False
80,0.10496821765972753,0.10496821765972753,9.341334313446833,0.8060040473937988,4.130579151145819,0.3158871970665815,4.130579151145819,True
140,0.10331821313228151,0.10331821313228151,9.296397381089918,-5.7023210525512695,4.110708803968251,2.234840159784089,4.110708803968251,False
30,0.04764500751119949,0.04764500751119949,9.11769536279277,-6.719937324523926,4.031689810933891,2.6336619186601093,4.031689810933891,False
47,0.18379564593875647,0.18379564593875647,9.092857960913102,-0.7085165977478027,4.020707134270119,0.2776801467205957,4.020707134270119,False
104,0.11590094126065908,0.11590094126065908,9.043821735076822,-2.5646700859069824,3.9990241492388856,1.005139425114875,3.9990241492388856,False
102,0.12761680555675597,0.12761680555675597,8.996887683487799,-3.0674586296081543,3.978270709904919,1.2021911202031417,3.978270709904919,False
