label,n,psnr_mean,psnr_std,w1_pd0_mean,w1_pd0_std,w1_pd1_mean,w1_pd1_std
BICUBIC,5,30.21027518440355,3.6082281652200505,18.344811106248216,5.14570044632528,18.950513297483724,7.210990903987591
CNN_MRHR,5,27.23577057863712,3.243071506129624,9.621080098720906,2.6613795808909613,12.686474812062176,4.3390724108623475
GAN_MRHR,5,25.337401592603705,2.340425297569945,12.307168317510431,5.516245239180623,7.262727348266213,2.2540504246313615
