method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateB_plus_E2_tf_lowlambda_expanded672,168,24.75960641409709,24.956710372148926,4.275364900538728,16.45749762361817,36.53971329925412,168,5.716082712014516,5.651535272598267,0.8111935484418288,4.28925895690918,9.88078498840332
