sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateF_grad_E2_low_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateF_grad_E2_low_expanded2688,pd_winner_before,pd_winner_after_candidateF_grad_E2_low_expanded2688,mt_winner_before,mt_winner_after_candidateF_grad_E2_low_expanded2688,was_mt_gan_win_before
51,51,21.75849079768097,16.03686368056312,17.86153598145191,5.902731418609619,7.996896266937256,5.935201644897461,gan,gan,cnn,cnn,0
52,52,21.81632996072092,16.98731478928289,18.310896931776487,5.69123649597168,7.0050048828125,5.799164772033691,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,18.27960910544417,5.261850833892822,7.919146537780762,5.513686656951904,gan,gan,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,19.117909671105956,5.500187397003174,9.581897735595703,5.497227668762207,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
55,55,23.57536347476084,17.428151978200873,19.84392635902127,5.2683796882629395,7.846588134765625,5.476547718048096,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,20.50911692682676,5.488292217254639,7.826909065246582,5.934192180633545,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,21.015176684699917,5.463809013366699,6.805661201477051,5.938665390014648,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,21.581763386611712,6.08959436416626,8.349846839904785,5.758445739746094,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
59,59,25.864386079507888,18.65101850934172,22.051695858438897,5.546851634979248,7.89148473739624,5.12967586517334,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
60,60,25.964725332360167,18.604905025455473,22.095689765959957,5.321651458740234,8.357301712036133,5.978893756866455,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,22.423294629007344,5.346891403198242,8.12722110748291,5.451778411865234,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,23.914144492715458,6.720277786254883,6.650205135345459,5.826660633087158,gan,gan,gan,candidateF_grad_E2_low_expanded2688,1
63,63,28.524583670890912,18.199751597271156,24.261004200917615,7.660599708557129,7.5776286125183105,6.52208948135376,gan,gan,gan,candidateF_grad_E2_low_expanded2688,1
64,64,24.7100597287657,16.701032359601633,20.622006013501124,5.944510459899902,7.137726306915283,5.6199750900268555,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
65,65,22.148883751156426,16.23947552161985,18.97729739616398,5.820770263671875,5.576780319213867,4.674123764038086,gan,gan,gan,candidateF_grad_E2_low_expanded2688,1
66,66,20.981857591368968,15.979342195015368,17.594516892822682,5.701828956604004,6.4086198806762695,5.036732196807861,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
67,67,20.679919922717943,14.773695042869097,16.91801931020723,5.030301094055176,6.6433844566345215,5.357875823974609,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,17.6373059946766,6.074338436126709,5.670867919921875,4.870230674743652,gan,gan,gan,candidateF_grad_E2_low_expanded2688,1
69,69,24.168055816700438,16.112222498232782,20.34563277357328,5.17050838470459,6.406604290008545,5.357361793518066,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,20.936007613039752,5.396136283874512,5.861793041229248,4.726282119750977,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
71,71,25.505047306429027,18.465741214218955,21.19941910005468,5.1588335037231445,7.186563014984131,5.076770305633545,gan,gan,cnn,candidateF_grad_E2_low_expanded2688,0
