method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateB_factorial_levelset_expanded2688,168,29.59526828694034,30.117959948130718,4.912474722432725,19.754963986997232,42.5728673349102,168,6.007606157234737,5.970466613769531,0.6487540195632667,4.531731128692627,7.975379467010498
