sample,conventional_rank,overview_png,overview_pdf,matching_png,matching_pdf,cnn_w22_recomputed,cnn_w22_frozen,candidate_w22_recomputed,candidate_w22_frozen,w22_recompute_max_abs_diff
78,13,/home/adadhwal/PhIRE/figures/candidateF_near_tie_clean/sample_078_overview.png,/home/adadhwal/PhIRE/figures/candidateF_near_tie_clean/sample_078_overview.pdf,/home/adadhwal/PhIRE/figures/candidateF_near_tie_clean/sample_078_w22_matching.png,/home/adadhwal/PhIRE/figures/candidateF_near_tie_clean/sample_078_w22_matching.pdf,30.56811809636267,30.56811809636267,20.14480986082675,20.14480986082675,0.0
