method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateUV_plus_crit_expanded2688,168,29.07522303089035,29.559043955280643,4.767824138140132,19.460831939215836,41.81855714924487,168,5.087484864961533,5.125870943069458,0.49444085768253293,3.743990898132324,6.41016960144043
