sample_idx,pos_idx,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded672,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded672
0,0,23.915102003135654,5.022221565246582
1,1,23.396575819423735,6.220789432525635
2,2,24.44594379052168,5.2002482414245605
3,3,23.982906698442203,4.691689968109131
4,4,23.360408624285775,6.060602188110352
5,5,24.557159470662388,5.753722190856934
6,6,25.625418209247975,5.333760738372803
7,7,26.775156940438915,5.896644592285156
8,8,27.245778218158968,6.666752815246582
9,9,26.611779742886057,5.38728141784668
10,10,26.746251767369333,5.8954267501831055
11,11,25.480905881252642,6.452685356140137
12,12,26.661330031360944,6.298264980316162
13,13,26.375964186714768,6.194386005401611
14,14,25.324547086644337,5.805751323699951
15,15,23.429654775456616,5.197720527648926
16,16,21.288293435213482,4.708775520324707
17,17,19.010733799926392,4.28925895690918
18,18,18.356494071264947,4.706874847412109
19,19,18.436616321865593,5.46290922164917
20,20,19.233980477964835,5.654224872589111
21,21,23.93449664310735,7.608953952789307
22,22,29.725249697336324,6.380134582519531
23,23,31.5511285857414,6.341729164123535
24,24,32.280741974780966,6.377809524536133
25,25,32.93392218879795,7.647171497344971
26,26,31.88424954612235,9.88078498840332
27,27,33.55263711512963,6.906775951385498
28,28,34.94630461691354,7.966394424438477
29,29,36.19604667748846,8.13652229309082
30,30,36.53971329925412,7.242435455322266
31,31,35.99599902373717,6.768306255340576
32,32,35.18341482607026,7.155972480773926
33,33,35.464808787205484,6.578076362609863
34,34,34.77470540949492,6.410832405090332
35,35,33.810908367089674,6.203041076660156
36,36,33.728218832244345,6.0301055908203125
37,37,31.83316500847946,6.911165714263916
38,38,27.60579841692211,6.327081203460693
39,39,23.216050985146463,5.7632293701171875
40,40,22.80506679584124,5.707817077636719
41,41,21.473692804336903,5.962302207946777
42,42,19.462865264387485,5.828967571258545
43,43,17.86529191435066,6.023178577423096
44,44,16.45749762361817,6.055498123168945
45,45,17.1731702245781,6.151614665985107
46,46,16.612666094799817,6.337557315826416
47,47,17.370139474796826,7.025577068328857
48,48,18.353885317570075,6.498185634613037
49,49,17.83059770563021,6.575209140777588
50,50,17.603370239943164,6.420749664306641
51,51,18.234673099420736,6.152636528015137
52,52,18.60500442526632,6.228856563568115
53,53,18.52466681543118,5.3932976722717285
54,54,19.60513405214493,6.408036231994629
55,55,20.306372867129244,5.60629940032959
56,56,21.119339165100847,5.874617576599121
57,57,21.39618116500953,6.168145656585693
58,58,22.014965814221,5.742798328399658
59,59,22.466048482648713,5.627757549285889
60,60,22.316004930561647,5.556556224822998
61,61,22.83200169975006,5.648845672607422
62,62,24.200815182813795,6.073081970214844
63,63,24.81992987021785,6.203436851501465
64,64,21.24732220368722,5.167075157165527
65,65,19.28079556144022,4.779233455657959
66,66,18.12595494164566,5.419006824493408
67,67,17.736130981839516,4.444072246551514
68,68,18.552185075429097,4.688676357269287
69,69,21.06386053806369,4.529294967651367
70,70,21.517350181693047,4.764589309692383
71,71,22.02871277142992,4.522869110107422
72,72,22.962343214594167,4.63967752456665
73,73,24.2672606797247,4.891199588775635
74,74,25.312039465072864,4.940340995788574
75,75,25.596245046659607,5.149637699127197
76,76,26.01558776254825,5.196314811706543
77,77,25.873035184056704,5.438807010650635
78,78,26.150961071716168,5.499438285827637
79,79,26.71027482087806,5.839855670928955
80,80,26.252870449403837,4.9674072265625
81,81,26.014239036100673,5.58308219909668
82,82,25.144907743135132,5.521072864532471
83,83,25.100019052018393,5.470563888549805
84,84,25.88030255571139,5.384047031402588
85,85,25.478547079793124,5.130471229553223
86,86,26.2337059851848,5.096818447113037
87,87,26.24200002019582,6.149106502532959
88,88,23.046302601984163,5.724911689758301
89,89,21.34549813854722,5.264675140380859
90,90,19.585538875758907,5.200133800506592
91,91,19.484252775012568,5.286388874053955
92,92,19.58029958925402,5.66368293762207
93,93,22.092778292865795,6.153316974639893
94,94,23.51015722389749,5.298221588134766
95,95,24.772571870361347,5.67455530166626
96,96,26.615188262617455,5.768796443939209
97,97,27.647340150319152,4.928600311279297
98,98,27.82625633781942,5.54720401763916
99,99,27.994908376044254,5.064613342285156
100,100,28.074555307781218,5.166926860809326
101,101,27.626191667213295,5.262721538543701
102,102,26.378989297597144,4.7562103271484375
103,103,26.839897476289643,5.4409332275390625
104,104,26.715478681548724,4.903693675994873
105,105,26.76469994092184,5.45747184753418
106,106,27.067038065532575,5.403805732727051
107,107,26.064249781684303,5.849635601043701
108,108,26.474655169110772,5.445324897766113
109,109,25.886091937893916,5.021459102630615
110,110,26.211678645103532,5.765561103820801
111,111,25.25459801225424,5.569292068481445
112,112,24.893487205468887,5.419687747955322
113,113,24.08647518781941,5.717663764953613
114,114,22.54295425999642,5.199958324432373
115,115,23.216139938430402,4.867351531982422
116,116,23.708549908251975,5.982378005981445
117,117,25.184740222489598,6.20442533493042
118,118,26.267093057848115,6.784861087799072
119,119,26.19769693000337,4.961783409118652
120,120,25.77509351975909,5.0772786140441895
121,121,26.377210332528605,4.7541399002075195
122,122,25.545033462780868,4.906384468078613
123,123,25.487092455079956,5.30930757522583
124,124,25.464284568061718,5.069778919219971
125,125,25.108648014466084,4.711517810821533
126,126,25.10444688319604,4.631097793579102
127,127,26.864910008869593,4.589391231536865
128,128,25.88443701524424,4.757578372955322
129,129,26.91428430376647,5.122641563415527
130,130,26.98718527370101,5.276637077331543
131,131,29.80829019701136,7.293168067932129
132,132,30.75819547231786,6.769176006317139
133,133,30.871064144388058,6.526334762573242
134,134,28.72042665533336,5.952264308929443
135,135,26.776334984571136,4.68402624130249
136,136,25.067188124800705,4.952309608459473
137,137,23.884815282812358,4.37408447265625
138,138,23.464084845442652,4.579846382141113
139,139,22.7749062190618,6.946807861328125
140,140,24.328253513555225,7.097106456756592
141,141,27.980063589664034,5.96755838394165
142,142,30.309588370649937,6.667633533477783
143,143,29.4526524795319,6.788949489593506
144,144,28.793057650548477,6.012184143066406
145,145,27.289011856737503,5.709017276763916
146,146,26.802187120198603,5.844891548156738
147,147,25.019933538828962,5.394046783447266
148,148,24.415622059177824,5.575378894805908
149,149,23.547994744081716,5.842722415924072
150,150,22.050689399001993,5.244518280029297
151,151,22.309881435976216,5.519497394561768
152,152,22.12833137287893,6.23688268661499
153,153,22.289129997037954,6.280371189117432
154,154,21.818357029446755,6.597254276275635
155,155,22.51613153149982,5.670631408691406
156,156,22.73071144629761,4.957887172698975
157,157,23.756659444310667,4.781536102294922
158,158,26.057915510371362,5.7135725021362305
159,159,23.425927549538297,5.194666385650635
160,160,20.960296837369274,5.769298076629639
161,161,19.7338861937096,6.33427095413208
162,162,18.958612313538723,5.521209716796875
163,163,20.15349415796604,5.074858665466309
164,164,21.718598657581705,4.71131706237793
165,165,22.73152324204083,5.690451622009277
166,166,24.059841382065848,5.766235828399658
167,167,24.026646388901675,5.277735233306885
