sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded672,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded672,pd_winner_before,pd_winner_after_candidateB_plus_E2_tf_lowlambda_expanded672,mt_winner_before,mt_winner_after_candidateB_plus_E2_tf_lowlambda_expanded672,was_mt_gan_win_before
32,32,38.55925876668554,30.547158977309156,35.18341482607026,7.461033821105957,19.229158401489258,7.155972480773926,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
33,33,38.39305861348763,30.400139282712473,35.464808787205484,6.76971960067749,20.00556755065918,6.578076362609863,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
34,34,37.356416104450325,28.907547601520903,34.77470540949492,6.323113918304443,19.445999145507812,6.410832405090332,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,33.810908367089674,6.2719197273254395,14.435929298400879,6.203041076660156,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
36,36,35.61901723291445,27.743736665197815,33.728218832244345,6.097905158996582,9.26945686340332,6.0301055908203125,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
37,37,33.456602216246914,27.16364872656993,31.83316500847946,6.489102840423584,9.59257698059082,6.911165714263916,gan,gan,cnn,cnn,0
38,38,29.159912858159764,23.780350003542182,27.60579841692211,6.054014682769775,7.416414260864258,6.327081203460693,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,23.216050985146463,5.873856067657471,8.546488761901855,5.7632293701171875,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
40,40,24.281572165890662,20.447367624488226,22.80506679584124,5.6310811042785645,8.988521575927734,5.707817077636719,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,21.473692804336903,5.389686584472656,8.901470184326172,5.962302207946777,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,19.462865264387485,5.757840156555176,7.383090972900391,5.828967571258545,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,17.86529191435066,5.7682366371154785,7.053122520446777,6.023178577423096,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,16.45749762361817,6.20600700378418,7.041088581085205,6.055498123168945,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
45,45,20.528037851461004,13.609391097429418,17.1731702245781,6.566225528717041,6.773196697235107,6.151614665985107,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
46,46,20.678325640697178,16.27228595124608,16.612666094799817,6.243154048919678,6.650214672088623,6.337557315826416,gan,gan,cnn,cnn,0
47,47,22.201753073772625,13.108895112859523,17.370139474796826,6.789880752563477,7.498397350311279,7.025577068328857,gan,gan,cnn,cnn,0
48,48,22.832495463547907,13.107025960847848,18.353885317570075,7.081502437591553,6.682991981506348,6.498185634613037,gan,gan,gan,candidateB_plus_E2_tf_lowlambda_expanded672,1
