sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateC_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateC_expanded2688,pd_winner_before,pd_winner_after_candidateC_expanded2688,mt_winner_before,mt_winner_after_candidateC_expanded2688,was_mt_gan_win_before
122,122,28.017758663142306,22.491589595860475,23.349172530937043,5.264456272125244,7.450175762176514,6.004494667053223,gan,gan,cnn,cnn,0
123,123,29.152924001075785,22.17220391892049,23.017202651363665,6.196282386779785,8.431406021118164,6.129465579986572,gan,gan,cnn,candidateC_expanded2688,0
124,124,28.184626374879375,22.119830159019614,22.684056977883838,6.166434288024902,6.818744659423828,5.989114761352539,gan,gan,cnn,candidateC_expanded2688,0
125,125,28.43981263564626,21.313574573250694,21.75794303909455,5.748098373413086,10.086677551269531,5.399013996124268,gan,gan,cnn,candidateC_expanded2688,0
126,126,28.023492407781937,22.88972837862729,21.92501711358955,4.992148399353027,8.052214622497559,4.846279144287109,gan,candidateC_expanded2688,cnn,candidateC_expanded2688,0
127,127,30.000730217921266,24.85609607980766,23.616409716152546,5.114649772644043,13.074076652526855,5.053730487823486,gan,candidateC_expanded2688,cnn,candidateC_expanded2688,0
128,128,28.391923421353447,23.315252316365218,23.248444395909083,5.476268768310547,7.28298807144165,4.738394260406494,gan,candidateC_expanded2688,cnn,candidateC_expanded2688,0
129,129,29.465245102227872,24.209883048645104,24.363281835540707,5.373117923736572,9.33877944946289,5.903375625610352,gan,gan,cnn,cnn,0
130,130,30.27324308013254,23.783031491875988,25.171162113509414,5.609683513641357,11.313863754272461,5.085391044616699,gan,gan,cnn,candidateC_expanded2688,0
131,131,33.0539968727652,25.23355611194131,27.225459320510307,6.2030792236328125,12.011610984802246,6.346298694610596,gan,gan,cnn,cnn,0
132,132,33.926806040190684,25.90821112354989,28.7162476041086,6.331444263458252,12.388164520263672,6.51697301864624,gan,gan,cnn,cnn,0
133,133,34.52507377701583,25.596877045000497,28.912103424456255,6.299666404724121,7.647167682647705,5.862491130828857,gan,gan,cnn,candidateC_expanded2688,0
134,134,32.518921837890055,23.04058254540847,26.70754617789129,7.141453742980957,13.276667594909668,5.667931079864502,gan,gan,cnn,candidateC_expanded2688,0
135,135,29.944179549584543,20.502693507156053,24.85799727479308,6.298990726470947,11.993122100830078,5.449294567108154,gan,gan,cnn,candidateC_expanded2688,0
136,136,27.83279512215704,19.71188765946126,23.172796077689938,6.232182025909424,6.450465202331543,5.670324802398682,gan,gan,cnn,candidateC_expanded2688,0
137,137,26.69652879915387,18.35521341147029,22.088275352469218,5.208233833312988,9.66958236694336,4.615171909332275,gan,gan,cnn,candidateC_expanded2688,0
138,138,26.265900126493325,18.5898403985513,21.46103428320479,5.562473773956299,8.217479705810547,4.7727251052856445,gan,gan,cnn,candidateC_expanded2688,0
139,139,25.72843674372112,17.55339321269266,20.647320620401686,5.6482439041137695,9.790724754333496,4.9542975425720215,gan,gan,cnn,candidateC_expanded2688,0
140,140,26.928885115678263,17.632487734588345,22.058729734874774,5.719569206237793,11.421890258789062,4.983708381652832,gan,gan,cnn,candidateC_expanded2688,0
141,141,30.122683212798776,22.35126448334632,25.22763264384371,6.186624050140381,8.889102935791016,6.820757865905762,gan,gan,cnn,cnn,0
142,142,31.864668972443802,25.40867751345393,28.02218505596797,7.186554908752441,8.55953311920166,7.290269374847412,gan,gan,cnn,cnn,0
143,143,31.729557469133276,25.608920781987035,26.994769182297734,5.864097595214844,9.649337768554688,6.320507049560547,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,26.71568454688661,5.560759544372559,9.771649360656738,6.324367523193359,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,25.909131974624344,5.902344226837158,8.558032035827637,5.990037441253662,gan,gan,cnn,cnn,0
146,146,29.28670842660694,23.86618294113101,25.07538297937398,5.959416389465332,7.056334018707275,7.157461166381836,gan,gan,cnn,cnn,0
147,147,26.585106339400784,22.003227031713678,23.68814287014155,5.6108717918396,6.8347039222717285,6.667069911956787,gan,gan,cnn,cnn,0
148,148,26.258461074996504,21.1331690923618,22.600687852408267,5.0148024559021,8.882506370544434,6.089954853057861,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,21.6815145332726,5.752551078796387,8.038224220275879,6.432865142822266,gan,gan,cnn,cnn,0
150,150,24.128591365700505,20.19277068635915,20.464687735210887,5.291886329650879,7.924254417419434,5.654042720794678,gan,gan,cnn,cnn,0
151,151,24.240085612250784,19.596870056685123,19.916763145375832,5.580901145935059,7.460690975189209,6.328567028045654,gan,gan,cnn,cnn,0
152,152,24.594151699851988,17.338820427078797,19.564383589703866,5.931854248046875,8.478921890258789,6.349322319030762,gan,gan,cnn,cnn,0
153,153,25.168802860244767,16.23765159094386,19.254630497746206,6.290019989013672,6.548172950744629,6.616089344024658,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,19.319739625089642,5.889771461486816,5.736759185791016,5.409167766571045,gan,gan,gan,candidateC_expanded2688,1
155,155,26.088776073112513,17.444078563809867,19.66992413264601,6.413660526275635,6.612644195556641,6.090083122253418,gan,gan,cnn,candidateC_expanded2688,0
156,156,25.16401321091786,17.879759557761357,20.236787785698578,5.162914276123047,9.264598846435547,4.772678852081299,gan,gan,cnn,candidateC_expanded2688,0
157,157,25.57399551509901,18.686237526393793,21.298334202750688,4.567626476287842,8.282842636108398,4.723049163818359,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,23.54058063842641,5.708489894866943,8.312358856201172,5.388172149658203,gan,gan,cnn,candidateC_expanded2688,0
159,159,24.310343375521082,19.84507792462866,20.787207088299024,5.012121677398682,10.700226783752441,5.43147611618042,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,18.75143463907174,5.1832075119018555,13.9108247756958,5.918514728546143,gan,candidateC_expanded2688,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,18.659739970573895,5.7158894538879395,11.7100830078125,6.250438213348389,gan,candidateC_expanded2688,cnn,cnn,0
162,162,18.27105324592802,19.457879947992573,17.722117170665864,4.5405659675598145,9.695740699768066,4.929820537567139,cnn,candidateC_expanded2688,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,19.021466250214736,5.698920726776123,6.788956165313721,5.3675217628479,cnn,candidateC_expanded2688,cnn,candidateC_expanded2688,0
164,164,21.46365087746109,18.82963529736202,20.016896665871478,5.2430009841918945,10.968896865844727,5.499593734741211,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,20.943691415056787,5.059387683868408,11.26945972442627,7.019392490386963,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,22.3115463993048,6.106489181518555,10.583955764770508,5.5733418464660645,gan,gan,cnn,candidateC_expanded2688,0
167,167,23.479887971191566,21.661112948338108,22.40236638555959,5.800627708435059,7.244186878204346,5.362371921539307,gan,gan,cnn,candidateC_expanded2688,0
