sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateC_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateC_expanded2688,pd_winner_before,pd_winner_after_candidateC_expanded2688,mt_winner_before,mt_winner_after_candidateC_expanded2688,was_mt_gan_win_before
0,0,24.384505325565424,22.540541801445254,21.941886927468406,5.051645278930664,9.748218536376953,5.114520072937012,gan,candidateC_expanded2688,cnn,cnn,0
1,1,24.612518312283534,22.38874396250744,22.467830567455543,4.678010940551758,11.978342056274414,5.239218235015869,gan,gan,cnn,cnn,0
2,2,25.200926367648954,22.958727889587305,23.710311649820184,4.894824504852295,8.343221664428711,5.841477394104004,gan,gan,cnn,cnn,0
3,3,24.87627415927669,23.395576173496664,23.892147048399753,4.794641017913818,9.753995895385742,5.40197229385376,gan,gan,cnn,cnn,0
4,4,24.810879874900778,22.91065989660919,23.47436304887018,4.892229080200195,8.064751625061035,5.830234050750732,gan,gan,cnn,cnn,0
5,5,27.01852197077857,22.503507148952195,23.20579728504191,5.628478050231934,6.406379699707031,5.555055141448975,gan,gan,cnn,candidateC_expanded2688,0
6,6,28.068979766562435,24.045087776300683,23.623031563415005,6.144000053405762,6.0106329917907715,5.743256092071533,gan,candidateC_expanded2688,gan,candidateC_expanded2688,1
7,7,29.26973016135952,22.553824952557566,23.67883505386562,5.672351837158203,7.113770008087158,5.897247314453125,gan,gan,cnn,cnn,0
8,8,29.63505050414828,23.282081530392528,24.119626428267622,7.50956392288208,6.055016040802002,6.269571304321289,gan,gan,gan,gan,1
9,9,28.65602837253281,23.481609150211327,24.084674798345013,5.768454551696777,6.291722297668457,5.940823078155518,gan,gan,cnn,cnn,0
10,10,29.696969860459554,24.710016041893063,24.266239289345595,6.634506702423096,7.423793315887451,6.135733127593994,gan,candidateC_expanded2688,cnn,candidateC_expanded2688,0
11,11,28.68732565326105,24.969867761946066,24.33591105571355,5.910721302032471,7.831723690032959,6.692202568054199,gan,candidateC_expanded2688,cnn,cnn,0
12,12,30.104522332856273,24.220613253945245,24.30501925323646,6.61636209487915,5.913707256317139,6.633758544921875,gan,gan,gan,gan,1
13,13,29.273674668484478,24.323688014436637,23.863139936987384,6.0738348960876465,7.402252674102783,6.48574686050415,gan,candidateC_expanded2688,cnn,cnn,0
14,14,28.13047371417262,21.511818920550414,23.25871214459588,5.448930263519287,5.877835750579834,5.459268093109131,gan,gan,cnn,cnn,0
15,15,26.322356943691645,19.148010639364745,21.812634342083154,5.097294807434082,5.86716890335083,5.531834602355957,gan,gan,cnn,cnn,0
16,16,23.755960973590362,17.324485324726012,19.486580388006203,5.464188098907471,5.255205154418945,5.511720180511475,gan,gan,gan,gan,1
17,17,20.900376556174706,17.11808749868573,17.45747865962142,5.2896833419799805,4.8487091064453125,5.1042680740356445,gan,gan,gan,gan,1
18,18,20.394905033940507,18.610240875886223,16.774730061933155,6.258571624755859,5.554356575012207,5.167332172393799,gan,candidateC_expanded2688,gan,candidateC_expanded2688,1
19,19,21.064082150885508,19.086676411603058,16.016108124696995,6.927988529205322,5.44291353225708,5.499355316162109,gan,candidateC_expanded2688,gan,gan,1
20,20,21.97923655969375,18.266315468004898,17.442060441623855,6.254051208496094,5.689126491546631,5.852750301361084,gan,candidateC_expanded2688,gan,gan,1
21,21,27.30086406645334,21.732522780594586,21.928490111576853,8.127616882324219,10.817054748535156,8.603171348571777,gan,gan,cnn,cnn,0
22,22,32.693467082501115,26.801086541907566,27.818815198897383,8.081520080566406,8.346701622009277,6.915452480316162,gan,gan,cnn,candidateC_expanded2688,0
23,23,34.476953302920876,29.144574221491347,28.64038035599013,6.907674789428711,8.497876167297363,7.485677242279053,gan,candidateC_expanded2688,cnn,cnn,0
24,24,35.75728371567695,29.65320138308241,30.308943045852782,7.21915864944458,12.067601203918457,6.805140972137451,gan,gan,cnn,candidateC_expanded2688,0
25,25,36.58411526021696,30.123491475362258,30.79463043390562,11.371563911437988,10.501462936401367,7.462067127227783,gan,gan,gan,candidateC_expanded2688,1
26,26,35.02599363200026,30.779316467464,31.00043846870734,7.043282985687256,11.28821849822998,7.515572547912598,gan,gan,cnn,cnn,0
27,27,36.89696946573002,30.945378681968467,32.189401969190556,6.4783101081848145,19.968429565429688,7.394367218017578,gan,gan,cnn,cnn,0
28,28,38.33189346230645,30.74946233279523,32.38944403009278,7.210402011871338,14.947399139404297,8.24744987487793,gan,gan,cnn,cnn,0
29,29,38.84347398326436,31.752977463202388,33.76324722637156,6.963974952697754,12.864243507385254,7.226654052734375,gan,gan,cnn,cnn,0
30,30,39.94080457344863,30.82310921065586,33.01752214907643,8.127463340759277,14.847400665283203,7.606713771820068,gan,gan,cnn,candidateC_expanded2688,0
31,31,39.104318483733294,31.3053599336416,33.456207561596955,6.818642616271973,16.23410415649414,7.507969379425049,gan,gan,cnn,cnn,0
32,32,38.55925876668554,30.547158977309156,32.456950502446865,7.461033821105957,19.229158401489258,7.924740314483643,gan,gan,cnn,cnn,0
33,33,38.39305861348763,30.400139282712473,31.721466532591588,6.76971960067749,20.00556755065918,7.033620357513428,gan,gan,cnn,cnn,0
34,34,37.356416104450325,28.907547601520903,31.363921211652595,6.323113918304443,19.445999145507812,6.932266712188721,gan,gan,cnn,cnn,0
35,35,35.95264003005777,28.746843597068697,30.614054736890512,6.2719197273254395,14.435929298400879,6.688503265380859,gan,gan,cnn,cnn,0
36,36,35.61901723291445,27.743736665197815,31.044087836541838,6.097905158996582,9.26945686340332,6.349055290222168,gan,gan,cnn,cnn,0
37,37,33.456602216246914,27.16364872656993,29.537410130810436,6.489102840423584,9.59257698059082,6.407355785369873,gan,gan,cnn,candidateC_expanded2688,0
38,38,29.159912858159764,23.780350003542182,25.72522135075066,6.054014682769775,7.416414260864258,7.155110836029053,gan,gan,cnn,cnn,0
39,39,25.24426875811477,21.358097631209198,22.587457006549535,5.873856067657471,8.546488761901855,6.035276412963867,gan,gan,cnn,cnn,0
40,40,24.281572165890662,20.447367624488226,21.382357471401686,5.6310811042785645,8.988521575927734,6.2622246742248535,gan,gan,cnn,cnn,0
41,41,23.457166445963043,17.452695580897316,19.69491034859589,5.389686584472656,8.901470184326172,6.074845790863037,gan,gan,cnn,cnn,0
42,42,21.63035540369367,14.632793364821667,17.481281370871873,5.757840156555176,7.383090972900391,6.07058572769165,gan,gan,cnn,cnn,0
43,43,20.76816702008209,13.784137402758168,16.47676151360632,5.7682366371154785,7.053122520446777,5.960554599761963,gan,gan,cnn,cnn,0
44,44,19.781150575177055,13.855413188888303,15.72913496262569,6.20600700378418,7.041088581085205,6.105123043060303,gan,gan,cnn,candidateC_expanded2688,0
45,45,20.528037851461004,13.609391097429418,16.206269930266807,6.566225528717041,6.773196697235107,6.135662078857422,gan,gan,cnn,candidateC_expanded2688,0
46,46,20.678325640697178,16.27228595124608,15.265111339686714,6.243154048919678,6.650214672088623,5.898151874542236,gan,candidateC_expanded2688,cnn,candidateC_expanded2688,0
47,47,22.201753073772625,13.108895112859523,16.000708107522648,6.789880752563477,7.498397350311279,6.83404541015625,gan,gan,cnn,cnn,0
48,48,22.832495463547907,13.107025960847848,17.160974263261274,7.081502437591553,6.682991981506348,7.059538841247559,gan,gan,gan,gan,1
49,49,22.105793975200847,13.662675111493924,17.026919160644226,6.3195295333862305,7.889017105102539,6.807260036468506,gan,gan,cnn,cnn,0
50,50,21.30877833114525,14.865452226211227,16.427634603084062,6.3856120109558105,6.713321685791016,6.485377788543701,gan,gan,cnn,cnn,0
51,51,21.75849079768097,16.03686368056312,16.500870220071892,5.902731418609619,7.996896266937256,5.765866279602051,gan,gan,cnn,candidateC_expanded2688,0
52,52,21.81632996072092,16.98731478928289,17.0077473015425,5.69123649597168,7.0050048828125,6.007180213928223,gan,gan,cnn,cnn,0
53,53,21.92458068590406,18.078201501754,17.44475340118868,5.261850833892822,7.919146537780762,5.9816412925720215,gan,candidateC_expanded2688,cnn,cnn,0
54,54,22.97915159360149,18.305326668249773,17.963126865842593,5.500187397003174,9.581897735595703,6.346680164337158,gan,candidateC_expanded2688,cnn,cnn,0
55,55,23.57536347476084,17.428151978200873,18.93877259977917,5.2683796882629395,7.846588134765625,5.7434539794921875,gan,gan,cnn,cnn,0
56,56,24.24948793523431,17.584091876726443,19.1297968189181,5.488292217254639,7.826909065246582,5.644984245300293,gan,gan,cnn,cnn,0
57,57,24.937493176964292,18.354637384973643,19.191449326579505,5.463809013366699,6.805661201477051,6.17490816116333,gan,gan,cnn,cnn,0
58,58,25.56121844001433,18.762904108038654,19.94238560429198,6.08959436416626,8.349846839904785,5.852609157562256,gan,gan,cnn,candidateC_expanded2688,0
59,59,25.864386079507888,18.65101850934172,20.450056139888623,5.546851634979248,7.89148473739624,5.827421188354492,gan,gan,cnn,cnn,0
60,60,25.964725332360167,18.604905025455473,20.45433781572772,5.321651458740234,8.357301712036133,6.524280548095703,gan,gan,cnn,cnn,0
61,61,25.73100039673249,19.516031588862035,20.710987536037482,5.346891403198242,8.12722110748291,6.350818634033203,gan,gan,cnn,cnn,0
62,62,27.46350343812835,17.993686869301147,22.130298181758697,6.720277786254883,6.650205135345459,6.668245792388916,gan,gan,gan,gan,1
63,63,28.524583670890912,18.199751597271156,22.649396263582275,7.660599708557129,7.5776286125183105,6.998908996582031,gan,gan,gan,candidateC_expanded2688,1
64,64,24.7100597287657,16.701032359601633,19.622030038011054,5.944510459899902,7.137726306915283,6.205716133117676,gan,gan,cnn,cnn,0
65,65,22.148883751156426,16.23947552161985,17.703563217994706,5.820770263671875,5.576780319213867,6.1381120681762695,gan,gan,gan,gan,1
66,66,20.981857591368968,15.979342195015368,16.359180184062563,5.701828956604004,6.4086198806762695,6.201057434082031,gan,gan,cnn,cnn,0
67,67,20.679919922717943,14.773695042869097,15.596202110819464,5.030301094055176,6.6433844566345215,5.208937168121338,gan,gan,cnn,cnn,0
68,68,21.77134223692748,15.500930745161975,16.089143330527936,6.074338436126709,5.670867919921875,5.442839622497559,gan,gan,gan,candidateC_expanded2688,1
69,69,24.168055816700438,16.112222498232782,18.124651811574193,5.17050838470459,6.406604290008545,5.392510414123535,gan,gan,cnn,cnn,0
70,70,24.673819113934496,19.882401938586153,18.526661732156025,5.396136283874512,5.861793041229248,5.522735595703125,gan,candidateC_expanded2688,cnn,cnn,0
71,71,25.505047306429027,18.465741214218955,18.887182627943936,5.1588335037231445,7.186563014984131,6.3084869384765625,gan,gan,cnn,cnn,0
72,72,26.514111621573456,19.679320844931677,20.516841820073605,4.796044826507568,5.719583988189697,5.470139980316162,gan,gan,cnn,cnn,0
73,73,27.001473804134946,19.399004976672177,21.498612554859623,4.9851861000061035,5.75114631652832,5.531503677368164,gan,gan,cnn,cnn,0
74,74,28.28963162272453,20.10959212403172,22.567140343919576,4.782100200653076,5.644299030303955,5.826205730438232,gan,gan,cnn,cnn,0
75,75,29.367383683723347,19.74885298310355,22.78705059816496,5.201173305511475,5.680557727813721,5.255101680755615,gan,gan,cnn,cnn,0
76,76,30.056769521251926,20.225713244111034,23.571070910557207,5.207019329071045,6.450347900390625,6.074803829193115,gan,gan,cnn,cnn,0
77,77,29.944664675564518,20.353338072506904,23.563162274818804,6.132026672363281,6.000014781951904,6.572349548339844,gan,gan,gan,gan,1
78,78,30.300511724579902,19.95492094933438,23.66575188446223,5.8028388023376465,7.092807292938232,5.884368896484375,gan,gan,cnn,cnn,0
79,79,30.148051358309164,20.321240211337894,24.198059277371836,6.856454849243164,6.467032432556152,6.2152323722839355,gan,gan,gan,candidateC_expanded2688,1
80,80,30.086252753371088,20.744918439924255,24.050040122963384,6.982686519622803,6.176682472229004,6.1105570793151855,gan,gan,gan,candidateC_expanded2688,1
81,81,29.68907403762892,20.982889067881906,23.947963992682045,6.426537990570068,7.567525863647461,5.521490097045898,gan,gan,cnn,candidateC_expanded2688,0
82,82,28.90089773637945,20.81634708740007,24.23599497981055,7.1840739250183105,6.303605079650879,6.088350772857666,gan,gan,gan,candidateC_expanded2688,1
83,83,28.194313716720707,21.794751727168247,23.393756681996145,6.560110569000244,6.599743366241455,5.4042205810546875,gan,gan,cnn,candidateC_expanded2688,0
84,84,29.14514380262554,21.106373639070085,23.88637082460646,5.271510124206543,8.559276580810547,5.975691795349121,gan,gan,cnn,cnn,0
85,85,28.72250736297703,20.7490839418831,23.61993759766501,5.609640121459961,7.718591690063477,5.508800983428955,gan,gan,cnn,candidateC_expanded2688,0
86,86,29.195361276159034,18.84606490909817,23.83648807757836,5.25334358215332,9.43416690826416,5.810562610626221,gan,gan,cnn,cnn,0
87,87,29.611902358359767,19.024115372275585,24.05245588525479,6.509652614593506,7.174471855163574,6.789037704467773,gan,gan,cnn,cnn,0
88,88,26.37509421416108,18.396084436387564,21.574636402598173,6.411813259124756,6.487721920013428,6.710596561431885,gan,gan,cnn,cnn,0
89,89,24.29846982632471,17.197907308437554,19.330444778994238,6.017302513122559,6.256072521209717,6.455670356750488,gan,gan,cnn,cnn,0
90,90,22.206834090995343,17.32676746960286,17.480677779709605,5.257880687713623,5.663510322570801,5.781457901000977,gan,gan,cnn,cnn,0
91,91,22.30942508877806,16.266054339767617,16.98120964619616,5.508337497711182,5.519831657409668,5.813910484313965,gan,gan,cnn,cnn,0
92,92,22.07932597419188,16.807703363287136,17.751990346924075,5.735818386077881,5.677903175354004,5.66353702545166,gan,gan,gan,candidateC_expanded2688,1
93,93,24.402894658345392,18.13548367922437,20.151863612178378,6.506997585296631,6.816009521484375,7.306410312652588,gan,gan,cnn,cnn,0
94,94,24.570031527820365,20.006869187749356,21.89451922296204,5.102908611297607,6.517361164093018,6.24959135055542,gan,gan,cnn,cnn,0
95,95,26.879696075655563,20.637912890931716,22.481076382866323,5.015480041503906,6.677723407745361,7.457237243652344,gan,gan,cnn,cnn,0
96,96,28.904715116511554,22.25070627382419,23.51157923615837,5.121858596801758,7.258078575134277,5.863006591796875,gan,gan,cnn,cnn,0
97,97,30.15308546680866,22.202351461270364,24.518362395095373,5.011539936065674,7.223494529724121,5.882343769073486,gan,gan,cnn,cnn,0
98,98,31.264551411001506,23.055714774434993,24.53836858473944,4.942448139190674,8.764951705932617,5.597387313842773,gan,gan,cnn,cnn,0
99,99,30.940933752807226,20.998202000997363,24.538214038269345,5.342334747314453,7.760592460632324,5.8894877433776855,gan,gan,cnn,cnn,0
100,100,31.181555022619012,20.891681214618057,24.236656657132688,5.912055015563965,7.617006778717041,6.001513481140137,gan,gan,cnn,cnn,0
101,101,30.40796712150836,20.937383941054357,23.900426938081967,5.357294082641602,7.0666680335998535,5.607542991638184,gan,gan,cnn,cnn,0
102,102,29.254680859214627,20.257793175726828,22.967270437988912,5.164434909820557,8.231893539428711,5.913631439208984,gan,gan,cnn,cnn,0
103,103,29.507549938987374,20.69051451494371,23.131179325320765,5.102769374847412,6.314839839935303,5.764629364013672,gan,gan,cnn,cnn,0
104,104,29.173745320955113,20.12992358587829,22.663434299324177,4.829194068908691,7.393864154815674,5.493704795837402,gan,gan,cnn,cnn,0
105,105,29.338582011466166,19.283104237304943,22.943794708289225,5.33697509765625,6.823482513427734,6.169925212860107,gan,gan,cnn,cnn,0
106,106,30.092821360744658,20.00547041151677,22.593642385770412,5.767349720001221,6.75129508972168,5.825618743896484,gan,gan,cnn,cnn,0
107,107,29.64376642955138,20.682183399063746,21.831750558834962,5.574344635009766,7.6041154861450195,5.819886684417725,gan,gan,cnn,cnn,0
108,108,28.940126674621943,21.1993064034262,22.86898004622697,5.6898322105407715,7.595790386199951,5.865113258361816,gan,gan,cnn,cnn,0
109,109,28.97319829057234,20.853111383838083,22.68082450537409,5.088190078735352,7.198193550109863,5.560347080230713,gan,gan,cnn,cnn,0
110,110,29.504241915198808,19.600364202728887,23.145633263514075,5.806641101837158,6.568319320678711,5.7799248695373535,gan,gan,cnn,candidateC_expanded2688,0
111,111,28.17742348677506,18.815230764049467,21.841585978862955,5.513612270355225,8.167459487915039,6.176146507263184,gan,gan,cnn,cnn,0
112,112,27.49742127818127,19.372446559915602,21.266869728801993,5.637857913970947,6.682409286499023,6.0591583251953125,gan,gan,cnn,cnn,0
113,113,26.010710160777133,18.415536047943895,19.960953491405082,5.502909183502197,6.949485778808594,6.146629810333252,gan,gan,cnn,cnn,0
114,114,24.541486090961616,16.84887862793787,18.701570071994002,5.123978614807129,5.899235248565674,6.09570837020874,gan,gan,cnn,cnn,0
115,115,25.270960377659716,17.25298248796687,19.606688603822825,4.689971923828125,7.232174873352051,5.960269451141357,gan,gan,cnn,cnn,0
116,116,25.095451409249726,17.129081493158413,20.398538443896673,5.35050630569458,7.636551856994629,6.01856803894043,gan,gan,cnn,cnn,0
117,117,27.14897424086504,18.592743212240446,21.92936907068544,5.260716915130615,8.683184623718262,6.692436218261719,gan,gan,cnn,cnn,0
118,118,27.925806328570985,19.893975298384717,23.62064965990429,6.84329080581665,9.465571403503418,7.7105255126953125,gan,gan,cnn,cnn,0
119,119,27.187847892928154,20.557132674744736,23.101579193576615,5.218785285949707,6.129123687744141,6.261286735534668,gan,gan,cnn,cnn,0
120,120,28.146732976702577,21.528863701574615,23.321928109050795,4.889072418212891,7.93386173248291,6.271120071411133,gan,gan,cnn,cnn,0
121,121,29.135888828595842,21.37188887795256,23.572614988119696,5.373913288116455,7.535200595855713,5.615735054016113,gan,gan,cnn,cnn,0
