sample_idx,pos_idx,pd_distance_candidateC_expanded2688,mt_distance_candidateC_expanded2688
0,0,21.941886927468406,5.114520072937012
1,1,22.467830567455543,5.239218235015869
2,2,23.710311649820184,5.841477394104004
3,3,23.892147048399753,5.40197229385376
4,4,23.47436304887018,5.830234050750732
5,5,23.20579728504191,5.555055141448975
6,6,23.623031563415005,5.743256092071533
7,7,23.67883505386562,5.897247314453125
8,8,24.119626428267622,6.269571304321289
9,9,24.084674798345013,5.940823078155518
10,10,24.266239289345595,6.135733127593994
11,11,24.33591105571355,6.692202568054199
12,12,24.30501925323646,6.633758544921875
13,13,23.863139936987384,6.48574686050415
14,14,23.25871214459588,5.459268093109131
15,15,21.812634342083154,5.531834602355957
16,16,19.486580388006203,5.511720180511475
17,17,17.45747865962142,5.1042680740356445
18,18,16.774730061933155,5.167332172393799
19,19,16.016108124696995,5.499355316162109
20,20,17.442060441623855,5.852750301361084
21,21,21.928490111576853,8.603171348571777
22,22,27.818815198897383,6.915452480316162
23,23,28.64038035599013,7.485677242279053
24,24,30.308943045852782,6.805140972137451
25,25,30.79463043390562,7.462067127227783
26,26,31.00043846870734,7.515572547912598
27,27,32.189401969190556,7.394367218017578
28,28,32.38944403009278,8.24744987487793
29,29,33.76324722637156,7.226654052734375
30,30,33.01752214907643,7.606713771820068
31,31,33.456207561596955,7.507969379425049
32,32,32.456950502446865,7.924740314483643
33,33,31.721466532591588,7.033620357513428
34,34,31.363921211652595,6.932266712188721
35,35,30.614054736890512,6.688503265380859
36,36,31.044087836541838,6.349055290222168
37,37,29.537410130810436,6.407355785369873
38,38,25.72522135075066,7.155110836029053
39,39,22.587457006549535,6.035276412963867
40,40,21.382357471401686,6.2622246742248535
41,41,19.69491034859589,6.074845790863037
42,42,17.481281370871873,6.07058572769165
43,43,16.47676151360632,5.960554599761963
44,44,15.72913496262569,6.105123043060303
45,45,16.206269930266807,6.135662078857422
46,46,15.265111339686714,5.898151874542236
47,47,16.000708107522648,6.83404541015625
48,48,17.160974263261274,7.059538841247559
49,49,17.026919160644226,6.807260036468506
50,50,16.427634603084062,6.485377788543701
51,51,16.500870220071892,5.765866279602051
52,52,17.0077473015425,6.007180213928223
53,53,17.44475340118868,5.9816412925720215
54,54,17.963126865842593,6.346680164337158
55,55,18.93877259977917,5.7434539794921875
56,56,19.1297968189181,5.644984245300293
57,57,19.191449326579505,6.17490816116333
58,58,19.94238560429198,5.852609157562256
59,59,20.450056139888623,5.827421188354492
60,60,20.45433781572772,6.524280548095703
61,61,20.710987536037482,6.350818634033203
62,62,22.130298181758697,6.668245792388916
63,63,22.649396263582275,6.998908996582031
64,64,19.622030038011054,6.205716133117676
65,65,17.703563217994706,6.1381120681762695
66,66,16.359180184062563,6.201057434082031
67,67,15.596202110819464,5.208937168121338
68,68,16.089143330527936,5.442839622497559
69,69,18.124651811574193,5.392510414123535
70,70,18.526661732156025,5.522735595703125
71,71,18.887182627943936,6.3084869384765625
72,72,20.516841820073605,5.470139980316162
73,73,21.498612554859623,5.531503677368164
74,74,22.567140343919576,5.826205730438232
75,75,22.78705059816496,5.255101680755615
76,76,23.571070910557207,6.074803829193115
77,77,23.563162274818804,6.572349548339844
78,78,23.66575188446223,5.884368896484375
79,79,24.198059277371836,6.2152323722839355
80,80,24.050040122963384,6.1105570793151855
81,81,23.947963992682045,5.521490097045898
82,82,24.23599497981055,6.088350772857666
83,83,23.393756681996145,5.4042205810546875
84,84,23.88637082460646,5.975691795349121
85,85,23.61993759766501,5.508800983428955
86,86,23.83648807757836,5.810562610626221
87,87,24.05245588525479,6.789037704467773
88,88,21.574636402598173,6.710596561431885
89,89,19.330444778994238,6.455670356750488
90,90,17.480677779709605,5.781457901000977
91,91,16.98120964619616,5.813910484313965
92,92,17.751990346924075,5.66353702545166
93,93,20.151863612178378,7.306410312652588
94,94,21.89451922296204,6.24959135055542
95,95,22.481076382866323,7.457237243652344
96,96,23.51157923615837,5.863006591796875
97,97,24.518362395095373,5.882343769073486
98,98,24.53836858473944,5.597387313842773
99,99,24.538214038269345,5.8894877433776855
100,100,24.236656657132688,6.001513481140137
101,101,23.900426938081967,5.607542991638184
102,102,22.967270437988912,5.913631439208984
103,103,23.131179325320765,5.764629364013672
104,104,22.663434299324177,5.493704795837402
105,105,22.943794708289225,6.169925212860107
106,106,22.593642385770412,5.825618743896484
107,107,21.831750558834962,5.819886684417725
108,108,22.86898004622697,5.865113258361816
109,109,22.68082450537409,5.560347080230713
110,110,23.145633263514075,5.7799248695373535
111,111,21.841585978862955,6.176146507263184
112,112,21.266869728801993,6.0591583251953125
113,113,19.960953491405082,6.146629810333252
114,114,18.701570071994002,6.09570837020874
115,115,19.606688603822825,5.960269451141357
116,116,20.398538443896673,6.01856803894043
117,117,21.92936907068544,6.692436218261719
118,118,23.62064965990429,7.7105255126953125
119,119,23.101579193576615,6.261286735534668
120,120,23.321928109050795,6.271120071411133
121,121,23.572614988119696,5.615735054016113
122,122,23.349172530937043,6.004494667053223
123,123,23.017202651363665,6.129465579986572
124,124,22.684056977883838,5.989114761352539
125,125,21.75794303909455,5.399013996124268
126,126,21.92501711358955,4.846279144287109
127,127,23.616409716152546,5.053730487823486
128,128,23.248444395909083,4.738394260406494
129,129,24.363281835540707,5.903375625610352
130,130,25.171162113509414,5.085391044616699
131,131,27.225459320510307,6.346298694610596
132,132,28.7162476041086,6.51697301864624
133,133,28.912103424456255,5.862491130828857
134,134,26.70754617789129,5.667931079864502
135,135,24.85799727479308,5.449294567108154
136,136,23.172796077689938,5.670324802398682
137,137,22.088275352469218,4.615171909332275
138,138,21.46103428320479,4.7727251052856445
139,139,20.647320620401686,4.9542975425720215
140,140,22.058729734874774,4.983708381652832
141,141,25.22763264384371,6.820757865905762
142,142,28.02218505596797,7.290269374847412
143,143,26.994769182297734,6.320507049560547
144,144,26.71568454688661,6.324367523193359
145,145,25.909131974624344,5.990037441253662
146,146,25.07538297937398,7.157461166381836
147,147,23.68814287014155,6.667069911956787
148,148,22.600687852408267,6.089954853057861
149,149,21.6815145332726,6.432865142822266
150,150,20.464687735210887,5.654042720794678
151,151,19.916763145375832,6.328567028045654
152,152,19.564383589703866,6.349322319030762
153,153,19.254630497746206,6.616089344024658
154,154,19.319739625089642,5.409167766571045
155,155,19.66992413264601,6.090083122253418
156,156,20.236787785698578,4.772678852081299
157,157,21.298334202750688,4.723049163818359
158,158,23.54058063842641,5.388172149658203
159,159,20.787207088299024,5.43147611618042
160,160,18.75143463907174,5.918514728546143
161,161,18.659739970573895,6.250438213348389
162,162,17.722117170665864,4.929820537567139
163,163,19.021466250214736,5.3675217628479
164,164,20.016896665871478,5.499593734741211
165,165,20.943691415056787,7.019392490386963
166,166,22.3115463993048,5.5733418464660645
167,167,22.40236638555959,5.362371921539307
