sample_idx,wtk_time_index,timestamp,season,center_lat,center_lon,row_start,row_end,col_start,col_end,u_min,u_max,u_mean,u_std,v_min,v_max,v_mean,v_std,speed_min,speed_max,speed_mean,speed_std
22,358,20070115220000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.65516185760498,23.358858108520508,6.38178742190614,4.066921604335382,-12.476490020751953,17.821090698242188,6.705613368154854,5.557368038123855,0.2777175942924052,23.444321465540245,10.838254059735469,3.9558691997049897
23,359,20070115230000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.178435325622559,23.701841354370117,6.804421425157554,3.8545840559329276,-12.007035255432129,16.929967880249023,6.691034073689909,5.7312048260065716,0.0915527360824449,25.275428988393333,11.111660852832136,3.9122382340488584
24,360,20070116000000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-9.260676383972168,23.979827880859375,7.130766644041896,3.7592317367275414,-10.531103134155273,16.1569881439209,6.542133908752241,5.882270195083,0.10375976872648604,24.219489444479134,11.266568849970463,3.9299747148147075
25,361,20070116010000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-6.04900598526001,23.823270797729492,7.374163333036477,3.7380847397544863,-9.957988739013672,15.636404991149902,6.33018241444428,6.010170182464988,0.11291503682345633,24.08825726558268,11.334298790961792,4.009811507218001
26,362,20070116020000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.426278114318848,25.823801040649414,7.577873423943564,3.732833367883633,-9.436637878417969,15.334871292114258,5.996971096319997,6.180032401404299,0.11291503513691555,25.94378692855113,11.349818407643163,4.086110070436731
27,363,20070116030000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.141839027404785,25.117521286010742,7.738050938993874,3.701530600342639,-10.245473861694336,15.321840286254883,5.557099990202371,6.383207671150583,0.05493164023228537,25.128944280309135,11.314448235617679,4.145928450589532
28,364,20070116040000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.434591770172119,23.77481460571289,7.8917936736787775,3.6656008418748303,-11.364861488342285,15.316936492919922,5.039842983177211,6.611966920272129,0.10681152180101108,23.807487944900117,11.286266824980997,4.177959062156629
29,365,20070116050000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.357080459594727,23.455673217773438,8.048784509115587,3.647977257210293,-11.762953758239746,16.062694549560547,4.384729010932087,6.8207739956916145,0.054931641477425165,23.471786860630267,11.229274570479713,4.212228527002379
30,366,20070116060000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-8.216001510620117,23.277320861816406,8.229955633996024,3.6506905475327835,-13.424155235290527,17.01725959777832,3.5953328552302315,6.9356220411583696,0.07629394766326911,23.4107512485203,11.16478786706296,4.175702878866216
31,367,20070116070000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-8.818224906921387,23.050090789794922,8.37586600827744,3.698815317911699,-12.816646575927734,16.927248001098633,2.7220345099556305,6.9309596596746745,0.11901855270689127,23.166603698115345,11.058800982877608,4.12152406800785
32,368,20070116080000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-8.021312713623047,22.827333450317383,8.48638180937412,3.763209235800169,-13.354050636291504,16.793977737426758,1.7606808309177604,6.818618175339386,0.1098632794606826,23.288674287106453,10.934639899159059,4.0258689809824055
33,369,20070116090000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.304775714874268,23.654312133789062,8.53833713153316,3.8511605726047633,-14.620335578918457,16.8565731048584,0.7069785200080555,6.59739409453456,0.15869903062302926,24.20117923624238,10.804953224937982,3.8746679858999418
34,370,20070116100000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.844627857208252,25.205883026123047,8.500436534045033,3.911461370751113,-16.351438522338867,15.992757797241211,-0.38993984620156164,6.273907171780609,0.19837189077214198,25.43718014054935,10.65960997957984,3.66655569863918
35,371,20070116110000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.8550920486450195,24.319976806640625,8.350356789890748,3.9312962050908657,-18.28451156616211,15.87405776977539,-1.535370231739332,5.896387670563493,0.14344024499967184,26.306954212474267,10.516924683103523,3.4209052735567935
36,372,20070116120000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.7529754638671875,23.879159927368164,8.0383335290807,3.9006983189747615,-20.33988380432129,13.354533195495605,-2.609499582602329,5.497273222029247,0.09765624715613394,25.971252530395088,10.332431427678301,3.1781464789972773
37,373,20070116130000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.8429856300354,25.304977416992188,7.6421706357737005,3.856355317156339,-21.9407901763916,12.666643142700195,-3.5876883907133643,5.099480223043421,0.08850097642300013,28.006834981205223,10.151361665463636,3.016672211140548
38,374,20070116140000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-6.202874660491943,25.097957611083984,7.221836335346875,3.715465677146543,-22.377988815307617,12.321218490600586,-4.488045884869916,4.682386516512795,0.20752716034062407,28.65993537112712,10.000891887026519,2.830029341069832
39,375,20070116150000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.432230472564697,24.092870712280273,6.883193316085173,3.551070702583905,-21.357465744018555,11.108344078063965,-5.136341171732167,4.281298184979277,0.10681152745578472,28.040403870106775,9.860036554775675,2.7348943820510856
40,376,20070116160000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.78926157951355,23.930912017822266,6.664619716858605,3.289940108474868,-20.211925506591797,11.915616035461426,-5.598078562380864,3.957882284530533,0.25940704529556713,28.183846120236137,9.773184742282641,2.594038868192747
41,377,20070116170000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.5955121517181396,23.150802612304688,6.510154808002062,2.9729336292752633,-20.08707618713379,11.071085929870605,-5.996312477612926,3.7586248926594568,0.07019042888716483,27.497176719844454,9.765278626039782,2.4377874716501644
42,378,20070116180000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.615156888961792,21.251914978027344,6.44126265156646,2.7025727775009454,-19.5003604888916,11.021659851074219,-6.378228965041417,3.642245645453854,0.3967437765451891,25.763724857775944,9.867998446483307,2.3160589147683797
43,379,20070116190000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.395782947540283,18.568078994750977,6.418917643127751,2.4960019429564135,-18.47418785095215,13.07961654663086,-6.803276313080378,3.497872066776042,0.37538145863134675,24.161505883743953,10.049283026113812,2.2280299946841784
44,380,20070116200000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.153968095779419,18.61186408996582,6.392023874270039,2.3930672727413884,-18.552488327026367,11.985180854797363,-7.236846271211829,3.30952570326987,0.35706328719623587,24.29273102027811,10.25921640556742,2.1582685788837392
45,381,20070116210000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-3.545452117919922,22.67348861694336,6.285415972817248,2.415293279371238,-20.473464965820312,10.018465995788574,-7.648396918936788,3.1816960228330835,0.35095978812281303,24.112671776642134,10.434006641035714,2.256715755884718
46,382,20070116220000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-4.649234294891357,19.430057525634766,6.073390058900566,2.6006695784811007,-21.5208683013916,9.752490043640137,-8.085055948190893,3.0916972727209546,0.3326492346567925,25.611129426624053,10.596517479758077,2.5080047999750668
47,383,20070116230000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-4.708282470703125,20.077608108520508,5.975923475643496,2.7090024518032862,-22.934141159057617,9.252837181091309,-8.752469831366108,3.0007705961175333,0.1281814582024822,26.740319085468943,11.011659687987173,2.721040041248744
48,384,20070117000000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-4.34571647644043,21.371152877807617,5.7719469530641145,2.7581845915265673,-24.849361419677734,6.36128044128418,-9.349520047860764,2.9424290185156097,0.08544921737593772,27.661979702042498,11.328474505865437,2.9427933828644264
49,385,20070117010000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-4.608503341674805,20.826936721801758,5.544653558854835,2.7297113164448783,-24.595230102539062,4.234105110168457,-9.799372244092867,3.028184495575258,0.13123321817063371,27.817619488242716,11.554632386275385,3.1436563257495
50,386,20070117020000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-5.205001354217529,19.239038467407227,5.33548852792402,2.721956278706934,-25.071805953979492,3.608614206314087,-10.08666330348609,3.214121292762948,0.2166824418367919,27.442245900321566,11.69741089892115,3.3344286405749832
51,387,20070117030000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-6.361218452453613,18.37559700012207,5.145116728297143,2.743087557914149,-25.234542846679688,4.3928751945495605,-10.252869244177521,3.4469506536071237,0.06408691485495746,27.445298144874013,11.764995207069788,3.5474554010466965
52,388,20070117040000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.010879993438721,18.63323974609375,4.942896855666029,2.7983126759415176,-23.913793563842773,3.4463605880737305,-10.302438389789932,3.660188112220898,0.17090607218623094,25.71794788721225,11.73131939493564,3.7651218047170074
53,389,20070117050000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.589522838592529,18.56940269470215,4.714551983819766,2.8809189458838027,-22.70189094543457,5.285681247711182,-10.275811034188653,3.890967456063434,0.1190185565710219,25.40971307462836,11.629502453247467,4.001660558480729
54,390,20070117060000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-6.695840358734131,18.302783966064453,4.496303492893353,2.942848845011562,-21.598873138427734,5.018711566925049,-10.16604514760885,4.147465167235381,0.09155272876947385,24.79018452874529,11.469551320039095,4.228053712813093
55,391,20070117070000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-6.7385969161987305,19.485366821289062,4.253958628296072,3.0134671143981646,-21.357675552368164,3.4492087364196777,-9.983109501602806,4.432477799187323,0.033569337184815376,25.025178187248436,11.253594746539099,4.454558126544328
56,392,20070117080000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.097631931304932,19.36409568786621,3.98746074219828,3.1066759521168237,-21.294445037841797,3.893589973449707,-9.753598668255494,4.749053025712621,0.0488281248669043,25.85527780937074,11.01555424804582,4.67921306127629
57,393,20070117090000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-9.074820518493652,21.771413803100586,3.6939897370216976,3.166622852824293,-22.32111358642578,3.9234814643859863,-9.532057424451706,5.061203540092333,0.03967285050310176,25.995665641725545,10.789367353295559,4.872218447707233
58,394,20070117100000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-7.861400127410889,21.09067726135254,3.2894716758964706,3.213867751114874,-20.93797492980957,4.667312145233154,-9.258007645923275,5.318337043480842,0.042724609861715966,25.421921840533876,10.50018677336131,4.989094309866661
59,395,20070117110000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.04403018951416,20.133892059326172,2.8819806598832614,3.2795748550474744,-20.6735897064209,5.431395053863525,-8.944334165655405,5.536634443143335,0.042724610491549644,24.207282927305975,10.196983970225917,5.073300334956348
60,396,20070117120000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.033873558044434,19.041858673095703,2.496660931845801,3.338299808313419,-19.830551147460938,6.561666011810303,-8.585797256719092,5.694993967891422,0.03967285019927429,22.946869277407934,9.87700251465993,5.096199914838187
61,397,20070117130000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.269903182983398,17.98572540283203,2.1348796072458844,3.3918621365788946,-19.609107971191406,7.230694770812988,-8.181741078436195,5.779620073071838,0.01831054625567145,21.964171989709683,9.538699723217137,5.041878870511905
62,398,20070117140000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.111588478088379,15.931632995605469,1.7324073667871482,3.3350853015936317,-19.45761489868164,7.33441686630249,-7.836116646932774,5.748105214058058,0.012207031180442173,20.221565344567978,9.151371883949333,4.982154107540663
63,399,20070117150000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-9.104516983032227,14.379372596740723,1.4547849223101768,3.3206759665771104,-19.582252502441406,6.5673112869262695,-7.446973389542513,5.61492578350152,0.015258788928316135,19.653922426533153,8.744840124812939,4.86372937728138
64,400,20070117160000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-9.20507526397705,13.254623413085938,1.2958621037139069,3.3789256594704065,-18.41034698486328,5.852660655975342,-7.040921167836062,5.479445014502882,0.030517578521186178,18.445387816296595,8.418818902076625,4.6710570598900985
65,401,20070117170000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-8.052281379699707,12.773804664611816,1.1691634909899769,3.450271527059781,-19.258649826049805,6.449866771697998,-6.579858839609217,5.4127129227136965,0.048828125458392574,19.41893056903687,8.116081613331126,4.471301785581815
66,402,20070117180000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-8.880755424499512,12.820819854736328,1.06161418490829,3.519101885074319,-17.687097549438477,7.202515125274658,-6.109470204358461,5.382321909666427,0.03967285216578729,17.813651555418254,7.828984333853685,4.3026878079433954
67,403,20070117190000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-9.93175983428955,12.702692031860352,0.9296600460565945,3.5819468586082306,-18.283411026000977,7.5911688804626465,-5.652276764263513,5.37727333599956,0.0396728510710785,18.283638259646455,7.559802813751222,4.172204892645072
68,404,20070117200000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.700693130493164,12.96914291381836,0.7392428404584285,3.609697783115533,-17.311634063720703,8.867616653442383,-5.202034237076364,5.396105860784854,0.042724607147494306,17.535934291017707,7.281681958859798,4.090553089390883
69,405,20070117210000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.030152320861816,14.601105690002441,0.41913639480643,3.6301080298923023,-15.84284496307373,9.113986015319824,-4.71745517317149,5.50239033269435,0.030517577283993493,16.635642686558064,7.057900915363555,4.008750051981403
70,406,20070117220000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.324779510498047,14.299060821533203,0.00042271063736174256,3.808069513273044,-15.749723434448242,10.945587158203125,-4.246326292610466,5.774362582384193,0.033569335025752274,16.382338911272278,7.165560476403791,3.811913806968534
71,407,20070117230000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.994163513183594,12.475799560546875,-0.4390167593814011,4.003827893070585,-16.56348991394043,13.00073528289795,-3.77279881317269,6.00406279028306,0.018310547377968753,17.194130880876983,7.300207083167498,3.634987060438832
72,408,20070118000000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.233095169067383,10.449865341186523,-0.8662771853258573,4.101050604088894,-14.813204765319824,14.731945037841797,-3.289249085812354,6.15604192984481,0.024414061380945384,17.441329930407434,7.351039586111243,3.4996115517388837
73,409,20070118010000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.611438751220703,11.552645683288574,-1.2887475581408887,4.116621864846609,-13.828207969665527,16.353227615356445,-2.7790947026284365,6.226411199036158,0.04272460883238328,19.470810149144572,7.336764792705464,3.357214918489007
74,410,20070118020000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.899911880493164,11.351655960083008,-1.6803417226015134,4.089086700108198,-13.520339012145996,16.946924209594727,-2.21395918404571,6.242107646426426,0.0610351562129155,20.065916819878893,7.295102146090675,3.1923637264597553
75,411,20070118030000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.836321830749512,11.993196487426758,-2.0010340275348106,4.014433070255413,-12.12210750579834,18.576316833496094,-1.6104738613739764,6.212374372442219,0.04882812557367245,20.31616907401861,7.226560966364004,3.013942278127156
76,412,20070118040000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.05689525604248,11.827324867248535,-2.2407188388616377,3.9273730972487666,-11.51233959197998,19.549596786499023,-1.0066297439701875,6.135378642614864,0.03356933679204468,19.995727776089346,7.125046449292015,2.88703446203092
77,413,20070118050000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-14.812799453735352,12.679869651794434,-2.4287556856776558,3.829134066539503,-11.52624797821045,19.5340518951416,-0.41309165529391323,6.0111124818964345,0.045776364467872255,20.050659617480406,7.0029061281922305,2.797238928954259
78,414,20070118060000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-14.892231941223145,12.749991416931152,-2.5197287917337143,3.738229681624645,-11.098593711853027,19.16427230834961,0.150090882102223,5.873411174193408,0.05493164058411379,20.21546158807267,6.858488590385202,2.7935666603926856
79,415,20070118070000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-15.71520709991455,14.364232063293457,-2.538394484794156,3.6682450574079613,-10.946639060974121,19.2276611328125,0.6956695725195946,5.729866931176386,0.048828127675625624,20.17273723390224,6.721338351405555,2.8352090453217884
80,416,20070118080000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-14.303634643554688,17.010787963867188,-2.4794985860502905,3.603380802139822,-10.74389362335205,19.10089111328125,1.189390665303055,5.590104084326495,0.024414062975139355,19.541000037611333,6.586028672870433,2.901793685274257
81,417,20070118090000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.735895156860352,16.788532257080078,-2.4232032147300666,3.5698436526286965,-10.481805801391602,18.838693618774414,1.6276239539597455,5.4690566396802485,0.07629394749237578,19.321265590224268,6.498097914224196,2.991682015987134
82,418,20070118100000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.464852333068848,16.872859954833984,-2.3830632182570097,3.549160067262935,-10.98616886138916,18.396560668945312,2.0469726429461375,5.376500603685594,0.05493164287936336,18.51252675236125,6.455909948015515,3.1134562741074507
83,419,20070118110000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.2326021194458,19.25504493713379,-2.325902179282842,3.5692739368336115,-10.209299087524414,18.803319931030273,2.479785325299534,5.283429396862175,0.01831054630116968,20.084229619049683,6.459600836522986,3.2383724102922815
84,420,20070118120000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.934955596923828,19.467044830322266,-2.278276362046246,3.6140662710858895,-9.519706726074219,19.86011505126953,2.9172370534507257,5.1739698034498876,0.030517577971675793,20.972320589300253,6.522550404021469,3.314904217876566
85,421,20070118130000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.572068214416504,18.526721954345703,-2.2094938640953723,3.67506783804133,-9.585530281066895,20.19698143005371,3.3182896927283108,5.054919798610249,0.030517577711308547,21.259193248632794,6.627338037341257,3.321089872878997
86,422,20070118140000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-14.324026107788086,17.380544662475586,-2.0328462450722933,3.7482619302949396,-8.802040100097656,20.39398956298828,3.4047256754898485,4.595533200599261,0.030517577036021617,20.484023540407676,6.383550687722871,3.184853889054508
87,423,20070118150000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.425980567932129,15.201066970825195,-1.8855770593638588,3.803420071939798,-8.452008247375488,19.789688110351562,3.508425771201197,4.143915393582067,0.027465820548060706,20.575575844405417,6.150184519688564,3.1109036702238293
88,424,20070118160000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.818853378295898,13.693625450134277,-1.7415020319723944,3.884508833689037,-8.888721466064453,19.281492233276367,3.9219589141650415,3.9543370540078855,0.021362305188092536,20.07507279343328,6.307069267588147,3.0596827811581453
89,425,20070118170000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-13.215815544128418,13.13409423828125,-1.5767833741438493,3.9656382167415916,-8.194353103637695,18.40681266784668,4.405643515826933,3.899936499930821,0.02136230515824524,20.206306211777754,6.589392961889781,3.0678383531235602
90,426,20070118180000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.668806076049805,12.716975212097168,-1.3970064351907099,3.991522035798082,-8.517929077148438,18.10749626159668,4.840363079794958,3.935942809929421,0.015258788747802125,19.165626911239332,6.871682036573131,3.0959040162352096
91,427,20070118190000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.1880521774292,12.325958251953125,-1.232928733892274,3.9603255875927785,-8.608476638793945,18.084030151367188,5.2031961367555,4.047387227706722,0.021362304722325955,19.849235018104952,7.113432078391407,3.1714301974444052
92,428,20070118200000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-12.302075386047363,12.334392547607422,-1.1268517846189583,3.841119397485864,-8.330391883850098,20.558231353759766,5.449236158002152,4.231074336361655,0.03967285079721569,20.642722490386202,7.273925692933328,3.2726385271553897
93,429,20070118210000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.389751434326172,12.224237442016602,-1.0436930479933269,3.7145763133902574,-8.876595497131348,18.57628631591797,5.809599654449562,4.543169454587373,0.024414062257813868,20.954011113753005,7.5894057563375625,3.417620439746932
94,430,20070118220000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-11.183104515075684,14.283287048339844,-0.7715605824264086,3.7113281581061086,-9.165657043457031,18.59129524230957,6.328704000298541,4.91540698878769,0.030517577875654067,21.22867626786382,8.109668094518064,3.579981286973279
95,431,20070118230000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.693848609924316,18.406665802001953,-0.28217614018601733,3.7396711485800287,-9.066739082336426,19.34886932373047,6.549458748215279,5.221288956280506,0.045776366294214,20.93264724008169,8.378616276540697,3.7444387060879882
96,432,20070119000000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.626387596130371,20.499427795410156,0.21469093694026678,3.8080903244366864,-9.587610244750977,18.69969940185547,6.57362921733067,5.492655934723946,0.10375976218267116,20.773949055849595,8.52731048075762,3.9005756480852236
97,433,20070119010000,winter_1,39.499794,-75.006409,720,1220,2102,2602,-10.367294311523438,21.167573928833008,0.6858475829597979,3.9240680766086986,-8.900787353515625,20.194652557373047,6.478780882813415,5.759449360244054,0.07019043136313403,21.533859420571027,8.628574942434058,4.069674471064558
