sample_idx,metric,method_id,observed_value,reconstructed_value,absolute_difference,status
42,psnruv,uv,38.396668594069745,38.39666859406975,7.105427357601002e-15,PASS
43,psnruv,uv,38.44058206397942,38.44058206397942,0.0,PASS
44,psnruv,uv,37.554108692117644,37.554108692117644,0.0,PASS
45,psnruv,uv,36.09436703514976,36.09436703514976,0.0,PASS
46,psnruv,uv,35.16289957434325,35.16289957434324,7.105427357601002e-15,PASS
47,psnruv,uv,35.1088283470921,35.108828347092086,1.4210854715202004e-14,PASS
48,psnruv,uv,34.69490672765947,34.69490672765947,0.0,PASS
49,psnruv,uv,34.65410703091768,34.65410703091768,0.0,PASS
50,psnruv,uv,34.60723616583735,34.60723616583735,0.0,PASS
51,psnruv,uv,34.33897295068192,34.33897295068192,0.0,PASS
52,psnruv,uv,34.69927637965031,34.69927637965031,0.0,PASS
53,psnruv,uv,34.851934569910185,34.851934569910185,0.0,PASS
54,psnruv,uv,34.858757898473236,34.858757898473236,0.0,PASS
55,psnruv,uv,34.570634369139086,34.57063436913909,7.105427357601002e-15,PASS
56,psnruv,uv,34.18937772948562,34.18937772948562,0.0,PASS
57,psnruv,uv,33.49001327880448,33.49001327880448,0.0,PASS
58,psnruv,uv,32.89718470381479,32.89718470381479,0.0,PASS
59,psnruv,uv,32.9301211232993,32.930121123299315,1.4210854715202004e-14,PASS
60,psnruv,uv,32.62885245062063,32.628852450620606,2.1316282072803006e-14,PASS
61,psnruv,uv,31.811980769696543,31.81198076969654,3.552713678800501e-15,PASS
62,psnruv,uv,31.695349782729444,31.69534978272944,3.552713678800501e-15,PASS
63,psnruv,uv,31.617081167954165,31.617081167954172,7.105427357601002e-15,PASS
64,psnruv,uv,32.48847825422585,32.488478254225846,7.105427357601002e-15,PASS
65,psnruv,uv,32.96227928601669,32.962279286016695,7.105427357601002e-15,PASS
66,psnruv,uv,33.043067627564774,33.043067627564774,0.0,PASS
67,psnruv,uv,32.97587277747904,32.97587277747904,0.0,PASS
68,psnruv,uv,32.69530286992482,32.69530286992482,0.0,PASS
69,psnruv,uv,31.67713703679079,31.677137036790793,3.552713678800501e-15,PASS
70,psnruv,uv,31.881560465723695,31.881560465723695,0.0,PASS
71,psnruv,uv,31.9103677116291,31.9103677116291,0.0,PASS
72,psnruv,uv,31.735099685017506,31.73509968501751,3.552713678800501e-15,PASS
73,psnruv,uv,31.61945707430975,31.619457074309747,3.552713678800501e-15,PASS
74,psnruv,uv,31.63658286959835,31.63658286959835,0.0,PASS
75,psnruv,uv,31.32411602769629,31.32411602769629,0.0,PASS
76,psnruv,uv,31.136949735012163,31.136949735012163,0.0,PASS
77,psnruv,uv,30.63117123143002,30.631171231430013,7.105427357601002e-15,PASS
78,psnruv,uv,30.498217228538724,30.49821722853872,3.552713678800501e-15,PASS
79,psnruv,uv,30.66385857490332,30.663858574903315,3.552713678800501e-15,PASS
80,psnruv,uv,30.565138866063528,30.56513886606353,3.552713678800501e-15,PASS
81,psnruv,uv,30.65354553819705,30.653545538197047,3.552713678800501e-15,PASS
82,psnruv,uv,30.543986397716548,30.54398639771655,3.552713678800501e-15,PASS
83,psnruv,uv,30.63352486060749,30.633524860607494,3.552713678800501e-15,PASS
84,psnruv,uv,30.776594009864105,30.77659400986411,3.552713678800501e-15,PASS
85,psnruv,uv,30.837289903521025,30.83728990352103,3.552713678800501e-15,PASS
86,psnruv,uv,30.675910128178124,30.67591012817812,3.552713678800501e-15,PASS
87,psnruv,uv,31.340574087984102,31.340574087984102,0.0,PASS
88,psnruv,uv,31.548750743167915,31.548750743167922,7.105427357601002e-15,PASS
89,psnruv,uv,31.590577200973044,31.59057720097304,3.552713678800501e-15,PASS
90,psnruv,uv,32.31242828695838,32.312428286958365,1.4210854715202004e-14,PASS
91,psnruv,uv,33.196816049112556,33.196816049112556,0.0,PASS
92,psnruv,uv,33.46090518254317,33.46090518254318,7.105427357601002e-15,PASS
93,psnruv,uv,32.725700392720825,32.72570039272081,1.4210854715202004e-14,PASS
94,psnruv,uv,32.269394148456655,32.26939414845666,7.105427357601002e-15,PASS
95,psnruv,uv,31.44329634737254,31.44329634737254,0.0,PASS
96,psnruv,uv,31.099111321744996,31.099111321744996,0.0,PASS
97,psnruv,uv,30.806678497915165,30.806678497915158,7.105427357601002e-15,PASS
98,psnruv,uv,30.714038468168397,30.714038468168393,3.552713678800501e-15,PASS
99,psnruv,uv,30.82408506415136,30.824085064151358,3.552713678800501e-15,PASS
100,psnruv,uv,30.65096978977118,30.650969789771178,3.552713678800501e-15,PASS
