effect_id,psnruv,ssim_speed,speed_mae,speed_rmse,wpd_mae,wpd_w1,wpd_bias_abs,grad_mae,grad_w1,grad_kurtosis_abs_delta,psd_log_l2,psd_slope_abs_delta,exceed_abs_t5,exceed_abs_t10,exceed_abs_t15,exceed_abs_p90,comp_curve_l1,comp_abs_t5,comp_abs_t10,comp_abs_t15,pd_distance,mt_distance
crit,0.002422886401892276,,0.0014863547036645043,0.0014575435239226175,-0.4223881617486126,6.8548348968277955,8.842299108569364,0.0011919810408829823,0.0007631399069805391,-0.15890609487000323,0.007356013148814299,-0.0010768643341669951,-0.00042070238095238206,0.00014725000000000068,0.0011110952380952385,0.0019647142857142897,-2.119543650793651,-1.7886904761904763,-9.592261904761905,-0.17559523809523808,-0.03420366188684104,0.047754554521469844
e2,-0.7893053253580834,,-0.052261837751193176,-0.08182732066755154,-17.89471781352002,6.922354323116079,4.142990193761108,-0.0003554750370806121,0.04065962366142055,0.14259330088549588,0.10921294455229924,0.06791184184445195,0.003090892857142851,0.0010852976190476164,0.000851190476190477,0.0014718571428571441,22.575892857142858,3.949404761904762,22.81845238095238,28.163690476190474,-1.5273979944658118,0.4506160872323172
crit:e2,0.041581018450609915,,0.002078826837364952,0.004816343303123201,0.9287637056688011,-3.677747076965557,-2.860930263132091,-0.0007562419126374234,-0.00469154971498235,0.17989051608282586,-0.015347609025079343,-0.04688620586971324,0.00023884523809523874,7.682142857142808e-05,-0.0008152380952380952,-0.0008235238095238097,-1.743551587301587,1.4017857142857142,1.1994047619047619,-4.616071428571429,-0.24681398740078456,-0.03314046348844256
