contrast_id,contrast_family,base_method,comparison_method,metric,metric_family,direction,n_valid_pairs,base_mean,comparison_mean,mean_raw_delta,median_raw_delta,mean_oriented_improvement,median_oriented_improvement,oriented_standard_deviation,oriented_standard_error,iid_bootstrap_ci95_low,iid_bootstrap_ci95_high,block6_bootstrap_ci95_low,block6_bootstrap_ci95_high,block12_bootstrap_ci95_low,block12_bootstrap_ci95_high,block24_bootstrap_ci95_low,block24_bootstrap_ci95_high,win_count,tie_count,loss_count,win_rate,tie_rate,loss_rate,paired_effect_size_dz,sign_test_p_raw,wilcoxon_p_raw,test_status
add_crit_to_uv,add_critical_proxy,uv,uv_crit,psnruv,vector_uv,higher_is_better,168,33.78924941632876,33.655150678889235,-0.13409873743952236,-0.12938651690919123,-0.13409873743952236,-0.12938651690919123,0.03567171237496217,0.002752132359170436,-0.1395350047666344,-0.12875627471230097,-0.14610262885694017,-0.12207018768682101,-0.14937404877167332,-0.11888039366864589,-0.15225039683655409,-0.11590703690280128,0,0,168,0.0,0.0,1.0,-3.759245870507908,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,ssim_speed,scalar_speed,higher_is_better,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,no_valid_pairs
add_crit_to_uv,add_critical_proxy,uv,uv_crit,speed_mae,scalar_speed,lower_is_better,168,0.495796154586908,0.5038023488315495,0.008006194244641515,0.007694121769787121,-0.008006194244641515,-0.007694121769787121,0.002952359961305605,0.00022777951616170344,-0.008455578490712037,-0.0075709483834623835,-0.009066593684219686,-0.00695667169906231,-0.009328884769385197,-0.006658612367593559,-0.00955682829895565,-0.006391603201314256,0,0,168,0.0,0.0,1.0,-2.7117947504954585,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,speed_rmse,scalar_speed,lower_is_better,168,0.8554678434057079,0.8667425753641315,0.01127473195842344,0.010708862780902162,-0.01127473195842344,-0.010708862780902162,0.0050516854177942005,0.0003897459914601475,-0.012040424621947555,-0.010523724277318954,-0.012997526007918488,-0.009571723197893163,-0.013397867741348775,-0.009231932052021151,-0.013564672337752236,-0.00891609177566757,0,0,168,0.0,0.0,1.0,-2.231875310111157,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,wpd_mae,wind_power_distribution,lower_is_better,168,158.97693139286514,163.04171960727152,4.064788214406396,3.892971202095765,-4.064788214406396,-3.892971202095765,2.5337048521202297,0.19547957324867907,-4.450004872371644,-3.699569472704046,-4.979589299198935,-3.184880982111844,-5.2368722122170555,-2.910100239802598,-5.490565698068604,-2.6661803378873925,0,0,168,0.0,0.0,1.0,-1.6042863915285714,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,wpd_w1,wind_power_distribution,lower_is_better,168,39.392707249834544,21.827575151262813,-17.565132098571727,-17.100660965788805,17.565132098571727,17.100660965788805,11.67328192462156,0.9006132530105211,15.848117242923644,19.376156379224852,13.787243595785515,21.5689164584874,13.309644834536762,21.9576896811444,13.916907555043064,21.295032469874485,162,0,6,0.9642857142857143,0.0,0.03571428571428571,1.5047295363888145,1.583025776075848e-40,2.8058723819644346e-27,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,wpd_bias_abs,wind_power_distribution,lower_is_better,168,31.30333604832264,14.03026983697246,-17.273066211350184,-14.015016507850671,17.273066211350184,14.015016507850671,14.12850237445958,1.0900376231632416,15.193291800701433,19.443924264429718,12.75099336652175,22.2770871284722,12.094908539381546,22.994993243789207,12.234974544810893,22.38693290301161,161,0,7,0.9583333333333334,0.0,0.041666666666666664,1.2225688012464153,3.687894036179826e-39,2.4265318820367435e-26,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,grad_mae,gradient_distribution,lower_is_better,168,0.32474283787493324,0.3184242545251984,-0.006318583349734804,-0.006498778617267026,0.006318583349734804,0.006498778617267026,0.0023468607755340837,0.00018106423977977106,0.005962680625288346,0.006671642823548075,0.0055000741117896094,0.007108270995711406,0.0053355665824530345,0.007301696947091789,0.005239163881946187,0.007407348264402896,168,0,0,1.0,0.0,0.0,2.6923554288374265,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,grad_w1,gradient_distribution,lower_is_better,168,0.24960980730355606,0.22953153861852565,-0.020078268685030414,-0.020978735652981223,0.020078268685030414,0.020978735652981223,0.006138858587518244,0.0004736232224988104,0.01917160035741422,0.021003714192667933,0.017924699296840416,0.022174538112113125,0.017499513116349043,0.022520710912585156,0.017420722808546747,0.022446423954924657,168,0,0,1.0,0.0,0.0,3.270684346085818,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
add_crit_to_uv,add_critical_proxy,uv,uv_crit,grad_kurtosis_abs_delta,gradient_distribution,lower_is_better,168,5.579251153128264,6.37981074820039,0.8005595950721259,0.8406187981631508,-0.8005595950721259,-0.8406187981631508,1.427415206258447,0.11012747405625438,-1.0156000089066526,-0.5873705165897292,-1.1699174364352503,-0.4434391514570658,-1.179194771738897,-0.42922487182703384,-1.1621064834668868,-0.4489268241922891,43,0,125,0.25595238095238093,0.0,0.7440476190476191,-0.5608456401207603,1.7881252801764122e-10,9.324957073968565e-12,sign_test=ok; wilcoxon=ok
