metric,metric_family,direction,effect_id,effect_order,factors,n_valid,mean_raw_factorial_effect,median_raw_factorial_effect,mean_oriented_factorial_effect,median_oriented_factorial_effect,oriented_effect_standard_deviation,oriented_effect_standard_error,iid_bootstrap_ci95_low,iid_bootstrap_ci95_high,block6_bootstrap_ci95_low,block6_bootstrap_ci95_high,block12_bootstrap_ci95_low,block12_bootstrap_ci95_high,block24_bootstrap_ci95_low,block24_bootstrap_ci95_high,positive_count,zero_count,negative_count,positive_rate,zero_rate,negative_rate,paired_effect_size_dz,sign_test_p_raw,wilcoxon_p_raw,test_status
psnruv,vector_uv,higher_is_better,speed,1,speed,168,0.0373859488287874,0.0374180905646897,0.0373859488287874,0.0374180905646897,0.013239455822766285,0.0010214461925639807,0.03537027362153958,0.03937596392515672,0.03259543713198912,0.04198101166974584,0.03131224042926705,0.043316020691057645,0.030146035424913013,0.04508244905746152,168,0,0,1.0,0.0,0.0,2.823828209351273,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,grad,1,grad,168,-0.33013268046820843,-0.33210238654071844,-0.33013268046820843,-0.33210238654071844,0.045804501529719,0.0035338940146897027,-0.33699704670525843,-0.3231343089381502,-0.3451031839757513,-0.31436277380123345,-0.34909723790418157,-0.3096264194875681,-0.3525416466462656,-0.306690948607914,0,0,168,0.0,0.0,1.0,-7.2074287339206355,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,levelset,1,levelset,168,0.032433804424710624,0.03310987067624449,0.032433804424710624,0.03310987067624449,0.010350808014051983,0.0007985821756913443,0.030867935108277646,0.03394657424005821,0.02874221423051174,0.03594725942416105,0.027548326356137035,0.03699981036193651,0.026649139043028368,0.03824310666462784,168,0,0,1.0,0.0,0.0,3.1334562848310346,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,speed:grad,2,"speed,grad",168,0.04219622125165937,0.04303824350786911,0.04219622125165937,0.04303824350786911,0.011681133527235491,0.0009012190173034715,0.04041747391646699,0.04394595789946709,0.03799421667523163,0.04617534099542253,0.036659650436336795,0.047460872250133485,0.035184822684206724,0.04899347043062965,168,0,0,1.0,0.0,0.0,3.6123396032821242,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,speed:levelset,2,"speed,levelset",168,-0.014031967953818716,-0.01353054837902068,-0.014031967953818716,-0.01353054837902068,0.004460932051471941,0.00034416837974769374,-0.0146967354610581,-0.013358968444300345,-0.015531783124734523,-0.012546698156011515,-0.01592063053407663,-0.012136861355291451,-0.01643610346283977,-0.011617173848291034,0,0,168,0.0,0.0,1.0,-3.1455238035263706,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,grad:levelset,2,"grad,levelset",168,0.03797128893289493,0.04039812040769286,0.03797128893289493,0.04039812040769286,0.01201956434926939,0.000927329522088599,0.03614320510379064,0.039777620086853795,0.033661832070273026,0.04198656679119532,0.03234030526033569,0.04306808202201078,0.03132530861768039,0.04431198500453998,168,0,0,1.0,0.0,0.0,3.1591235613462993,5.345529420184391e-51,2.546826342812208e-29,sign_test=ok; wilcoxon=ok
psnruv,vector_uv,higher_is_better,speed:grad:levelset,3,"speed,grad,levelset",168,-0.00910980126123567,-0.009660895646889323,-0.00910980126123567,-0.009660895646889323,0.005146056009815821,0.0003970268407035685,-0.009877234180687864,-0.008299786277573575,-0.010886089945908112,-0.007270536546893086,-0.011417432088159558,-0.0066622171368712485,-0.012128449485614767,-0.005965489233705947,9,0,159,0.05357142857142857,0.0,0.9464285714285714,-1.770249146892148,1.337530310651348e-36,1.5400254575760167e-28,sign_test=ok; wilcoxon=ok
ssim_speed,scalar_speed,higher_is_better,speed,1,speed,0,,,,,,,,,,,,,,,0,0,0,,,,,,,no_valid_data
ssim_speed,scalar_speed,higher_is_better,grad,1,grad,0,,,,,,,,,,,,,,,0,0,0,,,,,,,no_valid_data
ssim_speed,scalar_speed,higher_is_better,levelset,1,levelset,0,,,,,,,,,,,,,,,0,0,0,,,,,,,no_valid_data
