contrast_id,contrast_family,base_method,comparison_method,sample_idx,metric,metric_family,direction,base_value,comparison_value,raw_delta,oriented_improvement
add_crit_to_uv,add_critical_proxy,uv,uv_crit,51,psnruv,vector_uv,higher_is_better,34.33897295068192,34.27135341125891,-0.06761953942301346,-0.06761953942301346
add_crit_to_uv,add_critical_proxy,uv,uv_crit,52,psnruv,vector_uv,higher_is_better,34.69927637965031,34.629351048690296,-0.06992533096001097,-0.06992533096001097
add_crit_to_uv,add_critical_proxy,uv,uv_crit,53,psnruv,vector_uv,higher_is_better,34.851934569910185,34.76840384875457,-0.08353072115561133,-0.08353072115561133
add_crit_to_uv,add_critical_proxy,uv,uv_crit,54,psnruv,vector_uv,higher_is_better,34.858757898473236,34.756849704903885,-0.10190819356935066,-0.10190819356935066
add_crit_to_uv,add_critical_proxy,uv,uv_crit,55,psnruv,vector_uv,higher_is_better,34.570634369139086,34.45306050995865,-0.11757385918043894,-0.11757385918043894
add_crit_to_uv,add_critical_proxy,uv,uv_crit,56,psnruv,vector_uv,higher_is_better,34.18937772948562,34.0704219607014,-0.11895576878421821,-0.11895576878421821
add_crit_to_uv,add_critical_proxy,uv,uv_crit,57,psnruv,vector_uv,higher_is_better,33.49001327880448,33.385215308057845,-0.10479797074663821,-0.10479797074663821
add_crit_to_uv,add_critical_proxy,uv,uv_crit,58,psnruv,vector_uv,higher_is_better,32.89718470381479,32.79128553358759,-0.10589917022719675,-0.10589917022719675
add_crit_to_uv,add_critical_proxy,uv,uv_crit,59,psnruv,vector_uv,higher_is_better,32.9301211232993,32.806843771138155,-0.12327735216114633,-0.12327735216114633
add_crit_to_uv,add_critical_proxy,uv,uv_crit,60,psnruv,vector_uv,higher_is_better,32.62885245062063,32.4952560788116,-0.13359637180902695,-0.13359637180902695
add_crit_to_uv,add_critical_proxy,uv,uv_crit,61,psnruv,vector_uv,higher_is_better,31.811980769696543,31.671370728281598,-0.14061004141494493,-0.14061004141494493
add_crit_to_uv,add_critical_proxy,uv,uv_crit,62,psnruv,vector_uv,higher_is_better,31.695349782729444,31.572736162454458,-0.12261362027498635,-0.12261362027498635
add_crit_to_uv,add_critical_proxy,uv,uv_crit,63,psnruv,vector_uv,higher_is_better,31.617081167954165,31.51272259658255,-0.1043585713716162,-0.1043585713716162
add_crit_to_uv,add_critical_proxy,uv,uv_crit,64,psnruv,vector_uv,higher_is_better,32.48847825422585,32.38060035266488,-0.10787790156097543,-0.10787790156097543
add_crit_to_uv,add_critical_proxy,uv,uv_crit,65,psnruv,vector_uv,higher_is_better,32.96227928601669,32.86644883791079,-0.09583044810590025,-0.09583044810590025
add_crit_to_uv,add_critical_proxy,uv,uv_crit,66,psnruv,vector_uv,higher_is_better,33.043067627564774,32.95329169587511,-0.08977593168966536,-0.08977593168966536
add_crit_to_uv,add_critical_proxy,uv,uv_crit,67,psnruv,vector_uv,higher_is_better,32.97587277747904,32.87190326503621,-0.10396951244283059,-0.10396951244283059
add_crit_to_uv,add_critical_proxy,uv,uv_crit,68,psnruv,vector_uv,higher_is_better,32.69530286992482,32.573952732864065,-0.1213501370607517,-0.1213501370607517
add_crit_to_uv,add_critical_proxy,uv,uv_crit,69,psnruv,vector_uv,higher_is_better,31.67713703679079,31.533470018424598,-0.143667018366191,-0.143667018366191
add_crit_to_uv,add_critical_proxy,uv,uv_crit,70,psnruv,vector_uv,higher_is_better,31.881560465723695,31.725440976282854,-0.1561194894408402,-0.1561194894408402
add_crit_to_uv,add_critical_proxy,uv,uv_crit,71,psnruv,vector_uv,higher_is_better,31.9103677116291,31.759195953543667,-0.15117175808543237,-0.15117175808543237
add_crit_to_uv,add_critical_proxy,uv,uv_crit,72,psnruv,vector_uv,higher_is_better,31.735099685017506,31.5842616166114,-0.15083806840610592,-0.15083806840610592
add_crit_to_uv,add_critical_proxy,uv,uv_crit,73,psnruv,vector_uv,higher_is_better,31.61945707430975,31.479117955734875,-0.14033911857487524,-0.14033911857487524
add_crit_to_uv,add_critical_proxy,uv,uv_crit,74,psnruv,vector_uv,higher_is_better,31.63658286959835,31.502693631286583,-0.1338892383117667,-0.1338892383117667
add_crit_to_uv,add_critical_proxy,uv,uv_crit,75,psnruv,vector_uv,higher_is_better,31.32411602769629,31.194897907794587,-0.1292181199017044,-0.1292181199017044
add_crit_to_uv,add_critical_proxy,uv,uv_crit,76,psnruv,vector_uv,higher_is_better,31.136949735012163,31.020832101121382,-0.11611763389078078,-0.11611763389078078
