design_id,method_id,metric,metric_family,direction,n_valid,mean,median,standard_deviation,standard_error,iid_bootstrap_ci95_low,iid_bootstrap_ci95_high
B_FACTORIAL_2x3,grad_levelset,wpd_w1,wind_power_distribution,lower_is_better,168,27.967716307319442,27.087115322434475,14.621841031922116,1.1280995269193768,25.81212900259126,30.270099861091186
B_FACTORIAL_2x3,candidate_b,wpd_w1,wind_power_distribution,lower_is_better,168,26.68694395259363,26.328367417704015,13.710824749403018,1.0578130947880224,24.672416976148227,28.81364082126847
B_FACTORIAL_2x3,uv,wpd_bias_abs,wind_power_distribution,lower_is_better,168,31.30333604832264,32.25751353699259,14.886154979144209,1.148491790668413,29.089938060816408,33.59189866364859
B_FACTORIAL_2x3,speed_only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,26.443069018908822,27.633871458710974,12.715102830748204,0.9809914809484628,24.556209598157018,28.394455700018124
B_FACTORIAL_2x3,levelset_only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,23.201700513100633,22.119794417065325,11.780867579069175,0.9089136664550868,21.468220344992524,25.041923554564953
B_FACTORIAL_2x3,speed_levelset,wpd_bias_abs,wind_power_distribution,lower_is_better,168,21.239794796735378,19.690113353062067,10.339956775211673,0.7977449844391951,19.72266465184792,22.8545099641497
B_FACTORIAL_2x3,grad_only,wpd_bias_abs,wind_power_distribution,lower_is_better,168,17.503852077113216,15.255628119421349,11.426535349945011,0.8815763414783897,15.841112894003421,19.340117896903788
B_FACTORIAL_2x3,speed_grad,wpd_bias_abs,wind_power_distribution,lower_is_better,168,15.67530801045236,13.817932175195653,10.934973336601585,0.8436515087918891,14.087031209897006,17.420331140009203
B_FACTORIAL_2x3,grad_levelset,wpd_bias_abs,wind_power_distribution,lower_is_better,168,22.304955805957928,21.65866377145785,11.708308680241082,0.903315625875719,20.579791843053467,24.160812937564533
B_FACTORIAL_2x3,candidate_b,wpd_bias_abs,wind_power_distribution,lower_is_better,168,19.68905221286368,19.486084950791398,10.141395789158686,0.782425671779319,18.185939158894897,21.26485462932362
B_FACTORIAL_2x3,uv,grad_mae,gradient_distribution,lower_is_better,168,0.32474283787493324,0.32605861311252177,0.0704265795864571,0.0054335285782811035,0.3143068384460057,0.33525932674951664
B_FACTORIAL_2x3,speed_only,grad_mae,gradient_distribution,lower_is_better,168,0.3242089197822332,0.32575757375929537,0.07031876504817908,0.005425210506065647,0.3137919277576334,0.3347042402652923
B_FACTORIAL_2x3,levelset_only,grad_mae,gradient_distribution,lower_is_better,168,0.32402047114241306,0.32569806612609303,0.07024675304696915,0.005419654659553563,0.3136354405916098,0.3345134136177056
B_FACTORIAL_2x3,speed_levelset,grad_mae,gradient_distribution,lower_is_better,168,0.32276050229350844,0.32478160231936204,0.07004204470724162,0.005403861068260996,0.31237159126133734,0.33322752607926936
