sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
125,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.8719079690854983,-1.7438159381709966,0.8719079690854983,1.7438159381709966
126,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.9701830156536104,-1.9403660313072209,0.9701830156536104,1.9403660313072209
127,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.7338832530936159,-1.4677665061872318,0.7338832530936159,1.4677665061872318
128,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.3349245591781838,-2.6698491183563675,1.3349245591781838,2.6698491183563675
129,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.3482410253803323,-2.6964820507606646,1.3482410253803323,2.6964820507606646
130,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.5496769396191041,-3.0993538792382083,1.5496769396191041,3.0993538792382083
131,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.5387538947237118,-3.0775077894474236,1.5387538947237118,3.0775077894474236
132,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.5197534850642427,-3.0395069701284854,1.5197534850642427,3.0395069701284854
133,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.6502207769196104,-3.300441553839221,1.6502207769196104,3.300441553839221
134,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.3509527774087786,-2.7019055548175572,1.3509527774087786,2.7019055548175572
135,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.9688436279599131,-1.9376872559198262,0.9688436279599131,1.9376872559198262
136,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-1.2087703253032203,-2.4175406506064405,1.2087703253032203,2.4175406506064405
137,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.910261783730121,-1.820523567460242,0.910261783730121,1.820523567460242
138,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.8998851320225754,-1.7997702640451507,0.8998851320225754,1.7997702640451507
139,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.6854306145727804,-1.3708612291455609,0.6854306145727804,1.3708612291455609
