sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
15,psnruv,vector_uv,higher_is_better,speed,1,speed,0.015201595075843066,0.030403190151686132,0.015201595075843066,0.030403190151686132
16,psnruv,vector_uv,higher_is_better,speed,1,speed,0.015083905077745818,0.030167810155491637,0.015083905077745818,0.030167810155491637
17,psnruv,vector_uv,higher_is_better,speed,1,speed,0.01610312767346489,0.03220625534692978,0.01610312767346489,0.03220625534692978
18,psnruv,vector_uv,higher_is_better,speed,1,speed,0.012562916335650876,0.02512583267130175,0.012562916335650876,0.02512583267130175
19,psnruv,vector_uv,higher_is_better,speed,1,speed,0.017102733470824028,0.034205466941648055,0.017102733470824028,0.034205466941648055
20,psnruv,vector_uv,higher_is_better,speed,1,speed,0.017831154475634214,0.03566230895126843,0.017831154475634214,0.03566230895126843
21,psnruv,vector_uv,higher_is_better,speed,1,speed,0.01404759963713964,0.02809519927427928,0.01404759963713964,0.02809519927427928
22,psnruv,vector_uv,higher_is_better,speed,1,speed,0.015275998630833065,0.03055199726166613,0.015275998630833065,0.03055199726166613
23,psnruv,vector_uv,higher_is_better,speed,1,speed,0.011497268066222865,0.02299453613244573,0.011497268066222865,0.02299453613244573
24,psnruv,vector_uv,higher_is_better,speed,1,speed,0.015232509791727189,0.030465019583454378,0.015232509791727189,0.030465019583454378
25,psnruv,vector_uv,higher_is_better,speed,1,speed,0.013173103123147456,0.026346206246294912,0.013173103123147456,0.026346206246294912
26,psnruv,vector_uv,higher_is_better,speed,1,speed,0.015365817496828527,0.030731634993657053,0.015365817496828527,0.030731634993657053
