sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
106,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05062235338189858,0.10124470676379715,0.05062235338189858,0.10124470676379715
107,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05624753738724131,0.11249507477448262,0.05624753738724131,0.11249507477448262
108,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05709192409780073,0.11418384819560146,0.05709192409780073,0.11418384819560146
109,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.054728252252455256,0.10945650450491051,0.054728252252455256,0.10945650450491051
110,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05258912435961349,0.10517824871922699,0.05258912435961349,0.10517824871922699
111,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05590007304495259,0.11180014608990518,0.05590007304495259,0.11180014608990518
112,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.057184618951017896,0.11436923790203579,0.057184618951017896,0.11436923790203579
113,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05605251577955794,0.11210503155911589,0.05605251577955794,0.11210503155911589
114,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05717147153215674,0.11434294306431347,0.05717147153215674,0.11434294306431347
115,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.052765876143404,0.105531752286808,0.052765876143404,0.105531752286808
116,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05364099752187279,0.10728199504374558,0.05364099752187279,0.10728199504374558
117,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.05382381005450476,0.10764762010900952,0.05382381005450476,0.10764762010900952
118,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.054538855207910686,0.10907771041582137,0.054538855207910686,0.10907771041582137
119,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.0579705434066593,0.1159410868133186,0.0579705434066593,0.1159410868133186
120,psnruv,vector_uv,higher_is_better,levelset,1,levelset,0.053542683144590875,0.10708536628918175,0.053542683144590875,0.10708536628918175
