method,pd_n,pd_mean,pd_median,pd_stdev,pd_min,pd_max,mt_n,mt_mean,mt_median,mt_stdev,mt_min,mt_max
candidateB_expanded2688,168,22.69088675162447,22.765836606944614,4.166367436384722,15.227096747395086,33.734919684406634,168,5.861446357908703,5.844892978668213,0.8289068689586271,3.896876335144043,8.267658233642578
